,timestep,depth,Salinity,Theta
1883,1883,-283.75565,36.47195,18.493443
1884,1884,-283.90607,36.471535,18.489874
1885,1885,-284.0565,36.471123,18.486305
1886,1886,-284.2069,36.47071,18.482737
1887,1887,-284.35736,36.4703,18.479168
1888,1888,-284.50778,36.469887,18.4756
1889,1889,-284.6582,36.469475,18.47203
1890,1890,-284.80862,36.469063,18.468462
1891,1891,-284.95908,36.468647,18.464893
1892,1892,-285.1095,36.468235,18.461325
1893,1893,-285.25992,36.467823,18.457756
1894,1894,-285.41034,36.46741,18.454187
1895,1895,-285.56076,36.467,18.450619
1896,1896,-285.7112,36.466587,18.447048
1897,1897,-285.86163,36.466175,18.44348
1898,1898,-286.01205,36.46576,18.439913
1899,1899,-286.16248,36.465347,18.436344
1900,1900,-286.3129,36.464935,18.432775
1901,1901,-286.46335,36.464523,18.429205
1902,1902,-286.61377,36.46411,18.425636
1903,1903,-286.7642,36.4637,18.422068
1904,1904,-286.9146,36.463287,18.418499
1905,1905,-287.06506,36.46287,18.41493
1906,1906,-287.21548,36.46246,18.411362
1907,1907,-287.3659,36.462048,18.407793
1908,1908,-287.51633,36.461636,18.404224
1909,1909,-287.66675,36.461224,18.400656
1910,1910,-287.8172,36.46081,18.397087
1911,1911,-287.96762,36.460396,18.393518
1912,1912,-288.11804,36.459984,18.38995
1913,1913,-288.26846,36.45957,18.386381
1914,1914,-288.4189,36.45916,18.382812
1915,1915,-288.56934,36.458748,18.379244
1916,1916,-288.71976,36.458336,18.375675
1917,1917,-288.87018,36.457924,18.372107
1918,1918,-289.0206,36.457508,18.368538
1919,1919,-289.17105,36.457096,18.364967
1920,1920,-289.32147,36.456684,18.361399
1921,1921,-289.4719,36.456272,18.35783
1922,1922,-289.6223,36.45586,18.354263
1923,1923,-289.77277,36.45545,18.350693
1924,1924,-289.9232,36.455036,18.347124
1925,1925,-290.0736,36.45462,18.343555
1926,1926,-290.22403,36.45421,18.339987
1927,1927,-290.37445,36.453796,18.336418
1928,1928,-290.5249,36.453384,18.33285
1929,1929,-290.67532,36.452972,18.32928
1930,1930,-290.82574,36.45256,18.325712
1931,1931,-290.97617,36.45215,18.322144
1932,1932,-291.12662,36.451733,18.318575
1933,1933,-291.27704,36.45132,18.315006
1934,1934,-291.42746,36.45091,18.311438
1935,1935,-291.57788,36.450497,18.307869
1936,1936,-291.7283,36.450085,18.3043
1937,1937,-291.87875,36.449673,18.300732
1938,1938,-292.02917,36.44926,18.297163
1939,1939,-292.1796,36.448845,18.293594
1940,1940,-292.33002,36.448433,18.290026
1941,1941,-292.48044,36.44802,18.286457
1942,1942,-292.6309,36.44761,18.282887
1943,1943,-292.7813,36.447197,18.279318
1944,1944,-292.93173,36.446785,18.27575
1945,1945,-293.08215,36.446373,18.27218
1946,1946,-293.2326,36.445957,18.268612
1947,1947,-293.38303,36.445545,18.265043
1948,1948,-293.53345,36.445133,18.261475
1949,1949,-293.68387,36.44472,18.257906
1950,1950,-293.8343,36.44431,18.254337
1951,1951,-293.98474,36.443897,18.250769
1952,1952,-294.13516,36.443485,18.2472
1953,1953,-294.28558,36.44307,18.243631
1954,1954,-294.436,36.442657,18.240063
1955,1955,-294.58646,36.442245,18.236494
1956,1956,-294.73688,36.441833,18.232925
1957,1957,-294.8873,36.44142,18.229357
1958,1958,-295.03772,36.44101,18.225788
1959,1959,-295.18814,36.440594,18.22222
1960,1960,-295.3386,36.44018,18.21865
1961,1961,-295.489,36.43977,18.215082
1962,1962,-295.63943,36.439358,18.211514
1963,1963,-295.78986,36.438946,18.207945
1964,1964,-295.9403,36.438534,18.204374
1965,1965,-296.09073,36.43812,18.200806
1966,1966,-296.24115,36.437706,18.197237
1967,1967,-296.39157,36.437294,18.193668
1968,1968,-296.542,36.436882,18.1901
1969,1969,-296.69244,36.43647,18.186531
1970,1970,-296.84286,36.436058,18.182962
1971,1971,-296.9933,36.435646,18.179394
1972,1972,-297.1437,36.435234,18.175825
1973,1973,-297.29416,36.43482,18.172256
1974,1974,-297.44458,36.434406,18.168688
1975,1975,-297.595,36.433994,18.16512
1976,1976,-297.74542,36.433582,18.16155
1977,1977,-297.89584,36.43317,18.157982
1978,1978,-298.0463,36.43276,18.154413
1979,1979,-298.19672,36.432346,18.150845
1980,1980,-298.34714,36.43193,18.147276
1981,1981,-298.49756,36.43152,18.143707
1982,1982,-298.64798,36.431107,18.140139
1983,1983,-298.79843,36.430695,18.136568
1984,1984,-298.94885,36.430283,18.133001
1985,1985,-299.09927,36.42987,18.129433
1986,1986,-299.2497,36.42946,18.125864
1987,1987,-299.40015,36.429043,18.122293
1988,1988,-299.55057,36.42859,18.118534
1989,1989,-299.701,36.42803,18.114336
1990,1990,-299.8514,36.42747,18.11014
1991,1991,-300.00183,36.426914,18.105942
1992,1992,-300.15228,36.426353,18.101742
1993,1993,-300.3027,36.425797,18.097544
1994,1994,-300.45312,36.42524,18.093348
1995,1995,-300.60355,36.42468,18.08915
1996,1996,-300.754,36.42412,18.08495
1997,1997,-300.90442,36.423565,18.080753
1998,1998,-301.05484,36.423004,18.076555
1999,1999,-301.20526,36.422447,18.072357
2000,2000,-301.35568,36.42189,18.06816
2001,2001,-301.50613,36.42133,18.063961
2002,2002,-301.65656,36.420773,18.059763
2003,2003,-301.80698,36.420216,18.055565
2004,2004,-301.9574,36.419655,18.051367
2005,2005,-302.10785,36.419098,18.047169
2006,2006,-302.25827,36.41854,18.04297
2007,2007,-302.4087,36.417984,18.038773
2008,2008,-302.5591,36.417423,18.034575
2009,2009,-302.70953,36.416866,18.030376
2010,2010,-302.86,36.41631,18.026178
2011,2011,-303.0104,36.41575,18.02198
2012,2012,-303.16083,36.41519,18.017782
2013,2013,-303.31125,36.414635,18.013584
2014,2014,-303.4617,36.414074,18.009386
2015,2015,-303.61212,36.413517,18.005188
2016,2016,-303.76254,36.41296,18.00099
2017,2017,-303.91296,36.4124,17.996792
2018,2018,-304.0634,36.411842,17.992594
2019,2019,-304.21384,36.411285,17.988396
2020,2020,-304.36426,36.410725,17.984198
2021,2021,-304.51468,36.410168,17.98
2022,2022,-304.6651,36.40961,17.975801
2023,2023,-304.81555,36.40905,17.971603
2024,2024,-304.96597,36.408493,17.967405
2025,2025,-305.1164,36.407936,17.963207
2026,2026,-305.2668,36.407375,17.95901
2027,2027,-305.41724,36.40682,17.954811
2028,2028,-305.5677,36.40626,17.950613
2029,2029,-305.7181,36.4057,17.946415
2030,2030,-305.86853,36.405144,17.942217
2031,2031,-306.01895,36.404587,17.938019
2032,2032,-306.16937,36.404026,17.93382
2033,2033,-306.31982,36.40347,17.929623
2034,2034,-306.47025,36.402912,17.925425
2035,2035,-306.62067,36.40235,17.921227
2036,2036,-306.7711,36.401794,17.917028
2037,2037,-306.92154,36.401237,17.91283
2038,2038,-307.07196,36.400677,17.908632
2039,2039,-307.22238,36.40012,17.904434
2040,2040,-307.3728,36.399563,17.900236
2041,2041,-307.52322,36.399002,17.896038
2042,2042,-307.67368,36.398445,17.89184
2043,2043,-307.8241,36.39789,17.887642
2044,2044,-307.97452,36.397327,17.883444
2045,2045,-308.12494,36.39677,17.879248
2046,2046,-308.2754,36.396214,17.875048
2047,2047,-308.4258,36.395653,17.87085
2048,2048,-308.57623,36.395096,17.866652
2049,2049,-308.72665,36.39454,17.862455
2050,2050,-308.87708,36.393982,17.858257
2051,2051,-309.02753,36.39342,17.854057
2052,2052,-309.17795,36.392864,17.84986
2053,2053,-309.32837,36.392307,17.845663
2054,2054,-309.4788,36.391747,17.841465
2055,2055,-309.62924,36.39119,17.837265
2056,2056,-309.77966,36.390633,17.833067
2057,2057,-309.93008,36.39007,17.82887
2058,2058,-310.0805,36.389515,17.824673
2059,2059,-310.23093,36.388958,17.820475
2060,2060,-310.38138,36.388397,17.816275
2061,2061,-310.5318,36.38784,17.812078
2062,2062,-310.68222,36.387283,17.80788
2063,2063,-310.83264,36.386723,17.803682
2064,2064,-310.9831,36.386166,17.799482
2065,2065,-311.1335,36.38561,17.795286
2066,2066,-311.28394,36.385048,17.791088
2067,2067,-311.43436,36.38449,17.78689
2068,2068,-311.58478,36.383934,17.782692
2069,2069,-311.73523,36.383373,17.778494
2070,2070,-311.88565,36.382816,17.774296
2071,2071,-312.03607,36.38226,17.770098
2072,2072,-312.1865,36.3817,17.7659
2073,2073,-312.3369,36.38114,17.761702
2074,2074,-312.48737,36.380585,17.757504
2075,2075,-312.6378,36.380024,17.753305
2076,2076,-312.7882,36.379467,17.749107
2077,2077,-312.93863,36.37891,17.74491
2078,2078,-313.08908,36.37835,17.740711
2079,2079,-313.2395,36.377792,17.736513
2080,2080,-313.38992,36.377235,17.732315
2081,2081,-313.54034,36.376675,17.728117
2082,2082,-313.69077,36.376118,17.723919
2083,2083,-313.84122,36.37556,17.71972
2084,2084,-313.99164,36.375,17.715523
2085,2085,-314.14206,36.374443,17.711325
2086,2086,-314.29248,36.373886,17.707127
2087,2087,-314.44293,36.373325,17.702929
2088,2088,-314.59335,36.37277,17.69873
2089,2089,-314.74377,36.37221,17.694532
2090,2090,-314.8942,36.37165,17.690334
2091,2091,-315.04462,36.371094,17.686136
2092,2092,-315.19507,36.370537,17.681938
2093,2093,-315.3455,36.36998,17.67774
2094,2094,-315.4959,36.36942,17.673542
2095,2095,-315.64633,36.368862,17.669344
2096,2096,-315.79678,36.368305,17.665146
2097,2097,-315.9472,36.367744,17.660948
2098,2098,-316.09763,36.367188,17.65675
2099,2099,-316.24805,36.36663,17.652552
2100,2100,-316.39847,36.36607,17.648354
2101,2101,-316.54892,36.365513,17.644156
2102,2102,-316.69934,36.364956,17.639957
2103,2103,-316.84976,36.364395,17.63576
2104,2104,-317.00018,36.36384,17.631561
2105,2105,-317.15063,36.36328,17.627363
2106,2106,-317.30106,36.36272,17.623165
2107,2107,-317.45148,36.362164,17.618967
2108,2108,-317.6019,36.361607,17.614769
2109,2109,-317.75232,36.361046,17.610573
2110,2110,-317.90277,36.36049,17.606373
2111,2111,-318.0532,36.359932,17.602175
2112,2112,-318.2036,36.35937,17.597977
2113,2113,-318.35403,36.358814,17.59378
2114,2114,-318.5045,36.358257,17.58958
2115,2115,-318.6549,36.357697,17.585382
2116,2116,-318.80533,36.35714,17.581184
2117,2117,-318.95575,36.356583,17.576988
2118,2118,-319.10617,36.35602,17.57279
2119,2119,-319.25662,36.355465,17.56859
2120,2120,-319.40704,36.354908,17.564392
2121,2121,-319.55746,36.354347,17.560196
2122,2122,-319.7079,36.35379,17.555998
2123,2123,-319.8583,36.353233,17.5518
2124,2124,-320.00876,36.352673,17.5476
2125,2125,-320.15918,36.352116,17.543404
2126,2126,-320.3096,36.35156,17.539206
2127,2127,-320.46002,36.350998,17.535007
2128,2128,-320.61047,36.35044,17.53081
2129,2129,-320.7609,36.349884,17.526611
2130,2130,-320.91132,36.349323,17.522413
2131,2131,-321.06174,36.348766,17.518215
2132,2132,-321.21216,36.34821,17.514017
2133,2133,-321.3626,36.34765,17.509819
2134,2134,-321.51303,36.34709,17.505621
2135,2135,-321.66345,36.346535,17.501423
2136,2136,-321.81387,36.345978,17.497225
2137,2137,-321.96432,36.345417,17.493027
2138,2138,-322.11475,36.34486,17.488829
2139,2139,-322.26517,36.344303,17.48463
2140,2140,-322.4156,36.343742,17.480433
2141,2141,-322.566,36.343185,17.476234
2142,2142,-322.71646,36.34263,17.472036
2143,2143,-322.86688,36.342068,17.467838
2144,2144,-323.0173,36.34151,17.46364
2145,2145,-323.16772,36.340954,17.459442
2146,2146,-323.31818,36.340393,17.455244
2147,2147,-323.4686,36.339836,17.451046
2148,2148,-323.61902,36.33928,17.446848
2149,2149,-323.76944,36.33872,17.44265
2150,2150,-323.91986,36.33816,17.438452
2151,2151,-324.0703,36.337605,17.434254
2152,2152,-324.22073,36.337044,17.430056
2153,2153,-324.37115,36.336487,17.425858
2154,2154,-324.52158,36.33593,17.42166
2155,2155,-324.67203,36.33537,17.417461
2156,2156,-324.82245,36.334812,17.413263
2157,2157,-324.97287,36.334255,17.409065
2158,2158,-325.1233,36.333694,17.404867
2159,2159,-325.2737,36.333138,17.40067
2160,2160,-325.42416,36.33254,17.396349
2161,2161,-325.5746,36.331924,17.391973
2162,2162,-325.725,36.33131,17.387598
2163,2163,-325.87543,36.330692,17.383223
2164,2164,-326.02585,36.33008,17.378847
2165,2165,-326.1763,36.32946,17.374472
2166,2166,-326.32672,36.328846,17.370096
2167,2167,-326.47714,36.32823,17.365723
2168,2168,-326.62756,36.327614,17.361347
2169,2169,-326.778,36.327,17.356972
2170,2170,-326.92844,36.326385,17.352596
2171,2171,-327.07886,36.325768,17.34822
2172,2172,-327.22928,36.325153,17.343845
2173,2173,-327.3797,36.32454,17.33947
2174,2174,-327.53015,36.32392,17.335094
2175,2175,-327.68057,36.323307,17.330719
2176,2176,-327.831,36.32269,17.326344
2177,2177,-327.9814,36.322075,17.32197
2178,2178,-328.13187,36.32146,17.317593
2179,2179,-328.2823,36.320843,17.31322
2180,2180,-328.4327,36.32023,17.308844
2181,2181,-328.58313,36.319614,17.304468
2182,2182,-328.73355,36.318996,17.300093
2183,2183,-328.884,36.318382,17.295717
2184,2184,-329.03442,36.317764,17.291342
2185,2185,-329.18484,36.31715,17.286966
2186,2186,-329.33527,36.316536,17.28259
2187,2187,-329.48572,36.315918,17.278215
2188,2188,-329.63614,36.315304,17.27384
2189,2189,-329.78656,36.31469,17.269466
2190,2190,-329.93698,36.31407,17.26509
2191,2191,-330.0874,36.313457,17.260715
2192,2192,-330.23785,36.31284,17.25634
2193,2193,-330.38828,36.312225,17.251965
2194,2194,-330.5387,36.31161,17.24759
2195,2195,-330.68912,36.310993,17.243214
2196,2196,-330.83957,36.31038,17.238838
2197,2197,-330.99,36.309765,17.234463
2198,2198,-331.1404,36.309147,17.230087
2199,2199,-331.29083,36.308533,17.225714
2200,2200,-331.44125,36.30792,17.221338
2201,2201,-331.5917,36.3073,17.21696
2202,2202,-331.74213,36.306686,17.212587
2203,2203,-331.89255,36.30607,17.208212
2204,2204,-332.04297,36.305454,17.203836
2205,2205,-332.1934,36.30484,17.199461
2206,2206,-332.34384,36.304222,17.195086
2207,2207,-332.49426,36.303608,17.19071
2208,2208,-332.64468,36.302994,17.186335
2209,2209,-332.7951,36.302376,17.181961
2210,2210,-332.94556,36.30176,17.177584
2211,2211,-333.09598,36.301144,17.17321
2212,2212,-333.2464,36.30053,17.168835
2213,2213,-333.39682,36.299915,17.16446
2214,2214,-333.54724,36.299297,17.160084
2215,2215,-333.6977,36.298683,17.155708
2216,2216,-333.8481,36.29807,17.151333
2217,2217,-333.99854,36.29745,17.146957
2218,2218,-334.14896,36.296837,17.142582
2219,2219,-334.2994,36.296223,17.138206
2220,2220,-334.44983,36.295605,17.133831
2221,2221,-334.60025,36.29499,17.129457
2222,2222,-334.75067,36.294373,17.125082
2223,2223,-334.9011,36.29376,17.120707
2224,2224,-335.05154,36.293144,17.116331
2225,2225,-335.20197,36.292526,17.111956
2226,2226,-335.3524,36.291912,17.10758
2227,2227,-335.5028,36.291298,17.103205
2228,2228,-335.65326,36.29068,17.09883
2229,2229,-335.80368,36.290066,17.094454
2230,2230,-335.9541,36.289448,17.090078
2231,2231,-336.10452,36.288834,17.085705
2232,2232,-336.25494,36.28822,17.08133
2233,2233,-336.4054,36.2876,17.076952
2234,2234,-336.55582,36.286987,17.072578
2235,2235,-336.70624,36.286373,17.068203
2236,2236,-336.85666,36.285755,17.063828
2237,2237,-337.0071,36.28514,17.059452
2238,2238,-337.15753,36.284527,17.055077
2239,2239,-337.30795,36.28391,17.050701
2240,2240,-337.45837,36.283295,17.046326
2241,2241,-337.6088,36.282677,17.041952
2242,2242,-337.75925,36.282063,17.037575
2243,2243,-337.90967,36.28145,17.0332
2244,2244,-338.0601,36.28083,17.028826
2245,2245,-338.2105,36.280216,17.02445
2246,2246,-338.36096,36.279602,17.020075
2247,2247,-338.51138,36.278984,17.0157
2248,2248,-338.6618,36.27837,17.011324
2249,2249,-338.81223,36.277752,17.006948
2250,2250,-338.96265,36.277138,17.002573
2251,2251,-339.1131,36.276524,16.998198
2252,2252,-339.26352,36.275906,16.993822
2253,2253,-339.41394,36.27529,16.989447
2254,2254,-339.56436,36.274677,16.985073
2255,2255,-339.71478,36.27406,16.980698
2256,2256,-339.86523,36.273445,16.976322
2257,2257,-340.01566,36.27283,16.971947
2258,2258,-340.16608,36.272213,16.967571
2259,2259,-340.3165,36.2716,16.963196
2260,2260,-340.46695,36.27098,16.95882
2261,2261,-340.61737,36.270367,16.954445
2262,2262,-340.7678,36.269753,16.95007
2263,2263,-340.9182,36.269135,16.945694
2264,2264,-341.06863,36.26852,16.94132
2265,2265,-341.2191,36.267906,16.936943
2266,2266,-341.3695,36.26729,16.93257
2267,2267,-341.51993,36.266674,16.928194
2268,2268,-341.67035,36.266056,16.923819
2269,2269,-341.8208,36.26544,16.919443
2270,2270,-341.97122,36.264828,16.915068
2271,2271,-342.12164,36.26421,16.910692
2272,2272,-342.27206,36.263596,16.906317
2273,2273,-342.4225,36.26298,16.901943
2274,2274,-342.57294,36.262363,16.897566
2275,2275,-342.72336,36.26175,16.89319
2276,2276,-342.87378,36.261135,16.888817
2277,2277,-343.0242,36.260517,16.884441
2278,2278,-343.17465,36.259903,16.880066
2279,2279,-343.32507,36.259285,16.87569
2280,2280,-343.4755,36.25867,16.871315
2281,2281,-343.62592,36.258057,16.86694
2282,2282,-343.77634,36.25744,16.862564
2283,2283,-343.9268,36.256824,16.858189
2284,2284,-344.0772,36.25621,16.853813
2285,2285,-344.22763,36.255592,16.849438
2286,2286,-344.37805,36.25498,16.845064
2287,2287,-344.5285,36.25436,16.840687
2288,2288,-344.67892,36.253746,16.836313
2289,2289,-344.82935,36.25313,16.831938
2290,2290,-344.97977,36.252514,16.827562
2291,2291,-345.1302,36.2519,16.823187
2292,2292,-345.28064,36.251286,16.818811
2293,2293,-345.43106,36.250668,16.814436
2294,2294,-345.58148,36.250053,16.81006
2295,2295,-345.7319,36.24944,16.805685
2296,2296,-345.88232,36.24882,16.801311
2297,2297,-346.03278,36.248207,16.796934
2298,2298,-346.1832,36.24759,16.79256
2299,2299,-346.33362,36.246975,16.788185
2300,2300,-346.48404,36.24636,16.78381
2301,2301,-346.6345,36.245743,16.779434
2302,2302,-346.7849,36.24513,16.775059
2303,2303,-346.93533,36.244514,16.770683
2304,2304,-347.08575,36.243896,16.766308
2305,2305,-347.23618,36.243282,16.761932
2306,2306,-347.38663,36.242664,16.757557
2307,2307,-347.53705,36.24205,16.753181
2308,2308,-347.68747,36.241436,16.748808
2309,2309,-347.8379,36.240818,16.744432
2310,2310,-347.98834,36.240204,16.740057
2311,2311,-348.13876,36.23959,16.735682
2312,2312,-348.28918,36.23897,16.731306
2313,2313,-348.4396,36.238358,16.72693
2314,2314,-348.59003,36.237743,16.722555
2315,2315,-348.74048,36.237125,16.71818
2316,2316,-348.8909,36.23651,16.713804
2317,2317,-349.04132,36.235893,16.709429
2318,2318,-349.19174,36.23528,16.705055
2319,2319,-349.3422,36.234665,16.700678
2320,2320,-349.4926,36.234047,16.696304
2321,2321,-349.64304,36.233433,16.691929
2322,2322,-349.79346,36.23282,16.687553
2323,2323,-349.94388,36.2322,16.683178
2324,2324,-350.09433,36.231586,16.678802
2325,2325,-350.24475,36.23097,16.674427
2326,2326,-350.39517,36.230354,16.670052
2327,2327,-350.5456,36.22974,16.665676
2328,2328,-350.69604,36.229122,16.6613
2329,2329,-350.84647,36.228508,16.656925
2330,2330,-350.9969,36.227894,16.652552
2331,2331,-351.1473,36.227276,16.648176
2332,2332,-351.29773,36.22666,16.6438
2333,2333,-351.44818,36.226048,16.639425
2334,2334,-351.5986,36.22543,16.63505
2335,2335,-351.74902,36.224815,16.630674
2336,2336,-351.89944,36.224197,16.626299
2337,2337,-352.0499,36.223583,16.621923
2338,2338,-352.20032,36.22297,16.617548
2339,2339,-352.35074,36.22235,16.613173
2340,2340,-352.50116,36.221798,16.609083
2341,2341,-352.65158,36.2213,16.605236
2342,2342,-352.80203,36.220795,16.601389
2343,2343,-352.95245,36.220295,16.597542
2344,2344,-353.10287,36.21979,16.593695
2345,2345,-353.2533,36.21929,16.589848
2346,2346,-353.40372,36.21879,16.586
2347,2347,-353.55417,36.21829,16.582151
2348,2348,-353.7046,36.21779,16.578304
2349,2349,-353.855,36.217285,16.574457
2350,2350,-354.00543,36.216785,16.57061
2351,2351,-354.15588,36.21628,16.566763
2352,2352,-354.3063,36.215782,16.562916
2353,2353,-354.45673,36.21528,16.559069
2354,2354,-354.60715,36.21478,16.555222
2355,2355,-354.75757,36.21428,16.551374
2356,2356,-354.90802,36.213776,16.547527
2357,2357,-355.05844,36.213276,16.54368
2358,2358,-355.20886,36.212772,16.539833
2359,2359,-355.35928,36.212273,16.535986
2360,2360,-355.50974,36.21177,16.532139
2361,2361,-355.66016,36.21127,16.528292
2362,2362,-355.81058,36.21077,16.524445
2363,2363,-355.961,36.210266,16.520597
2364,2364,-356.11142,36.209766,16.51675
2365,2365,-356.26187,36.209263,16.512901
2366,2366,-356.4123,36.208763,16.509056
2367,2367,-356.5627,36.20826,16.505209
2368,2368,-356.71313,36.20776,16.501362
2369,2369,-356.8636,36.207256,16.497513
2370,2370,-357.014,36.206757,16.493666
2371,2371,-357.16443,36.206257,16.489819
2372,2372,-357.31485,36.205753,16.485971
2373,2373,-357.46527,36.205254,16.482124
2374,2374,-357.61572,36.20475,16.478277
2375,2375,-357.76614,36.20425,16.47443
2376,2376,-357.91656,36.203747,16.470583
2377,2377,-358.067,36.203247,16.466736
2378,2378,-358.21744,36.202747,16.462889
2379,2379,-358.36786,36.202244,16.459042
2380,2380,-358.51828,36.201744,16.455194
2381,2381,-358.6687,36.20124,16.451347
2382,2382,-358.81912,36.20074,16.4475
2383,2383,-358.96957,36.200237,16.443653
2384,2384,-359.12,36.199738,16.439806
2385,2385,-359.27042,36.199238,16.435959
2386,2386,-359.42084,36.198734,16.432112
2387,2387,-359.57126,36.198235,16.428265
2388,2388,-359.7217,36.19773,16.424416
2389,2389,-359.87213,36.19723,16.420568
2390,2390,-360.02255,36.196728,16.416721
2391,2391,-360.17297,36.196228,16.412874
2392,2392,-360.32343,36.195724,16.409027
2393,2393,-360.47385,36.195225,16.40518
2394,2394,-360.62427,36.194725,16.401333
2395,2395,-360.7747,36.19422,16.397486
2396,2396,-360.9251,36.19372,16.393639
2397,2397,-361.07556,36.19322,16.389791
2398,2398,-361.22598,36.19272,16.385944
2399,2399,-361.3764,36.192215,16.382097
2400,2400,-361.52682,36.191715,16.37825
2401,2401,-361.67728,36.191216,16.374403
2402,2402,-361.8277,36.190712,16.370556
2403,2403,-361.97812,36.190212,16.366709
2404,2404,-362.12854,36.18971,16.362862
2405,2405,-362.27896,36.18921,16.359015
2406,2406,-362.4294,36.188705,16.355165
2407,2407,-362.57983,36.188206,16.351318
2408,2408,-362.73026,36.187706,16.347471
2409,2409,-362.88068,36.187202,16.343624
2410,2410,-363.03113,36.186703,16.339777
2411,2411,-363.18155,36.1862,16.33593
2412,2412,-363.33197,36.1857,16.332083
2413,2413,-363.4824,36.185196,16.328236
2414,2414,-363.6328,36.184696,16.324389
2415,2415,-363.78326,36.184193,16.320541
2416,2416,-363.9337,36.183693,16.316694
2417,2417,-364.0841,36.183193,16.312847
2418,2418,-364.23453,36.18269,16.309
2419,2419,-364.38498,36.18219,16.305153
2420,2420,-364.5354,36.181686,16.301306
2421,2421,-364.68582,36.181187,16.297459
2422,2422,-364.83624,36.180683,16.293612
2423,2423,-364.98666,36.180183,16.289764
2424,2424,-365.13712,36.179684,16.285915
2425,2425,-365.28754,36.17918,16.282068
2426,2426,-365.43796,36.17868,16.278221
2427,2427,-365.58838,36.178177,16.274376
2428,2428,-365.7388,36.177677,16.270529
2429,2429,-365.88925,36.177174,16.26668
2430,2430,-366.03967,36.176674,16.262833
2431,2431,-366.1901,36.176174,16.258986
2432,2432,-366.3405,36.17567,16.255138
2433,2433,-366.49097,36.17517,16.251291
2434,2434,-366.6414,36.174667,16.247444
2435,2435,-366.7918,36.174168,16.243597
2436,2436,-366.94223,36.173664,16.23975
2437,2437,-367.09265,36.173164,16.235903
2438,2438,-367.2431,36.17266,16.232056
2439,2439,-367.39352,36.17216,16.228209
2440,2440,-367.54395,36.17166,16.224361
2441,2441,-367.69437,36.171158,16.220514
2442,2442,-367.84482,36.17066,16.216665
2443,2443,-367.99524,36.170155,16.21282
2444,2444,-368.14566,36.169655,16.208973
2445,2445,-368.29608,36.16915,16.205126
2446,2446,-368.4465,36.16865,16.201279
2447,2447,-368.59695,36.16815,16.19743
2448,2448,-368.74738,36.16765,16.193583
2449,2449,-368.8978,36.16715,16.189735
2450,2450,-369.04822,36.166645,16.185888
2451,2451,-369.19867,36.166145,16.182041
2452,2452,-369.3491,36.16564,16.178194
2453,2453,-369.4995,36.165142,16.174347
2454,2454,-369.64993,36.164642,16.1705
2455,2455,-369.80035,36.16414,16.166653
2456,2456,-369.9508,36.16364,16.162806
2457,2457,-370.10123,36.163136,16.158958
2458,2458,-370.25165,36.162636,16.155111
2459,2459,-370.40207,36.162132,16.151264
2460,2460,-370.55252,36.161633,16.147417
2461,2461,-370.70294,36.16113,16.14357
2462,2462,-370.85336,36.16063,16.139723
2463,2463,-371.00378,36.16013,16.135876
2464,2464,-371.1542,36.159626,16.132029
2465,2465,-371.30466,36.159126,16.12818
2466,2466,-371.45508,36.158623,16.124332
2467,2467,-371.6055,36.158123,16.120485
2468,2468,-371.75592,36.15762,16.116638
2469,2469,-371.90637,36.15712,16.112791
2470,2470,-372.0568,36.15662,16.108944
2471,2471,-372.2072,36.156116,16.105097
2472,2472,-372.35764,36.155617,16.10125
2473,2473,-372.50806,36.155113,16.097403
2474,2474,-372.6585,36.154613,16.093555
2475,2475,-372.80893,36.15411,16.089708
2476,2476,-372.95935,36.15361,16.085861
2477,2477,-373.10977,36.15311,16.082014
2478,2478,-373.2602,36.152607,16.078167
2479,2479,-373.41064,36.152107,16.07432
2480,2480,-373.56107,36.151604,16.070473
2481,2481,-373.7115,36.151104,16.066626
2482,2482,-373.8619,36.1506,16.062778
2483,2483,-374.01236,36.1501,16.05893
2484,2484,-374.16278,36.149597,16.055082
2485,2485,-374.3132,36.149097,16.051235
2486,2486,-374.46362,36.148598,16.047388
2487,2487,-374.61404,36.148094,16.043543
2488,2488,-374.7645,36.147594,16.039694
2489,2489,-374.91492,36.14709,16.035847
2490,2490,-375.06534,36.14659,16.032
2491,2491,-375.21576,36.146088,16.028152
2492,2492,-375.3662,36.145588,16.024305
2493,2493,-375.51663,36.14509,16.020458
2494,2494,-375.66705,36.144585,16.016611
2495,2495,-375.81747,36.144085,16.012764
2496,2496,-375.9679,36.14358,16.008917
2497,2497,-376.11835,36.14308,16.00507
2498,2498,-376.26877,36.14258,16.001223
2499,2499,-376.4192,36.14208,15.9973755
2500,2500,-376.5696,36.14158,15.993528
2501,2501,-376.72006,36.141075,15.98968
2502,2502,-376.87048,36.140575,15.985833
2503,2503,-377.0209,36.14007,15.981986
2504,2504,-377.17133,36.139572,15.978139
2505,2505,-377.32175,36.13907,15.974292
2506,2506,-377.4722,36.13857,15.970444
2507,2507,-377.62262,36.138065,15.966598
2508,2508,-377.77304,36.137566,15.96275
2509,2509,-377.92346,36.137066,15.958903
2510,2510,-378.0739,36.136562,15.955055
2511,2511,-378.22433,36.136063,15.951208
2512,2512,-378.37476,36.13556,15.947361
2513,2513,-378.52518,36.13506,15.943514
2514,2514,-378.6756,36.134556,15.939667
2515,2515,-378.82605,36.134056,15.93582
2516,2516,-378.97647,36.133556,15.9319725
2517,2517,-379.1269,36.133053,15.928125
2518,2518,-379.2773,36.132553,15.924278
