,timestep,depth,Salinity,Theta
3876,3876,-583.55835,35.307873,10.375528
3877,3877,-583.70874,35.30755,10.372183
3878,3878,-583.8592,35.30722,10.368837
3879,3879,-584.00964,35.306892,10.365491
3880,3880,-584.16003,35.30657,10.362145
3881,3881,-584.3105,35.30624,10.358799
3882,3882,-584.4609,35.305912,10.355454
3883,3883,-584.6113,35.305588,10.352108
3884,3884,-584.7618,35.30526,10.348762
3885,3885,-584.9122,35.30493,10.345416
3886,3886,-585.0626,35.304607,10.34207
3887,3887,-585.2131,35.30428,10.338723
3888,3888,-585.36346,35.30395,10.335379
3889,3889,-585.5139,35.303627,10.332032
3890,3890,-585.6643,35.3033,10.328687
3891,3891,-585.81476,35.30297,10.32534
3892,3892,-585.9652,35.302647,10.321994
3893,3893,-586.1156,35.30232,10.318649
3894,3894,-586.26605,35.30199,10.315303
3895,3895,-586.41644,35.301666,10.311957
3896,3896,-586.5669,35.30134,10.308611
3897,3897,-586.71735,35.30101,10.305265
3898,3898,-586.86774,35.300686,10.30192
3899,3899,-587.0182,35.300358,10.2985735
3900,3900,-587.1686,35.30003,10.295229
3901,3901,-587.31903,35.299706,10.2918825
3902,3902,-587.4695,35.299377,10.288536
3903,3903,-587.6199,35.29905,10.285191
3904,3904,-587.7703,35.298725,10.281844
3905,3905,-587.9208,35.298397,10.278498
3906,3906,-588.07117,35.29807,10.275153
3907,3907,-588.2216,35.297745,10.271807
3908,3908,-588.372,35.297417,10.268461
3909,3909,-588.52246,35.29709,10.265115
3910,3910,-588.6729,35.296764,10.261768
3911,3911,-588.8233,35.296436,10.258424
3912,3912,-588.97375,35.29611,10.255077
3913,3913,-589.12415,35.295784,10.251732
3914,3914,-589.2746,35.295456,10.248385
3915,3915,-589.42505,35.295128,10.245039
3916,3916,-589.57544,35.294804,10.241694
3917,3917,-589.7259,35.294476,10.238348
3918,3918,-589.8763,35.294147,10.2350025
3919,3919,-590.02673,35.293823,10.231656
3920,3920,-590.1772,35.293495,10.22831
3921,3921,-590.3276,35.293167,10.224965
3922,3922,-590.478,35.292843,10.221619
3923,3923,-590.6284,35.292515,10.218273
3924,3924,-590.7789,35.292187,10.214928
3925,3925,-590.9293,35.291862,10.211581
3926,3926,-591.0797,35.291534,10.208236
3927,3927,-591.23016,35.291206,10.204889
3928,3928,-591.3806,35.290882,10.201543
3929,3929,-591.531,35.290554,10.198198
3930,3930,-591.68146,35.290226,10.194852
3931,3931,-591.83185,35.2899,10.191506
3932,3932,-591.9823,35.289574,10.18816
3933,3933,-592.13275,35.289246,10.1848135
3934,3934,-592.28314,35.28892,10.181469
3935,3935,-592.4336,35.288593,10.1781225
3936,3936,-592.584,35.288265,10.174777
3937,3937,-592.73444,35.28794,10.171431
3938,3938,-592.8849,35.287613,10.168084
3939,3939,-593.0353,35.287285,10.16474
3940,3940,-593.1857,35.28696,10.161393
3941,3941,-593.3361,35.286633,10.158048
3942,3942,-593.4866,35.286304,10.154701
3943,3943,-593.637,35.28598,10.151355
3944,3944,-593.7874,35.285652,10.14801
3945,3945,-593.93787,35.285324,10.144664
3946,3946,-594.0883,35.285,10.141317
3947,3947,-594.2387,35.28467,10.137972
3948,3948,-594.38916,35.284344,10.134626
3949,3949,-594.53955,35.28402,10.131281
3950,3950,-594.69,35.28369,10.127934
3951,3951,-594.84045,35.283363,10.124588
3952,3952,-594.99084,35.28304,10.1212435
3953,3953,-595.1413,35.28271,10.117897
3954,3954,-595.2917,35.282383,10.114552
3955,3955,-595.44214,35.28206,10.111205
3956,3956,-595.5926,35.28173,10.107859
3957,3957,-595.743,35.281403,10.104514
3958,3958,-595.89343,35.28108,10.101168
3959,3959,-596.0438,35.28075,10.097822
3960,3960,-596.1943,35.280422,10.094476
3961,3961,-596.3447,35.280098,10.091129
3962,3962,-596.4951,35.27977,10.087785
3963,3963,-596.64557,35.27944,10.084438
3964,3964,-596.79596,35.279118,10.081093
3965,3965,-596.9464,35.27879,10.077746
3966,3966,-597.09686,35.27846,10.0744
3967,3967,-597.24725,35.278137,10.071055
3968,3968,-597.3977,35.27781,10.067709
3969,3969,-597.54816,35.27748,10.064363
3970,3970,-597.69855,35.277157,10.061017
3971,3971,-597.849,35.27683,10.057671
3972,3972,-597.9994,35.2765,10.054326
3973,3973,-598.14984,35.276176,10.05098
3974,3974,-598.3003,35.27585,10.047633
3975,3975,-598.4507,35.27552,10.044289
3976,3976,-598.60114,35.275196,10.040942
3977,3977,-598.7515,35.274868,10.037597
3978,3978,-598.902,35.27454,10.03425
3979,3979,-599.0524,35.274216,10.030904
3980,3980,-599.2028,35.273888,10.027559
3981,3981,-599.3533,35.27356,10.024213
3982,3982,-599.50366,35.273235,10.020867
3983,3983,-599.6541,35.272907,10.017521
3984,3984,-599.80457,35.27258,10.014174
3985,3985,-599.95496,35.272255,10.01083
3986,3986,-600.1054,35.271927,10.0074835
3987,3987,-600.25586,35.2716,10.004137
3988,3988,-600.40625,35.271275,10.000792
3989,3989,-600.5567,35.270947,9.997445
3990,3990,-600.7071,35.27062,9.994101
3991,3991,-600.85754,35.270294,9.990754
3992,3992,-601.008,35.269966,9.987408
3993,3993,-601.1584,35.269638,9.984062
3994,3994,-601.30884,35.269314,9.980716
3995,3995,-601.4592,35.268986,9.977371
3996,3996,-601.6097,35.268658,9.974025
3997,3997,-601.76013,35.268333,9.970678
3998,3998,-601.9105,35.268005,9.967334
3999,3999,-602.061,35.267677,9.963987
4000,4000,-602.21136,35.267353,9.960642
4001,4001,-602.3618,35.267025,9.957295
4002,4002,-602.51227,35.266697,9.953949
4003,4003,-602.66266,35.266373,9.950604
4004,4004,-602.8131,35.266045,9.947258
4005,4005,-602.96356,35.265717,9.943912
4006,4006,-603.11395,35.265392,9.940566
4007,4007,-603.2644,35.265064,9.93722
4008,4008,-603.4148,35.264736,9.933875
4009,4009,-603.56525,35.264412,9.930529
4010,4010,-603.7157,35.264084,9.927182
4011,4011,-603.8661,35.263756,9.923837
4012,4012,-604.01654,35.26343,9.92049
4013,4013,-604.16693,35.263103,9.917146
4014,4014,-604.3174,35.262775,9.913799
4015,4015,-604.46783,35.26245,9.910453
4016,4016,-604.6182,35.262123,9.907107
4017,4017,-604.7687,35.261795,9.903761
4018,4018,-604.91907,35.26147,9.900416
4019,4019,-605.0695,35.261143,9.89707
4020,4020,-605.22,35.260815,9.8937235
4021,4021,-605.37036,35.26049,9.890378
4022,4022,-605.5208,35.260162,9.8870325
4023,4023,-605.6712,35.259834,9.883687
4024,4024,-605.82166,35.25951,9.880341
4025,4025,-605.9721,35.259182,9.876994
4026,4026,-606.1225,35.258854,9.87365
4027,4027,-606.27295,35.25853,9.870303
4028,4028,-606.4234,35.2582,9.866957
4029,4029,-606.5738,35.257874,9.863611
4030,4030,-606.72424,35.25755,9.860265
4031,4031,-606.87463,35.25722,9.85692
4032,4032,-607.0251,35.256893,9.853574
4033,4033,-607.17554,35.25657,9.850227
4034,4034,-607.3259,35.25624,9.846882
4035,4035,-607.4764,35.255913,9.843535
4036,4036,-607.6268,35.25559,9.840191
4037,4037,-607.7772,35.25526,9.836844
4038,4038,-607.9277,35.254932,9.833498
4039,4039,-608.07806,35.25461,9.8301525
4040,4040,-608.2285,35.25428,9.826806
4041,4041,-608.3789,35.253952,9.823462
4042,4042,-608.52936,35.253628,9.820115
4043,4043,-608.6798,35.2533,9.816769
4044,4044,-608.8302,35.25297,9.813423
4045,4045,-608.98065,35.252647,9.810078
4046,4046,-609.1311,35.25232,9.806731
4047,4047,-609.2815,35.25199,9.803386
4048,4048,-609.43195,35.251667,9.800039
4049,4049,-609.58234,35.25134,9.796695
4050,4050,-609.7328,35.25101,9.793348
4051,4051,-609.88324,35.250687,9.790002
4052,4052,-610.0336,35.25036,9.786656
4053,4053,-610.1841,35.25003,9.78331
4054,4054,-610.3345,35.249706,9.779965
4055,4055,-610.4849,35.24938,9.776619
4056,4056,-610.6354,35.24905,9.7732725
4057,4057,-610.78577,35.248726,9.769927
4058,4058,-610.9362,35.248398,9.766581
4059,4059,-611.0866,35.24807,9.763236
4060,4060,-611.23706,35.247746,9.75989
4061,4061,-611.3875,35.247417,9.756543
4062,4062,-611.5379,35.24709,9.753198
4063,4063,-611.68835,35.246765,9.749851
4064,4064,-611.83875,35.246437,9.746507
4065,4065,-611.9892,35.24611,9.74316
4066,4066,-612.13965,35.245785,9.739814
4067,4067,-612.29004,35.245457,9.736468
4068,4068,-612.4405,35.24513,9.733122
4069,4069,-612.59094,35.244804,9.729776
4070,4070,-612.74133,35.244476,9.726431
4071,4071,-612.8918,35.24415,9.723084
4072,4072,-613.0422,35.243824,9.71974
4073,4073,-613.1926,35.24349,9.716348
4074,4074,-613.3431,35.243145,9.712919
4075,4075,-613.49347,35.2428,9.709493
4076,4076,-613.6439,35.24246,9.706064
4077,4077,-613.7943,35.242115,9.702638
4078,4078,-613.94476,35.24177,9.699209
4079,4079,-614.0952,35.241432,9.695781
4080,4080,-614.2456,35.24109,9.692354
4081,4081,-614.39606,35.240746,9.688926
4082,4082,-614.54645,35.240402,9.685498
4083,4083,-614.6969,35.24006,9.682071
4084,4084,-614.84735,35.239716,9.678642
4085,4085,-614.99774,35.239376,9.675215
4086,4086,-615.1482,35.239033,9.671786
4087,4087,-615.29865,35.23869,9.668359
4088,4088,-615.44904,35.238346,9.664931
4089,4089,-615.5995,35.238003,9.661503
4090,4090,-615.7499,35.23766,9.658076
4091,4091,-615.9003,35.23732,9.654648
4092,4092,-616.0508,35.236977,9.651219
4093,4093,-616.2012,35.236633,9.647793
4094,4094,-616.3516,35.23629,9.644364
4095,4095,-616.502,35.235947,9.640938
4096,4096,-616.65247,35.235603,9.637509
4097,4097,-616.8029,35.235264,9.634081
4098,4098,-616.9533,35.23492,9.630653
4099,4099,-617.10376,35.234577,9.627226
4100,4100,-617.25415,35.234234,9.623798
4101,4101,-617.4046,35.23389,9.62037
4102,4102,-617.55505,35.233547,9.616941
4103,4103,-617.70544,35.233208,9.613515
4104,4104,-617.8559,35.232864,9.610086
4105,4105,-618.0063,35.23252,9.60666
4106,4106,-618.15674,35.232178,9.603231
4107,4107,-618.3072,35.231834,9.599803
4108,4108,-618.4576,35.23149,9.596376
4109,4109,-618.60803,35.23115,9.592948
4110,4110,-618.7585,35.23081,9.5895195
4111,4111,-618.9089,35.230465,9.586092
4112,4112,-619.0593,35.23012,9.5826645
4113,4113,-619.2097,35.22978,9.579237
4114,4114,-619.36017,35.229435,9.575809
4115,4115,-619.5106,35.229095,9.57238
4116,4116,-619.661,35.228752,9.5689535
4117,4117,-619.81146,35.22841,9.565525
4118,4118,-619.96185,35.228065,9.5620985
4119,4119,-620.1123,35.227722,9.55867
4120,4120,-620.26276,35.22738,9.555242
4121,4121,-620.41315,35.22704,9.551815
4122,4122,-620.5636,35.226696,9.548387
4123,4123,-620.714,35.226353,9.544959
4124,4124,-620.86444,35.22601,9.541531
4125,4125,-621.0149,35.225666,9.538103
4126,4126,-621.1653,35.225323,9.534676
4127,4127,-621.31573,35.224983,9.531247
4128,4128,-621.4662,35.22464,9.527819
4129,4129,-621.6166,35.224297,9.524392
4130,4130,-621.767,35.223953,9.520964
4131,4131,-621.9174,35.22361,9.517537
4132,4132,-622.0679,35.223267,9.514109
4133,4133,-622.2183,35.222927,9.51068
4134,4134,-622.3687,35.222584,9.507254
4135,4135,-622.51917,35.22224,9.503825
4136,4136,-622.66956,35.221897,9.500398
4137,4137,-622.82,35.221554,9.496969
4138,4138,-622.97046,35.22121,9.493542
4139,4139,-623.12085,35.22087,9.490114
4140,4140,-623.2713,35.220528,9.486686
4141,4141,-623.4217,35.220184,9.483259
4142,4142,-623.57214,35.21984,9.479831
4143,4143,-623.7226,35.219498,9.476402
4144,4144,-623.873,35.219154,9.472976
4145,4145,-624.02344,35.218815,9.469547
4146,4146,-624.1738,35.21847,9.466121
4147,4147,-624.3243,35.21813,9.462692
4148,4148,-624.47473,35.217785,9.459264
4149,4149,-624.6251,35.21744,9.455836
4150,4150,-624.7756,35.2171,9.452409
4151,4151,-624.926,35.21676,9.44898
4152,4152,-625.0764,35.216415,9.445553
4153,4153,-625.22687,35.216072,9.442124
4154,4154,-625.37726,35.21573,9.438698
4155,4155,-625.5277,35.215385,9.435269
4156,4156,-625.67816,35.215042,9.431841
4157,4157,-625.82855,35.214703,9.428414
4158,4158,-625.979,35.21436,9.424986
4159,4159,-626.1294,35.214016,9.421559
4160,4160,-626.27985,35.213673,9.418131
4161,4161,-626.4303,35.21333,9.414702
4162,4162,-626.5807,35.212986,9.411276
4163,4163,-626.73114,35.212646,9.407847
4164,4164,-626.88153,35.212303,9.40442
4165,4165,-627.032,35.21196,9.400991
4166,4166,-627.18243,35.211617,9.397564
4167,4167,-627.3328,35.211273,9.394136
4168,4168,-627.4833,35.21093,9.390708
4169,4169,-627.6337,35.21059,9.3872795
4170,4170,-627.7841,35.210247,9.383853
4171,4171,-627.9346,35.209904,9.3804245
4172,4172,-628.08496,35.20956,9.376998
4173,4173,-628.2354,35.209217,9.3735695
4174,4174,-628.38586,35.208874,9.370141
4175,4175,-628.53625,35.208534,9.3667145
4176,4176,-628.6867,35.20819,9.363286
4177,4177,-628.8371,35.207848,9.3598585
4178,4178,-628.98755,35.207504,9.35643
4179,4179,-629.138,35.20716,9.353003
4180,4180,-629.2884,35.206818,9.349575
4181,4181,-629.43884,35.20648,9.346147
4182,4182,-629.58923,35.206135,9.34272
4183,4183,-629.7397,35.20579,9.339292
4184,4184,-629.89014,35.20545,9.335863
4185,4185,-630.0405,35.205105,9.332437
4186,4186,-630.191,35.20476,9.329008
4187,4187,-630.3414,35.204422,9.325581
4188,4188,-630.4918,35.20408,9.322153
4189,4189,-630.6423,35.203735,9.318725
4190,4190,-630.79266,35.203392,9.315297
4191,4191,-630.9431,35.20305,9.311869
4192,4192,-631.09357,35.202705,9.308441
4193,4193,-631.24396,35.202366,9.305014
4194,4194,-631.3944,35.202023,9.301585
4195,4195,-631.5448,35.20168,9.298159
4196,4196,-631.69525,35.201336,9.29473
4197,4197,-631.8457,35.200993,9.291302
4198,4198,-631.9961,35.20065,9.287875
4199,4199,-632.14655,35.20031,9.284447
4200,4200,-632.29694,35.199966,9.281019
4201,4201,-632.4474,35.199623,9.277592
4202,4202,-632.59784,35.19928,9.274163
4203,4203,-632.7482,35.198936,9.270736
4204,4204,-632.8987,35.198593,9.267307
4205,4205,-633.0491,35.198254,9.263881
4206,4206,-633.1995,35.19791,9.260452
4207,4207,-633.35,35.197567,9.257024
4208,4208,-633.50037,35.197224,9.253597
4209,4209,-633.6508,35.19688,9.250169
4210,4210,-633.8013,35.196537,9.24674
4211,4211,-633.95166,35.196198,9.243314
4212,4212,-634.1021,35.195854,9.239885
4213,4213,-634.2525,35.19551,9.236459
4214,4214,-634.40295,35.195168,9.23303
4215,4215,-634.5534,35.194824,9.229602
4216,4216,-634.7038,35.19448,9.226174
4217,4217,-634.85425,35.19414,9.222747
4218,4218,-635.00464,35.193798,9.219319
4219,4219,-635.1551,35.193455,9.215891
4220,4220,-635.30554,35.19311,9.212462
4221,4221,-635.45593,35.19277,9.209036
4222,4222,-635.6064,35.192425,9.205607
4223,4223,-635.7568,35.192085,9.202181
4224,4224,-635.9072,35.191742,9.198752
4225,4225,-636.0577,35.1914,9.195324
4226,4226,-636.20807,35.191055,9.191897
4227,4227,-636.3585,35.190712,9.188469
4228,4228,-636.509,35.19037,9.18504
4229,4229,-636.65936,35.19003,9.181613
4230,4230,-636.8098,35.189686,9.178185
4231,4231,-636.9602,35.189342,9.174758
4232,4232,-637.11066,35.189,9.1713295
4233,4233,-637.2611,35.188656,9.167901
4234,4234,-637.4115,35.188313,9.1644745
4235,4235,-637.56195,35.18797,9.161046
4236,4236,-637.71234,35.18763,9.157619
4237,4237,-637.8628,35.187286,9.154191
4238,4238,-638.01324,35.186943,9.150763
4239,4239,-638.16364,35.1866,9.147336
4240,4240,-638.3141,35.186256,9.143908
4241,4241,-638.4645,35.185917,9.14048
4242,4242,-638.6149,35.185574,9.137053
4243,4243,-638.7654,35.18523,9.133624
4244,4244,-638.9158,35.184887,9.130197
4245,4245,-639.0662,35.184544,9.126768
4246,4246,-639.2166,35.1842,9.123342
4247,4247,-639.36707,35.183857,9.119913
4248,4248,-639.5175,35.183517,9.116485
4249,4249,-639.6679,35.183174,9.113058
4250,4250,-639.81836,35.18283,9.10963
4251,4251,-639.9688,35.182487,9.106201
4252,4252,-640.1192,35.182144,9.102775
4253,4253,-640.26965,35.1818,9.099346
4254,4254,-640.42004,35.18146,9.095919
4255,4255,-640.5705,35.181118,9.092491
4256,4256,-640.72095,35.180775,9.089063
4257,4257,-640.87134,35.18043,9.085635
4258,4258,-641.0218,35.180088,9.082207
4259,4259,-641.1722,35.179745,9.07878
4260,4260,-641.32263,35.179405,9.075352
4261,4261,-641.4731,35.17906,9.071923
4262,4262,-641.6235,35.17872,9.068497
4263,4263,-641.7739,35.178375,9.065068
4264,4264,-641.9243,35.178032,9.061642
4265,4265,-642.07477,35.17769,9.058213
4266,4266,-642.2252,35.17735,9.054785
4267,4267,-642.3756,35.177006,9.051358
4268,4268,-642.52606,35.176662,9.04793
4269,4269,-642.6765,35.17632,9.044501
4270,4270,-642.8269,35.175976,9.041074
4271,4271,-642.97736,35.175632,9.037646
4272,4272,-643.12775,35.175293,9.034219
4273,4273,-643.2782,35.17495,9.03079
4274,4274,-643.42865,35.174606,9.027362
4275,4275,-643.57904,35.174263,9.023935
4276,4276,-643.7295,35.17392,9.020507
4277,4277,-643.8799,35.173576,9.01708
4278,4278,-644.03033,35.173237,9.013652
4279,4279,-644.1808,35.172894,9.010223
4280,4280,-644.3312,35.17255,9.006797
4281,4281,-644.4816,35.172207,9.003368
4282,4282,-644.632,35.171864,8.999941
4283,4283,-644.7825,35.17152,8.996512
4284,4284,-644.9329,35.17118,8.993085
4285,4285,-645.0833,35.170837,8.989657
4286,4286,-645.23376,35.170494,8.986229
4287,4287,-645.38416,35.17015,8.982802
4288,4288,-645.5346,35.169807,8.979374
4289,4289,-645.68506,35.169464,8.975945
4290,4290,-645.83545,35.169125,8.972519
4291,4291,-645.9859,35.16878,8.96909
4292,4292,-646.13635,35.168438,8.965662
4293,4293,-646.28674,35.168095,8.962235
4294,4294,-646.4372,35.16775,8.958807
4295,4295,-646.5876,35.167408,8.9553795
4296,4296,-646.73804,35.16707,8.951951
4297,4297,-646.8885,35.166725,8.9485235
4298,4298,-647.0389,35.16638,8.945096
4299,4299,-647.18933,35.16604,8.941668
4300,4300,-647.3397,35.165695,8.938241
4301,4301,-647.4902,35.16535,8.934813
4302,4302,-647.6406,35.165012,8.931384
4303,4303,-647.791,35.16467,8.927958
4304,4304,-647.94147,35.164326,8.924529
4305,4305,-648.09186,35.163982,8.921103
4306,4306,-648.2423,35.16364,8.917674
4307,4307,-648.39276,35.163296,8.914246
4308,4308,-648.54315,35.162956,8.910818
4309,4309,-648.6936,35.162613,8.907391
4310,4310,-648.84406,35.16227,8.903962
4311,4311,-648.99445,35.161926,8.900535
4312,4312,-649.1449,35.161583,8.897106
4313,4313,-649.2953,35.16124,8.89368
4314,4314,-649.44574,35.1609,8.890251
4315,4315,-649.5962,35.160557,8.886823
4316,4316,-649.7466,35.160213,8.883396
4317,4317,-649.89703,35.15987,8.879968
4318,4318,-650.0474,35.159527,8.876541
4319,4319,-650.1979,35.159184,8.873113
4320,4320,-650.3483,35.158844,8.869684
4321,4321,-650.4987,35.1585,8.866257
4322,4322,-650.6492,35.158157,8.862829
4323,4323,-650.79956,35.157814,8.859402
4324,4324,-650.95,35.15751,8.856298
4325,4325,-651.10046,35.157227,8.853384
4326,4326,-651.25085,35.156948,8.8504715
4327,4327,-651.4013,35.156666,8.847558
4328,4328,-651.5517,35.156384,8.844645
4329,4329,-651.70215,35.1561,8.841731
4330,4330,-651.8526,35.15582,8.838818
4331,4331,-652.003,35.155537,8.835904
4332,4332,-652.15344,35.15526,8.832991
4333,4333,-652.3039,35.154976,8.830076
4334,4334,-652.4543,35.154694,8.827164
4335,4335,-652.60474,35.15441,8.824249
4336,4336,-652.7551,35.15413,8.821337
4337,4337,-652.9056,35.153847,8.818423
4338,4338,-653.056,35.153564,8.815509
4339,4339,-653.2064,35.153286,8.812596
4340,4340,-653.3569,35.153004,8.809683
4341,4341,-653.50726,35.15272,8.806769
4342,4342,-653.6577,35.15244,8.803856
4343,4343,-653.80817,35.152157,8.800941
4344,4344,-653.95856,35.151875,8.798029
4345,4345,-654.109,35.151596,8.7951145
4346,4346,-654.2594,35.151314,8.792202
4347,4347,-654.40985,35.15103,8.7892885
4348,4348,-654.5603,35.15075,8.786374
4349,4349,-654.7107,35.150467,8.783462
4350,4350,-654.86115,35.150185,8.780548
4351,4351,-655.0116,35.149902,8.777634
4352,4352,-655.162,35.149624,8.774721
4353,4353,-655.31244,35.14934,8.771807
4354,4354,-655.4628,35.14906,8.768894
4355,4355,-655.6133,35.148777,8.76598
4356,4356,-655.76373,35.148495,8.763066
4357,4357,-655.9141,35.148212,8.760154
4358,4358,-656.0646,35.147934,8.757239
4359,4359,-656.21497,35.14765,8.754327
4360,4360,-656.3654,35.14737,8.751413
4361,4361,-656.51587,35.147087,8.748499
4362,4362,-656.66626,35.146805,8.745586
4363,4363,-656.8167,35.146523,8.742672
4364,4364,-656.9671,35.146244,8.739759
4365,4365,-657.11755,35.14596,8.736845
4366,4366,-657.268,35.14568,8.733932
4367,4367,-657.4184,35.145397,8.731019
4368,4368,-657.56885,35.145115,8.728105
4369,4369,-657.71924,35.144833,8.725192
4370,4370,-657.8697,35.14455,8.722279
4371,4371,-658.02014,35.14427,8.719364
4372,4372,-658.17053,35.14399,8.716452
4373,4373,-658.321,35.143707,8.713537
4374,4374,-658.47144,35.143425,8.710624
4375,4375,-658.6218,35.143143,8.70771
4376,4376,-658.7723,35.14286,8.704797
4377,4377,-658.92267,35.14258,8.701884
4378,4378,-659.0731,35.1423,8.69897
4379,4379,-659.2236,35.142017,8.696056
4380,4380,-659.37396,35.141735,8.693144
4381,4381,-659.5244,35.141453,8.690229
4382,4382,-659.6748,35.14117,8.687317
4383,4383,-659.82526,35.14089,8.684402
4384,4384,-659.9757,35.14061,8.681489
4385,4385,-660.1261,35.140327,8.6785755
4386,4386,-660.27655,35.140045,8.675662
4387,4387,-660.42694,35.139763,8.6727495
4388,4388,-660.5774,35.13948,8.669835
4389,4389,-660.72784,35.1392,8.666922
4390,4390,-660.87823,35.138916,8.664009
4391,4391,-661.0287,35.138638,8.661095
4392,4392,-661.17914,35.138355,8.65818
4393,4393,-661.3295,35.138073,8.655268
4394,4394,-661.48,35.13779,8.652354
4395,4395,-661.6304,35.13751,8.649441
4396,4396,-661.7808,35.137226,8.646527
4397,4397,-661.9313,35.136948,8.643614
4398,4398,-662.08167,35.136665,8.6407
4399,4399,-662.2321,35.136383,8.637787
4400,4400,-662.3825,35.1361,8.634874
4401,4401,-662.53296,35.13582,8.63196
4402,4402,-662.6834,35.135536,8.6290455
4403,4403,-662.8338,35.135254,8.626133
4404,4404,-662.98425,35.134975,8.6232195
4405,4405,-663.13464,35.134693,8.620306
4406,4406,-663.2851,35.13441,8.617393
4407,4407,-663.43555,35.13413,8.614479
4408,4408,-663.58594,35.133846,8.611566
4409,4409,-663.7364,35.133564,8.608652
4410,4410,-663.8868,35.133286,8.605739
4411,4411,-664.03723,35.133003,8.602825
4412,4412,-664.1877,35.13272,8.599911
4413,4413,-664.3381,35.13244,8.596998
4414,4414,-664.4885,35.132156,8.594085
4415,4415,-664.639,35.131874,8.59117
4416,4416,-664.78937,35.13159,8.588258
4417,4417,-664.9398,35.131313,8.585343
4418,4418,-665.0902,35.13103,8.582431
4419,4419,-665.24066,35.13075,8.579517
4420,4420,-665.3911,35.130466,8.576603
4421,4421,-665.5415,35.130184,8.57369
4422,4422,-665.69196,35.1299,8.570776
4423,4423,-665.84235,35.129623,8.567863
4424,4424,-665.9928,35.12934,8.56495
4425,4425,-666.14325,35.12906,8.562036
4426,4426,-666.29364,35.128777,8.559123
4427,4427,-666.4441,35.128494,8.556209
4428,4428,-666.5945,35.128212,8.553296
4429,4429,-666.74493,35.12793,8.550383
4430,4430,-666.8954,35.12765,8.547468
4431,4431,-667.0458,35.12737,8.544556
4432,4432,-667.1962,35.127087,8.541641
4433,4433,-667.3467,35.126804,8.538728
4434,4434,-667.4971,35.126522,8.535815
4435,4435,-667.6475,35.12624,8.532901
4436,4436,-667.7979,35.12596,8.529988
4437,4437,-667.94836,35.12568,8.527074
4438,4438,-668.0988,35.125397,8.52416
4439,4439,-668.2492,35.125114,8.521248
4440,4440,-668.39966,35.124832,8.518333
4441,4441,-668.55005,35.12455,8.515421
4442,4442,-668.7005,35.124268,8.5125065
4443,4443,-668.85095,35.12399,8.509593
4444,4444,-669.00134,35.123707,8.5066805
4445,4445,-669.1518,35.123425,8.503766
4446,4446,-669.3022,35.123142,8.500854
4447,4447,-669.45264,35.12286,8.497939
4448,4448,-669.6031,35.122578,8.495026
4449,4449,-669.7535,35.1223,8.492113
4450,4450,-669.90393,35.122017,8.489199
4451,4451,-670.0544,35.121735,8.486285
4452,4452,-670.2048,35.121452,8.483372
4453,4453,-670.3552,35.12117,8.480458
4454,4454,-670.5056,35.120888,8.477546
4455,4455,-670.65607,35.120605,8.474631
4456,4456,-670.8065,35.120327,8.471718
4457,4457,-670.9569,35.120045,8.468804
4458,4458,-671.10736,35.119762,8.465891
4459,4459,-671.25775,35.11948,8.462978
4460,4460,-671.4082,35.119198,8.460064
4461,4461,-671.55865,35.118916,8.45715
4462,4462,-671.70905,35.118637,8.454237
4463,4463,-671.8595,35.118355,8.4513235
4464,4464,-672.0099,35.118073,8.448411
4465,4465,-672.16034,35.11779,8.445497
4466,4466,-672.3108,35.117508,8.442583
4467,4467,-672.4612,35.117226,8.43967
4468,4468,-672.61163,35.116943,8.436756
4469,4469,-672.762,35.116665,8.433844
4470,4470,-672.9125,35.116383,8.430929
4471,4471,-673.0629,35.1161,8.428016
4472,4472,-673.2133,35.115818,8.425102
4473,4473,-673.3638,35.115536,8.422189
4474,4474,-673.5142,35.115253,8.419274
4475,4475,-673.6646,35.114975,8.416362
4476,4476,-673.81506,35.114693,8.413448
4477,4477,-673.96545,35.11441,8.410535
4478,4478,-674.1159,35.11413,8.407621
4479,4479,-674.26636,35.113846,8.404707
4480,4480,-674.41675,35.113564,8.401794
4481,4481,-674.5672,35.11328,8.398881
4482,4482,-674.7176,35.113003,8.3959675
4483,4483,-674.86804,35.11272,8.393054
4484,4484,-675.0185,35.11244,8.39014
4485,4485,-675.1689,35.112156,8.387227
4486,4486,-675.31934,35.111874,8.384314
4487,4487,-675.4697,35.11159,8.3814
4488,4488,-675.6202,35.111313,8.378487
4489,4489,-675.7706,35.11103,8.375572
4490,4490,-675.921,35.11075,8.37266
4491,4491,-676.0715,35.110466,8.369746
4492,4492,-676.2219,35.110184,8.366832
4493,4493,-676.3723,35.1099,8.363919
4494,4494,-676.52277,35.10962,8.361005
4495,4495,-676.67316,35.10934,8.358092
4496,4496,-676.8236,35.10906,8.355179
4497,4497,-676.97406,35.108776,8.352264
4498,4498,-677.12445,35.108494,8.349352
4499,4499,-677.2749,35.10821,8.346437
4500,4500,-677.4253,35.10793,8.343525
4501,4501,-677.57574,35.10765,8.340611
4502,4502,-677.7262,35.10737,8.337697
4503,4503,-677.8766,35.107086,8.3347845
4504,4504,-678.02704,35.106804,8.33187
4505,4505,-678.1774,35.10652,8.328958
4506,4506,-678.3279,35.10624,8.326044
4507,4507,-678.47833,35.105957,8.32313
4508,4508,-678.6287,35.10568,8.320217
4509,4509,-678.7792,35.105396,8.317303
4510,4510,-678.92957,35.105114,8.31439
