timestep,depth,Salinity,lat,lon
466,-70.59938,36.205208,25.601171,-79.479164
467,-70.7498,36.20532,25.601171,-79.479164
468,-70.90023,36.20543,25.601171,-79.479164
469,-71.05066,36.20554,25.601171,-79.479164
470,-71.20109,36.20565,25.601171,-79.479164
471,-71.35152,36.20576,25.601171,-79.479164
472,-71.501945,36.20587,25.601171,-79.479164
473,-71.652374,36.205982,25.601171,-79.479164
474,-71.8028,36.206093,25.601171,-79.479164
475,-71.953224,36.206203,25.601171,-79.479164
476,-72.10365,36.206314,25.601171,-79.479164
477,-72.25408,36.206425,25.601171,-79.479164
478,-72.40451,36.206535,25.601171,-79.479164
479,-72.55494,36.206646,25.601171,-79.479164
480,-72.70537,36.206757,25.601171,-79.479164
481,-72.8558,36.206867,25.601171,-79.479164
482,-73.006226,36.20698,25.601171,-79.479164
483,-73.156654,36.207092,25.601171,-79.479164
484,-73.307076,36.207203,25.601171,-79.479164
485,-73.457504,36.207314,25.601171,-79.479164
486,-73.60793,36.207424,25.601171,-79.479164
487,-73.75836,36.207535,25.601171,-79.479164
488,-73.90879,36.207645,25.601171,-79.479164
489,-74.05922,36.207756,25.601171,-79.479164
490,-74.20965,36.207867,25.601171,-79.479164
491,-74.36008,36.207977,25.601171,-79.479164
492,-74.5105,36.208088,25.601171,-79.479164
493,-74.66093,36.2082,25.601171,-79.479164
494,-74.811356,36.20831,25.601171,-79.479164
495,-74.961784,36.20842,25.601171,-79.479164
496,-75.11221,36.20853,25.601171,-79.479164
497,-75.26264,36.20864,25.601171,-79.479164
498,-75.41307,36.20875,25.601171,-79.479164
499,-75.5635,36.208862,25.601171,-79.479164
500,-75.71392,36.208973,25.601171,-79.479164
501,-75.86435,36.209084,25.601171,-79.479164
502,-76.01478,36.209194,25.601171,-79.479164
503,-76.16521,36.209305,25.601171,-79.479164
504,-76.315636,36.209415,25.601171,-79.479164
505,-76.466064,36.209526,25.601171,-79.479164
506,-76.61649,36.209637,25.601171,-79.479164
507,-76.76692,36.209747,25.601171,-79.479164
508,-76.91734,36.209858,25.601171,-79.479164
509,-77.06777,36.20997,25.601171,-79.479164
510,-77.2182,36.21008,25.601171,-79.479164
511,-77.36863,36.21019,25.601171,-79.479164
512,-77.51906,36.2103,25.601171,-79.479164
513,-77.66949,36.21041,25.601171,-79.479164
514,-77.819916,36.21052,25.601171,-79.479164
515,-77.970345,36.21064,25.601171,-79.479164
516,-78.12077,36.21099,25.601171,-79.479164
517,-78.271194,36.211338,25.601171,-79.479164
518,-78.42162,36.21169,25.601171,-79.479164
519,-78.57205,36.212036,25.601171,-79.479164
520,-78.72248,36.212387,25.601171,-79.479164
521,-78.87291,36.212734,25.601171,-79.479164
522,-79.02334,36.213085,25.601171,-79.479164
523,-79.17377,36.213432,25.601171,-79.479164
524,-79.324196,36.21378,25.601171,-79.479164
525,-79.47462,36.21413,25.601171,-79.479164
526,-79.625046,36.214478,25.601171,-79.479164
527,-79.775475,36.21483,25.601171,-79.479164
528,-79.9259,36.215176,25.601171,-79.479164
529,-80.07633,36.215527,25.601171,-79.479164
530,-80.22676,36.215874,25.601171,-79.479164
531,-80.37719,36.216225,25.601171,-79.479164
532,-80.52762,36.21657,25.601171,-79.479164
533,-80.67804,36.216923,25.601171,-79.479164
534,-80.82847,36.21727,25.601171,-79.479164
535,-80.9789,36.21762,25.601171,-79.479164
536,-81.129326,36.217968,25.601171,-79.479164
537,-81.279755,36.218315,25.601171,-79.479164
538,-81.43018,36.218666,25.601171,-79.479164
539,-81.58061,36.219013,25.601171,-79.479164
540,-81.73104,36.219364,25.601171,-79.479164
541,-81.88146,36.21971,25.601171,-79.479164
542,-82.03189,36.220062,25.601171,-79.479164
543,-82.18232,36.22041,25.601171,-79.479164
544,-82.33275,36.22076,25.601171,-79.479164
545,-82.48318,36.221107,25.601171,-79.479164
546,-82.633606,36.22146,25.601171,-79.479164
547,-82.784035,36.221806,25.601171,-79.479164
548,-82.93446,36.222157,25.601171,-79.479164
549,-83.08489,36.222504,25.601171,-79.479164
550,-83.23531,36.222855,25.601171,-79.479164
551,-83.38574,36.2232,25.601171,-79.479164
552,-83.53617,36.22355,25.601171,-79.479164
553,-83.6866,36.2239,25.601171,-79.479164
554,-83.83703,36.224247,25.601171,-79.479164
555,-83.98746,36.224598,25.601171,-79.479164
556,-84.137886,36.224945,25.601171,-79.479164
557,-84.288315,36.225296,25.601171,-79.479164
558,-84.438736,36.225643,25.601171,-79.479164
559,-84.589165,36.225994,25.601171,-79.479164
560,-84.73959,36.22634,25.601171,-79.479164
561,-84.89002,36.226692,25.601171,-79.479164
562,-85.04045,36.22704,25.601171,-79.479164
563,-85.19088,36.22739,25.601171,-79.479164
564,-85.34131,36.227737,25.601171,-79.479164
565,-85.49174,36.228085,25.601171,-79.479164
566,-85.64216,36.228436,25.601171,-79.479164
567,-85.79259,36.228783,25.601171,-79.479164
568,-85.943016,36.229134,25.601171,-79.479164
569,-86.093445,36.22948,25.601171,-79.479164
570,-86.24387,36.22983,25.601171,-79.479164
571,-86.3943,36.23018,25.601171,-79.479164
