time,reflectivity_normalized,rain
2024-10-22 23:20:58.000000000,0.9429101501265585,0
2024-10-22 23:20:58.287817752,0.9429101501265585,0
2024-10-22 23:20:58.575635504,0.9429101501265585,0
2024-10-22 23:20:58.863453257,0.9429736995165987,0
2024-10-22 23:20:59.151271009,0.9430372489064177,0
2024-10-22 23:20:59.439088762,0.9431007982964578,0
2024-10-22 23:20:59.726906514,0.943164347686277,0
2024-10-22 23:21:00.014724267,0.9432278970763169,0
2024-10-22 23:21:00.302542019,0.9432914464661362,0
2024-10-22 23:21:00.590359772,0.9433549958561761,0
2024-10-22 23:21:00.878177524,0.9434185452459953,0
2024-10-22 23:21:01.165995277,0.9434820946360352,0
2024-10-22 23:21:01.453813029,0.9435456440258544,0
2024-10-22 23:21:01.741630782,0.9436091934158943,0
2024-10-22 23:21:02.029448534,0.9436727428057136,0
2024-10-22 23:21:02.317266286,0.9437362921955328,0
2024-10-22 23:21:02.605084039,0.9437998415855727,0
2024-10-22 23:21:02.892901791,0.943863390975392,0
2024-10-22 23:21:03.180719544,0.9439269403654318,0
2024-10-22 23:21:03.468537296,0.943990489755251,0
2024-10-22 23:21:03.756355049,0.944054039145291,0
2024-10-22 23:21:04.044172801,0.9441175885351102,0
2024-10-22 23:21:04.331990554,0.9441811379251501,0
2024-10-22 23:21:04.619808306,0.9442446873149694,0
2024-10-22 23:21:04.907626059,0.9443082367050092,0
2024-10-22 23:21:05.195443811,0.9443717860948284,0
2024-10-22 23:21:05.483261564,0.9444353354848684,0
2024-10-22 23:21:05.771079316,0.9444988848746876,0
2024-10-22 23:21:06.058897069,0.9445624342647275,0
2024-10-22 23:21:06.346714821,0.9446259836545468,0
2024-10-22 23:21:06.634532573,0.944689533044366,0
2024-10-22 23:21:06.922350326,0.9447530824344058,0
2024-10-22 23:21:07.210168078,0.944816631824225,0
2024-10-22 23:21:07.497985831,0.944880181214265,0
2024-10-22 23:21:07.785803583,0.9449437306040842,0
2024-10-22 23:21:08.073621336,0.9450072799941241,0
2024-10-22 23:21:08.361439088,0.9450708293839434,0
