time,N,NE,E,SE,S,SW,W,NW
2023-12-06 00:07:36.581421952,0.9664353884058792,0.9537042281442043,0.9722225368865226,0.9571762340347201,0.9525466568491405,0.9525466568491405,0.979166548667554,0.9872688397383251
2023-12-06 00:12:36.577836928,0.9675929597009431,0.9537042281442043,0.9699073942963949,0.9594913766248477,0.9537042281442043,0.9525466568491405,0.979166548667554,0.9849536971481975
2023-12-06 00:17:36.003276032,0.9664353884058792,0.9525466568491405,0.9722225368865226,0.9594913766248477,0.9537042281442043,0.9525466568491405,0.9768521140721022,0.9872688397383251
2023-12-06 00:22:36.085288960,0.9652785251054912,0.9560186627396562,0.9710649655914587,0.9618058112202996,0.9583330973351081,0.9525466568491405,0.9756945427770383,0.9849536971481975
2023-12-06 00:27:36.298836992,0.9664353884058792,0.9560186627396562,0.9699073942963949,0.9583330973351081,0.9560186627396562,0.9513890855540766,0.9756945427770383,0.9849536971481975
2023-12-06 00:32:35.998636032,0.9664353884058792,0.9537042281442043,0.9710649655914587,0.9629633825153635,0.9594913766248477,0.9525466568491405,0.9756945427770383,0.9837968338478095
2023-12-06 00:37:35.998728064,0.9675929597009431,0.9548610914445923,0.9699073942963949,0.9629633825153635,0.9583330973351081,0.9525466568491405,0.9756945427770383,0.9849536971481975
2023-12-06 00:42:36.600690048,0.9664353884058792,0.9560186627396562,0.9687505309960069,0.9641202458157515,0.9594913766248477,0.9513890855540766,0.9756945427770383,0.9849536971481975
2023-12-06 00:47:35.999240960,0.9652785251054912,0.9537042281442043,0.9664353884058792,0.9652785251054912,0.9594913766248477,0.9560186627396562,0.9756945427770383,0.9861112684432614
2023-12-06 00:52:35.999604992,0.9641202458157515,0.9525466568491405,0.9664353884058792,0.9664353884058792,0.9629633825153635,0.9548610914445923,0.9756945427770383,0.9837968338478095
2023-12-06 00:57:36.001796992,0.9606482399252357,0.9525466568491405,0.9664353884058792,0.9641202458157515,0.9664353884058792,0.9560186627396562,0.9756945427770383,0.9826392625527456
2023-12-06 01:02:36.001431936,0.9618058112202996,0.9513890855540766,0.9641202458157515,0.9675929597009431,0.9629633825153635,0.9548610914445923,0.9768521140721022,0.9837968338478095
2023-12-06 01:07:36.000408064,0.9629633825153635,0.9513890855540766,0.9664353884058792,0.9675929597009431,0.9641202458157515,0.9548610914445923,0.979166548667554,0.9826392625527456
2023-12-06 01:12:36.605254016,0.9641202458157515,0.9502322222536886,0.9629633825153635,0.9664353884058792,0.9641202458157515,0.9537042281442043,0.9768521140721022,0.9849536971481975
2023-12-06 01:17:36.291598976,0.9618058112202996,0.9490739429639489,0.9618058112202996,0.9675929597009431,0.9652785251054912,0.9548610914445923,0.978009685367166,0.9814816912576817
2023-12-06 01:22:36.291432064,0.9629633825153635,0.9456019370734332,0.9629633825153635,0.9664353884058792,0.9629633825153635,0.9560186627396562,0.9756945427770383,0.9803248279572938
2023-12-06 01:27:35.998155904,0.9606482399252357,0.9456019370734332,0.9606482399252357,0.9664353884058792,0.9629633825153635,0.9560186627396562,0.9756945427770383,0.979166548667554
2023-12-06 01:32:36.589552000,0.9594913766248477,0.9421299311829175,0.9606482399252357,0.9664353884058792,0.9652785251054912,0.9537042281442043,0.9768521140721022,0.979166548667554
2023-12-06 01:37:36.342219008,0.9594913766248477,0.9456019370734332,0.9641202458157515,0.9664353884058792,0.9629633825153635,0.9571762340347201,0.9756945427770383,0.979166548667554
2023-12-06 01:42:36.002772992,0.9594913766248477,0.9456019370734332,0.9664353884058792,0.9675929597009431,0.9641202458157515,0.9560186627396562,0.9745376794766504,0.9745376794766504
2023-12-06 01:47:36.080968960,0.9571762340347201,0.9456019370734332,0.9641202458157515,0.9664353884058792,0.9664353884058792,0.9560186627396562,0.9722225368865226,0.9733794001869106
