,time,Lizzy_angle,Perry_angle,BentHighNick_angle,radius,frames
6286,2012-07-12 01:00:00,301.46977484293603,302.37905943916115,68.86959484779686,0.9463955637707948,10907
6293,2012-07-12 02:45:00,108.1633710525075,349.8445354019982,71.97240469125353,0.9474738139248305,10911
6313,2012-07-12 07:45:00,281.1509247780834,283.5468246136487,74.65537177003392,0.9505545286506469,10921
6336,2012-07-12 13:30:00,209.00491687950873,218.0760015581086,75.81158234885146,0.9540973505853358,10932
6343,2012-07-12 15:15:00,269.67313397666663,169.8696665918333,82.20863237592619,0.9551756007393716,10936
6381,2012-07-13 00:45:00,274.375694239508,312.41681670599405,76.0370866158371,0.9610289587184226,10955
6388,2012-07-13 02:30:00,8.031615182035068,264.90763038452496,78.90390219848507,0.9621072088724584,10959
6526,2012-07-14 13:00:00,176.59940632369774,179.53547271325397,76.23247018188442,0.9833641404805915,11029
6533,2012-07-14 14:45:00,259.7597166673187,162.0327580043695,74.03731822704862,0.9844423906346272,11033
6601,2012-07-15 07:45:00,258.79558134142894,285.9248514487924,77.64426612594758,0.994916820702403,11068
6634,2012-07-15 16:00:00,249.54440735375948,155.67310977940087,72.92435408241761,1.0,11085
