time,step,points_index,CMI_C10,t,y,x,y_image,x_image
0,0,0,271.3392,2022-12-08 00:07:36.600731008,0.05894,0.022260003,0.08624,-0.03136
0,0,1,271.3392,2022-12-08 00:07:36.600731008,0.05894,0.022316001,0.08624,-0.03136
0,0,2,271.3891,2022-12-08 00:07:36.600731008,0.058996007,0.022316001,0.08624,-0.03136
0,0,3,271.43896,2022-12-08 00:07:36.600731008,0.059052005,0.022316001,0.08624,-0.03136
0,0,4,271.43896,2022-12-08 00:07:36.600731008,0.059052005,0.022260003,0.08624,-0.03136
0,0,5,271.3891,2022-12-08 00:07:36.600731008,0.059052005,0.022203997,0.08624,-0.03136
0,0,6,271.3392,2022-12-08 00:07:36.600731008,0.058996007,0.022203997,0.08624,-0.03136
0,0,7,271.3392,2022-12-08 00:07:36.600731008,0.05894,0.022203997,0.08624,-0.03136
0,1,0,271.3392,2022-12-08 00:07:36.600731008,0.058884002,0.022260003,0.08624,-0.03136
0,1,1,271.2893,2022-12-08 00:07:36.600731008,0.058884002,0.022372,0.08624,-0.03136
0,1,2,271.43896,2022-12-08 00:07:36.600731008,0.058996007,0.022372,0.08624,-0.03136
0,1,3,271.3392,2022-12-08 00:07:36.600731008,0.059108004,0.022372,0.08624,-0.03136
0,1,4,271.3891,2022-12-08 00:07:36.600731008,0.059108004,0.022260003,0.08624,-0.03136
0,1,5,271.3392,2022-12-08 00:07:36.600731008,0.059108004,0.022147998,0.08624,-0.03136
0,1,6,271.3392,2022-12-08 00:07:36.600731008,0.058996007,0.022147998,0.08624,-0.03136
0,1,7,271.3392,2022-12-08 00:07:36.600731008,0.058884002,0.022147998,0.08624,-0.03136
0,2,0,271.23944,2022-12-08 00:07:36.600731008,0.058828004,0.022260003,0.08624,-0.03136
0,2,1,271.2893,2022-12-08 00:07:36.600731008,0.058828004,0.022427998,0.08624,-0.03136
0,2,2,271.43896,2022-12-08 00:07:36.600731008,0.058996007,0.022427998,0.08624,-0.03136
0,2,3,271.3891,2022-12-08 00:07:36.600731008,0.059164003,0.022427998,0.08624,-0.03136
0,2,4,271.23944,2022-12-08 00:07:36.600731008,0.059164003,0.022260003,0.08624,-0.03136
0,2,5,271.1895,2022-12-08 00:07:36.600731008,0.059164003,0.022092,0.08624,-0.03136
0,2,6,271.23944,2022-12-08 00:07:36.600731008,0.058996007,0.022092,0.08624,-0.03136
0,2,7,271.1895,2022-12-08 00:07:36.600731008,0.058828004,0.022092,0.08624,-0.03136
0,3,0,271.3392,2022-12-08 00:07:36.600731008,0.058772005,0.022260003,0.08624,-0.03136
0,3,1,271.23944,2022-12-08 00:07:36.600731008,0.058772005,0.022483997,0.08624,-0.03136
0,3,2,271.43896,2022-12-08 00:07:36.600731008,0.058996007,0.022483997,0.08624,-0.03136
0,3,3,271.53876,2022-12-08 00:07:36.600731008,0.05922,0.022483997,0.08624,-0.03136
0,3,4,271.1895,2022-12-08 00:07:36.600731008,0.05922,0.022260003,0.08624,-0.03136
0,3,5,271.08975,2022-12-08 00:07:36.600731008,0.05922,0.022036001,0.08624,-0.03136
0,3,6,271.23944,2022-12-08 00:07:36.600731008,0.058996007,0.022036001,0.08624,-0.03136
0,3,7,271.13965,2022-12-08 00:07:36.600731008,0.058772005,0.022036001,0.08624,-0.03136
0,4,0,271.23944,2022-12-08 00:07:36.600731008,0.058716007,0.022260003,0.08624,-0.03136
0,4,1,271.03986,2022-12-08 00:07:36.600731008,0.058716007,0.022540003,0.08624,-0.03136
0,4,2,271.43896,2022-12-08 00:07:36.600731008,0.058996007,0.022540003,0.08624,-0.03136
0,4,3,271.58865,2022-12-08 00:07:36.600731008,0.059276007,0.022540003,0.08624,-0.03136
0,4,4,271.13965,2022-12-08 00:07:36.600731008,0.059276007,0.022260003,0.08624,-0.03136
0,4,5,270.99,2022-12-08 00:07:36.600731008,0.059276007,0.021980003,0.08624,-0.03136
0,4,6,271.13965,2022-12-08 00:07:36.600731008,0.058996007,0.021980003,0.08624,-0.03136
0,4,7,270.99,2022-12-08 00:07:36.600731008,0.058716007,0.021980003,0.08624,-0.03136
0,5,0,271.08975,2022-12-08 00:07:36.600731008,0.05866,0.022260003,0.08624,-0.03136
0,5,1,270.8902,2022-12-08 00:07:36.600731008,0.05866,0.022596002,0.08624,-0.03136
0,5,2,271.43896,2022-12-08 00:07:36.600731008,0.058996007,0.022596002,0.08624,-0.03136
0,5,3,271.53876,2022-12-08 00:07:36.600731008,0.059332006,0.022596002,0.08624,-0.03136
0,5,4,271.1895,2022-12-08 00:07:36.600731008,0.059332006,0.022260003,0.08624,-0.03136
0,5,5,270.9401,2022-12-08 00:07:36.600731008,0.059332006,0.021924004,0.08624,-0.03136
0,5,6,271.08975,2022-12-08 00:07:36.600731008,0.058996007,0.021924004,0.08624,-0.03136
0,5,7,270.8902,2022-12-08 00:07:36.600731008,0.05866,0.021924004,0.08624,-0.03136
0,6,0,270.8902,2022-12-08 00:07:36.600731008,0.058604002,0.022260003,0.08624,-0.03136
0,6,1,270.7904,2022-12-08 00:07:36.600731008,0.058604002,0.022652,0.08624,-0.03136
0,6,2,271.43896,2022-12-08 00:07:36.600731008,0.058996007,0.022652,0.08624,-0.03136
0,6,3,271.43896,2022-12-08 00:07:36.600731008,0.059388004,0.022652,0.08624,-0.03136
0,6,4,271.13965,2022-12-08 00:07:36.600731008,0.059388004,0.022260003,0.08624,-0.03136
0,6,5,270.99,2022-12-08 00:07:36.600731008,0.059388004,0.021867998,0.08624,-0.03136
