timestep,depth,Theta,lat,lon
1508,-227.3452,19.609137,25.601171,-79.479164
1509,-227.49562,19.606215,25.601171,-79.479164
1510,-227.64606,19.603292,25.601171,-79.479164
1511,-227.79648,19.60037,25.601171,-79.479164
1512,-227.9469,19.597448,25.601171,-79.479164
1513,-228.09734,19.594526,25.601171,-79.479164
1514,-228.24776,19.591602,25.601171,-79.479164
1515,-228.3982,19.58868,25.601171,-79.479164
1516,-228.54861,19.585758,25.601171,-79.479164
1517,-228.69905,19.582836,25.601171,-79.479164
1518,-228.84947,19.579914,25.601171,-79.479164
1519,-228.99991,19.57699,25.601171,-79.479164
1520,-229.15033,19.574068,25.601171,-79.479164
1521,-229.30075,19.571146,25.601171,-79.479164
1522,-229.45119,19.568224,25.601171,-79.479164
1523,-229.60161,19.565302,25.601171,-79.479164
1524,-229.75204,19.56238,25.601171,-79.479164
1525,-229.90247,19.559523,25.601171,-79.479164
1526,-230.0529,19.556805,25.601171,-79.479164
1527,-230.20332,19.554089,25.601171,-79.479164
1528,-230.35374,19.551373,25.601171,-79.479164
1529,-230.50418,19.548656,25.601171,-79.479164
1530,-230.6546,19.545938,25.601171,-79.479164
1531,-230.80504,19.543222,25.601171,-79.479164
1532,-230.95546,19.540506,25.601171,-79.479164
1533,-231.1059,19.53779,25.601171,-79.479164
1534,-231.25632,19.535072,25.601171,-79.479164
1535,-231.40675,19.532356,25.601171,-79.479164
1536,-231.55717,19.52964,25.601171,-79.479164
1537,-231.7076,19.526924,25.601171,-79.479164
1538,-231.85803,19.524206,25.601171,-79.479164
1539,-232.00845,19.52149,25.601171,-79.479164
1540,-232.15889,19.518774,25.601171,-79.479164
1541,-232.30931,19.516058,25.601171,-79.479164
1542,-232.45975,19.51334,25.601171,-79.479164
1543,-232.61017,19.510624,25.601171,-79.479164
1544,-232.7606,19.507908,25.601171,-79.479164
1545,-232.91103,19.505192,25.601171,-79.479164
1546,-233.06145,19.502476,25.601171,-79.479164
1547,-233.21188,19.499758,25.601171,-79.479164
1548,-233.3623,19.497042,25.601171,-79.479164
1549,-233.51274,19.494326,25.601171,-79.479164
1550,-233.66316,19.491608,25.601171,-79.479164
1551,-233.8136,19.488892,25.601171,-79.479164
1552,-233.96402,19.486176,25.601171,-79.479164
1553,-234.11444,19.48346,25.601171,-79.479164
1554,-234.26488,19.480743,25.601171,-79.479164
1555,-234.4153,19.478025,25.601171,-79.479164
1556,-234.56573,19.47531,25.601171,-79.479164
1557,-234.71616,19.472593,25.601171,-79.479164
1558,-234.8666,19.469875,25.601171,-79.479164
1559,-235.01701,19.46716,25.601171,-79.479164
1560,-235.16745,19.464443,25.601171,-79.479164
1561,-235.31787,19.461727,25.601171,-79.479164
1562,-235.46829,19.459011,25.601171,-79.479164
1563,-235.61873,19.456293,25.601171,-79.479164
1564,-235.76915,19.453577,25.601171,-79.479164
1565,-235.91959,19.450861,25.601171,-79.479164
1566,-236.07,19.448145,25.601171,-79.479164
1567,-236.22044,19.445427,25.601171,-79.479164
1568,-236.37086,19.44271,25.601171,-79.479164
1569,-236.5213,19.439995,25.601171,-79.479164
1570,-236.67172,19.437279,25.601171,-79.479164
1571,-236.82214,19.43456,25.601171,-79.479164
1572,-236.97258,19.431845,25.601171,-79.479164
1573,-237.123,19.429129,25.601171,-79.479164
1574,-237.27344,19.426413,25.601171,-79.479164
1575,-237.42386,19.423695,25.601171,-79.479164
1576,-237.5743,19.420979,25.601171,-79.479164
1577,-237.72472,19.418262,25.601171,-79.479164
1578,-237.87514,19.415546,25.601171,-79.479164
1579,-238.02557,19.412828,25.601171,-79.479164
1580,-238.176,19.410112,25.601171,-79.479164
1581,-238.32643,19.407396,25.601171,-79.479164
1582,-238.47685,19.40468,25.601171,-79.479164
1583,-238.62729,19.401962,25.601171,-79.479164
1584,-238.77771,19.399246,25.601171,-79.479164
1585,-238.92815,19.39653,25.601171,-79.479164
1586,-239.07857,19.393814,25.601171,-79.479164
1587,-239.22899,19.391098,25.601171,-79.479164
1588,-239.37943,19.38838,25.601171,-79.479164
1589,-239.52985,19.385664,25.601171,-79.479164
1590,-239.68028,19.382948,25.601171,-79.479164
1591,-239.8307,19.380232,25.601171,-79.479164
1592,-239.98114,19.377514,25.601171,-79.479164
1593,-240.13156,19.374798,25.601171,-79.479164
1594,-240.28198,19.372082,25.601171,-79.479164
1595,-240.43242,19.369366,25.601171,-79.479164
1596,-240.58284,19.366648,25.601171,-79.479164
1597,-240.73328,19.363932,25.601171,-79.479164
1598,-240.8837,19.361216,25.601171,-79.479164
1599,-241.03413,19.3585,25.601171,-79.479164
1600,-241.18456,19.355782,25.601171,-79.479164
1601,-241.33499,19.353065,25.601171,-79.479164
1602,-241.48541,19.35035,25.601171,-79.479164
1603,-241.63583,19.347633,25.601171,-79.479164
1604,-241.78627,19.344915,25.601171,-79.479164
1605,-241.93669,19.3422,25.601171,-79.479164
1606,-242.08713,19.339483,25.601171,-79.479164
1607,-242.23755,19.336767,25.601171,-79.479164
1608,-242.38799,19.33405,25.601171,-79.479164
1609,-242.5384,19.331333,25.601171,-79.479164
1610,-242.68884,19.328617,25.601171,-79.479164
1611,-242.83926,19.325901,25.601171,-79.479164
1612,-242.98969,19.323185,25.601171,-79.479164
1613,-243.14012,19.320467,25.601171,-79.479164
1614,-243.29054,19.31775,25.601171,-79.479164
1615,-243.44098,19.315035,25.601171,-79.479164
1616,-243.5914,19.312319,25.601171,-79.479164
1617,-243.74184,19.3096,25.601171,-79.479164
1618,-243.89226,19.306885,25.601171,-79.479164
1619,-244.04268,19.304169,25.601171,-79.479164
1620,-244.19312,19.301453,25.601171,-79.479164
1621,-244.34354,19.298735,25.601171,-79.479164
1622,-244.49397,19.296019,25.601171,-79.479164
1623,-244.6444,19.293303,25.601171,-79.479164
1624,-244.79483,19.290586,25.601171,-79.479164
1625,-244.94525,19.287868,25.601171,-79.479164
1626,-245.09569,19.285152,25.601171,-79.479164
1627,-245.24611,19.282436,25.601171,-79.479164
1628,-245.39653,19.27972,25.601171,-79.479164
1629,-245.54697,19.277002,25.601171,-79.479164
1630,-245.69739,19.274286,25.601171,-79.479164
1631,-245.84782,19.27157,25.601171,-79.479164
1632,-245.99825,19.268854,25.601171,-79.479164
1633,-246.14868,19.266136,25.601171,-79.479164
1634,-246.2991,19.26342,25.601171,-79.479164
1635,-246.44954,19.260704,25.601171,-79.479164
1636,-246.59996,19.257988,25.601171,-79.479164
1637,-246.75038,19.25527,25.601171,-79.479164
1638,-246.90082,19.252554,25.601171,-79.479164
1639,-247.05124,19.249838,25.601171,-79.479164
1640,-247.20168,19.247122,25.601171,-79.479164
1641,-247.3521,19.244404,25.601171,-79.479164
1642,-247.50253,19.241688,25.601171,-79.479164
1643,-247.65295,19.238972,25.601171,-79.479164
1644,-247.80338,19.236256,25.601171,-79.479164
1645,-247.95381,19.233538,25.601171,-79.479164
1646,-248.10423,19.230822,25.601171,-79.479164
1647,-248.25467,19.228106,25.601171,-79.479164
1648,-248.40509,19.22539,25.601171,-79.479164
1649,-248.55553,19.222672,25.601171,-79.479164
1650,-248.70595,19.219955,25.601171,-79.479164
1651,-248.85638,19.21724,25.601171,-79.479164
1652,-249.0068,19.214523,25.601171,-79.479164
1653,-249.15723,19.211807,25.601171,-79.479164
1654,-249.30766,19.20909,25.601171,-79.479164
1655,-249.45808,19.206373,25.601171,-79.479164
1656,-249.60852,19.203657,25.601171,-79.479164
1657,-249.75894,19.200941,25.601171,-79.479164
1658,-249.90938,19.198223,25.601171,-79.479164
1659,-250.0598,19.195507,25.601171,-79.479164
1660,-250.21022,19.192791,25.601171,-79.479164
1661,-250.36066,19.190075,25.601171,-79.479164
1662,-250.51108,19.187357,25.601171,-79.479164
1663,-250.66151,19.18464,25.601171,-79.479164
1664,-250.81194,19.181925,25.601171,-79.479164
1665,-250.96237,19.179209,25.601171,-79.479164
1666,-251.1128,19.17649,25.601171,-79.479164
1667,-251.26323,19.173775,25.601171,-79.479164
1668,-251.41365,19.171059,25.601171,-79.479164
1669,-251.56407,19.168343,25.601171,-79.479164
1670,-251.71451,19.165625,25.601171,-79.479164
1671,-251.86493,19.16273,25.601171,-79.479164
1672,-252.01537,19.159729,25.601171,-79.479164
1673,-252.16579,19.156729,25.601171,-79.479164
1674,-252.31622,19.153727,25.601171,-79.479164
1675,-252.46664,19.150726,25.601171,-79.479164
1676,-252.61708,19.147726,25.601171,-79.479164
1677,-252.7675,19.144724,25.601171,-79.479164
1678,-252.91792,19.141724,25.601171,-79.479164
1679,-253.06836,19.138723,25.601171,-79.479164
1680,-253.21878,19.135723,25.601171,-79.479164
1681,-253.36922,19.13272,25.601171,-79.479164
1682,-253.51964,19.12972,25.601171,-79.479164
1683,-253.67007,19.12672,25.601171,-79.479164
1684,-253.8205,19.123718,25.601171,-79.479164
1685,-253.97092,19.120718,25.601171,-79.479164
1686,-254.12135,19.117718,25.601171,-79.479164
1687,-254.27177,19.114716,25.601171,-79.479164
1688,-254.42221,19.111715,25.601171,-79.479164
1689,-254.57263,19.108715,25.601171,-79.479164
1690,-254.72307,19.105713,25.601171,-79.479164
1691,-254.87349,19.102713,25.601171,-79.479164
1692,-255.02393,19.099712,25.601171,-79.479164
1693,-255.17435,19.096712,25.601171,-79.479164
1694,-255.32477,19.09371,25.601171,-79.479164
1695,-255.4752,19.09071,25.601171,-79.479164
1696,-255.62563,19.08771,25.601171,-79.479164
1697,-255.77606,19.084707,25.601171,-79.479164
1698,-255.92648,19.081707,25.601171,-79.479164
1699,-256.0769,19.078707,25.601171,-79.479164
1700,-256.22736,19.075705,25.601171,-79.479164
1701,-256.37778,19.072704,25.601171,-79.479164
1702,-256.5282,19.069704,25.601171,-79.479164
1703,-256.67862,19.066704,25.601171,-79.479164
1704,-256.82904,19.063704,25.601171,-79.479164
1705,-256.9795,19.060701,25.601171,-79.479164
1706,-257.1299,19.057701,25.601171,-79.479164
1707,-257.28033,19.0547,25.601171,-79.479164
1708,-257.43076,19.051699,25.601171,-79.479164
1709,-257.5812,19.048698,25.601171,-79.479164
1710,-257.73163,19.045698,25.601171,-79.479164
1711,-257.88205,19.042696,25.601171,-79.479164
1712,-258.03247,19.039696,25.601171,-79.479164
1713,-258.1829,19.036695,25.601171,-79.479164
1714,-258.33334,19.033693,25.601171,-79.479164
1715,-258.48376,19.030693,25.601171,-79.479164
1716,-258.6342,19.027693,25.601171,-79.479164
1717,-258.7846,19.024693,25.601171,-79.479164
1718,-258.93503,19.02169,25.601171,-79.479164
1719,-259.08548,19.01869,25.601171,-79.479164
1720,-259.2359,19.01569,25.601171,-79.479164
1721,-259.38632,19.012688,25.601171,-79.479164
1722,-259.53674,19.009687,25.601171,-79.479164
1723,-259.6872,19.006687,25.601171,-79.479164
1724,-259.83762,19.003685,25.601171,-79.479164
1725,-259.98804,19.000685,25.601171,-79.479164
1726,-260.13846,18.997684,25.601171,-79.479164
1727,-260.28888,18.994684,25.601171,-79.479164
1728,-260.43933,18.991682,25.601171,-79.479164
1729,-260.58975,18.988682,25.601171,-79.479164
1730,-260.74017,18.985682,25.601171,-79.479164
1731,-260.8906,18.982681,25.601171,-79.479164
1732,-261.04105,18.97968,25.601171,-79.479164
1733,-261.19147,18.976679,25.601171,-79.479164
1734,-261.3419,18.973679,25.601171,-79.479164
1735,-261.4923,18.970676,25.601171,-79.479164
1736,-261.64273,18.967676,25.601171,-79.479164
1737,-261.79318,18.964676,25.601171,-79.479164
1738,-261.9436,18.961674,25.601171,-79.479164
1739,-262.09402,18.958673,25.601171,-79.479164
1740,-262.24445,18.955673,25.601171,-79.479164
1741,-262.3949,18.952671,25.601171,-79.479164
1742,-262.54532,18.94967,25.601171,-79.479164
1743,-262.69574,18.94667,25.601171,-79.479164
1744,-262.84616,18.94367,25.601171,-79.479164
1745,-262.99658,18.940668,25.601171,-79.479164
1746,-263.14703,18.937668,25.601171,-79.479164
1747,-263.29745,18.934668,25.601171,-79.479164
1748,-263.44788,18.931665,25.601171,-79.479164
1749,-263.5983,18.928665,25.601171,-79.479164
1750,-263.74875,18.925665,25.601171,-79.479164
1751,-263.89917,18.922663,25.601171,-79.479164
1752,-264.0496,18.919662,25.601171,-79.479164
1753,-264.2,18.916662,25.601171,-79.479164
1754,-264.35043,18.913662,25.601171,-79.479164
1755,-264.5009,18.91066,25.601171,-79.479164
1756,-264.6513,18.90766,25.601171,-79.479164
1757,-264.80173,18.90466,25.601171,-79.479164
1758,-264.95215,18.901657,25.601171,-79.479164
1759,-265.10257,18.898657,25.601171,-79.479164
1760,-265.25302,18.895657,25.601171,-79.479164
1761,-265.40344,18.892656,25.601171,-79.479164
1762,-265.55386,18.889654,25.601171,-79.479164
1763,-265.70428,18.886654,25.601171,-79.479164
1764,-265.85474,18.883654,25.601171,-79.479164
1765,-266.00516,18.880651,25.601171,-79.479164
1766,-266.15558,18.877651,25.601171,-79.479164
1767,-266.306,18.874651,25.601171,-79.479164
1768,-266.45642,18.87165,25.601171,-79.479164
1769,-266.60687,18.868649,25.601171,-79.479164
1770,-266.7573,18.865648,25.601171,-79.479164
1771,-266.9077,18.862648,25.601171,-79.479164
1772,-267.05814,18.859646,25.601171,-79.479164
1773,-267.2086,18.856646,25.601171,-79.479164
1774,-267.359,18.853645,25.601171,-79.479164
1775,-267.50943,18.850643,25.601171,-79.479164
1776,-267.65985,18.847643,25.601171,-79.479164
1777,-267.81027,18.844643,25.601171,-79.479164
1778,-267.96072,18.84164,25.601171,-79.479164
1779,-268.11115,18.83864,25.601171,-79.479164
1780,-268.26157,18.83564,25.601171,-79.479164
1781,-268.412,18.83264,25.601171,-79.479164
1782,-268.56244,18.829638,25.601171,-79.479164
1783,-268.71286,18.826637,25.601171,-79.479164
1784,-268.86328,18.823637,25.601171,-79.479164
1785,-269.0137,18.820635,25.601171,-79.479164
1786,-269.16412,18.817635,25.601171,-79.479164
1787,-269.31458,18.814634,25.601171,-79.479164
1788,-269.465,18.811632,25.601171,-79.479164
1789,-269.61542,18.808632,25.601171,-79.479164
1790,-269.76584,18.805632,25.601171,-79.479164
1791,-269.9163,18.802631,25.601171,-79.479164
1792,-270.0667,18.79963,25.601171,-79.479164
1793,-270.21713,18.796629,25.601171,-79.479164
1794,-270.36755,18.793629,25.601171,-79.479164
1795,-270.51797,18.790628,25.601171,-79.479164
1796,-270.66843,18.787626,25.601171,-79.479164
1797,-270.81885,18.784626,25.601171,-79.479164
1798,-270.96927,18.781626,25.601171,-79.479164
1799,-271.1197,18.778624,25.601171,-79.479164
1800,-271.27014,18.775623,25.601171,-79.479164
1801,-271.42056,18.772623,25.601171,-79.479164
1802,-271.57098,18.76962,25.601171,-79.479164
1803,-271.7214,18.76662,25.601171,-79.479164
1804,-271.87183,18.76362,25.601171,-79.479164
1805,-272.02228,18.760618,25.601171,-79.479164
1806,-272.1727,18.757618,25.601171,-79.479164
1807,-272.32312,18.754618,25.601171,-79.479164
1808,-272.47354,18.751617,25.601171,-79.479164
1809,-272.62396,18.748615,25.601171,-79.479164
1810,-272.7744,18.745615,25.601171,-79.479164
1811,-272.92484,18.742615,25.601171,-79.479164
1812,-273.07526,18.739613,25.601171,-79.479164
1813,-273.22568,18.736612,25.601171,-79.479164
1814,-273.37613,18.733612,25.601171,-79.479164
1815,-273.52655,18.73061,25.601171,-79.479164
1816,-273.67697,18.72761,25.601171,-79.479164
1817,-273.8274,18.72461,25.601171,-79.479164
1818,-273.9778,18.72161,25.601171,-79.479164
1819,-274.12827,18.718607,25.601171,-79.479164
1820,-274.2787,18.715607,25.601171,-79.479164
1821,-274.4291,18.712606,25.601171,-79.479164
1822,-274.57953,18.709606,25.601171,-79.479164
1823,-274.72998,18.706604,25.601171,-79.479164
1824,-274.8804,18.703604,25.601171,-79.479164
1825,-275.03082,18.70043,25.601171,-79.479164
1826,-275.18124,18.696861,25.601171,-79.479164
1827,-275.33167,18.693293,25.601171,-79.479164
1828,-275.48212,18.689724,25.601171,-79.479164
1829,-275.63254,18.686155,25.601171,-79.479164
1830,-275.78296,18.682587,25.601171,-79.479164
1831,-275.93338,18.679018,25.601171,-79.479164
1832,-276.08383,18.675447,25.601171,-79.479164
1833,-276.23425,18.671879,25.601171,-79.479164
1834,-276.38467,18.66831,25.601171,-79.479164
1835,-276.5351,18.664742,25.601171,-79.479164
1836,-276.68552,18.661175,25.601171,-79.479164
1837,-276.83597,18.657604,25.601171,-79.479164
1838,-276.9864,18.654036,25.601171,-79.479164
1839,-277.1368,18.650467,25.601171,-79.479164
1840,-277.28723,18.646898,25.601171,-79.479164
1841,-277.43768,18.64333,25.601171,-79.479164
1842,-277.5881,18.639761,25.601171,-79.479164
1843,-277.73853,18.636192,25.601171,-79.479164
1844,-277.88895,18.632624,25.601171,-79.479164
1845,-278.03937,18.629055,25.601171,-79.479164
1846,-278.18982,18.625486,25.601171,-79.479164
1847,-278.34024,18.621918,25.601171,-79.479164
1848,-278.49066,18.61835,25.601171,-79.479164
1849,-278.64108,18.61478,25.601171,-79.479164
1850,-278.7915,18.611212,25.601171,-79.479164
1851,-278.94196,18.607643,25.601171,-79.479164
1852,-279.09238,18.604074,25.601171,-79.479164
1853,-279.2428,18.600506,25.601171,-79.479164
1854,-279.39322,18.596937,25.601171,-79.479164
1855,-279.54367,18.593367,25.601171,-79.479164
1856,-279.6941,18.589798,25.601171,-79.479164
1857,-279.8445,18.58623,25.601171,-79.479164
1858,-279.99493,18.58266,25.601171,-79.479164
1859,-280.14536,18.579092,25.601171,-79.479164
1860,-280.2958,18.575523,25.601171,-79.479164
1861,-280.44623,18.571955,25.601171,-79.479164
1862,-280.59665,18.568386,25.601171,-79.479164
1863,-280.74707,18.564817,25.601171,-79.479164
1864,-280.89752,18.561249,25.601171,-79.479164
1865,-281.04794,18.55768,25.601171,-79.479164
1866,-281.19836,18.554111,25.601171,-79.479164
1867,-281.3488,18.550543,25.601171,-79.479164
1868,-281.4992,18.546974,25.601171,-79.479164
1869,-281.64966,18.543406,25.601171,-79.479164
1870,-281.80008,18.539837,25.601171,-79.479164
1871,-281.9505,18.536268,25.601171,-79.479164
1872,-282.10092,18.5327,25.601171,-79.479164
1873,-282.25137,18.529129,25.601171,-79.479164
1874,-282.4018,18.525562,25.601171,-79.479164
1875,-282.55222,18.521994,25.601171,-79.479164
1876,-282.70264,18.518425,25.601171,-79.479164
1877,-282.85306,18.514856,25.601171,-79.479164
1878,-283.0035,18.511286,25.601171,-79.479164
1879,-283.15393,18.507717,25.601171,-79.479164
1880,-283.30435,18.504148,25.601171,-79.479164
1881,-283.45477,18.50058,25.601171,-79.479164
1882,-283.60522,18.497011,25.601171,-79.479164
1883,-283.75565,18.493443,25.601171,-79.479164
1884,-283.90607,18.489874,25.601171,-79.479164
1885,-284.0565,18.486305,25.601171,-79.479164
1886,-284.2069,18.482737,25.601171,-79.479164
1887,-284.35736,18.479168,25.601171,-79.479164
1888,-284.50778,18.4756,25.601171,-79.479164
1889,-284.6582,18.47203,25.601171,-79.479164
1890,-284.80862,18.468462,25.601171,-79.479164
1891,-284.95908,18.464893,25.601171,-79.479164
1892,-285.1095,18.461325,25.601171,-79.479164
1893,-285.25992,18.457756,25.601171,-79.479164
1894,-285.41034,18.454187,25.601171,-79.479164
1895,-285.56076,18.450619,25.601171,-79.479164
1896,-285.7112,18.447048,25.601171,-79.479164
1897,-285.86163,18.44348,25.601171,-79.479164
1898,-286.01205,18.439913,25.601171,-79.479164
1899,-286.16248,18.436344,25.601171,-79.479164
1900,-286.3129,18.432775,25.601171,-79.479164
1901,-286.46335,18.429205,25.601171,-79.479164
1902,-286.61377,18.425636,25.601171,-79.479164
1903,-286.7642,18.422068,25.601171,-79.479164
1904,-286.9146,18.418499,25.601171,-79.479164
1905,-287.06506,18.41493,25.601171,-79.479164
1906,-287.21548,18.411362,25.601171,-79.479164
1907,-287.3659,18.407793,25.601171,-79.479164
1908,-287.51633,18.404224,25.601171,-79.479164
1909,-287.66675,18.400656,25.601171,-79.479164
1910,-287.8172,18.397087,25.601171,-79.479164
1911,-287.96762,18.393518,25.601171,-79.479164
1912,-288.11804,18.38995,25.601171,-79.479164
1913,-288.26846,18.386381,25.601171,-79.479164
1914,-288.4189,18.382812,25.601171,-79.479164
1915,-288.56934,18.379244,25.601171,-79.479164
1916,-288.71976,18.375675,25.601171,-79.479164
1917,-288.87018,18.372107,25.601171,-79.479164
1918,-289.0206,18.368538,25.601171,-79.479164
1919,-289.17105,18.364967,25.601171,-79.479164
1920,-289.32147,18.361399,25.601171,-79.479164
1921,-289.4719,18.35783,25.601171,-79.479164
1922,-289.6223,18.354263,25.601171,-79.479164
1923,-289.77277,18.350693,25.601171,-79.479164
1924,-289.9232,18.347124,25.601171,-79.479164
1925,-290.0736,18.343555,25.601171,-79.479164
1926,-290.22403,18.339987,25.601171,-79.479164
1927,-290.37445,18.336418,25.601171,-79.479164
1928,-290.5249,18.33285,25.601171,-79.479164
1929,-290.67532,18.32928,25.601171,-79.479164
1930,-290.82574,18.325712,25.601171,-79.479164
1931,-290.97617,18.322144,25.601171,-79.479164
1932,-291.12662,18.318575,25.601171,-79.479164
1933,-291.27704,18.315006,25.601171,-79.479164
1934,-291.42746,18.311438,25.601171,-79.479164
1935,-291.57788,18.307869,25.601171,-79.479164
1936,-291.7283,18.3043,25.601171,-79.479164
1937,-291.87875,18.300732,25.601171,-79.479164
1938,-292.02917,18.297163,25.601171,-79.479164
1939,-292.1796,18.293594,25.601171,-79.479164
1940,-292.33002,18.290026,25.601171,-79.479164
1941,-292.48044,18.286457,25.601171,-79.479164
1942,-292.6309,18.282887,25.601171,-79.479164
1943,-292.7813,18.279318,25.601171,-79.479164
1944,-292.93173,18.27575,25.601171,-79.479164
1945,-293.08215,18.27218,25.601171,-79.479164
1946,-293.2326,18.268612,25.601171,-79.479164
1947,-293.38303,18.265043,25.601171,-79.479164
1948,-293.53345,18.261475,25.601171,-79.479164
1949,-293.68387,18.257906,25.601171,-79.479164
1950,-293.8343,18.254337,25.601171,-79.479164
1951,-293.98474,18.250769,25.601171,-79.479164
1952,-294.13516,18.2472,25.601171,-79.479164
1953,-294.28558,18.243631,25.601171,-79.479164
1954,-294.436,18.240063,25.601171,-79.479164
1955,-294.58646,18.236494,25.601171,-79.479164
1956,-294.73688,18.232925,25.601171,-79.479164
1957,-294.8873,18.229357,25.601171,-79.479164
1958,-295.03772,18.225788,25.601171,-79.479164
1959,-295.18814,18.22222,25.601171,-79.479164
1960,-295.3386,18.21865,25.601171,-79.479164
1961,-295.489,18.215082,25.601171,-79.479164
1962,-295.63943,18.211514,25.601171,-79.479164
1963,-295.78986,18.207945,25.601171,-79.479164
1964,-295.9403,18.204374,25.601171,-79.479164
1965,-296.09073,18.200806,25.601171,-79.479164
1966,-296.24115,18.197237,25.601171,-79.479164
1967,-296.39157,18.193668,25.601171,-79.479164
1968,-296.542,18.1901,25.601171,-79.479164
1969,-296.69244,18.186531,25.601171,-79.479164
1970,-296.84286,18.182962,25.601171,-79.479164
1971,-296.9933,18.179394,25.601171,-79.479164
1972,-297.1437,18.175825,25.601171,-79.479164
1973,-297.29416,18.172256,25.601171,-79.479164
1974,-297.44458,18.168688,25.601171,-79.479164
1975,-297.595,18.16512,25.601171,-79.479164
1976,-297.74542,18.16155,25.601171,-79.479164
1977,-297.89584,18.157982,25.601171,-79.479164
1978,-298.0463,18.154413,25.601171,-79.479164
1979,-298.19672,18.150845,25.601171,-79.479164
1980,-298.34714,18.147276,25.601171,-79.479164
1981,-298.49756,18.143707,25.601171,-79.479164
1982,-298.64798,18.140139,25.601171,-79.479164
1983,-298.79843,18.136568,25.601171,-79.479164
1984,-298.94885,18.133001,25.601171,-79.479164
1985,-299.09927,18.129433,25.601171,-79.479164
1986,-299.2497,18.125864,25.601171,-79.479164
1987,-299.40015,18.122293,25.601171,-79.479164
1988,-299.55057,18.118534,25.601171,-79.479164
1989,-299.701,18.114336,25.601171,-79.479164
1990,-299.8514,18.11014,25.601171,-79.479164
1991,-300.00183,18.105942,25.601171,-79.479164
1992,-300.15228,18.101742,25.601171,-79.479164
1993,-300.3027,18.097544,25.601171,-79.479164
1994,-300.45312,18.093348,25.601171,-79.479164
1995,-300.60355,18.08915,25.601171,-79.479164
1996,-300.754,18.08495,25.601171,-79.479164
1997,-300.90442,18.080753,25.601171,-79.479164
1998,-301.05484,18.076555,25.601171,-79.479164
1999,-301.20526,18.072357,25.601171,-79.479164
2000,-301.35568,18.06816,25.601171,-79.479164
2001,-301.50613,18.063961,25.601171,-79.479164
2002,-301.65656,18.059763,25.601171,-79.479164
2003,-301.80698,18.055565,25.601171,-79.479164
2004,-301.9574,18.051367,25.601171,-79.479164
2005,-302.10785,18.047169,25.601171,-79.479164
2006,-302.25827,18.04297,25.601171,-79.479164
2007,-302.4087,18.038773,25.601171,-79.479164
2008,-302.5591,18.034575,25.601171,-79.479164
2009,-302.70953,18.030376,25.601171,-79.479164
2010,-302.86,18.026178,25.601171,-79.479164
2011,-303.0104,18.02198,25.601171,-79.479164
2012,-303.16083,18.017782,25.601171,-79.479164
2013,-303.31125,18.013584,25.601171,-79.479164
2014,-303.4617,18.009386,25.601171,-79.479164
2015,-303.61212,18.005188,25.601171,-79.479164
2016,-303.76254,18.00099,25.601171,-79.479164
2017,-303.91296,17.996792,25.601171,-79.479164
2018,-304.0634,17.992594,25.601171,-79.479164
2019,-304.21384,17.988396,25.601171,-79.479164
2020,-304.36426,17.984198,25.601171,-79.479164
2021,-304.51468,17.98,25.601171,-79.479164
2022,-304.6651,17.975801,25.601171,-79.479164
2023,-304.81555,17.971603,25.601171,-79.479164
2024,-304.96597,17.967405,25.601171,-79.479164
2025,-305.1164,17.963207,25.601171,-79.479164
2026,-305.2668,17.95901,25.601171,-79.479164
2027,-305.41724,17.954811,25.601171,-79.479164
2028,-305.5677,17.950613,25.601171,-79.479164
2029,-305.7181,17.946415,25.601171,-79.479164
2030,-305.86853,17.942217,25.601171,-79.479164
2031,-306.01895,17.938019,25.601171,-79.479164
2032,-306.16937,17.93382,25.601171,-79.479164
2033,-306.31982,17.929623,25.601171,-79.479164
2034,-306.47025,17.925425,25.601171,-79.479164
2035,-306.62067,17.921227,25.601171,-79.479164
2036,-306.7711,17.917028,25.601171,-79.479164
2037,-306.92154,17.91283,25.601171,-79.479164
2038,-307.07196,17.908632,25.601171,-79.479164
2039,-307.22238,17.904434,25.601171,-79.479164
2040,-307.3728,17.900236,25.601171,-79.479164
2041,-307.52322,17.896038,25.601171,-79.479164
2042,-307.67368,17.89184,25.601171,-79.479164
2043,-307.8241,17.887642,25.601171,-79.479164
2044,-307.97452,17.883444,25.601171,-79.479164
2045,-308.12494,17.879248,25.601171,-79.479164
2046,-308.2754,17.875048,25.601171,-79.479164
2047,-308.4258,17.87085,25.601171,-79.479164
2048,-308.57623,17.866652,25.601171,-79.479164
2049,-308.72665,17.862455,25.601171,-79.479164
2050,-308.87708,17.858257,25.601171,-79.479164
2051,-309.02753,17.854057,25.601171,-79.479164
2052,-309.17795,17.84986,25.601171,-79.479164
2053,-309.32837,17.845663,25.601171,-79.479164
2054,-309.4788,17.841465,25.601171,-79.479164
2055,-309.62924,17.837265,25.601171,-79.479164
2056,-309.77966,17.833067,25.601171,-79.479164
2057,-309.93008,17.82887,25.601171,-79.479164
2058,-310.0805,17.824673,25.601171,-79.479164
2059,-310.23093,17.820475,25.601171,-79.479164
2060,-310.38138,17.816275,25.601171,-79.479164
2061,-310.5318,17.812078,25.601171,-79.479164
2062,-310.68222,17.80788,25.601171,-79.479164
2063,-310.83264,17.803682,25.601171,-79.479164
2064,-310.9831,17.799482,25.601171,-79.479164
2065,-311.1335,17.795286,25.601171,-79.479164
2066,-311.28394,17.791088,25.601171,-79.479164
