timestep,depth,V
3630,-546.5531,0.065643
3631,-546.7035,0.06562437
3632,-546.85394,0.06560573
3633,-547.0044,0.06558709
3634,-547.1548,0.06556846
3635,-547.30524,0.06554982
3636,-547.4556,0.065531194
3637,-547.6061,0.06551255
3638,-547.75653,0.06549392
3639,-547.9069,0.065475285
3640,-548.0574,0.06545665
3641,-548.2078,0.06543801
3642,-548.3582,0.06541938
3643,-548.50867,0.06540074
3644,-548.65906,0.065382116
3645,-548.8095,0.065363474
3646,-548.95996,0.06534484
3647,-549.11035,0.06532621
3648,-549.2608,0.06530757
3649,-549.4112,0.06528894
3650,-549.56165,0.065270305
3651,-549.7121,0.06525166
3652,-549.8625,0.06523304
3653,-550.01294,0.065214396
3654,-550.1633,0.06519577
3655,-550.3138,0.06517713
3656,-550.46423,0.06515849
3657,-550.6146,0.06513986
3658,-550.7651,0.06512122
3659,-550.91547,0.06510259
3660,-551.0659,0.06508395
3661,-551.2164,0.06506532
3662,-551.36676,0.06504668
3663,-551.5172,0.06502805
3664,-551.66766,0.06500941
3665,-551.81805,0.06499078
3666,-551.9685,0.06497214
3667,-552.1189,0.06495351
3668,-552.26935,0.06493487
3669,-552.4198,0.06491624
3670,-552.5702,0.064897604
3671,-552.72064,0.06487897
3672,-552.87103,0.06486034
3673,-553.0215,0.0648417
3674,-553.17194,0.06482306
3675,-553.3223,0.064804435
3676,-553.4728,0.06478579
3677,-553.62317,0.06476717
3678,-553.7736,0.064748526
3679,-553.9241,0.06472989
3680,-554.07446,0.06471126
3681,-554.2249,0.06469262
3682,-554.37537,0.06467398
3683,-554.52576,0.06465535
3684,-554.6762,0.064636715
3685,-554.8266,0.06461808
3686,-554.97705,0.06459945
3687,-555.1275,0.064580806
3688,-555.2779,0.06456218
3689,-555.42834,0.06454354
3690,-555.57874,0.06452491
3691,-555.7292,0.06450627
3692,-555.87964,0.064487636
3693,-556.03,0.064469
3694,-556.1805,0.06445037
3695,-556.3309,0.064431734
3696,-556.4813,0.0644131
3697,-556.6318,0.06439446
3698,-556.78217,0.06437583
3699,-556.9326,0.06435719
3700,-557.083,0.064338565
3701,-557.23346,0.06431992
3702,-557.3839,0.06430129
3703,-557.5343,0.064282656
3704,-557.68475,0.064264014
3705,-557.8352,0.06424538
3706,-557.9856,0.06422675
3707,-558.13605,0.06420811
3708,-558.28644,0.06418948
3709,-558.4369,0.064170845
3710,-558.58734,0.0641522
3711,-558.73773,0.06413358
3712,-558.8882,0.064114936
3713,-559.0386,0.06409631
3714,-559.189,0.06407767
3715,-559.3395,0.064059034
3716,-559.48987,0.0640404
3717,-559.6403,0.064021766
3718,-559.7907,0.06400313
3719,-559.94116,0.0639845
3720,-560.0916,0.06396586
3721,-560.242,0.06394723
3722,-560.39246,0.06392859
3723,-560.5429,0.063909955
3724,-560.6933,0.06389132
3725,-560.84375,0.06387269
3726,-560.99414,0.06385405
3727,-561.1446,0.06383542
3728,-561.29504,0.06381678
3729,-561.44543,0.063798144
3730,-561.5959,0.06377951
3731,-561.7463,0.06376088
3732,-561.8967,0.06374224
3733,-562.0472,0.0637236
3734,-562.1976,0.063704975
3735,-562.348,0.06368633
3736,-562.4984,0.06366771
3737,-562.64886,0.063649066
3738,-562.7993,0.06363043
3739,-562.9497,0.0636118
3740,-563.10016,0.063593164
3741,-563.25055,0.06357453
3742,-563.401,0.0635559
3743,-563.55145,0.063537255
3744,-563.70184,0.06351863
3745,-563.8523,0.06349999
3746,-564.00275,0.06348135
3747,-564.15314,0.06346272
3748,-564.3036,0.063444085
3749,-564.454,0.06342545
3750,-564.60443,0.06340682
3751,-564.7549,0.063388176
3752,-564.9053,0.06336954
3753,-565.0557,0.06335091
3754,-565.2061,0.063332275
3755,-565.35657,0.06331364
3756,-565.507,0.063295
3757,-565.6574,0.06327637
3758,-565.80786,0.06325773
3759,-565.95825,0.063239105
3760,-566.1087,0.06322046
3761,-566.25916,0.06320183
3762,-566.40955,0.063183196
3763,-566.56,0.06316456
3764,-566.71045,0.06314592
3765,-566.86084,0.063127294
3766,-567.0113,0.06310865
3767,-567.1617,0.06309003
3768,-567.31213,0.063071385
3769,-567.4626,0.06305275
3770,-567.613,0.06303412
3771,-567.7634,0.06301548
3772,-567.9138,0.06299685
3773,-568.0643,0.062978216
3774,-568.2147,0.062959574
3775,-568.3651,0.06294094
3776,-568.51556,0.06292231
3777,-568.66595,0.06290367
3778,-568.8164,0.06288504
3779,-568.96686,0.0628664
3780,-569.11725,0.06284777
3781,-569.2677,0.06282913
3782,-569.41815,0.062810495
3783,-569.56854,0.06279186
3784,-569.719,0.06277323
3785,-569.8694,0.062754594
3786,-570.01984,0.06273596
3787,-570.1703,0.06271732
3788,-570.3207,0.06269869
3789,-570.4711,0.06268005
3790,-570.6215,0.062661424
3791,-570.772,0.06264278
3792,-570.9224,0.06262415
3793,-571.0728,0.062605515
3794,-571.22327,0.06258688
3795,-571.37366,0.06256825
3796,-571.5241,0.06254961
3797,-571.67456,0.06253097
3798,-571.82495,0.062512346
3799,-571.9754,0.062493704
3800,-572.1258,0.062475074
3801,-572.27625,0.062456436
3802,-572.4267,0.0624378
3803,-572.5771,0.06241917
3804,-572.72754,0.06240053
3805,-572.878,0.062381893
3806,-573.0284,0.062363263
3807,-573.17883,0.062344626
3808,-573.3292,0.062325995
3809,-573.4797,0.062307358
3810,-573.6301,0.06228872
3811,-573.7805,0.06227009
3812,-573.93097,0.06225145
3813,-574.08136,0.06223282
3814,-574.2318,0.06221418
3815,-574.38226,0.062195543
3816,-574.53265,0.062176913
3817,-574.6831,0.062158275
3818,-574.8335,0.062139645
3819,-574.98395,0.062121008
3820,-575.1344,0.06210237
3821,-575.2848,0.06208374
3822,-575.43524,0.062065102
3823,-575.5857,0.062046465
3824,-575.7361,0.062027834
3825,-575.88654,0.062009197
3826,-576.0369,0.061990567
3827,-576.1874,0.06197193
3828,-576.3378,0.06195329
3829,-576.4882,0.06195948
3830,-576.6387,0.06210183
3831,-576.78906,0.062244125
3832,-576.9395,0.062386476
3833,-577.08997,0.06252883
3834,-577.24036,0.062671125
3835,-577.3908,0.062813476
3836,-577.5412,0.06295577
3837,-577.69165,0.06309812
3838,-577.8421,0.06324047
3839,-577.9925,0.06338276
3840,-578.14294,0.06352511
3841,-578.29333,0.06366741
3842,-578.4438,0.06380976
3843,-578.59424,0.06395211
3844,-578.7446,0.06409441
3845,-578.8951,0.06423676
3846,-579.04553,0.06437911
3847,-579.1959,0.0645214
3848,-579.3464,0.06466375
3849,-579.49677,0.064806044
3850,-579.6472,0.064948395
3851,-579.79767,0.065090746
3852,-579.94806,0.065233044
3853,-580.0985,0.065375395
3854,-580.2489,0.06551769
3855,-580.39935,0.065660045
3856,-580.5498,0.065802395
3857,-580.7002,0.06594469
3858,-580.85065,0.06608704
3859,-581.00104,0.06622933
3860,-581.1515,0.06637168
3861,-581.30194,0.06651403
3862,-581.45233,0.06665633
3863,-581.6028,0.06679868
3864,-581.75323,0.06694103
3865,-581.9036,0.06708333
3866,-582.0541,0.06722568
3867,-582.20447,0.06736797
3868,-582.3549,0.06751032
3869,-582.5054,0.06765267
3870,-582.65576,0.06779496
3871,-582.8062,0.067937315
3872,-582.9566,0.06807961
3873,-583.10706,0.068221964
3874,-583.2575,0.068364315
3875,-583.4079,0.068506606
3876,-583.55835,0.068648964
3877,-583.70874,0.068791255
3878,-583.8592,0.068933606
3879,-584.00964,0.06907596
3880,-584.16003,0.06921825
3881,-584.3105,0.0693606
3882,-584.4609,0.0695029
3883,-584.6113,0.06964525
3884,-584.7618,0.0697876
3885,-584.9122,0.06992989
3886,-585.0626,0.07007225
3887,-585.2131,0.0702146
3888,-585.36346,0.07035689
3889,-585.5139,0.07049924
3890,-585.6643,0.07064153
3891,-585.81476,0.07078388
3892,-585.9652,0.070926234
3893,-586.1156,0.07106853
3894,-586.26605,0.07121088
3895,-586.41644,0.071353175
3896,-586.5669,0.07149553
3897,-586.71735,0.071637884
3898,-586.86774,0.071780175
3899,-587.0182,0.071922526
3900,-587.1686,0.07206482
3901,-587.31903,0.07220717
3902,-587.4695,0.07234952
3903,-587.6199,0.07249182
3904,-587.7703,0.07263417
3905,-587.9208,0.07277652
3906,-588.07117,0.07291881
3907,-588.2216,0.07306117
3908,-588.372,0.07320346
3909,-588.52246,0.07334581
3910,-588.6729,0.07348816
3911,-588.8233,0.07363045
3912,-588.97375,0.0737728
3913,-589.12415,0.0739151
3914,-589.2746,0.07405745
3915,-589.42505,0.0741998
3916,-589.57544,0.074342094
3917,-589.7259,0.07448445
3918,-589.8763,0.074626744
3919,-590.02673,0.074769095
3920,-590.1772,0.074911445
3921,-590.3276,0.07505374
3922,-590.478,0.07519609
3923,-590.6284,0.075338386
3924,-590.7789,0.07548074
3925,-590.9293,0.07562309
3926,-591.0797,0.07576538
3927,-591.23016,0.07590774
3928,-591.3806,0.07605009
3929,-591.531,0.07619238
3930,-591.68146,0.07633473
3931,-591.83185,0.07647702
3932,-591.9823,0.07661937
3933,-592.13275,0.07676172
3934,-592.28314,0.07690402
3935,-592.4336,0.07704637
3936,-592.584,0.07718866
3937,-592.73444,0.077331014
3938,-592.8849,0.07747337
3939,-593.0353,0.07761566
3940,-593.1857,0.077758014
3941,-593.3361,0.077900305
3942,-593.4866,0.078042656
3943,-593.637,0.07818501
3944,-593.7874,0.078327306
3945,-593.93787,0.07846966
3946,-594.0883,0.07861201
3947,-594.2387,0.0787543
3948,-594.38916,0.07889666
3949,-594.53955,0.07903895
3950,-594.69,0.0791813
3951,-594.84045,0.07932365
3952,-594.99084,0.07946594
3953,-595.1413,0.07960829
3954,-595.2917,0.07975059
3955,-595.44214,0.07989294
3956,-595.5926,0.08003529
3957,-595.743,0.08017758
3958,-595.89343,0.08031994
3959,-596.0438,0.08046223
3960,-596.1943,0.08060458
3961,-596.3447,0.080746934
3962,-596.4951,0.080889225
3963,-596.64557,0.081031576
3964,-596.79596,0.081173874
3965,-596.9464,0.081316225
3966,-597.09686,0.081458576
3967,-597.24725,0.08160087
3968,-597.3977,0.08174322
3969,-597.54816,0.081885576
3970,-597.69855,0.08202787
3971,-597.849,0.08217022
3972,-597.9994,0.08231251
3973,-598.14984,0.08245486
3974,-598.3003,0.08259721
3975,-598.4507,0.08273951
3976,-598.60114,0.08288186
3977,-598.7515,0.08302415
3978,-598.902,0.0831665
3979,-599.0524,0.08330885
3980,-599.2028,0.08345115
3981,-599.3533,0.0835935
3982,-599.50366,0.083735794
3983,-599.6541,0.083878145
3984,-599.80457,0.084020495
3985,-599.95496,0.084162794
3986,-600.1054,0.084305145
3987,-600.25586,0.084447496
3988,-600.40625,0.08458979
3989,-600.5567,0.08473214
3990,-600.7071,0.084874436
3991,-600.85754,0.08501679
3992,-601.008,0.08515914
3993,-601.1584,0.08530143
3994,-601.30884,0.08544378
3995,-601.4592,0.08558608
3996,-601.6097,0.08572843
3997,-601.76013,0.08587078
3998,-601.9105,0.08601307
3999,-602.061,0.08615542
4000,-602.21136,0.08629772
4001,-602.3618,0.08644007
4002,-602.51227,0.08658242
4003,-602.66266,0.08672471
4004,-602.8131,0.086867064
4005,-602.96356,0.087009415
4006,-603.11395,0.08715171
4007,-603.2644,0.087294064
4008,-603.4148,0.087436356
4009,-603.56525,0.08757871
4010,-603.7157,0.08772106
4011,-603.8661,0.087863356
4012,-604.01654,0.08800571
4013,-604.16693,0.088148
4014,-604.3174,0.08829035
4015,-604.46783,0.0884327
4016,-604.6182,0.088575
4017,-604.7687,0.08871735
4018,-604.91907,0.08885964
4019,-605.0695,0.08900199
4020,-605.22,0.08914434
4021,-605.37036,0.08928664
4022,-605.5208,0.08942899
4023,-605.6712,0.08957128
4024,-605.82166,0.08971363
4025,-605.9721,0.089855984
4026,-606.1225,0.08999828
4027,-606.27295,0.09014063
4028,-606.4234,0.090282984
4029,-606.5738,0.090425275
4030,-606.72424,0.090567626
4031,-606.87463,0.090709925
4032,-607.0251,0.090852275
4033,-607.17554,0.09099463
4034,-607.3259,0.09113692
4035,-607.4764,0.09127927
4036,-607.6268,0.09142157
4037,-607.7772,0.09156392
4038,-607.9277,0.09170627
4039,-608.07806,0.09184856
4040,-608.2285,0.09199091
4041,-608.3789,0.09213321
4042,-608.52936,0.09227556
4043,-608.6798,0.09241791
4044,-608.8302,0.0925602
4045,-608.98065,0.09270255
4046,-609.1311,0.0928449
4047,-609.2815,0.0929872
4048,-609.43195,0.09312955
4049,-609.58234,0.093271844
4050,-609.7328,0.093414195
4051,-609.88324,0.093556546
4052,-610.0336,0.093698844
4053,-610.1841,0.093841195
4054,-610.3345,0.09398349
4055,-610.4849,0.09412584
4056,-610.6354,0.09426819
4057,-610.78577,0.09441049
4058,-610.9362,0.09455284
4059,-611.0866,0.09469513
4060,-611.23706,0.09483748
4061,-611.3875,0.09497983
4062,-611.5379,0.09512213
4063,-611.68835,0.09526448
4064,-611.83875,0.09540677
4065,-611.9892,0.09554912
4066,-612.13965,0.09569147
4067,-612.29004,0.09583377
4068,-612.4405,0.09597612
4069,-612.59094,0.09611847
4070,-612.74133,0.09626076
4071,-612.8918,0.096403114
4072,-613.0422,0.09654541
4073,-613.1926,0.09664709
4074,-613.3431,0.09671539
4075,-613.49347,0.09678367
4076,-613.6439,0.096851975
4077,-613.7943,0.09692025
4078,-613.94476,0.09698856
4079,-614.0952,0.097056866
4080,-614.2456,0.09712514
4081,-614.39606,0.09719345
4082,-614.54645,0.09726173
4083,-614.6969,0.097330034
4084,-614.84735,0.09739834
4085,-614.99774,0.09746662
4086,-615.1482,0.097534925
4087,-615.29865,0.097603224
4088,-615.44904,0.0976715
4089,-615.5995,0.09773981
4090,-615.7499,0.097808085
4091,-615.9003,0.09787639
4092,-616.0508,0.0979447
4093,-616.2012,0.09801298
4094,-616.3516,0.09808128
4095,-616.502,0.09814956
4096,-616.65247,0.09821786
4097,-616.8029,0.09828617
4098,-616.9533,0.098354444
4099,-617.10376,0.09842275
4100,-617.25415,0.09849103
4101,-617.4046,0.098559335
4102,-617.55505,0.09862764
4103,-617.70544,0.09869592
4104,-617.8559,0.098764226
4105,-618.0063,0.0988325
4106,-618.15674,0.09890081
4107,-618.3072,0.09896911
4108,-618.4576,0.099037394
4109,-618.60803,0.09910569
4110,-618.7585,0.099174
4111,-618.9089,0.09924228
4112,-619.0593,0.099310584
4113,-619.2097,0.09937886
4114,-619.36017,0.09944717
4115,-619.5106,0.099515475
4116,-619.661,0.09958375
4117,-619.81146,0.09965205
4118,-619.96185,0.09972034
4119,-620.1123,0.099788636
4120,-620.26276,0.09985694
4121,-620.41315,0.09992522
4122,-620.5636,0.09999353
4123,-620.714,0.100061804
4124,-620.86444,0.10013011
4125,-621.0149,0.10019842
4126,-621.1653,0.100266695
4127,-621.31573,0.100335
4128,-621.4662,0.1004033
4129,-621.6166,0.100471586
4130,-621.767,0.100539885
4131,-621.9174,0.10060816
4132,-622.0679,0.10067647
4133,-622.2183,0.10074478
4134,-622.3687,0.10081305
4135,-622.51917,0.10088136
4136,-622.66956,0.10094964
4137,-622.82,0.101017945
4138,-622.97046,0.101086244
4139,-623.12085,0.10115452
4140,-623.2713,0.10122283
4141,-623.4217,0.101291105
4142,-623.57214,0.10135941
4143,-623.7226,0.10142772
4144,-623.873,0.101495996
4145,-624.02344,0.1015643
4146,-624.1738,0.10163258
4147,-624.3243,0.10170089
4148,-624.47473,0.101769194
4149,-624.6251,0.10183747
4150,-624.7756,0.10190577
4151,-624.926,0.10197408
4152,-625.0764,0.102042355
4153,-625.22687,0.10211066
4154,-625.37726,0.10217894
4155,-625.5277,0.102247246
4156,-625.67816,0.10231555
4157,-625.82855,0.10238383
4158,-625.979,0.10245214
4159,-626.1294,0.10252041
4160,-626.27985,0.10258871
4161,-626.4303,0.10265702
4162,-626.5807,0.1027253
4163,-626.73114,0.102793604
4164,-626.88153,0.10286188
4165,-627.032,0.10293019
4166,-627.18243,0.102998495
4167,-627.3328,0.10306677
4168,-627.4833,0.10313508
4169,-627.6337,0.103203386
4170,-627.7841,0.10327166
4171,-627.9346,0.10333996
4172,-628.08496,0.10340824
4173,-628.2354,0.10347655
4174,-628.38586,0.10354485
4175,-628.53625,0.10361313
4176,-628.6867,0.10368144
4177,-628.8371,0.103749715
4178,-628.98755,0.10381802
4179,-629.138,0.10388632
4180,-629.2884,0.103954606
4181,-629.43884,0.104022905
4182,-629.58923,0.10409118
4183,-629.7397,0.10415949
4184,-629.89014,0.104227796
4185,-630.0405,0.10429607
4186,-630.191,0.10436438
4187,-630.3414,0.10443266
4188,-630.4918,0.104500964
4189,-630.6423,0.10456927
4190,-630.79266,0.10463755
4191,-630.9431,0.104705855
4192,-631.09357,0.104774155
4193,-631.24396,0.10484243
4194,-631.3944,0.10491074
4195,-631.5448,0.104979016
4196,-631.69525,0.10504732
4197,-631.8457,0.10511563
4198,-631.9961,0.10518391
4199,-632.14655,0.105252214
4200,-632.29694,0.10532049
4201,-632.4474,0.10538879
4202,-632.59784,0.1054571
4203,-632.7482,0.105525374
4204,-632.8987,0.10559368
4205,-633.0491,0.10566196
4206,-633.1995,0.105730265
4207,-633.35,0.10579857
4208,-633.50037,0.10586685
4209,-633.6508,0.10593516
4210,-633.8013,0.10600346
4211,-633.95166,0.10607174
4212,-634.1021,0.10614004
4213,-634.2525,0.106208324
4214,-634.40295,0.106276624
4215,-634.5534,0.10634493
4216,-634.7038,0.10641321
4217,-634.85425,0.106481515
4218,-635.00464,0.10654979
4219,-635.1551,0.1066181
4220,-635.30554,0.106686406
4221,-635.45593,0.10675468
4222,-635.6064,0.10682298
4223,-635.7568,0.10689127
4224,-635.9072,0.10695957
4225,-636.0577,0.10702787
4226,-636.20807,0.10709615
4227,-636.3585,0.10716446
4228,-636.509,0.107232764
4229,-636.65936,0.10730104
4230,-636.8098,0.10736935
4231,-636.9602,0.107437626
4232,-637.11066,0.10750593
4233,-637.2611,0.10757423
4234,-637.4115,0.10764251
4235,-637.56195,0.107710816
4236,-637.71234,0.10777909
4237,-637.8628,0.1078474
4238,-638.01324,0.10791571
4239,-638.16364,0.107983984
4240,-638.3141,0.10805229
4241,-638.4645,0.10812057
4242,-638.6149,0.108188875
4243,-638.7654,0.108257174
4244,-638.9158,0.10832545
4245,-639.0662,0.10839376
4246,-639.2166,0.108462036
4247,-639.36707,0.10853034
4248,-639.5175,0.10859865
4249,-639.6679,0.10866693
4250,-639.81836,0.10873523
4251,-639.9688,0.10880354
4252,-640.1192,0.10887182
4253,-640.26965,0.108940125
4254,-640.42004,0.1090084
4255,-640.5705,0.1090767
4256,-640.72095,0.10914501
4257,-640.87134,0.109213285
4258,-641.0218,0.10928159
4259,-641.1722,0.10934987
4260,-641.32263,0.109418176
4261,-641.4731,0.10948648
4262,-641.6235,0.10955476
4263,-641.7739,0.10962307
4264,-641.9243,0.109691344
4265,-642.07477,0.10975964
4266,-642.2252,0.10982795
4267,-642.3756,0.10989623
4268,-642.52606,0.109964535
4269,-642.6765,0.11003284
4270,-642.8269,0.11010112
4271,-642.97736,0.110169426
4272,-643.12775,0.1102377
4273,-643.2782,0.11030601
4274,-643.42865,0.11037431
4275,-643.57904,0.11044259
4276,-643.7295,0.11051089
4277,-643.8799,0.11057917
4278,-644.03033,0.11064748
4279,-644.1808,0.110715784
4280,-644.3312,0.11078406
4281,-644.4816,0.11085237
4282,-644.632,0.110920645
4283,-644.7825,0.11098895
4284,-644.9329,0.11105725
4285,-645.0833,0.111125536
4286,-645.23376,0.111193836
4287,-645.38416,0.11126211
4288,-645.5346,0.11133042
4289,-645.68506,0.11139873
4290,-645.83545,0.111467004
4291,-645.9859,0.11153531
4292,-646.13635,0.11160362
4293,-646.28674,0.111671895
4294,-646.4372,0.1117402
4295,-646.5876,0.11180848
4296,-646.73804,0.11187678
4297,-646.8885,0.111945085
4298,-647.0389,0.11201336
4299,-647.18933,0.11208167
4300,-647.3397,0.11214995
4301,-647.4902,0.11221825
4302,-647.6406,0.11228656
4303,-647.791,0.11235484
4304,-647.94147,0.112423144
4305,-648.09186,0.11249142
4306,-648.2423,0.11255972
4307,-648.39276,0.11262803
4308,-648.54315,0.112696305
4309,-648.6936,0.11276461
4310,-648.84406,0.11283292
4311,-648.99445,0.112901196
4312,-649.1449,0.1129695
4313,-649.2953,0.11303778
4314,-649.44574,0.11310609
4315,-649.5962,0.113174394
4316,-649.7466,0.11324267
4317,-649.89703,0.11331097
4318,-650.0474,0.11337925
4319,-650.1979,0.113447554
4320,-650.3483,0.11351586
4321,-650.4987,0.11358414
4322,-650.6492,0.113652445
4323,-650.79956,0.11372072
4324,-650.95,0.11373584
4325,-651.10046,0.11371994
4326,-651.25085,0.11370405
4327,-651.4013,0.11368815
4328,-651.5517,0.11367226
4329,-651.70215,0.11365636
4330,-651.8526,0.11364046
4331,-652.003,0.113624565
4332,-652.15344,0.113608666
4333,-652.3039,0.113592766
4334,-652.4543,0.113576874
4335,-652.60474,0.113560975
4336,-652.7551,0.11354508
4337,-652.9056,0.11352918
4338,-653.056,0.11351328
4339,-653.2064,0.113497384
4340,-653.3569,0.113481484
4341,-653.50726,0.11346559
4342,-653.6577,0.11344969
4343,-653.80817,0.11343379
4344,-653.95856,0.1134179
4345,-654.109,0.113402
4346,-654.2594,0.11338611
4347,-654.40985,0.11337021
4348,-654.5603,0.11335431
4349,-654.7107,0.11333842
4350,-654.86115,0.11332252
4351,-655.0116,0.11330662
4352,-655.162,0.11329073
4353,-655.31244,0.11327483
4354,-655.4628,0.113258936
4355,-655.6133,0.113243036
4356,-655.76373,0.11322714
4357,-655.9141,0.113211244
4358,-656.0646,0.113195345
4359,-656.21497,0.11317945
4360,-656.3654,0.11316355
4361,-656.51587,0.11314765
4362,-656.66626,0.113131754
4363,-656.8167,0.113115855
4364,-656.9671,0.11309996
4365,-657.11755,0.11308406
4366,-657.268,0.11306816
4367,-657.4184,0.11305227
4368,-657.56885,0.11303637
4369,-657.71924,0.11302048
4370,-657.8697,0.11300458
4371,-658.02014,0.11298868
4372,-658.17053,0.11297279
4373,-658.321,0.11295689
4374,-658.47144,0.11294099
4375,-658.6218,0.1129251
4376,-658.7723,0.1129092
4377,-658.92267,0.112893306
4378,-659.0731,0.112877406
4379,-659.2236,0.11286151
4380,-659.37396,0.112845615
4381,-659.5244,0.112829715
4382,-659.6748,0.11281382
4383,-659.82526,0.11279792
4384,-659.9757,0.112782024
4385,-660.1261,0.112766124
4386,-660.27655,0.112750225
4387,-660.42694,0.11273433
4388,-660.5774,0.11271843
4389,-660.72784,0.11270253
4390,-660.87823,0.11268664
4391,-661.0287,0.11267074
4392,-661.17914,0.11265484
4393,-661.3295,0.11263895
4394,-661.48,0.11262305
4395,-661.6304,0.11260716
4396,-661.7808,0.11259126
4397,-661.9313,0.11257536
4398,-662.08167,0.11255947
4399,-662.2321,0.11254357
4400,-662.3825,0.112527676
4401,-662.53296,0.11251178
4402,-662.6834,0.11249588
4403,-662.8338,0.112479985
4404,-662.98425,0.112464085
4405,-663.13464,0.11244819
4406,-663.2851,0.11243229
4407,-663.43555,0.112416394
4408,-663.58594,0.112400495
4409,-663.7364,0.112384595
4410,-663.8868,0.1123687
4411,-664.03723,0.1123528
4412,-664.1877,0.112336904
4413,-664.3381,0.11232101
4414,-664.4885,0.11230511
4415,-664.639,0.11228921
4416,-664.78937,0.11227332
4417,-664.9398,0.11225742
4418,-665.0902,0.11224153
4419,-665.24066,0.11222563
4420,-665.3911,0.11220973
4421,-665.5415,0.11219384
4422,-665.69196,0.11217794
4423,-665.84235,0.112162046
4424,-665.9928,0.11214615
4425,-666.14325,0.11213025
4426,-666.29364,0.112114355
4427,-666.4441,0.112098455
4428,-666.5945,0.11208256
4429,-666.74493,0.112066664
4430,-666.8954,0.112050764
4431,-667.0458,0.112034865
4432,-667.1962,0.112018965
4433,-667.3467,0.112003066
4434,-667.4971,0.11198717
4435,-667.6475,0.111971274
4436,-667.7979,0.11195538
4437,-667.94836,0.11193948
4438,-668.0988,0.11192358
4439,-668.2492,0.11190769
4440,-668.39966,0.11189179
4441,-668.55005,0.1118759
4442,-668.7005,0.11186
4443,-668.85095,0.1118441
4444,-669.00134,0.11182821
4445,-669.1518,0.11181231
4446,-669.3022,0.11179642
4447,-669.45264,0.11178052
4448,-669.6031,0.11176462
4449,-669.7535,0.111748725
4450,-669.90393,0.111732826
4451,-670.0544,0.111716926
4452,-670.2048,0.111701034
4453,-670.3552,0.111685134
4454,-670.5056,0.111669235
4455,-670.65607,0.111653335
4456,-670.8065,0.111637436
4457,-670.9569,0.111621544
4458,-671.10736,0.111605644
4459,-671.25775,0.11158975
4460,-671.4082,0.11157385
4461,-671.55865,0.11155795
4462,-671.70905,0.11154206
4463,-671.8595,0.11152616
4464,-672.0099,0.11151027
4465,-672.16034,0.11149437
4466,-672.3108,0.11147847
4467,-672.4612,0.11146258
4468,-672.61163,0.11144668
4469,-672.762,0.11143079
4470,-672.9125,0.11141489
4471,-673.0629,0.11139899
4472,-673.2133,0.111383095
4473,-673.3638,0.111367196
4474,-673.5142,0.1113513
4475,-673.6646,0.111335404
4476,-673.81506,0.111319505
4477,-673.96545,0.111303605
4478,-674.1159,0.111287706
4479,-674.26636,0.111271806
4480,-674.41675,0.111255914
4481,-674.5672,0.111240014
4482,-674.7176,0.11122412
4483,-674.86804,0.11120822
4484,-675.0185,0.11119232
4485,-675.1689,0.11117643
4486,-675.31934,0.11116053
4487,-675.4697,0.11114464
4488,-675.6202,0.11112874
4489,-675.7706,0.11111284
4490,-675.921,0.11109695
4491,-676.0715,0.11108105
4492,-676.2219,0.11106515
4493,-676.3723,0.11104926
4494,-676.52277,0.11103336
4495,-676.67316,0.111017466
4496,-676.8236,0.111001566
4497,-676.97406,0.11098567
4498,-677.12445,0.110969774
4499,-677.2749,0.110953875
4500,-677.4253,0.110937975
4501,-677.57574,0.110922076
4502,-677.7262,0.110906176
4503,-677.8766,0.110890284
4504,-678.02704,0.110874385
4505,-678.1774,0.11085849
4506,-678.3279,0.11084259
4507,-678.47833,0.11082669
4508,-678.6287,0.1108108
4509,-678.7792,0.1107949
4510,-678.92957,0.11077901
4511,-679.08,0.11076311
4512,-679.23047,0.11074721
4513,-679.38086,0.11073132
4514,-679.5313,0.11071542
4515,-679.68176,0.11069952
4516,-679.83215,0.11068363
4517,-679.9826,0.11066773
4518,-680.133,0.110651836
4519,-680.28345,0.110635936
4520,-680.4339,0.11062004
4521,-680.5843,0.110604145
4522,-680.73474,0.110588245
4523,-680.88513,0.110572346
4524,-681.0356,0.110556446
4525,-681.18604,0.11054055
4526,-681.3364,0.110524654
4527,-681.4869,0.110508755
4528,-681.63727,0.11049286
4529,-681.7877,0.11047696
4530,-681.9382,0.11046106
4531,-682.08856,0.11044517
4532,-682.239,0.11042927
4533,-682.38947,0.11041337
4534,-682.53986,0.11039748
4535,-682.6903,0.11038158
4536,-682.8407,0.11036569
4537,-682.99115,0.11034979
4538,-683.1416,0.11033389
4539,-683.292,0.110318
4540,-683.44244,0.1103021
4541,-683.59283,0.110286206
4542,-683.7433,0.11027031
4543,-683.89374,0.11025441
4544,-684.0441,0.110238515
4545,-684.1946,0.110222615
4546,-684.345,0.110206716
4547,-684.4954,0.110190816
4548,-684.6459,0.11017492
4549,-684.79626,0.110159025
4550,-684.9467,0.110143125
4551,-685.0971,0.11012723
4552,-685.24756,0.11011133
4553,-685.398,0.110095434
4554,-685.5484,0.11007954
4555,-685.69885,0.11006364
4556,-685.8493,0.11004774
4557,-685.9997,0.11003185
4558,-686.15015,0.11001595
4559,-686.30054,0.11000006
4560,-686.451,0.10998416
4561,-686.60144,0.10996826
4562,-686.75183,0.10995237
4563,-686.9023,0.10993647
4564,-687.0527,0.109920576
4565,-687.2031,0.10990468
4566,-687.3536,0.10988878
