timestep,depth,V
1802,-271.57098,0.7185203
1803,-271.7214,0.71823055
1804,-271.87183,0.7179408
1805,-272.02228,0.71765095
1806,-272.1727,0.7173612
1807,-272.32312,0.7170715
1808,-272.47354,0.71678174
1809,-272.62396,0.716492
1810,-272.7744,0.7162022
1811,-272.92484,0.71591246
1812,-273.07526,0.7156227
1813,-273.22568,0.715333
1814,-273.37613,0.7150432
1815,-273.52655,0.71475345
1816,-273.67697,0.71446365
1817,-273.8274,0.7141739
1818,-273.9778,0.7138842
1819,-274.12827,0.7135944
1820,-274.2787,0.71330464
1821,-274.4291,0.7130149
1822,-274.57953,0.71272516
1823,-274.72998,0.71243536
1824,-274.8804,0.7121456
1825,-275.03082,0.71188307
1826,-275.18124,0.7116826
1827,-275.33167,0.71148217
1828,-275.48212,0.71128166
1829,-275.63254,0.7110812
1830,-275.78296,0.71088076
1831,-275.93338,0.7106803
1832,-276.08383,0.7104798
1833,-276.23425,0.71027935
1834,-276.38467,0.7100789
1835,-276.5351,0.7098784
1836,-276.68552,0.70967793
1837,-276.83597,0.7094774
1838,-276.9864,0.709277
1839,-277.1368,0.7090765
1840,-277.28723,0.7088761
1841,-277.43768,0.70867556
1842,-277.5881,0.7084751
1843,-277.73853,0.70827466
1844,-277.88895,0.7080742
1845,-278.03937,0.70787376
1846,-278.18982,0.70767325
1847,-278.34024,0.7074728
1848,-278.49066,0.70727235
1849,-278.64108,0.70707184
1850,-278.7915,0.7068714
1851,-278.94196,0.7066709
1852,-279.09238,0.70647043
1853,-279.2428,0.70627
1854,-279.39322,0.7060695
1855,-279.54367,0.705869
1856,-279.6941,0.70566857
1857,-279.8445,0.7054681
1858,-279.99493,0.70526767
1859,-280.14536,0.7050672
1860,-280.2958,0.7048667
1861,-280.44623,0.70466626
1862,-280.59665,0.7044658
1863,-280.74707,0.70426536
1864,-280.89752,0.70406485
1865,-281.04794,0.7038644
1866,-281.19836,0.7036639
1867,-281.3488,0.70346344
1868,-281.4992,0.703263
1869,-281.64966,0.7030625
1870,-281.80008,0.702862
1871,-281.9505,0.7026616
1872,-282.10092,0.7024611
1873,-282.25137,0.7022606
1874,-282.4018,0.70206016
1875,-282.55222,0.7018597
1876,-282.70264,0.70165926
1877,-282.85306,0.7014588
1878,-283.0035,0.7012583
1879,-283.15393,0.70105785
1880,-283.30435,0.70085734
1881,-283.45477,0.7006569
1882,-283.60522,0.7004564
1883,-283.75565,0.70025593
1884,-283.90607,0.7000555
1885,-284.0565,0.699855
1886,-284.2069,0.6996546
1887,-284.35736,0.69945407
1888,-284.50778,0.6992536
1889,-284.6582,0.69905317
1890,-284.80862,0.6988527
1891,-284.95908,0.6986522
1892,-285.1095,0.69845176
1893,-285.25992,0.6982513
1894,-285.41034,0.69805086
1895,-285.56076,0.69785035
1896,-285.7112,0.6976499
1897,-285.86163,0.6974494
1898,-286.01205,0.69724894
1899,-286.16248,0.6970485
1900,-286.3129,0.69684803
1901,-286.46335,0.6966475
1902,-286.61377,0.6964471
1903,-286.7642,0.6962466
1904,-286.9146,0.6960462
1905,-287.06506,0.69584566
1906,-287.21548,0.6956452
1907,-287.3659,0.69544476
1908,-287.51633,0.6952443
1909,-287.66675,0.6950438
1910,-287.8172,0.69484335
1911,-287.96762,0.69464284
1912,-288.11804,0.6944424
1913,-288.26846,0.69424194
1914,-288.4189,0.69404143
1915,-288.56934,0.693841
1916,-288.71976,0.69364053
1917,-288.87018,0.6934401
1918,-289.0206,0.6932396
1919,-289.17105,0.6930391
1920,-289.32147,0.69283867
1921,-289.4719,0.6926382
1922,-289.6223,0.69243777
1923,-289.77277,0.69223726
1924,-289.9232,0.6920368
1925,-290.0736,0.6918363
1926,-290.22403,0.69163585
1927,-290.37445,0.6914354
1928,-290.5249,0.6912349
1929,-290.67532,0.69103444
1930,-290.82574,0.690834
1931,-290.97617,0.69063354
1932,-291.12662,0.690433
1933,-291.27704,0.6902326
1934,-291.42746,0.6900321
1935,-291.57788,0.6898317
1936,-291.7283,0.6896312
1937,-291.87875,0.6894307
1938,-292.02917,0.68923026
1939,-292.1796,0.6890298
1940,-292.33002,0.6888293
1941,-292.48044,0.68862885
1942,-292.6309,0.68842834
1943,-292.7813,0.6882279
1944,-292.93173,0.68802744
1945,-293.08215,0.687827
1946,-293.2326,0.6876265
1947,-293.38303,0.68742603
1948,-293.53345,0.6872256
1949,-293.68387,0.6870251
1950,-293.8343,0.6868247
1951,-293.98474,0.68662417
1952,-294.13516,0.6864237
1953,-294.28558,0.68622327
1954,-294.436,0.68602276
1955,-294.58646,0.6858223
1956,-294.73688,0.6856218
1957,-294.8873,0.68542135
1958,-295.03772,0.6852209
1959,-295.18814,0.68502045
1960,-295.3386,0.68481994
1961,-295.489,0.6846195
1962,-295.63943,0.68441904
1963,-295.78986,0.6842186
1964,-295.9403,0.6840181
1965,-296.09073,0.6838176
1966,-296.24115,0.6836172
1967,-296.39157,0.6834167
1968,-296.542,0.6832162
1969,-296.69244,0.68301576
1970,-296.84286,0.68281525
1971,-296.9933,0.6826148
1972,-297.1437,0.68241435
1973,-297.29416,0.68221384
1974,-297.44458,0.6820134
1975,-297.595,0.68181294
1976,-297.74542,0.6816125
1977,-297.89584,0.68141204
1978,-298.0463,0.68121153
1979,-298.19672,0.6810111
1980,-298.34714,0.68081063
1981,-298.49756,0.6806102
1982,-298.64798,0.68040967
1983,-298.79843,0.6802092
1984,-298.94885,0.68000877
1985,-299.09927,0.67980826
1986,-299.2497,0.6796078
1987,-299.40015,0.6794073
1988,-299.55057,0.6791873
1989,-299.701,0.6789223
1990,-299.8514,0.6786573
1991,-300.00183,0.6783923
1992,-300.15228,0.6781272
1993,-300.3027,0.6778622
1994,-300.45312,0.6775972
1995,-300.60355,0.6773322
1996,-300.754,0.67706716
1997,-300.90442,0.67680216
1998,-301.05484,0.67653716
1999,-301.20526,0.67627215
2000,-301.35568,0.67600715
2001,-301.50613,0.6757421
2002,-301.65656,0.6754771
2003,-301.80698,0.6752121
2004,-301.9574,0.6749471
2005,-302.10785,0.674682
2006,-302.25827,0.674417
2007,-302.4087,0.674152
2008,-302.5591,0.673887
2009,-302.70953,0.673622
2010,-302.86,0.67335695
2011,-303.0104,0.67309195
2012,-303.16083,0.67282695
2013,-303.31125,0.67256194
2014,-303.4617,0.6722969
2015,-303.61212,0.6720319
2016,-303.76254,0.6717669
2017,-303.91296,0.6715019
2018,-304.0634,0.6712369
2019,-304.21384,0.6709718
2020,-304.36426,0.6707068
2021,-304.51468,0.6704418
2022,-304.6651,0.6701768
2023,-304.81555,0.66991174
2024,-304.96597,0.66964674
2025,-305.1164,0.66938174
2026,-305.2668,0.66911674
2027,-305.41724,0.66885173
2028,-305.5677,0.6685867
2029,-305.7181,0.66832167
2030,-305.86853,0.66805667
2031,-306.01895,0.6677916
2032,-306.16937,0.6675266
2033,-306.31982,0.6672616
2034,-306.47025,0.6669966
2035,-306.62067,0.66673154
2036,-306.7711,0.66646653
2037,-306.92154,0.6662015
2038,-307.07196,0.66593647
2039,-307.22238,0.66567147
2040,-307.3728,0.66540647
2041,-307.52322,0.66514146
2042,-307.67368,0.6648764
2043,-307.8241,0.6646114
2044,-307.97452,0.6643464
2045,-308.12494,0.6640814
2046,-308.2754,0.66381633
2047,-308.4258,0.66355133
2048,-308.57623,0.6632863
2049,-308.72665,0.6630213
2050,-308.87708,0.6627563
2051,-309.02753,0.66249126
2052,-309.17795,0.66222626
2053,-309.32837,0.66196126
2054,-309.4788,0.66169626
2055,-309.62924,0.6614312
2056,-309.77966,0.6611662
2057,-309.93008,0.6609012
2058,-310.0805,0.6606362
2059,-310.23093,0.6603712
2060,-310.38138,0.6601061
2061,-310.5318,0.6598411
2062,-310.68222,0.6595761
2063,-310.83264,0.6593111
2064,-310.9831,0.65904605
2065,-311.1335,0.65878105
2066,-311.28394,0.65851605
2067,-311.43436,0.65825105
2068,-311.58478,0.65798604
2069,-311.73523,0.657721
2070,-311.88565,0.657456
2071,-312.03607,0.657191
2072,-312.1865,0.656926
2073,-312.3369,0.656661
2074,-312.48737,0.6563959
2075,-312.6378,0.6561309
2076,-312.7882,0.6558659
2077,-312.93863,0.6556009
2078,-313.08908,0.65533584
2079,-313.2395,0.65507084
2080,-313.38992,0.65480584
2081,-313.54034,0.65454084
2082,-313.69077,0.65427583
2083,-313.84122,0.6540108
2084,-313.99164,0.6537458
2085,-314.14206,0.65348077
2086,-314.29248,0.65321577
2087,-314.44293,0.6529507
2088,-314.59335,0.6526857
2089,-314.74377,0.6524207
2090,-314.8942,0.6521557
2091,-315.04462,0.65189064
2092,-315.19507,0.65162563
2093,-315.3455,0.65136063
2094,-315.4959,0.65109557
2095,-315.64633,0.65083057
2096,-315.79678,0.6505655
2097,-315.9472,0.6503005
2098,-316.09763,0.6500355
2099,-316.24805,0.6497705
2100,-316.39847,0.6495055
2101,-316.54892,0.64924043
2102,-316.69934,0.64897543
2103,-316.84976,0.6487104
2104,-317.00018,0.6484454
2105,-317.15063,0.64818037
2106,-317.30106,0.64791536
2107,-317.45148,0.64765036
2108,-317.6019,0.64738536
2109,-317.75232,0.64712036
2110,-317.90277,0.6468553
2111,-318.0532,0.6465903
2112,-318.2036,0.6463253
2113,-318.35403,0.6460603
2114,-318.5045,0.6457952
2115,-318.6549,0.6455302
2116,-318.80533,0.6452652
2117,-318.95575,0.6450002
2118,-319.10617,0.6447352
2119,-319.25662,0.64447016
2120,-319.40704,0.64420515
2121,-319.55746,0.64394015
2122,-319.7079,0.64367515
2123,-319.8583,0.64341015
2124,-320.00876,0.6431451
2125,-320.15918,0.6428801
2126,-320.3096,0.6426151
2127,-320.46002,0.6423501
2128,-320.61047,0.642085
2129,-320.7609,0.64182
2130,-320.91132,0.641555
2131,-321.06174,0.64129
2132,-321.21216,0.641025
2133,-321.3626,0.64075994
2134,-321.51303,0.64049494
2135,-321.66345,0.64022994
2136,-321.81387,0.63996494
2137,-321.96432,0.6396999
2138,-322.11475,0.6394349
2139,-322.26517,0.6391699
2140,-322.4156,0.63890487
2141,-322.566,0.63863987
2142,-322.71646,0.6383748
2143,-322.86688,0.6381098
2144,-323.0173,0.6378448
2145,-323.16772,0.6375798
2146,-323.31818,0.63731474
2147,-323.4686,0.63704973
2148,-323.61902,0.63678473
2149,-323.76944,0.63651973
2150,-323.91986,0.6362547
2151,-324.0703,0.63598967
2152,-324.22073,0.63572466
2153,-324.37115,0.6354596
2154,-324.52158,0.6351946
2155,-324.67203,0.6349296
2156,-324.82245,0.63466454
2157,-324.97287,0.63439953
2158,-325.1233,0.63413453
2159,-325.2737,0.6338695
2160,-325.42416,0.6335735
2161,-325.5746,0.63326365
2162,-325.725,0.63295376
2163,-325.87543,0.63264394
2164,-326.02585,0.6323341
2165,-326.1763,0.6320242
2166,-326.32672,0.6317144
2167,-326.47714,0.6314046
2168,-326.62756,0.63109475
2169,-326.778,0.6307848
2170,-326.92844,0.630475
2171,-327.07886,0.63016516
2172,-327.22928,0.62985533
2173,-327.3797,0.6295455
2174,-327.53015,0.6292356
2175,-327.68057,0.62892574
2176,-327.831,0.6286159
2177,-327.9814,0.6283061
2178,-328.13187,0.6279962
2179,-328.2823,0.6276864
2180,-328.4327,0.62737656
2181,-328.58313,0.62706673
2182,-328.73355,0.62675685
2183,-328.884,0.62644696
2184,-329.03442,0.62613714
2185,-329.18484,0.6258273
2186,-329.33527,0.6255175
2187,-329.48572,0.6252076
2188,-329.63614,0.6248977
2189,-329.78656,0.6245879
2190,-329.93698,0.62427807
2191,-330.0874,0.62396824
2192,-330.23785,0.62365836
2193,-330.38828,0.62334853
2194,-330.5387,0.6230387
2195,-330.68912,0.6227288
2196,-330.83957,0.62241894
2197,-330.99,0.6221091
2198,-331.1404,0.6217993
2199,-331.29083,0.62148947
2200,-331.44125,0.62117964
2201,-331.5917,0.62086976
2202,-331.74213,0.6205599
2203,-331.89255,0.62025005
2204,-332.04297,0.6199402
2205,-332.1934,0.6196304
2206,-332.34384,0.6193205
2207,-332.49426,0.6190107
2208,-332.64468,0.61870086
2209,-332.7951,0.618391
2210,-332.94556,0.6180811
2211,-333.09598,0.61777127
2212,-333.2464,0.61746144
2213,-333.39682,0.6171516
2214,-333.54724,0.6168418
2215,-333.6977,0.61653185
2216,-333.8481,0.616222
2217,-333.99854,0.6159122
2218,-334.14896,0.6156024
2219,-334.2994,0.6152925
2220,-334.44983,0.61498266
2221,-334.60025,0.61467284
2222,-334.75067,0.61436296
2223,-334.9011,0.61405313
2224,-335.05154,0.61374325
2225,-335.20197,0.6134334
2226,-335.3524,0.6131236
2227,-335.5028,0.6128138
2228,-335.65326,0.6125039
2229,-335.80368,0.612194
2230,-335.9541,0.6118842
2231,-336.10452,0.61157435
2232,-336.25494,0.6112645
2233,-336.4054,0.61095464
2234,-336.55582,0.6106448
2235,-336.70624,0.610335
2236,-336.85666,0.6100251
2237,-337.0071,0.6097152
2238,-337.15753,0.6094054
2239,-337.30795,0.6090956
2240,-337.45837,0.60878575
2241,-337.6088,0.6084759
2242,-337.75925,0.608166
2243,-337.90967,0.60785615
2244,-338.0601,0.6075463
2245,-338.2105,0.6072365
2246,-338.36096,0.6069266
2247,-338.51138,0.6066168
2248,-338.6618,0.60630697
2249,-338.81223,0.6059971
2250,-338.96265,0.60568726
2251,-339.1131,0.6053774
2252,-339.26352,0.60506755
2253,-339.41394,0.6047577
2254,-339.56436,0.6044479
2255,-339.71478,0.6041381
2256,-339.86523,0.60382813
2257,-340.01566,0.6035183
2258,-340.16608,0.6032085
2259,-340.3165,0.60289866
2260,-340.46695,0.6025888
2261,-340.61737,0.60227895
2262,-340.7678,0.60196906
2263,-340.9182,0.60165924
2264,-341.06863,0.6013494
2265,-341.2191,0.6010395
2266,-341.3695,0.6007297
2267,-341.51993,0.6004199
2268,-341.67035,0.60011005
2269,-341.8208,0.5998001
2270,-341.97122,0.5994903
2271,-342.12164,0.59918046
2272,-342.27206,0.59887064
2273,-342.4225,0.5985608
2274,-342.57294,0.5982509
2275,-342.72336,0.59794104
2276,-342.87378,0.5976312
2277,-343.0242,0.5973214
2278,-343.17465,0.5970115
2279,-343.32507,0.5967017
2280,-343.4755,0.59639186
2281,-343.62592,0.59608203
2282,-343.77634,0.59577215
2283,-343.9268,0.59546226
2284,-344.0772,0.59515244
2285,-344.22763,0.5948426
2286,-344.37805,0.5945328
2287,-344.5285,0.5942229
2288,-344.67892,0.5939131
2289,-344.82935,0.5936032
2290,-344.97977,0.59329337
2291,-345.1302,0.59298354
2292,-345.28064,0.59267366
2293,-345.43106,0.59236383
2294,-345.58148,0.592054
2295,-345.7319,0.5917442
2296,-345.88232,0.5914343
2297,-346.03278,0.5911244
2298,-346.1832,0.5908146
2299,-346.33362,0.59050477
2300,-346.48404,0.59019494
2301,-346.6345,0.58988506
2302,-346.7849,0.5895752
2303,-346.93533,0.58926535
2304,-347.08575,0.5889555
2305,-347.23618,0.5886457
2306,-347.38663,0.5883358
2307,-347.53705,0.588026
2308,-347.68747,0.58771616
2309,-347.8379,0.5874063
2310,-347.98834,0.5870964
2311,-348.13876,0.58678657
2312,-348.28918,0.58647674
2313,-348.4396,0.5861669
2314,-348.59003,0.5858571
2315,-348.74048,0.5855472
2316,-348.8909,0.5852373
2317,-349.04132,0.5849275
2318,-349.19174,0.5846177
2319,-349.3422,0.5843078
2320,-349.4926,0.58399796
2321,-349.64304,0.58368814
2322,-349.79346,0.5833783
2323,-349.94388,0.58306843
2324,-350.09433,0.58275855
2325,-350.24475,0.5824487
2326,-350.39517,0.5821389
2327,-350.5456,0.5818291
2328,-350.69604,0.5815192
2329,-350.84647,0.5812093
2330,-350.9969,0.5808995
2331,-351.1473,0.58058965
2332,-351.29773,0.5802798
2333,-351.44818,0.57996994
2334,-351.5986,0.5796601
2335,-351.74902,0.5793503
2336,-351.89944,0.5790404
2337,-352.0499,0.5787305
2338,-352.20032,0.5784207
2339,-352.35074,0.5781109
2340,-352.50116,0.57769316
2341,-352.65158,0.57718337
2342,-352.80203,0.57667345
2343,-352.95245,0.57616365
2344,-353.10287,0.57565385
2345,-353.2533,0.57514405
2346,-353.40372,0.57463425
2347,-353.55417,0.57412434
2348,-353.7046,0.57361454
2349,-353.855,0.57310474
2350,-354.00543,0.57259494
2351,-354.15588,0.572085
2352,-354.3063,0.5715752
2353,-354.45673,0.5710654
2354,-354.60715,0.5705556
2355,-354.75757,0.5700458
2356,-354.90802,0.5695359
2357,-355.05844,0.5690261
2358,-355.20886,0.5685163
2359,-355.35928,0.5680065
2360,-355.50974,0.5674966
2361,-355.66016,0.5669868
2362,-355.81058,0.566477
2363,-355.961,0.5659672
2364,-356.11142,0.5654574
2365,-356.26187,0.5649475
2366,-356.4123,0.5644377
2367,-356.5627,0.5639279
2368,-356.71313,0.5634181
2369,-356.8636,0.5629082
2370,-357.014,0.5623984
2371,-357.16443,0.5618886
2372,-357.31485,0.5613788
2373,-357.46527,0.560869
2374,-357.61572,0.56035906
2375,-357.76614,0.55984926
2376,-357.91656,0.55933946
2377,-358.067,0.55882967
2378,-358.21744,0.55831975
2379,-358.36786,0.55780995
2380,-358.51828,0.55730015
2381,-358.6687,0.55679035
2382,-358.81912,0.55628055
2383,-358.96957,0.55577064
2384,-359.12,0.55526084
2385,-359.27042,0.55475104
2386,-359.42084,0.55424124
2387,-359.57126,0.55373144
2388,-359.7217,0.5532215
2389,-359.87213,0.5527117
2390,-360.02255,0.5522019
2391,-360.17297,0.5516921
2392,-360.32343,0.5511822
2393,-360.47385,0.5506724
2394,-360.62427,0.5501626
2395,-360.7747,0.5496528
2396,-360.9251,0.549143
2397,-361.07556,0.5486331
2398,-361.22598,0.5481233
2399,-361.3764,0.5476135
2400,-361.52682,0.5471037
2401,-361.67728,0.5465938
2402,-361.8277,0.546084
2403,-361.97812,0.5455742
2404,-362.12854,0.5450644
2405,-362.27896,0.5445546
2406,-362.4294,0.5440447
2407,-362.57983,0.5435349
2408,-362.73026,0.5430251
2409,-362.88068,0.5425153
2410,-363.03113,0.54200536
2411,-363.18155,0.54149556
2412,-363.33197,0.54098576
2413,-363.4824,0.54047596
2414,-363.6328,0.5399661
2415,-363.78326,0.53945625
2416,-363.9337,0.53894645
2417,-364.0841,0.53843665
2418,-364.23453,0.5379268
2419,-364.38498,0.53741693
2420,-364.5354,0.53690714
2421,-364.68582,0.53639734
2422,-364.83624,0.5358875
2423,-364.98666,0.5353777
2424,-365.13712,0.5348678
2425,-365.28754,0.534358
2426,-365.43796,0.5338482
2427,-365.58838,0.5333384
2428,-365.7388,0.53282857
2429,-365.88925,0.5323187
2430,-366.03967,0.5318089
2431,-366.1901,0.5312991
2432,-366.3405,0.53078926
2433,-366.49097,0.5302794
2434,-366.6414,0.5297696
2435,-366.7918,0.5292598
2436,-366.94223,0.52874994
2437,-367.09265,0.52824014
2438,-367.2431,0.5277303
2439,-367.39352,0.5272205
2440,-367.54395,0.5267106
2441,-367.69437,0.52620083
2442,-367.84482,0.525691
2443,-367.99524,0.5251812
2444,-368.14566,0.5246713
2445,-368.29608,0.5241615
2446,-368.4465,0.5236517
2447,-368.59695,0.52314186
2448,-368.74738,0.522632
2449,-368.8978,0.5221222
2450,-369.04822,0.5216124
2451,-369.19867,0.52110255
2452,-369.3491,0.5205927
2453,-369.4995,0.5200829
2454,-369.64993,0.5195731
2455,-369.80035,0.5190633
2456,-369.9508,0.5185534
2457,-370.10123,0.5180436
2458,-370.25165,0.5175338
2459,-370.40207,0.517024
2460,-370.55252,0.51651406
2461,-370.70294,0.51600426
2462,-370.85336,0.51549447
2463,-371.00378,0.51498467
2464,-371.1542,0.51447487
2465,-371.30466,0.51396495
2466,-371.45508,0.51345515
2467,-371.6055,0.51294535
2468,-371.75592,0.51243556
2469,-371.90637,0.51192564
2470,-372.0568,0.51141584
2471,-372.2072,0.51090604
2472,-372.35764,0.51039624
2473,-372.50806,0.50988644
2474,-372.6585,0.5093765
2475,-372.80893,0.5088667
2476,-372.95935,0.5083569
2477,-373.10977,0.50784713
2478,-373.2602,0.50733733
2479,-373.41064,0.5068274
2480,-373.56107,0.5063176
2481,-373.7115,0.5058078
2482,-373.8619,0.505298
2483,-374.01236,0.5047881
2484,-374.16278,0.5042783
2485,-374.3132,0.5037685
2486,-374.46362,0.5032587
2487,-374.61404,0.5027489
2488,-374.7645,0.502239
2489,-374.91492,0.5017292
2490,-375.06534,0.5012194
2491,-375.21576,0.5007096
2492,-375.3662,0.5001997
2493,-375.51663,0.4996899
2494,-375.66705,0.49918008
2495,-375.81747,0.49867028
2496,-375.9679,0.49816048
2497,-376.11835,0.4976506
2498,-376.26877,0.49714077
2499,-376.4192,0.49663097
2500,-376.5696,0.49612117
2501,-376.72006,0.49561128
2502,-376.87048,0.49510145
2503,-377.0209,0.49459165
2504,-377.17133,0.49408185
2505,-377.32175,0.49357206
2506,-377.4722,0.49306217
2507,-377.62262,0.49255234
2508,-377.77304,0.49204254
2509,-377.92346,0.49153274
2510,-378.0739,0.49102286
2511,-378.22433,0.49051303
2512,-378.37476,0.49000323
2513,-378.52518,0.48949343
2514,-378.6756,0.48898363
2515,-378.82605,0.4884737
2516,-378.97647,0.4879639
2517,-379.1269,0.48745412
2518,-379.2773,0.48694432
2519,-379.42773,0.48643452
2520,-379.5782,0.4859246
2521,-379.7286,0.4854148
2522,-379.87903,0.484905
2523,-380.02945,0.4843952
2524,-380.1799,0.4838853
2525,-380.33032,0.4833755
2526,-380.48074,0.4828657
2527,-380.63116,0.4823559
2528,-380.7816,0.4818461
2529,-380.93204,0.4813071
2530,-381.08246,0.48076645
2531,-381.23288,0.48022583
2532,-381.3833,0.4796852
2533,-381.53375,0.47914445
2534,-381.68417,0.47860384
2535,-381.8346,0.47806323
2536,-381.98502,0.47752258
2537,-382.13544,0.47698194
2538,-382.2859,0.4764412
2539,-382.4363,0.4759006
2540,-382.58673,0.47535998
2541,-382.73715,0.47481933
2542,-382.8876,0.4742786
2543,-383.03802,0.47373798
2544,-383.18845,0.47319734
2545,-383.33887,0.47265673
2546,-383.4893,0.47211608
2547,-383.63974,0.47157535
2548,-383.79016,0.47103474
2549,-383.94058,0.4704941
2550,-384.091,0.46995348
2551,-384.24146,0.46941274
2552,-384.39188,0.46887213
2553,-384.5423,0.4683315
2554,-384.69272,0.46779084
2555,-384.84314,0.46725023
2556,-384.9936,0.4667095
2557,-385.144,0.46616888
2558,-385.29443,0.46562824
2559,-385.44485,0.46508762
2560,-385.59528,0.46454698
2561,-385.74573,0.46400625
2562,-385.89615,0.46346563
2563,-386.04657,0.462925
2564,-386.197,0.46238437
2565,-386.34744,0.46184364
2566,-386.49786,0.461303
2567,-386.6483,0.46076238
2568,-386.7987,0.46022177
2569,-386.94913,0.45968112
2570,-387.09958,0.4591404
2571,-387.25,0.45859975
2572,-387.40042,0.45805913
2573,-387.55084,0.45751852
2574,-387.7013,0.45697778
2575,-387.8517,0.45643714
2576,-388.00214,0.4558965
2577,-388.15256,0.45535588
2578,-388.30298,0.45481527
2579,-388.45343,0.45427454
2580,-388.60385,0.4537339
2581,-388.75427,0.45319328
2582,-388.9047,0.45265263
2583,-389.05515,0.4521119
2584,-389.20557,0.4515713
2585,-389.356,0.45103064
2586,-389.5064,0.45049003
2587,-389.65683,0.44994938
2588,-389.80728,0.44940865
2589,-389.9577,0.44886804
2590,-390.10812,0.44832742
2591,-390.25854,0.44778678
2592,-390.409,0.44724604
2593,-390.55942,0.4467054
2594,-390.70984,0.4461648
2595,-390.86026,0.44562417
2596,-391.01068,0.44508353
2597,-391.16113,0.4445428
2598,-391.31155,0.44400218
2599,-391.46198,0.44346154
2600,-391.6124,0.44292092
2601,-391.76285,0.4423802
2602,-391.91327,0.44183955
2603,-392.0637,0.44129893
2604,-392.2141,0.4407583
2605,-392.36453,0.44021767
2606,-392.51498,0.43967694
2607,-392.6654,0.43913633
2608,-392.81583,0.43859568
2609,-392.96625,0.43805504
2610,-393.11667,0.43751442
2611,-393.26712,0.4369737
2612,-393.41754,0.43643308
2613,-393.56796,0.43589243
2614,-393.71838,0.43535182
2615,-393.86884,0.4348111
2616,-394.01926,0.43427044
2617,-394.16968,0.43372983
2618,-394.3201,0.43318918
2619,-394.47052,0.43264857
2620,-394.62097,0.43210784
2621,-394.7714,0.4315672
2622,-394.9218,0.43102658
2623,-395.07224,0.43048596
2624,-395.2227,0.4299452
2625,-395.3731,0.4294046
2626,-395.52353,0.42886394
2627,-395.67395,0.42832333
2628,-395.82437,0.4277827
2629,-395.97482,0.42724198
2630,-396.12524,0.42670134
2631,-396.27567,0.42616072
2632,-396.4261,0.42562008
2633,-396.57654,0.42507935
2634,-396.72696,0.42453873
2635,-396.87738,0.4239981
2636,-397.0278,0.42345747
2637,-397.17822,0.42291683
2638,-397.32867,0.4223761
2639,-397.4791,0.42183548
2640,-397.62952,0.42129484
2641,-397.77994,0.42075422
2642,-397.9304,0.4202135
2643,-398.0808,0.41967285
2644,-398.23123,0.41913223
2645,-398.38165,0.41859162
2646,-398.53207,0.41805097
2647,-398.68253,0.41751024
2648,-398.83295,0.41696963
2649,-398.98337,0.41642898
2650,-399.1338,0.41588837
2651,-399.2842,0.41534773
2652,-399.43466,0.414807
2653,-399.58508,0.41426638
2654,-399.7355,0.41372573
2655,-399.88593,0.41318512
2656,-400.03638,0.4126444
2657,-400.1868,0.41210374
2658,-400.33722,0.41156313
2659,-400.48764,0.41102248
2660,-400.63806,0.41048187
2661,-400.7885,0.40994114
2662,-400.93893,0.40940052
2663,-401.08936,0.40885988
2664,-401.23978,0.40831926
2665,-401.39023,0.4077785
2666,-401.54065,0.4072379
2667,-401.69107,0.40669727
2668,-401.8415,0.40615663
2669,-401.9919,0.40561602
2670,-402.14236,0.40507528
2671,-402.2928,0.40453464
2672,-402.4432,0.40399402
2673,-402.59363,0.40345338
2674,-402.74408,0.40291265
2675,-402.8945,0.40237203
2676,-403.04492,0.4018314
2677,-403.19534,0.40129077
2678,-403.34576,0.40075016
2679,-403.49622,0.4002094
2680,-403.64664,0.39966878
2681,-403.79706,0.39912814
2682,-403.94748,0.39858752
2683,-404.09793,0.3980468
2684,-404.24835,0.39750618
2685,-404.39877,0.39696553
2686,-404.5492,0.39642492
2687,-404.69962,0.39588428
2688,-404.85007,0.39534354
2689,-405.0005,0.39480293
2690,-405.1509,0.39426228
2691,-405.30133,0.39372167
2692,-405.45178,0.39318094
2693,-405.6022,0.3926403
2694,-405.75262,0.39209968
2695,-405.90305,0.39155903
2696,-406.05347,0.39101842
2697,-406.20392,0.3904777
2698,-406.35434,0.38993704
2699,-406.50476,0.38939643
2700,-406.65518,0.38885581
2701,-406.8056,0.38831517
2702,-406.95605,0.38777444
2703,-407.10648,0.38723382
2704,-407.2569,0.38669318
2705,-407.40732,0.38615257
2706,-407.55777,0.38561183
2707,-407.7082,0.3850712
2708,-407.8586,0.38453057
2709,-408.00903,0.38398993
2710,-408.15945,0.38344932
2711,-408.3099,0.38290858
2712,-408.46033,0.38236794
2713,-408.61075,0.38182732
2714,-408.76117,0.38128668
2715,-408.91162,0.38074595
2716,-409.06204,0.38020533
2717,-409.21246,0.37966472
2718,-409.36288,0.37912408
2719,-409.5133,0.37858346
2720,-409.66376,0.37804273
2721,-409.81418,0.37750208
2722,-409.9646,0.37696147
2723,-410.11502,0.37642083
2724,-410.26547,0.3758801
2725,-410.4159,0.3753409
2726,-410.5663,0.374837
2727,-410.71674,0.37433308
2728,-410.86716,0.3738292
2729,-411.0176,0.37332517
2730,-411.16803,0.37282127
2731,-411.31845,0.37231737
2732,-411.46887,0.37181348
2733,-411.61932,0.37130946
2734,-411.76974,0.37080556
2735,-411.92017,0.37030166
2736,-412.0706,0.36979774
2737,-412.221,0.36929384
2738,-412.37146,0.36878982
