timestep,depth,Salinity
1826,-207.6913,36.61574
1827,-207.80476,36.615707
1828,-207.91823,36.615673
1829,-208.03171,36.615643
1830,-208.14517,36.61561
1831,-208.25864,36.615574
1832,-208.3721,36.61554
1833,-208.48557,36.615505
1834,-208.59904,36.615475
1835,-208.71251,36.61544
1836,-208.82597,36.615406
1837,-208.93944,36.61537
1838,-209.0529,36.615337
1839,-209.16638,36.615303
1840,-209.27985,36.615204
1841,-209.39331,36.615005
1842,-209.50677,36.614803
1843,-209.62024,36.6146
1844,-209.73372,36.614403
1845,-209.84718,36.6142
1846,-209.96065,36.614002
1847,-210.07411,36.6138
1848,-210.18758,36.613598
1849,-210.30106,36.6134
1850,-210.41452,36.613197
1851,-210.52798,36.613
1852,-210.64145,36.612797
1853,-210.75491,36.612595
1854,-210.86838,36.612396
1855,-210.98186,36.612194
1856,-211.09532,36.611996
1857,-211.20879,36.611794
1858,-211.32225,36.61159
1859,-211.43571,36.611393
1860,-211.5492,36.61119
1861,-211.66266,36.61099
1862,-211.77612,36.61079
1863,-211.88959,36.610588
1864,-212.00305,36.61039
1865,-212.11653,36.610188
1866,-212.23,36.609985
1867,-212.34346,36.609787
1868,-212.45692,36.609585
1869,-212.57039,36.609386
1870,-212.68387,36.609184
1871,-212.79733,36.608982
1872,-212.9108,36.608784
1873,-213.02426,36.60858
1874,-213.13773,36.608383
1875,-213.2512,36.60818
1876,-213.36467,36.60798
1877,-213.47813,36.60778
1878,-213.5916,36.60758
1879,-213.70506,36.60738
1880,-213.81854,36.607178
1881,-213.932,36.606976
1882,-214.04547,36.606777
1883,-214.15894,36.606575
1884,-214.2724,36.606377
1885,-214.38586,36.606174
1886,-214.49934,36.605972
1887,-214.61281,36.605774
1888,-214.72627,36.60557
1889,-214.83974,36.60537
1890,-214.9532,36.60517
1891,-215.06668,36.60497
1892,-215.18015,36.60477
1893,-215.29361,36.60457
1894,-215.40707,36.604366
1895,-215.52054,36.604168
1896,-215.63402,36.603966
1897,-215.74748,36.603767
1898,-215.86095,36.603565
1899,-215.97441,36.603363
1900,-216.08788,36.603165
1901,-216.20135,36.602962
1902,-216.31482,36.602764
1903,-216.42828,36.602562
1904,-216.54175,36.60236
1905,-216.65521,36.60216
1906,-216.76869,36.60196
1907,-216.88216,36.60176
1908,-216.99562,36.60156
1909,-217.10909,36.601357
1910,-217.22255,36.60116
1911,-217.33603,36.600956
1912,-217.4495,36.600758
1913,-217.56296,36.600555
1914,-217.67642,36.600353
1915,-217.78989,36.600155
1916,-217.90335,36.599953
1917,-218.01683,36.599754
1918,-218.1303,36.599552
1919,-218.24376,36.59935
1920,-218.35722,36.59915
1921,-218.47069,36.59895
1922,-218.58417,36.598747
1923,-218.69763,36.59855
1924,-218.8111,36.598347
1925,-218.92456,36.59815
1926,-219.03802,36.597946
1927,-219.1515,36.597744
1928,-219.26497,36.597546
1929,-219.37843,36.597343
1930,-219.4919,36.597145
1931,-219.60536,36.596943
1932,-219.71884,36.59674
1933,-219.8323,36.596542
1934,-219.94577,36.59634
1935,-220.05923,36.59614
1936,-220.1727,36.59594
1937,-220.28618,36.595737
1938,-220.39964,36.59554
1939,-220.5131,36.595337
1940,-220.62657,36.59514
1941,-220.74004,36.594936
1942,-220.85352,36.594734
1943,-220.96698,36.594536
1944,-221.08044,36.594334
1945,-221.19391,36.594135
1946,-221.30737,36.593933
1947,-221.42084,36.59373
1948,-221.53432,36.593533
1949,-221.64778,36.59333
1950,-221.76125,36.59313
1951,-221.87471,36.59293
1952,-221.98817,36.592728
1953,-222.10165,36.59253
1954,-222.21512,36.592327
1955,-222.32858,36.592125
1956,-222.44205,36.591927
1957,-222.55551,36.591724
1958,-222.66899,36.591526
1959,-222.78246,36.591324
1960,-222.89592,36.59112
1961,-223.00938,36.590923
1962,-223.12285,36.59072
1963,-223.23633,36.590523
1964,-223.3498,36.59032
1965,-223.46326,36.59012
1966,-223.57672,36.58992
1967,-223.69019,36.589718
1968,-223.80367,36.58952
1969,-223.91713,36.589317
1970,-224.0306,36.589115
1971,-224.14406,36.588917
1972,-224.25752,36.588715
1973,-224.37099,36.588516
1974,-224.48447,36.588314
1975,-224.59793,36.58811
1976,-224.7114,36.587914
1977,-224.82486,36.58771
1978,-224.93832,36.587513
1979,-225.0518,36.58731
1980,-225.16527,36.58711
1981,-225.27873,36.58691
1982,-225.3922,36.586708
1983,-225.50566,36.586506
1984,-225.61914,36.586308
1985,-225.7326,36.586105
1986,-225.84607,36.585907
1987,-225.95953,36.585705
1988,-226.073,36.585503
1989,-226.18648,36.585304
1990,-226.29994,36.585102
1991,-226.4134,36.584904
1992,-226.52687,36.5847
1993,-226.64034,36.5845
1994,-226.75381,36.5843
1995,-226.86728,36.5841
1996,-226.98074,36.5839
1997,-227.09421,36.5837
1998,-227.20767,36.583496
1999,-227.32115,36.583298
2000,-227.43462,36.583096
2001,-227.54808,36.582897
2002,-227.66154,36.582695
2003,-227.77501,36.582493
2004,-227.88847,36.582294
2005,-228.00195,36.582092
2006,-228.11542,36.581894
2007,-228.22888,36.58169
2008,-228.34235,36.58149
2009,-228.45581,36.58129
2010,-228.56929,36.58109
2011,-228.68275,36.580887
2012,-228.79622,36.58069
2013,-228.90968,36.580486
2014,-229.02315,36.580288
2015,-229.13663,36.580086
2016,-229.25009,36.579884
2017,-229.36356,36.579685
2018,-229.47702,36.579483
2019,-229.59048,36.579285
2020,-229.70396,36.579082
2021,-229.81743,36.57888
2022,-229.9309,36.578682
2023,-230.04436,36.57848
2024,-230.15782,36.578278
2025,-230.2713,36.578075
2026,-230.38477,36.577873
2027,-230.49823,36.577675
2028,-230.6117,36.577473
2029,-230.72516,36.57727
2030,-230.83864,36.57707
2031,-230.9521,36.576866
2032,-231.06557,36.576668
2033,-231.17903,36.576466
2034,-231.2925,36.576263
2035,-231.40596,36.57606
2036,-231.51944,36.57586
2037,-231.6329,36.57566
2038,-231.74637,36.57546
2039,-231.85983,36.575256
2040,-231.9733,36.575054
2041,-232.08678,36.574852
2042,-232.20024,36.574654
2043,-232.3137,36.57445
2044,-232.42717,36.57425
2045,-232.54063,36.574047
2046,-232.65411,36.573845
2047,-232.76758,36.573647
2048,-232.88104,36.573444
2049,-232.9945,36.573242
2050,-233.10797,36.57304
2051,-233.22145,36.572838
2052,-233.33492,36.57264
2053,-233.44838,36.572437
2054,-233.56184,36.572235
2055,-233.67531,36.572033
2056,-233.78879,36.57183
2057,-233.90225,36.571632
2058,-234.01572,36.57143
2059,-234.12918,36.571228
2060,-234.24265,36.571026
2061,-234.35612,36.570824
2062,-234.46959,36.570625
2063,-234.58305,36.570423
2064,-234.69652,36.57022
2065,-234.80998,36.57002
2066,-234.92345,36.569817
2067,-235.03693,36.56962
2068,-235.15039,36.569416
2069,-235.26385,36.569214
2070,-235.37732,36.56901
2071,-235.49078,36.56881
2072,-235.60426,36.56861
2073,-235.71773,36.56841
2074,-235.83119,36.568207
2075,-235.94466,36.568005
2076,-236.05812,36.567802
2077,-236.1716,36.567604
2078,-236.28506,36.5674
2079,-236.39853,36.5672
2080,-236.512,36.566998
2081,-236.62546,36.566795
2082,-236.73894,36.566597
2083,-236.8524,36.566395
2084,-236.96587,36.566193
2085,-237.07933,36.56599
2086,-237.1928,36.56579
2087,-237.30627,36.56559
2088,-237.41974,36.565388
2089,-237.5332,36.565186
2090,-237.64667,36.564983
2091,-237.76013,36.56478
2092,-237.87361,36.564583
2093,-237.98708,36.56438
2094,-238.10054,36.56418
2095,-238.214,36.563976
2096,-238.32747,36.563774
2097,-238.44093,36.563576
2098,-238.55441,36.563374
2099,-238.66788,36.56317
2100,-238.78134,36.56297
2101,-238.8948,36.562767
2102,-239.00827,36.56257
2103,-239.12175,36.562366
2104,-239.23521,36.562164
2105,-239.34868,36.561962
2106,-239.46214,36.56176
2107,-239.5756,36.56156
2108,-239.68909,36.56136
2109,-239.80255,36.561157
2110,-239.91602,36.560955
2111,-240.02948,36.560753
2112,-240.14294,36.560555
2113,-240.25642,36.560352
2114,-240.36989,36.56015
2115,-240.48335,36.559948
2116,-240.59682,36.559746
2117,-240.71028,36.559547
2118,-240.82376,36.559345
2119,-240.93723,36.559143
2120,-241.05069,36.55894
2121,-241.16415,36.55874
2122,-241.27762,36.55854
2123,-241.3911,36.55834
2124,-241.50456,36.558136
2125,-241.61803,36.557934
2126,-241.73149,36.55773
2127,-241.84496,36.557533
2128,-241.95842,36.55733
2129,-242.0719,36.55713
2130,-242.18536,36.556927
2131,-242.29883,36.556725
2132,-242.4123,36.556526
2133,-242.52576,36.556324
2134,-242.63924,36.55612
2135,-242.7527,36.55592
2136,-242.86617,36.555717
2137,-242.97963,36.55552
2138,-243.0931,36.555317
2139,-243.20657,36.555115
2140,-243.32004,36.554913
2141,-243.4335,36.55471
2142,-243.54697,36.554512
2143,-243.66043,36.55431
2144,-243.77391,36.554108
2145,-243.88737,36.553905
2146,-244.00084,36.553703
2147,-244.1143,36.553505
2148,-244.22777,36.553303
2149,-244.34125,36.5531
2150,-244.45471,36.5529
2151,-244.56818,36.552696
2152,-244.68164,36.552498
2153,-244.7951,36.552296
2154,-244.90857,36.552094
2155,-245.02205,36.55189
2156,-245.13551,36.55169
2157,-245.24898,36.55149
2158,-245.36244,36.55129
2159,-245.4759,36.551086
2160,-245.58939,36.550884
2161,-245.70285,36.550682
2162,-245.81631,36.550484
2163,-245.92978,36.55028
2164,-246.04324,36.55008
2165,-246.15672,36.549877
2166,-246.27019,36.549675
2167,-246.38365,36.549477
2168,-246.49712,36.549274
2169,-246.61058,36.549072
2170,-246.72406,36.54887
2171,-246.83752,36.548668
2172,-246.95099,36.548466
2173,-247.06445,36.548267
2174,-247.17792,36.548065
2175,-247.2914,36.547863
2176,-247.40486,36.54766
2177,-247.51833,36.54746
2178,-247.63179,36.54726
2179,-247.74525,36.54706
2180,-247.85873,36.546856
2181,-247.9722,36.546654
2182,-248.08566,36.54645
2183,-248.19913,36.546253
2184,-248.31259,36.54605
2185,-248.42606,36.54585
2186,-248.53954,36.545647
2187,-248.653,36.545444
2188,-248.76646,36.545246
2189,-248.87993,36.545044
2190,-248.9934,36.54484
2191,-249.10687,36.54464
2192,-249.22034,36.544437
2193,-249.3338,36.54424
2194,-249.44727,36.544037
2195,-249.56073,36.543835
2196,-249.67421,36.543633
2197,-249.78767,36.54343
2198,-249.90114,36.543232
2199,-250.0146,36.54303
2200,-250.12807,36.542828
2201,-250.24155,36.542625
2202,-250.35501,36.542423
2203,-250.46848,36.542225
2204,-250.58194,36.542023
2205,-250.6954,36.54182
2206,-250.80888,36.54162
2207,-250.92235,36.541416
2208,-251.03581,36.541218
2209,-251.14928,36.541016
2210,-251.26274,36.540813
2211,-251.37622,36.54061
2212,-251.48969,36.54041
2213,-251.60315,36.54021
2214,-251.71661,36.54001
2215,-251.83008,36.5398
2216,-251.94354,36.539585
2217,-252.05702,36.53937
2218,-252.17049,36.539154
2219,-252.28395,36.53894
2220,-252.39742,36.538727
2221,-252.51088,36.538513
2222,-252.62436,36.538296
2223,-252.73782,36.538082
2224,-252.85129,36.53787
2225,-252.96475,36.537655
2226,-253.07822,36.537437
2227,-253.1917,36.537224
2228,-253.30516,36.53701
2229,-253.41862,36.536797
2230,-253.53209,36.53658
2231,-253.64555,36.536366
2232,-253.75903,36.53615
2233,-253.8725,36.535934
2234,-253.98596,36.53572
2235,-254.09943,36.535507
2236,-254.21289,36.535294
2237,-254.32637,36.535076
2238,-254.43983,36.534863
2239,-254.5533,36.53465
2240,-254.66676,36.534435
2241,-254.78023,36.534218
2242,-254.8937,36.534004
2243,-255.00717,36.53379
2244,-255.12064,36.533577
2245,-255.2341,36.53336
2246,-255.34756,36.533146
2247,-255.46103,36.532932
2248,-255.57451,36.53272
2249,-255.68797,36.5325
2250,-255.80144,36.532288
2251,-255.9149,36.532074
2252,-256.02838,36.53186
2253,-256.14185,36.531643
2254,-256.2553,36.53143
2255,-256.36877,36.531216
2256,-256.48224,36.531
2257,-256.5957,36.530785
2258,-256.70917,36.53057
2259,-256.82263,36.530357
2260,-256.9361,36.53014
2261,-257.0496,36.529926
2262,-257.16306,36.529713
2263,-257.27652,36.5295
2264,-257.38998,36.52928
2265,-257.50345,36.529068
2266,-257.6169,36.528854
2267,-257.73038,36.52864
2268,-257.84384,36.528423
2269,-257.9573,36.52821
2270,-258.07077,36.527996
2271,-258.18427,36.527782
2272,-258.29773,36.527565
2273,-258.4112,36.52735
2274,-258.52466,36.527138
2275,-258.63812,36.52692
2276,-258.7516,36.526707
2277,-258.86505,36.526493
2278,-258.97852,36.52628
2279,-259.09198,36.526062
2280,-259.20544,36.52585
2281,-259.31894,36.525635
2282,-259.4324,36.52542
2283,-259.54587,36.525204
2284,-259.65933,36.52499
2285,-259.7728,36.524776
2286,-259.88626,36.524563
2287,-259.99973,36.524345
2288,-260.1132,36.52413
2289,-260.22665,36.52392
2290,-260.34012,36.523705
2291,-260.45358,36.523487
2292,-260.56708,36.523273
2293,-260.68054,36.52306
2294,-260.794,36.522846
2295,-260.90747,36.52263
2296,-261.02094,36.522415
2297,-261.1344,36.5222
2298,-261.24786,36.521984
2299,-261.36133,36.52177
2300,-261.4748,36.521557
2301,-261.58826,36.521343
2302,-261.70175,36.521126
2303,-261.81522,36.520912
2304,-261.92868,36.5207
2305,-262.04214,36.520485
2306,-262.1556,36.520267
2307,-262.26907,36.520054
2308,-262.38254,36.51984
2309,-262.496,36.519627
2310,-262.60947,36.51941
2311,-262.72293,36.519196
2312,-262.83643,36.518982
2313,-262.9499,36.51877
2314,-263.06335,36.51855
2315,-263.17682,36.518337
2316,-263.29028,36.518124
2317,-263.40375,36.517906
2318,-263.5172,36.517693
2319,-263.63068,36.51748
2320,-263.74414,36.517265
2321,-263.8576,36.517048
2322,-263.97107,36.516834
2323,-264.08456,36.51662
2324,-264.19803,36.516407
2325,-264.3115,36.51619
2326,-264.42496,36.515976
2327,-264.53842,36.515762
2328,-264.6519,36.51555
2329,-264.76535,36.51533
2330,-264.8788,36.515118
2331,-264.99228,36.514904
2332,-265.10574,36.51469
2333,-265.21924,36.514473
2334,-265.3327,36.51426
2335,-265.44617,36.514046
2336,-265.55963,36.513832
2337,-265.6731,36.513615
2338,-265.78656,36.5134
2339,-265.90002,36.513187
2340,-266.0135,36.51297
2341,-266.12695,36.512756
2342,-266.24042,36.512543
2343,-266.3539,36.51233
2344,-266.46738,36.51211
2345,-266.58084,36.511898
2346,-266.6943,36.511684
2347,-266.80777,36.51147
2348,-266.92123,36.511253
2349,-267.0347,36.51104
2350,-267.14816,36.510826
2351,-267.26163,36.510612
2352,-267.3751,36.510395
2353,-267.48856,36.51018
2354,-267.60205,36.509968
2355,-267.7155,36.509754
2356,-267.82898,36.509537
2357,-267.94244,36.509323
2358,-268.0559,36.50911
2359,-268.16937,36.508892
2360,-268.28284,36.50868
2361,-268.3963,36.508465
2362,-268.50977,36.50825
2363,-268.62323,36.508034
2364,-268.73672,36.50782
2365,-268.8502,36.507607
2366,-268.96365,36.507393
2367,-269.07712,36.507175
2368,-269.19058,36.50696
2369,-269.30405,36.50675
2370,-269.4175,36.506535
2371,-269.53098,36.506317
2372,-269.64444,36.506104
2373,-269.7579,36.50589
2374,-269.8714,36.505676
2375,-269.98486,36.50546
2376,-270.09833,36.505245
2377,-270.2118,36.50503
2378,-270.32526,36.504814
2379,-270.43872,36.5046
2380,-270.5522,36.504387
2381,-270.66565,36.504173
2382,-270.7791,36.503956
2383,-270.89258,36.503742
2384,-271.00604,36.50353
2385,-271.11954,36.503315
2386,-271.233,36.503098
2387,-271.34647,36.502884
2388,-271.45993,36.50267
2389,-271.5734,36.502457
2390,-271.68686,36.50224
2391,-271.80032,36.502026
2392,-271.9138,36.501812
2393,-272.02725,36.5016
2394,-272.14072,36.50138
2395,-272.2542,36.501167
2396,-272.36768,36.500954
2397,-272.48114,36.50074
2398,-272.5946,36.500523
2399,-272.70807,36.50031
2400,-272.82153,36.500095
2401,-272.935,36.499878
2402,-273.04846,36.499664
2403,-273.16193,36.49945
2404,-273.2754,36.499237
2405,-273.3889,36.49902
2406,-273.50235,36.498806
2407,-273.6158,36.498592
2408,-273.72928,36.49838
2409,-273.84274,36.49816
2410,-273.9562,36.497948
2411,-274.06967,36.497734
2412,-274.18314,36.49752
2413,-274.2966,36.497303
2414,-274.41006,36.49709
2415,-274.52353,36.496876
2416,-274.63702,36.496662
2417,-274.7505,36.496445
2418,-274.86395,36.49623
2419,-274.97742,36.496017
2420,-275.09088,36.495712
2421,-275.20435,36.4954
2422,-275.3178,36.49509
2423,-275.43127,36.494778
2424,-275.54474,36.49447
2425,-275.6582,36.494156
2426,-275.7717,36.493843
2427,-275.88516,36.493534
2428,-275.99863,36.49322
2429,-276.1121,36.492912
2430,-276.22556,36.4926
2431,-276.33902,36.49229
2432,-276.45248,36.491978
2433,-276.56595,36.491665
2434,-276.6794,36.491356
2435,-276.79288,36.491043
2436,-276.90637,36.490734
2437,-277.01984,36.49042
2438,-277.1333,36.490112
2439,-277.24677,36.4898
2440,-277.36023,36.489487
2441,-277.4737,36.489178
2442,-277.58716,36.488865
2443,-277.70062,36.488556
2444,-277.8141,36.488243
2445,-277.92755,36.487934
2446,-278.04102,36.48762
2447,-278.1545,36.48731
2448,-278.26797,36.487
2449,-278.38144,36.486687
2450,-278.4949,36.486378
2451,-278.60837,36.486065
2452,-278.72183,36.485752
2453,-278.8353,36.485443
2454,-278.94876,36.48513
2455,-279.06223,36.48482
2456,-279.1757,36.48451
2457,-279.28918,36.4842
2458,-279.40265,36.483887
2459,-279.5161,36.483574
2460,-279.62958,36.483265
2461,-279.74304,36.482952
2462,-279.8565,36.482643
2463,-279.96997,36.48233
2464,-280.08344,36.48202
2465,-280.1969,36.48171
2466,-280.31036,36.481396
2467,-280.42386,36.481087
2468,-280.53732,36.480774
2469,-280.6508,36.480465
2470,-280.76425,36.480152
2471,-280.87772,36.479843
2472,-280.99118,36.47953
2473,-281.10464,36.479218
2474,-281.2181,36.47891
2475,-281.33157,36.478596
2476,-281.44504,36.478287
2477,-281.5585,36.477974
2478,-281.672,36.477665
2479,-281.78546,36.477352
2480,-281.89893,36.47704
2481,-282.0124,36.47673
2482,-282.12585,36.476418
2483,-282.23932,36.47611
2484,-282.35278,36.475796
2485,-282.46625,36.475487
2486,-282.5797,36.475174
2487,-282.69318,36.47486
2488,-282.80667,36.474552
2489,-282.92014,36.47424
2490,-283.0336,36.47393
2491,-283.14706,36.473618
2492,-283.26053,36.47331
2493,-283.374,36.472996
2494,-283.48746,36.472683
2495,-283.60092,36.472374
2496,-283.7144,36.47206
2497,-283.82785,36.471752
2498,-283.94135,36.47144
2499,-284.0548,36.471127
2500,-284.16827,36.470818
2501,-284.28174,36.470505
2502,-284.3952,36.470196
2503,-284.50867,36.469883
2504,-284.62213,36.469574
2505,-284.7356,36.46926
2506,-284.84906,36.46895
2507,-284.96252,36.46864
2508,-285.076,36.468327
2509,-285.18948,36.468018
2510,-285.30295,36.467705
2511,-285.4164,36.467396
2512,-285.52988,36.467083
2513,-285.64334,36.46677
2514,-285.7568,36.46646
2515,-285.87027,36.46615
2516,-285.98373,36.46584
2517,-286.0972,36.465527
2518,-286.21066,36.465218
2519,-286.32416,36.464905
2520,-286.43762,36.464592
2521,-286.5511,36.464283
2522,-286.66455,36.46397
2523,-286.778,36.46366
2524,-286.89148,36.46335
2525,-287.00494,36.46304
2526,-287.1184,36.462727
2527,-287.23187,36.462414
2528,-287.34534,36.462105
2529,-287.45883,36.461792
2530,-287.5723,36.461483
2531,-287.68576,36.46117
2532,-287.79922,36.46086
2533,-287.9127,36.46055
2534,-288.02615,36.460236
2535,-288.13962,36.459927
2536,-288.25308,36.459614
2537,-288.36655,36.459305
2538,-288.48,36.458992
2539,-288.59348,36.458683
2540,-288.70697,36.45837
2541,-288.82043,36.458057
2542,-288.9339,36.45775
2543,-289.04736,36.457436
2544,-289.16083,36.457127
2545,-289.2743,36.456814
2546,-289.38776,36.456505
2547,-289.50122,36.456192
2548,-289.6147,36.45588
2549,-289.72815,36.45557
2550,-289.84164,36.455257
2551,-289.9551,36.45495
2552,-290.06857,36.454636
2553,-290.18204,36.454323
2554,-290.2955,36.454014
2555,-290.40897,36.4537
2556,-290.52243,36.453392
2557,-290.6359,36.45308
2558,-290.74936,36.45277
2559,-290.86282,36.452457
2560,-290.97632,36.452145
2561,-291.08978,36.451836
2562,-291.20325,36.451523
2563,-291.3167,36.451214
2564,-291.43018,36.4509
2565,-291.54364,36.450592
2566,-291.6571,36.45028
2567,-291.77057,36.449966
2568,-291.88403,36.449657
2569,-291.9975,36.449345
2570,-292.11096,36.449036
2571,-292.22446,36.448723
2572,-292.33792,36.448414
2573,-292.4514,36.4481
2574,-292.56485,36.44779
2575,-292.6783,36.44748
2576,-292.79178,36.447166
2577,-292.90524,36.446857
2578,-293.0187,36.446545
2579,-293.13217,36.446236
2580,-293.24564,36.445923
2581,-293.35913,36.44561
2582,-293.4726,36.4453
2583,-293.58606,36.44499
2584,-293.69952,36.44468
2585,-293.813,36.444366
2586,-293.92645,36.444057
2587,-294.03992,36.443745
2588,-294.15338,36.44343
2589,-294.26685,36.443123
2590,-294.3803,36.44281
2591,-294.49377,36.4425
2592,-294.60727,36.44219
2593,-294.72073,36.44188
2594,-294.8342,36.441566
2595,-294.94766,36.441254
2596,-295.06113,36.440945
2597,-295.1746,36.44063
2598,-295.28806,36.440323
2599,-295.40152,36.44001
2600,-295.51498,36.4397
2601,-295.62845,36.43939
2602,-295.74194,36.439075
2603,-295.8554,36.438766
2604,-295.96887,36.438454
2605,-296.08234,36.438145
2606,-296.1958,36.43783
2607,-296.30927,36.43752
2608,-296.42273,36.43721
2609,-296.5362,36.436897
2610,-296.64966,36.43659
2611,-296.76312,36.436275
2612,-296.87662,36.435966
2613,-296.99008,36.435654
2614,-297.10355,36.43534
2615,-297.217,36.43503
2616,-297.33047,36.43472
2617,-297.44394,36.43441
2618,-297.5574,36.434097
2619,-297.67087,36.43379
2620,-297.78433,36.433475
2621,-297.8978,36.433163
2622,-298.01126,36.432854
2623,-298.12476,36.43254
2624,-298.23822,36.43223
2625,-298.35168,36.43192
2626,-298.46515,36.43161
2627,-298.5786,36.431297
2628,-298.69208,36.430984
2629,-298.80554,36.430676
2630,-298.919,36.430363
2631,-299.03247,36.430054
2632,-299.14594,36.42974
2633,-299.25943,36.429432
2634,-299.3729,36.42912
2635,-299.48636,36.428806
2636,-299.59982,36.428406
2637,-299.7133,36.427982
2638,-299.82675,36.427563
2639,-299.94022,36.427143
2640,-300.05368,36.42672
2641,-300.16714,36.4263
2642,-300.2806,36.42588
2643,-300.3941,36.425457
2644,-300.50757,36.425037
2645,-300.62103,36.424614
2646,-300.7345,36.424194
2647,-300.84796,36.423775
2648,-300.96143,36.42335
2649,-301.0749,36.42293
2650,-301.18835,36.422512
2651,-301.30182,36.42209
2652,-301.41528,36.42167
2653,-301.52875,36.421246
2654,-301.64224,36.420826
2655,-301.7557,36.420406
2656,-301.86917,36.419983
2657,-301.98264,36.419563
2658,-302.0961,36.419144
2659,-302.20956,36.41872
2660,-302.32303,36.4183
2661,-302.4365,36.417877
2662,-302.54996,36.417458
2663,-302.66342,36.417038
2664,-302.77692,36.416615
2665,-302.89038,36.416195
2666,-303.00385,36.415775
2667,-303.1173,36.41535
2668,-303.23077,36.414932
2669,-303.34424,36.41451
2670,-303.4577,36.41409
2671,-303.57117,36.41367
2672,-303.68463,36.413246
2673,-303.7981,36.412827
2674,-303.9116,36.412407
2675,-304.02505,36.411983
2676,-304.13852,36.411564
2677,-304.25198,36.41114
2678,-304.36545,36.41072
2679,-304.4789,36.4103
2680,-304.59238,36.409878
2681,-304.70584,36.40946
2682,-304.8193,36.40904
2683,-304.93277,36.408615
2684,-305.04623,36.408195
2685,-305.15973,36.407772
2686,-305.2732,36.407352
2687,-305.38666,36.406933
2688,-305.50012,36.40651
2689,-305.6136,36.40609
2690,-305.72705,36.40567
2691,-305.8405,36.405247
2692,-305.95398,36.404827
2693,-306.06744,36.404408
2694,-306.1809,36.403984
2695,-306.2944,36.403564
2696,-306.40787,36.40314
2697,-306.52133,36.40272
2698,-306.6348,36.4023
2699,-306.74826,36.40188
2700,-306.86172,36.40146
2701,-306.9752,36.40104
2702,-307.08865,36.400616
2703,-307.20212,36.400196
2704,-307.31558,36.399773
2705,-307.42908,36.399353
2706,-307.54254,36.398933
2707,-307.656,36.39851
2708,-307.76947,36.39809
2709,-307.88293,36.39767
2710,-307.9964,36.397247
2711,-308.10986,36.396828
2712,-308.22333,36.396404
2713,-308.3368,36.395985
2714,-308.45026,36.395565
2715,-308.56372,36.39514
2716,-308.67722,36.394722
2717,-308.79068,36.394302
2718,-308.90414,36.39388
2719,-309.0176,36.39346
2720,-309.13107,36.393036
2721,-309.24454,36.392616
2722,-309.358,36.392197
2723,-309.47147,36.391773
2724,-309.58493,36.391354
2725,-309.6984,36.390934
2726,-309.8119,36.39051
2727,-309.92535,36.39009
2728,-310.03882,36.389668
2729,-310.15228,36.389248
2730,-310.26575,36.38883
2731,-310.3792,36.388405
2732,-310.49268,36.387985
2733,-310.60614,36.387566
2734,-310.7196,36.387142
2735,-310.83307,36.386723
2736,-310.94656,36.3863
2737,-311.06003,36.38588
2738,-311.1735,36.38546
2739,-311.28696,36.385036
2740,-311.40042,36.384617
2741,-311.5139,36.384197
2742,-311.62735,36.383774
2743,-311.7408,36.383354
2744,-311.85428,36.382935
2745,-311.96774,36.38251
2746,-312.0812,36.38209
2747,-312.1947,36.381668
2748,-312.30817,36.38125
2749,-312.42163,36.38083
2750,-312.5351,36.380405
2751,-312.64856,36.379986
2752,-312.76202,36.379566
2753,-312.8755,36.379143
2754,-312.98895,36.378723
2755,-313.10242,36.3783
2756,-313.21588,36.37788
2757,-313.32938,36.37746
2758,-313.44284,36.377037
2759,-313.5563,36.376617
2760,-313.66977,36.376198
2761,-313.78323,36.375774
2762,-313.8967,36.375355
2763,-314.01016,36.37493
2764,-314.12363,36.37451
2765,-314.2371,36.374092
2766,-314.35056,36.37367
2767,-314.46405,36.37325
2768,-314.5775,36.37283
2769,-314.69098,36.372406
2770,-314.80444,36.371986
2771,-314.9179,36.371563
2772,-315.03137,36.371143
2773,-315.14484,36.370724
2774,-315.2583,36.3703
2775,-315.37177,36.36988
2776,-315.48523,36.36946
2777,-315.5987,36.369038
2778,-315.7122,36.368618
2779,-315.82565,36.368195
2780,-315.93912,36.367775
2781,-316.05258,36.367355
2782,-316.16605,36.366932
2783,-316.2795,36.366512
2784,-316.39297,36.366093
2785,-316.50644,36.36567
2786,-316.6199,36.36525
2787,-316.73337,36.364826
2788,-316.84686,36.364407
2789,-316.96033,36.363987
2790,-317.0738,36.363564
2791,-317.18726,36.363144
2792,-317.30072,36.362724
2793,-317.41418,36.3623
2794,-317.52765,36.36188
2795,-317.6411,36.361458
2796,-317.75458,36.36104
2797,-317.86804,36.36062
2798,-317.98154,36.360195
2799,-318.095,36.359776
2800,-318.20847,36.359356
2801,-318.32193,36.358932
2802,-318.4354,36.358513
2803,-318.54886,36.35809
2804,-318.66232,36.35767
2805,-318.7758,36.35725
2806,-318.88925,36.356827
2807,-319.00272,36.356407
2808,-319.11618,36.355988
2809,-319.22968,36.355564
2810,-319.34314,36.355145
2811,-319.4566,36.354725
2812,-319.57007,36.3543
2813,-319.68353,36.35388
2814,-319.797,36.35346
2815,-319.91046,36.35304
2816,-320.02393,36.35262
2817,-320.1374,36.352196
2818,-320.25085,36.351776
2819,-320.36435,36.351357
2820,-320.4778,36.350933
2821,-320.59128,36.350513
2822,-320.70474,36.35009
2823,-320.8182,36.34967
2824,-320.93167,36.34925
2825,-321.04514,36.348827
