time,reflectivity_normalized,rain
2024-10-10 23:13:08.000000000,,0
2024-10-10 23:14:31.927628837,0.6597806715747309,1
2024-10-10 23:15:55.855257674,0.6597806715747309,1
2024-10-10 23:17:19.782886512,0.6597806715747309,1
2024-10-10 23:18:43.710515349,0.6597806715747309,1
2024-10-10 23:20:07.638144186,0.6597806715747309,1
2024-10-10 23:21:31.565773024,0.6517641776606533,1
2024-10-10 23:22:55.493401861,0.5740530475663783,1
2024-10-10 23:24:19.421030698,0.49634191747210327,1
2024-10-10 23:25:43.348659536,0.4156787888915072,0
2024-10-10 23:27:07.276288373,0.32986652446266,0
2024-10-10 23:28:31.203917210,0.2440542600338128,0
2024-10-10 23:29:55.131546048,0.26252572474322916,0
2024-10-10 23:31:19.059174885,0.3406399011234151,0
2024-10-10 23:32:42.986803722,0.418754077503601,0
2024-10-10 23:34:06.914432560,0.2917448872025414,0
2024-10-10 23:35:30.842061397,0.14482677103182565,0
2024-10-10 23:36:54.769690234,0.00022253728721935716,0
2024-10-10 23:38:18.697319072,0.015855900909710983,0
2024-10-10 23:39:42.624947909,0.03148926453201634,0
2024-10-10 23:41:06.552576746,0.04256649494030522,0
2024-10-10 23:42:30.480205584,0.04256649494030522,0
2024-10-10 23:43:54.407834421,0.04256649494030522,0
2024-10-10 23:45:18.335463258,0.041283325172255005,0
2024-10-10 23:46:42.263092096,0.034097759865092295,0
2024-10-10 23:48:06.190720933,0.026912194558015207,0
2024-10-10 23:49:30.118349770,0.024318927759603554,0
2024-10-10 23:50:54.045978608,0.038332048447940185,0
2024-10-10 23:52:17.973607445,0.052345169136109856,0
2024-10-10 23:53:41.901236282,0.061350302940730336,0
2024-10-10 23:55:05.828865120,0.047388060589040444,0
2024-10-10 23:56:29.756493957,0.03342581823751691,0
2024-10-10 23:57:53.684122794,0.022193289549201668,0
2024-10-10 23:59:17.611751632,0.029175993553885872,0
2024-10-11 00:00:41.539380469,0.03615869755848688,0
2024-10-11 00:02:05.467009306,0.041416991750679956,0
2024-10-11 00:03:29.394638144,0.027455349620444925,0
2024-10-11 00:04:53.322266981,0.01349370749037624,0
2024-10-11 00:06:17.249895818,0.00023506603399605532,0
2024-10-11 00:07:41.177524656,0.007248669142720085,0
2024-10-11 00:09:05.105153493,0.014262272251360546,0
2024-10-11 00:10:29.032782330,0.021275875360001008,0
2024-10-11 00:11:52.960411168,0.04228824965544302,0
2024-10-11 00:13:16.888040005,0.06331535376516624,0
2024-10-11 00:14:40.815668842,0.08434245787488946,0
2024-10-11 00:16:04.743297680,0.07200460162404261,0
2024-10-11 00:17:28.670926517,0.05836335916254361,0
2024-10-11 00:18:52.598555354,0.044722116701044604,0
2024-10-11 00:20:16.526184192,0.04256649494030522,0
2024-10-11 00:21:40.453813029,0.04256649494030522,0
2024-10-11 00:23:04.381441866,0.04256649494030522,0
2024-10-11 00:24:28.309070704,0.04256649494030522,0
2024-10-11 00:25:52.236699541,0.04256649494030522,0
2024-10-11 00:27:16.164328378,0.04256649494030522,0
2024-10-11 00:28:40.091957216,0.04256649494030522,0
2024-10-11 00:30:04.019586053,0.04256649494030522,0
2024-10-11 00:31:27.947214890,0.04256649494030522,0
2024-10-11 00:32:51.874843728,0.036669695372805504,0
2024-10-11 00:34:15.802472565,0.023076723041011975,0
2024-10-11 00:35:39.730101402,0.009483750709218449,0
2024-10-11 00:37:03.657730240,0.010315167192821207,0
2024-10-11 00:38:27.585359077,0.044436904865478154,0
2024-10-11 00:39:51.512987914,0.0785586425381351,0
2024-10-11 00:41:15.440616752,0.10294864826782742,0
2024-10-11 00:42:39.368245589,0.08406016381262583,0
2024-10-11 00:44:03.295874427,0.0651716793571992,0
2024-10-11 00:45:27.223503264,0.04628319490199763,0
2024-10-11 00:46:51.151132101,0.03253229365597596,0
2024-10-11 00:48:15.078760939,0.020039969166212687,0
2024-10-11 00:49:39.006389776,0.007547644676598265,0
2024-10-11 00:51:02.934018613,0.022341448056246226,0
2024-10-11 00:52:26.861647451,0.0787852683325636,0
2024-10-11 00:53:50.789276288,0.13522908860820843,0
2024-10-11 00:55:14.716905125,0.1914805284682992,0
2024-10-11 00:56:38.644533963,0.16012890469529306,0
2024-10-11 00:58:02.572162800,0.12877728092266047,0
2024-10-11 00:59:26.499791637,0.09742565715002788,0
2024-10-11 01:00:50.427420475,0.07368885834991375,0
2024-10-11 01:02:14.355049312,0.054863477952651916,0
2024-10-11 01:03:38.282678149,0.036038097555390086,0
2024-10-11 01:05:02.210306987,0.02263422012608035,0
2024-10-11 01:06:26.137935824,0.02888219574675308,0
2024-10-11 01:07:50.065564661,0.03513017136742581,0
2024-10-11 01:09:13.993193499,0.04137814698817297,0
2024-10-11 01:10:37.920822336,0.08129415883150036,0
2024-10-11 01:12:01.848451173,0.12911773710432498,0
2024-10-11 01:13:25.776080011,0.1769413153777194,0
2024-10-11 01:14:49.703708848,0.20657263799864717,0
2024-10-11 01:16:13.631337685,0.18148402924175544,0
2024-10-11 01:17:37.558966523,0.15639542048456478,0
2024-10-11 01:19:01.486595360,0.13130681172767306,0
2024-10-11 01:20:25.414224197,0.15328660500637395,0
2024-10-11 01:21:49.341853035,0.18317054079916117,0
2024-10-11 01:23:13.269481872,0.21305447659159235,0
2024-10-11 01:24:37.197110709,0.2217137445988598,0
2024-10-11 01:26:01.124739547,0.17970616045279847,0
2024-10-11 01:27:25.052368384,0.13769857630723764,0
2024-10-11 01:28:48.979997221,0.09569099216167679,0
2024-10-11 01:30:12.907626059,0.07171356728121793,0
2024-10-11 01:31:36.835254896,0.05378908337396867,0
2024-10-11 01:33:00.762883733,0.0358645994667194,0
2024-10-11 01:34:24.690512571,0.02128324747015261,0
2024-10-11 01:35:48.618141408,0.02128324747015261,0
2024-10-11 01:37:12.545770245,0.02128324747015261,0
2024-10-11 01:38:36.473399083,0.02128324747015261,0
2024-10-11 01:40:00.401027920,0.01769571192082416,0
2024-10-11 01:41:24.328656757,0.01196584223890249,0
2024-10-11 01:42:48.256285595,0.006235972556912557,0
2024-10-11 01:44:12.183914432,0.0005061028749908923,0
2024-10-11 01:45:36.111543269,0.010448874313193456,0
2024-10-11 01:47:00.039172107,0.021910084269705213,0
2024-10-11 01:48:23.966800944,0.03337129422608041,0
2024-10-11 01:49:47.894429781,0.0493645226667564,0
2024-10-11 01:51:11.822058619,0.08374815253629168,0
2024-10-11 01:52:35.749687456,0.11813178240541727,0
2024-10-11 01:53:59.677316293,0.15251541227454288,0
2024-10-11 01:55:23.604945131,0.14809851963378046,0
2024-10-11 01:56:47.532573968,0.10227426150161213,0
2024-10-11 01:58:11.460202805,0.05645000336944382,0
2024-10-11 01:59:35.387831643,0.010625745236729487,0
2024-10-11 02:00:59.315460480,0.02764977628343203,0
2024-10-11 02:02:23.243089317,0.06364648129970793,0
2024-10-11 02:03:47.170718155,0.09964318631641275,0
2024-10-11 02:05:11.098346992,0.1213838212435272,0
2024-10-11 02:06:35.025975829,0.09275265753166752,0
2024-10-11 02:07:58.953604667,0.06412149381946668,0
2024-10-11 02:09:22.881233504,0.03549033010760697,0
2024-10-11 02:10:46.808862341,0.02128324747015261,0
2024-10-11 02:12:10.736491179,0.02128324747015261,0
2024-10-11 02:13:34.664120016,0.02128324747015261,0
2024-10-11 02:14:58.591748854,0.02128324747015261,0
2024-10-11 02:16:22.519377691,0.02128324747015261,0
2024-10-11 02:17:46.447006528,0.02128324747015261,0
2024-10-11 02:19:10.374635366,0.02128324747015261,0
2024-10-11 02:20:34.302264203,0.02128324747015261,0
2024-10-11 02:21:58.229893040,0.02128324747015261,0
2024-10-11 02:23:22.157521878,0.02128324747015261,0
2024-10-11 02:24:46.085150715,0.02128324747015261,0
2024-10-11 02:26:10.012779552,0.02128324747015261,0
2024-10-11 02:27:33.940408390,0.02128324747015261,0
2024-10-11 02:28:57.868037227,0.02128324747015261,0
2024-10-11 02:30:21.795666064,0.02128324747015261,0
2024-10-11 02:31:45.723294902,0.016490497055615408,0
2024-10-11 02:33:09.650923739,0.010489655530955343,0
2024-10-11 02:34:33.578552576,0.00448881400629528,0
2024-10-11 02:35:57.506181414,0.0,0
2024-10-11 02:37:21.433810251,0.0,0
2024-10-11 02:38:45.361439088,0.0,0
2024-10-11 02:40:09.289067926,0.0,0
2024-10-11 02:41:33.216696763,0.0042850666515407455,0
2024-10-11 02:42:57.144325600,0.010491167971526666,0
2024-10-11 02:44:21.071954438,0.01669726929158653,0
2024-10-11 02:45:44.999583275,0.019717518113224315,0
2024-10-11 02:47:08.927212112,0.013719779558451524,0
2024-10-11 02:48:32.854840950,0.007722041003607269,0
2024-10-11 02:49:56.782469787,0.0017243024488344783,0
2024-10-11 02:51:20.710098624,0.01317337226363589,0
2024-10-11 02:52:44.637727462,0.031662110778559044,0
2024-10-11 02:54:08.565356299,0.05015084929326191,0
2024-10-11 02:55:32.492985136,0.06064525704831769,0
