,depth,W
1069,-458.09915980476353,-0.003356301302226415
1070,-458.527222629651,-0.0033601919994300854
1071,-458.95528545453857,-0.0033640826966337568
1072,-459.3833482794261,-0.0033679733938374277
1073,-459.8114111043136,-0.0033718640910410987
1074,-460.23947392920115,-0.00337575478824477
1075,-460.66753675408864,-0.0033796454854484407
1076,-461.0955995789762,-0.003383536182652112
1077,-461.52366240386374,-0.003387426879855783
1078,-461.95172522875123,-0.003391317577059454
1079,-462.3797880536388,-0.0033952082742631255
1080,-462.80785087852627,-0.003399098971466796
1081,-463.2359137034138,-0.0034029896686704674
1082,-463.66397652830136,-0.0034068803658741384
1083,-464.09203935318885,-0.0034107710630778094
1084,-464.5201021780764,-0.0034146617602814804
1085,-464.9481650029639,-0.0034185524574851514
1086,-465.37622782785144,-0.0034224431546888224
1087,-465.804290652739,-0.0034263338518924938
1088,-466.2323534776265,-0.0034302245490961648
1089,-466.660416302514,-0.0034341152462998357
1090,-467.0884791274015,-0.0034380059435035067
1091,-467.51654195228906,-0.0034418966407071777
1092,-467.9446047771766,-0.003445787337910849
1093,-468.3726676020641,-0.0034496780351145197
1094,-468.80073042695165,-0.003453568732318191
1095,-469.22879325183914,-0.003457459429521862
1096,-469.6568560767267,-0.003461350126725533
1097,-470.0849189016142,-0.003465240823929204
1098,-470.5129817265017,-0.003469131521132875
1099,-470.94104455138927,-0.0034730222183365464
1100,-471.36910737627676,-0.003476912915540217
1101,-471.7971702011643,-0.0034808036127438884
1102,-472.2252330260518,-0.0034846943099475594
1103,-472.65329585093934,-0.0034885850071512303
1104,-473.0813586758269,-0.0034924757043549018
1105,-473.5094215007144,-0.0034961443008970777
1106,-473.93748432560193,-0.003499569914609299
1107,-474.3655471504894,-0.0035029955283215194
1108,-474.79360997537697,-0.0035064211420337403
1109,-475.2216728002645,-0.003509846755745961
1110,-475.649735625152,-0.0035132723694581815
1111,-476.07779845003955,-0.0035166979831704023
1112,-476.50586127492704,-0.0035201235968826228
1113,-476.9339240998146,-0.003523549210594844
1114,-477.36198692470214,-0.003526974824307065
1115,-477.7900497495896,-0.0035304004380192853
1116,-478.2181125744772,-0.003533826051731506
1117,-478.64617539936467,-0.0035372516654437265
1118,-479.0742382242522,-0.0035406772791559474
1119,-479.50230104913976,-0.0035441028928681687
1120,-479.93036387402725,-0.003547528506580389
1121,-480.3584266989148,-0.00355095412029261
1122,-480.7864895238023,-0.0035543797340048303
1123,-481.21455234868984,-0.003557805347717051
1124,-481.6426151735774,-0.003561230961429272
1125,-482.0706779984649,-0.003564656575141493
1126,-482.4987408233524,-0.0035680821888537137
1127,-482.9268036482399,-0.003571507802565934
1128,-483.35486647312746,-0.003574933416278155
1129,-483.782929298015,-0.0035783590299903758
1130,-484.2109921229025,-0.003581784643702596
1131,-484.63905494779004,-0.003585210257414817
1132,-485.06711777267753,-0.003588635871127038
1133,-485.4951805975651,-0.0035920614848392587
1134,-485.92324342245263,-0.0035954870985514796
1135,-486.3513062473401,-0.0035989127122637
1136,-486.77936907222767,-0.003602338325975921
1137,-487.20743189711516,-0.003605763939688141
1138,-487.6354947220027,-0.0036091895534003625
1139,-488.06355754689025,-0.0036126151671125833
1140,-488.49162037177774,-0.0036160407808248037
1141,-488.9196831966653,-0.0036194663945370246
1142,-489.3477460215528,-0.003622892008249245
1143,-489.7758088464403,-0.003626317621961466
1144,-490.2038716713278,-0.0036297432356736867
1145,-490.63193449621537,-0.0036331688493859075
1146,-491.0599973211029,-0.0036365944630981284
1147,-491.4880601459904,-0.0036400200768103488
1148,-491.91612297087795,-0.0036434456905225696
1149,-492.34418579576544,-0.00364687130423479
1150,-492.772248620653,-0.003650296917947011
1151,-493.20031144554054,-0.003653722531659232
1152,-493.628374270428,-0.0036571481453714525
1153,-494.0564370953156,-0.0036605737590836734
1154,-494.48449992020306,-0.003663999372795894
1155,-494.9125627450906,-0.0036674249865081146
1156,-495.34062556997816,-0.0036708506002203355
1157,-495.76868839486565,-0.0036742762139325563
1158,-496.1967512197532,-0.003677701827644777
1159,-496.6248140446407,-0.0036811274413569976
1160,-497.05287686952823,-0.0036845530550692184
1161,-497.4809396944158,-0.0036879786687814393
1162,-497.9090025193033,-0.0036914042824936597
1163,-498.3370653441908,-0.003694829896205881
1164,-498.7651281690783,-0.0036982555099181014
1165,-499.19319099396586,-0.003701681123630322
1166,-499.6212538188534,-0.003705106737342543
1167,-500.0493166437409,-0.0037085323510547634
1168,-500.47737946862844,-0.0037119579647669843
1169,-500.90544229351593,-0.0037153835784792047
1170,-501.3335051184035,-0.003718809192191426
1171,-501.761567943291,-0.003722234805903647
1172,-502.1896307681785,-0.0037256604196158672
1173,-502.61769359306606,-0.003729086033328088
1174,-503.04575641795356,-0.0037325116470403085
1175,-503.4738192428411,-0.0037359372607525293
1176,-503.90188206772865,-0.0037393628744647506
1177,-504.32994489261614,-0.003742788488176971
1178,-504.7580077175037,-0.003746214101889192
1179,-505.1860705423912,-0.0037496397156014123
1180,-505.6141333672787,-0.003753065329313633
1181,-506.0421961921663,-0.003756490943025854
1182,-506.47025901705376,-0.0037599165567380748
1183,-506.8983218419413,-0.0037626808715984007
1184,-507.3263846668288,-0.0037653164514554246
1185,-507.75444749171635,-0.0037679520313124485
1186,-508.1825103166039,-0.003770587611169473
1187,-508.6105731414914,-0.0037732231910264967
1188,-509.03863596637893,-0.0037758587708835206
1189,-509.4666987912664,-0.0037784943507405445
1190,-509.89476161615397,-0.0037811299305975684
1191,-510.32282444104146,-0.0037837655104545924
1192,-510.750887265929,-0.0037864010903116167
1193,-511.17895009081656,-0.0037890366701686406
1194,-511.60701291570405,-0.0037916722500256645
1195,-512.0350757405915,-0.0037943078298826884
1196,-512.4631385654791,-0.0037969434097397123
1197,-512.8912013903666,-0.0037995789895967367
1198,-513.3192642152542,-0.003802214569453761
1199,-513.7473270401417,-0.003804850149310785
1200,-514.1753898650292,-0.0038074857291678084
1201,-514.6034526899167,-0.0038101213090248327
1202,-515.0315155148043,-0.0038127568888818566
1203,-515.4595783396918,-0.003815392468738881
1204,-515.8876411645793,-0.0038180280485959053
1205,-516.3157039894668,-0.0038206636284529283
1206,-516.7437668143543,-0.0038232992083099527
1207,-517.1718296392419,-0.003825934788166977
1208,-517.5998924641294,-0.003828570368024001
1209,-518.027955289017,-0.0038312059478810253
1210,-518.4560181139044,-0.0038338415277380487
1211,-518.884080938792,-0.0038364771075950726
1212,-519.3121437636795,-0.003839112687452097
1213,-519.740206588567,-0.003841748267309121
1214,-520.1682694134546,-0.0038443838471661452
1215,-520.596332238342,-0.0038470194270231687
1216,-521.0243950632296,-0.003849655006880193
1217,-521.4524578881171,-0.003852290586737217
1218,-521.8805207130047,-0.0038549261665942413
1219,-522.3085835378922,-0.003857561746451265
1220,-522.7366463627797,-0.0038601973263082887
1221,-523.1647091876672,-0.003862832906165313
1222,-523.5927720125547,-0.003865468486022337
1223,-524.0208348374423,-0.0038681040658793612
1224,-524.4488976623298,-0.0038707396457363856
1225,-524.8769604872173,-0.003873375225593409
1226,-525.3050233121048,-0.003876010805450433
1227,-525.7330861369924,-0.0038786463853074573
1228,-526.1611489618799,-0.003881281965164481
1229,-526.5892117867675,-0.0038839175450215055
1230,-527.0172746116549,-0.003886553124878529
1231,-527.4453374365424,-0.003889188704735553
1232,-527.87340026143,-0.0038918242845925773
1233,-528.3014630863175,-0.0038944598644496016
1234,-528.7295259112051,-0.0038970954443066255
1235,-529.1575887360925,-0.003899731024163649
1236,-529.5856515609801,-0.0039023666040206733
1237,-530.0137143858676,-0.0039050021838776972
1238,-530.4417772107552,-0.0039076377637347216
1239,-530.8698400356427,-0.003910273343591746
1240,-531.2979028605301,-0.003912908923448769
1241,-531.7259656854177,-0.003915544503305794
1242,-532.1540285103052,-0.003918180083162817
1243,-532.5820913351928,-0.0039208156630198415
1244,-533.0101541600803,-0.003923451242876866
1245,-533.4382169849678,-0.003926086822733889
1246,-533.8662798098553,-0.003928722402590914
1247,-534.2943426347429,-0.003931357982447937
1248,-534.7224054596304,-0.0039339935623049615
1249,-535.150468284518,-0.003936629142161986
1250,-535.5785311094054,-0.003939264722019009
1251,-536.0065939342929,-0.003941900301876034
1252,-536.4346567591805,-0.003944535881733058
1253,-536.862719584068,-0.0039471714615900814
1254,-537.2907824089556,-0.003949807041447106
1255,-537.718845233843,-0.003952442621304129
1256,-538.1469080587306,-0.003955078201161154
1257,-538.5749708836181,-0.003957713781018178
1258,-539.0030337085057,-0.003960349360875202
1259,-539.4310965333931,-0.003962984940732226
1260,-539.8591593582806,-0.003965620520589249
1261,-540.2872221831682,-0.0039682561004462736
1262,-540.7152850080557,-0.003970891680303298
1263,-541.1433478329433,-0.0039731519660227595
1264,-541.5714106578307,-0.003975016492779684
1265,-541.9994734827183,-0.003976881019536608
1266,-542.4275363076058,-0.003978745546293533
1267,-542.8555991324934,-0.003980610073050457
1268,-543.2836619573809,-0.0039824745998073815
1269,-543.7117247822683,-0.003984339126564305
1270,-544.1397876071559,-0.003986203653321229
1271,-544.5678504320434,-0.003988068180078154
1272,-544.995913256931,-0.003989932706835078
1273,-545.4239760818185,-0.0039917972335920026
1274,-545.852038906706,-0.003993661760348927
1275,-546.2801017315935,-0.003995526287105851
1276,-546.708164556481,-0.003997390813862776
1277,-547.1362273813686,-0.0039992553406197
1278,-547.5642902062561,-0.0040011198673766245
1279,-547.9923530311436,-0.004002984394133548
1280,-548.4204158560311,-0.0040048489208904725
1281,-548.8484786809187,-0.004006713447647397
1282,-549.2765415058062,-0.004008577974404321
1283,-549.7046043306938,-0.004010442501161246
1284,-550.1326671555812,-0.00401230702791817
1285,-550.5607299804688,-0.0040141715546750945
1286,-550.9887928053563,-0.004016036081432019
1287,-551.4168556302438,-0.004017900608188943
1288,-551.8449184551314,-0.004019765134945868
1289,-552.2729812800188,-0.004021629661702792
1290,-552.7010441049064,-0.0040234941884597164
1291,-553.1291069297939,-0.004025358715216641
1292,-553.5571697546815,-0.004027223241973565
1293,-553.985232579569,-0.00402908776873049
1294,-554.4132954044564,-0.004030952295487413
1295,-554.841358229344,-0.0040328168222443376
1296,-555.2694210542315,-0.004034681349001262
1297,-555.6974838791191,-0.004036545875758186
1298,-556.1255467040066,-0.004038410402515111
1299,-556.5536095288941,-0.004040274929272035
1300,-556.9816723537816,-0.0040421394560289595
1301,-557.4097351786692,-0.004044003982785884
1302,-557.8377980035567,-0.004045868509542808
1303,-558.2658608284443,-0.004047733036299733
1304,-558.6939236533317,-0.004049597563056656
1305,-559.1219864782192,-0.004051462089813581
1306,-559.5500493031068,-0.004053326616570505
1307,-559.9781121279943,-0.0040551911433274294
1308,-560.4061749528819,-0.004057055670084355
1309,-560.8342377777693,-0.004058920196841278
1310,-561.2623006026569,-0.004060784723598203
1311,-561.6903634275444,-0.004062649250355127
1312,-562.118426252432,-0.004064513777112051
1313,-562.5464890773195,-0.004066378303868976
1314,-562.9745519022069,-0.0040682428306259
1315,-563.4026147270945,-0.004070107357382825
1316,-563.830677551982,-0.004071971884139749
1317,-564.2587403768696,-0.004073836410896673
1318,-564.6868032017571,-0.004075700937653598
1319,-565.1148660266446,-0.004077565464410521
1320,-565.5429288515321,-0.004079429991167446
1321,-565.9709916764197,-0.00408129451792437
1322,-566.3990545013072,-0.0040831590446812945
1323,-566.8271173261948,-0.004085023571438219
1324,-567.2551801510822,-0.004086888098195143
1325,-567.6832429759697,-0.004088752624952068
1326,-568.1113058008573,-0.004090617151708992
1327,-568.5393686257448,-0.0040924816784659165
1328,-568.9674314506324,-0.004094346205222841
1329,-569.3954942755198,-0.004096210731979764
1330,-569.8235571004074,-0.004098075258736689
1331,-570.2516199252949,-0.004099939785493613
1332,-570.6796827501825,-0.004101804312250538
1333,-571.10774557507,-0.004103668839007462
1334,-571.5358083999574,-0.004105533365764386
1335,-571.963871224845,-0.004107397892521311
1336,-572.3919340497325,-0.004109262419278235
1337,-572.8199968746201,-0.00411112694603516
1338,-573.2480596995076,-0.004112991472792084
1339,-573.676122524395,-0.004114855999549008
1340,-574.1041853492826,-0.004116720526305933
1341,-574.5322481741701,-0.004118585053062857
1342,-574.9603109990577,-0.004120449579819782
1343,-575.3883738239452,-0.004122314106576706
1344,-575.8164366488327,-0.0041241786333336295
1345,-576.2444994737202,-0.004126043160090554
1346,-576.6725622986078,-0.004127688429354682
1347,-577.1006251234953,-0.004129100717483662
1348,-577.5286879483829,-0.004130513005612641
1349,-577.9567507732703,-0.004131925293741621
1350,-578.3848135981578,-0.0041333375818706
1351,-578.8128764230454,-0.00413474986999958
1352,-579.2409392479329,-0.004136162158128559
1353,-579.6690020728204,-0.0041375744462575385
1354,-580.0970648977079,-0.0041389867343865185
1355,-580.5251277225955,-0.004140399022515498
1356,-580.953190547483,-0.004141811310644478
1357,-581.3812533723706,-0.004143223598773458
1358,-581.809316197258,-0.004144635886902437
1359,-582.2373790221455,-0.004146048175031416
1360,-582.6654418470331,-0.004147460463160396
1361,-583.0935046719206,-0.004148872751289375
1362,-583.5215674968082,-0.004150285039418355
1363,-583.9496303216956,-0.004151697327547334
1364,-584.3776931465832,-0.004153109615676314
1365,-584.8057559714707,-0.004154521903805293
1366,-585.2338187963583,-0.004155934191934273
1367,-585.6618816212458,-0.004157346480063252
1368,-586.0899444461332,-0.004158758768192231
1369,-586.5180072710208,-0.004160171056321211
1370,-586.9460700959083,-0.0041615833444501905
1371,-587.3741329207959,-0.0041629956325791705
1372,-587.8021957456834,-0.0041644079207081505
1373,-588.2302585705709,-0.00416582020883713
1374,-588.6583213954584,-0.004167232496966109
1375,-589.086384220346,-0.004168644785095089
1376,-589.5144470452335,-0.004170057073224068
1377,-589.9425098701211,-0.004171469361353048
1378,-590.3705726950085,-0.004172881649482027
1379,-590.798635519896,-0.004174293937611007
1380,-591.2266983447836,-0.004175706225739986
1381,-591.6547611696711,-0.004177118513868966
1382,-592.0828239945587,-0.004178530801997945
1383,-592.5108868194461,-0.004179943090126924
1384,-592.9389496443337,-0.004181355378255904
1385,-593.3670124692212,-0.0041827676663848835
1386,-593.7950752941088,-0.0041841799545138635
1387,-594.2231381189963,-0.0041855922426428434
1388,-594.6512009438837,-0.004187004530771823
1389,-595.0792637687713,-0.004188416818900802
1390,-595.5073265936588,-0.004189829107029782
1391,-595.9353894185464,-0.004191241395158761
1392,-596.3634522434339,-0.004192653683287741
1393,-596.7915150683214,-0.00419406597141672
1394,-597.2195778932089,-0.004195478259545699
1395,-597.6476407180965,-0.004196890547674679
1396,-598.075703542984,-0.004198302835803659
1397,-598.5037663678715,-0.004199715123932638
1398,-598.931829192759,-0.004201127412061617
1399,-599.3598920176465,-0.004202539700190597
1400,-599.7879548425341,-0.004203951988319576
1401,-600.2160176674216,-0.004205364276448556
1402,-600.6440804923092,-0.0042067765645775355
1403,-601.0721433171966,-0.0042081888527065155
1404,-601.5002061420842,-0.004209601140835495
1405,-601.9282689669717,-0.004211013428964475
1406,-602.3563317918592,-0.004212425717093454
1407,-602.7843946167468,-0.004213838005222434
1408,-603.2124574416342,-0.004215250293351413
1409,-603.6405202665218,-0.004216662581480392
1410,-604.0685830914093,-0.004218074869609372
1411,-604.4966459162969,-0.004219487157738352
1412,-604.9247087411844,-0.004220899445867331
1413,-605.3527715660719,-0.00422231173399631
1414,-605.7808343909594,-0.00422372402212529
1415,-606.208897215847,-0.004225136310254269
1416,-606.6369600407345,-0.004226548598383249
1417,-607.065022865622,-0.0042279608865122284
1418,-607.4930856905095,-0.004229373174641208
1419,-607.921148515397,-0.0042307854627701875
1420,-608.3492113402846,-0.0042321977508991675
1421,-608.7772741651721,-0.004233610039028147
1422,-609.2053369900597,-0.004235022327157127
1423,-609.6333998149471,-0.004236434615286106
1424,-610.0614626398346,-0.004237846903415085
1425,-610.4895254647222,-0.004239259191544065
1426,-610.9175882896097,-0.004240671479673045
1427,-611.3456511144973,-0.004242083767802024
1428,-611.7737139393847,-0.004243496055931003
1429,-612.2017767642723,-0.004244908344059983
1430,-612.6298395891598,-0.004246320632188962
1431,-613.0579024140474,-0.004247732920317942
1432,-613.4859652389349,-0.004248901468675117
1433,-613.9140280638223,-0.004250036250152354
1434,-614.3420908887099,-0.004251171031629592
1435,-614.7701537135974,-0.00425230581310683
1436,-615.198216538485,-0.004253440594584067
1437,-615.6262793633725,-0.0042545753760613045
1438,-616.05434218826,-0.0042557101575385415
1439,-616.4824050131475,-0.004256844939015779
1440,-616.9104678380351,-0.004257979720493016
1441,-617.3385306629226,-0.004259114501970254
1442,-617.7665934878102,-0.004260249283447491
1443,-618.1946563126976,-0.004261384064924729
1444,-618.6227191375851,-0.004262518846401966
1445,-619.0507819624727,-0.0042636536278792036
1446,-619.4788447873602,-0.0042647884093564405
1447,-619.9069076122477,-0.004265923190833678
1448,-620.3349704371352,-0.004267057972310915
1449,-620.7630332620228,-0.004268192753788153
1450,-621.1910960869103,-0.00426932753526539
1451,-621.6191589117979,-0.004270462316742628
1452,-622.0472217366853,-0.004271597098219865
1453,-622.4752845615728,-0.004272731879697103
1454,-622.9033473864604,-0.00427386666117434
1455,-623.3314102113479,-0.004275001442651577
1456,-623.7594730362355,-0.004276136224128815
1457,-624.1875358611229,-0.004277271005606052
1458,-624.6155986860105,-0.00427840578708329
1459,-625.043661510898,-0.004279540568560527
1460,-625.4717243357856,-0.004280675350037765
1461,-625.8997871606731,-0.004281810131515002
1462,-626.3278499855605,-0.0042829449129922394
1463,-626.7559128104481,-0.004284079694469476
1464,-627.1839756353356,-0.004285214475946714
1465,-627.6120384602232,-0.004286349257423951
1466,-628.0401012851107,-0.004287484038901189
1467,-628.4681641099982,-0.004288618820378426
1468,-628.8962269348857,-0.004289753601855664
1469,-629.3242897597733,-0.004290888383332901
1470,-629.7523525846608,-0.0042920231648101385
1471,-630.1804154095483,-0.004293157946287376
1472,-630.6084782344358,-0.004294292727764613
1473,-631.0365410593233,-0.004295427509241851
1474,-631.4646038842109,-0.004296562290719088
1475,-631.8926667090984,-0.004297697072196326
1476,-632.320729533986,-0.004298831853673563
1477,-632.7487923588734,-0.0042999666351508006
1478,-633.176855183761,-0.0043011014166280375
1479,-633.6049180086485,-0.004302236198105275
1480,-634.032980833536,-0.004303370979582512
1481,-634.4610436584236,-0.00430450576105975
1482,-634.889106483311,-0.004305640542536987
1483,-635.3171693081986,-0.004306775324014225
1484,-635.7452321330861,-0.004307910105491462
1485,-636.1732949579737,-0.0043090448869687
1486,-636.6013577828612,-0.004310179668445937
1487,-637.0294206077486,-0.004311314449923174
1488,-637.4574834326362,-0.004312449231400411
1489,-637.8855462575237,-0.004313584012877649
1490,-638.3136090824113,-0.004314718794354887
1491,-638.7416719072988,-0.004315853575832124
1492,-639.1697347321863,-0.004316988357309362
1493,-639.5977975570738,-0.004318123138786599
1494,-640.0258603819614,-0.0043192579202638364
1495,-640.4539232068489,-0.004320392701741073
1496,-640.8819860317365,-0.004321527483218311
1497,-641.3100488566239,-0.004322662264695548
1498,-641.7381116815114,-0.004323797046172786
1499,-642.166174506399,-0.004324931827650023
1500,-642.5942373312865,-0.004326066609127261
1501,-643.0223001561741,-0.0043272013906044985
1502,-643.4503629810615,-0.0043283361720817355
1503,-643.8784258059491,-0.004329470953558972
1504,-644.3064886308366,-0.00433060573503621
1505,-644.7345514557242,-0.004331740516513448
1506,-645.1626142806117,-0.004332875297990685
1507,-645.5906771054991,-0.004334010079467922
1508,-646.0187399303867,-0.00433514486094516
1509,-646.4468027552742,-0.004336279642422398
1510,-646.8748655801618,-0.0043374144238996345
1511,-647.3029284050493,-0.004338549205376872
1512,-647.7309912299368,-0.004339683986854109
1513,-648.1590540548243,-0.004340818768331347
1514,-648.5871168797119,-0.004341953549808584
1515,-649.0151797045994,-0.004343088331285822
1516,-649.443242529487,-0.004344223112763059
1517,-649.8713053543744,-0.004345357894240297
1518,-650.2993681792619,-0.0043464926757175336
1519,-650.7274310041495,-0.004347627457194771
1520,-651.155493829037,-0.004348257621694769
1521,-651.5835566539246,-0.004348673606373861
1522,-652.011619478812,-0.004349089591052953
1523,-652.4396823036996,-0.0043495055757320445
1524,-652.8677451285871,-0.004349921560411137
1525,-653.2958079534747,-0.004350337545090229
1526,-653.7238707783622,-0.004350753529769321
1527,-654.1519336032496,-0.004351169514448413
1528,-654.5799964281372,-0.004351585499127506
1529,-655.0080592530247,-0.0043520014838065975
1530,-655.4361220779123,-0.004352417468485689
1531,-655.8641849027998,-0.004352833453164781
1532,-656.2922477276873,-0.004353249437843874
1533,-656.7203105525748,-0.004353665422522966
1534,-657.1483733774623,-0.004354081407202058
1535,-657.5764362023499,-0.00435449739188115
1536,-658.0044990272374,-0.004354913376560242
1537,-658.4325618521249,-0.004355329361239334
1538,-658.8606246770124,-0.004355745345918426
1539,-659.2886875019,-0.004356161330597518
1540,-659.7167503267875,-0.004356577315276611
1541,-660.144813151675,-0.004356993299955703
1542,-660.5728759765625,-0.0043574092846347945
1543,-661.00093880145,-0.004357825269313886
1544,-661.4290016263376,-0.004358241253992979
1545,-661.8570644512251,-0.004358657238672071
1546,-662.2851272761126,-0.004359073223351163
1547,-662.7131901010001,-0.004359489208030255
1548,-663.1412529258877,-0.0043599051927093475
1549,-663.5693157507752,-0.004360321177388439
1550,-663.9973785756628,-0.004360737162067531
1551,-664.4254414005502,-0.004361153146746623
1552,-664.8535042254377,-0.004361569131425715
1553,-665.2815670503253,-0.004361985116104808
1554,-665.7096298752128,-0.0043624011007839
1555,-666.1376927001004,-0.0043628170854629915
1556,-666.5657555249878,-0.004363233070142083
1557,-666.9938183498754,-0.004363649054821176
1558,-667.4218811747629,-0.004364065039500268
1559,-667.8499439996505,-0.00436448102417936
1560,-668.278006824538,-0.0043648970088584526
1561,-668.7060696494254,-0.0043653129935375444
1562,-669.134132474313,-0.004365728978216636
1563,-669.5621952992005,-0.004366144962895728
1564,-669.9902581240881,-0.004366560947574821
1565,-670.4183209489756,-0.004366976932253913
1566,-670.8463837738631,-0.004367392916933005
1567,-671.2744465987506,-0.0043678089016120965
1568,-671.7025094236382,-0.004368224886291189
1569,-672.1305722485257,-0.004368640870970281
1570,-672.5586350734133,-0.004369056855649373
1571,-672.9866978983007,-0.004369472840328465
1572,-673.4147607231882,-0.004369888825007557
1573,-673.8428235480758,-0.0043703048096866495
1574,-674.2708863729633,-0.004370720794365741
1575,-674.6989491978509,-0.004371136779044833
1576,-675.1270120227383,-0.004371552763723925
1577,-675.5550748476259,-0.004371968748403018
1578,-675.9831376725134,-0.00437238473308211
1579,-676.411200497401,-0.004372800717761202
1580,-676.8392633222885,-0.004373216702440294
1581,-677.2673261471759,-0.004373632687119386
1582,-677.6953889720635,-0.004374048671798478
1583,-678.123451796951,-0.00437446465647757
1584,-678.5515146218386,-0.004374880641156663
1585,-678.9795774467261,-0.004375296625835755
1586,-679.4076402716136,-0.0043757126105148465
1587,-679.8357030965011,-0.004376128595193938
1588,-680.2637659213887,-0.00437654457987303
1589,-680.6918287462762,-0.004376960564552123
1590,-681.1198915711637,-0.004377376549231215
1591,-681.5479543960512,-0.004377792533910307
1592,-681.9760172209387,-0.004378208518589399
1593,-682.4040800458263,-0.004378624503268491
1594,-682.8321428707138,-0.004379040487947583
1595,-683.2602056956014,-0.004379456472626675
1596,-683.6882685204888,-0.004379872457305767
1597,-684.1163313453764,-0.00438028844198486
1598,-684.5443941702639,-0.004380704426663952
1599,-684.9724569951514,-0.0043811204113430435
1600,-685.400519820039,-0.004381536396022136
1601,-685.8285826449264,-0.004381952380701228
1602,-686.256645469814,-0.00438236836538032
1603,-686.6847082947015,-0.004382784350059412
1604,-687.1127711195891,-0.004383200334738505
1605,-687.5408339444766,-0.0043836163194175964
1606,-687.968896769364,-0.004384032304096688
1607,-688.3969595942516,-0.00438444828877578
1608,-688.8250224191391,-0.004384864273454872
1609,-689.2530852440267,-0.004385280258133965
1610,-689.6811480689142,-0.004385696242813057
1611,-690.1092108938017,-0.004385027280544547
1612,-690.5372737186892,-0.00438434847147707
1613,-690.9653365435768,-0.004383669662409593
1614,-691.3933993684643,-0.004382990853342116
1615,-691.8214621933519,-0.00438231204427464
1616,-692.2495250182393,-0.004381633235207163
1617,-692.6775878431268,-0.004380954426139686
1618,-693.1056506680144,-0.00438027561707221
1619,-693.5337134929019,-0.004379596808004733
1620,-693.9617763177895,-0.004378917998937256
1621,-694.3898391426769,-0.0043782391898697795
1622,-694.8179019675645,-0.004377560380802302
1623,-695.245964792452,-0.004376881571734825
1624,-695.6740276173396,-0.004376202762667349
1625,-696.1020904422271,-0.004375523953599872
1626,-696.5301532671145,-0.004374845144532395
1627,-696.9582160920021,-0.0043741663354649185
1628,-697.3862789168896,-0.004373487526397442
1629,-697.8143417417772,-0.004372808717329965
1630,-698.2424045666646,-0.004372129908262488
1631,-698.6704673915522,-0.004371451099195012
1632,-699.0985302164397,-0.004370772290127535
1633,-699.5265930413273,-0.0043700934810600575
1634,-699.9546558662148,-0.004369414671992581
1635,-700.3827186911022,-0.004368735862925104
1636,-700.8107815159898,-0.004368057053857627
1637,-701.2388443408773,-0.004367378244790151
1638,-701.6669071657649,-0.004366699435722674
1639,-702.0949699906524,-0.004366020626655197
1640,-702.5230328155399,-0.004365341817587721
1641,-702.9510956404274,-0.004364663008520244
1642,-703.379158465315,-0.004363984199452767
1643,-703.8072212902025,-0.00436330539038529
1644,-704.23528411509,-0.004362626581317813
1645,-704.6633469399775,-0.004361947772250336
1646,-705.091409764865,-0.00436126896318286
1647,-705.5194725897526,-0.004360590154115383
1648,-705.9475354146401,-0.004359911345047906
1649,-706.3755982395277,-0.0043592325359804295
1650,-706.8036610644151,-0.004358553726912953
1651,-707.2317238893027,-0.004357874917845476
1652,-707.6597867141902,-0.0043571961087779994
1653,-708.0878495390778,-0.004356517299710523
1654,-708.5159123639653,-0.004355838490643045
1655,-708.9439751888527,-0.0043551596815755685
1656,-709.3720380137403,-0.004354480872508092
1657,-709.8001008386278,-0.004353802063440615
1658,-710.2281636635154,-0.004353123254373138
1659,-710.6562264884029,-0.004352444445305662
1660,-711.0842893132904,-0.004351765636238185
1661,-711.5123521381779,-0.004351086827170708
1662,-711.9404149630655,-0.004350408018103232
1663,-712.368477787953,-0.004349729209035755
1664,-712.7965406128405,-0.004349050399968277
1665,-713.224603437728,-0.0043483715909008016
1666,-713.6526662626155,-0.004347692781833324
1667,-714.0807290875031,-0.004347013972765847
1668,-714.5087919123906,-0.004346335163698371
1669,-714.9368547372782,-0.004345656354630894
1670,-715.3649175621656,-0.004344977545563417
1671,-715.7929803870531,-0.0043442987364959405
1672,-716.2210432119407,-0.004343619927428464
1673,-716.6491060368282,-0.004342941118360987
1674,-717.0771688617158,-0.0043422623092935105
1675,-717.5052316866032,-0.004341583500226034
1676,-717.9332945114908,-0.004340904691158556
1677,-718.3613573363783,-0.0043402258820910795
1678,-718.7894201612659,-0.004339547073023603
1679,-719.2174829861534,-0.004338868263956126
1680,-719.6455458110408,-0.004338189454888649
1681,-720.0736086359284,-0.004337510645821173
1682,-720.5016714608159,-0.004336831836753696
1683,-720.9297342857035,-0.004336153027686219
1684,-721.357797110591,-0.004335474218618743
1685,-721.7858599354785,-0.004334795409551266
1686,-722.213922760366,-0.004334116600483789
1687,-722.6419855852536,-0.004333437791416312
1688,-723.0700484101411,-0.004332758982348835
1689,-723.4981112350287,-0.004332080173281358
1690,-723.9261740599161,-0.004331401364213882
1691,-724.3542368848036,-0.004330722555146405
1692,-724.7822997096912,-0.004330043746078928
1693,-725.2103625345787,-0.0043293649370114515
1694,-725.6384253594663,-0.004328686127943975
1695,-726.0664881843537,-0.004328007318876498
1696,-726.4945510092413,-0.0043273285098090215
1697,-726.9226138341288,-0.004326649700741544
1698,-727.3506766590164,-0.004325970891674067
1699,-727.7787394839039,-0.0043252920826065905
