,depth,W
137,-59.144607009590835,-8.263970464161339e-05
138,-59.57266983447836,-8.336093615515736e-05
139,-60.00073265936588,-8.408216766870131e-05
140,-60.428795484253406,-8.482349607314582e-05
141,-60.85685830914093,-8.560254295269979e-05
142,-61.28492113402846,-8.638158983225376e-05
143,-61.71298395891598,-8.716063671180772e-05
144,-62.1410467838035,-8.79396835913617e-05
145,-62.56910960869103,-8.871873047091566e-05
146,-62.997172433578555,-8.949777735046964e-05
147,-63.42523525846608,-9.02768242300236e-05
148,-63.8532980833536,-9.105587110957757e-05
149,-64.28136090824113,-9.183491798913153e-05
150,-64.70942373312865,-9.26139648686855e-05
151,-65.13748655801618,-9.339301174823947e-05
152,-65.5655493829037,-9.417205862779344e-05
153,-65.99361220779123,-9.495110550734743e-05
154,-66.42167503267875,-9.573015238690138e-05
155,-66.84973785756627,-9.650919926645534e-05
156,-67.2778006824538,-9.728824614600932e-05
157,-67.70586350734132,-9.806729302556328e-05
158,-68.13392633222884,-9.884633990511724e-05
159,-68.56198915711637,-9.962538678467122e-05
160,-68.99005198200389,-0.00010047690573720185
161,-69.41811480689142,-0.00010135764765685417
162,-69.84617763177894,-0.00010223838957650645
163,-70.27424045666646,-0.00010311913149615873
164,-70.702303281554,-0.00010399987341581103
165,-71.13036610644151,-0.00010488061533546333
166,-71.55842893132905,-0.00010576135725511563
167,-71.98649175621657,-0.00010664209917476791
168,-72.41455458110408,-0.00010752284109442019
169,-72.84261740599162,-0.00010840358301407251
170,-73.27068023087914,-0.00010928432493372479
171,-73.69874305576666,-0.00011016506685337707
172,-74.12680588065419,-0.00011104580877302939
173,-74.55486870554171,-0.00011192655069268167
174,-74.98293153042924,-0.00011280729261233397
175,-75.41099435531676,-0.00011368803453198625
176,-75.83905718020428,-0.00011456877645163854
177,-76.26712000509181,-0.00011544951837129085
178,-76.69518282997933,-0.00011633026029094313
179,-77.12324565486686,-0.00011721100221059545
180,-77.55130847975438,-0.00011809174413024773
181,-77.9793713046419,-0.00011898151453140136
182,-78.40743412952943,-0.00012013108698984952
183,-78.83549695441695,-0.00012128065944829765
184,-79.26355977930447,-0.0001224302319067458
185,-79.691622604192,-0.00012357980436519394
186,-80.11968542907952,-0.00012472937682364208
187,-80.54774825396706,-0.00012587894928209022
188,-80.97581107885458,-0.00012702852174053836
189,-81.4038739037421,-0.00012817809419898648
190,-81.83193672862963,-0.00012932766665743465
191,-82.25999955351715,-0.00013047723911588277
192,-82.68806237840468,-0.00013162681157433094
193,-83.1161252032922,-0.00013277638403277908
194,-83.54418802817972,-0.0001339259564912272
195,-83.97225085306725,-0.00013507552894967536
196,-84.40031367795477,-0.00013622510140812348
197,-84.82837650284229,-0.0001373746738665716
198,-85.25643932772982,-0.00013852424632501977
199,-85.68450215261734,-0.0001396738187834679
200,-86.11256497750487,-0.00014082339124191605
201,-86.5406278023924,-0.0001419729637003642
202,-86.96869062727991,-0.0001431225361588123
203,-87.39675345216745,-0.00014427210861726048
204,-87.82481627705496,-0.0001454216810757086
205,-88.25287910194248,-0.00014666840596084738
206,-88.68094192683002,-0.0001483519892243983
207,-89.10900475171753,-0.00015003557248794916
208,-89.53706757660507,-0.0001517191557515001
209,-89.96513040149259,-0.00015340273901505097
210,-90.3931932263801,-0.00015508632227860183
211,-90.82125605126764,-0.00015676990554215275
212,-91.24931887615516,-0.00015845348880570362
213,-91.67738170104269,-0.00016013707206925456
214,-92.10544452593021,-0.00016182065533280543
215,-92.53350735081773,-0.0001635042385963563
216,-92.96157017570526,-0.0001651878218599072
217,-93.38963300059278,-0.00016687140512345808
218,-93.8176958254803,-0.00016855498838700897
219,-94.24575865036783,-0.0001702385716505599
220,-94.67382147525535,-0.00017192215491411075
221,-95.10188430014288,-0.0001736057381776617
222,-95.5299471250304,-0.00017528932144121256
223,-95.95800994991792,-0.00017697290470476343
224,-96.38607277480546,-0.00017865648796831435
225,-96.81413559969297,-0.0001803400712318652
226,-97.24219842458051,-0.00018202365449541616
227,-97.67026124946803,-0.00018370723775896702
228,-98.09832407435555,-0.0001853908210225179
229,-98.52638689924308,-0.0001870744042860688
230,-98.9544497241306,-0.0001887579875496197
231,-99.38251254901812,-0.00019046547182441134
232,-99.81057537390565,-0.00019296691565243238
233,-100.23863819879317,-0.00019546835948045337
234,-100.6667010236807,-0.00019796980330847442
235,-101.09476384856822,-0.0002004712471364954
236,-101.52282667345574,-0.00020297269096451636
237,-101.95088949834327,-0.00020547413479253743
238,-102.37895232323079,-0.0002079755786205584
239,-102.80701514811831,-0.00021047702244857938
240,-103.23507797300584,-0.00021297846627660043
241,-103.66314079789336,-0.0002154799101046214
242,-104.0912036227809,-0.00021798135393264246
243,-104.51926644766841,-0.00022048279776066342
244,-104.94732927255593,-0.0002229842415886844
245,-105.37539209744347,-0.00022548568541670545
246,-105.80345492233099,-0.00022798712924472644
247,-106.23151774721852,-0.00023048857307274748
248,-106.65958057210604,-0.00023299001690076844
249,-107.08764339699356,-0.00023549146072878943
250,-107.51570622188109,-0.00023799290455681047
251,-107.94376904676861,-0.00024049434838483146
252,-108.37183187165613,-0.00024299579221285242
253,-108.79989469654366,-0.0002454972360408735
254,-109.22795752143118,-0.00024799867986889445
255,-109.65602034631871,-0.0002505001236969155
256,-110.08408317120623,-0.0002530015675249365
257,-110.51214599609375,-0.00025550301135295744
258,-110.94020882098128,-0.0002580044551809785
259,-111.3682716458688,-0.0002605058990089995
260,-111.79633447075634,-0.0002634558386990104
261,-112.22439729564385,-0.0002669351269117893
262,-112.65246012053137,-0.0002704144151245681
263,-113.0805229454189,-0.00027389370333734706
264,-113.50858577030642,-0.00027737299155012593
265,-113.93664859519394,-0.0002808522797629048
266,-114.36471142008148,-0.00028433156797568376
267,-114.792774244969,-0.00028781085618846263
268,-115.22083706985653,-0.0002912901444012416
269,-115.64889989474405,-0.0002947694326140204
270,-116.07696271963157,-0.00029824872082679927
271,-116.5050255445191,-0.00030172800903957824
272,-116.93308836940662,-0.0003052072972523571
273,-117.36115119429415,-0.0003086865854651361
274,-117.78921401918167,-0.00031216587367791494
275,-118.21727684406919,-0.0003156451618906938
276,-118.64533966895672,-0.0003191244501034728
277,-119.07340249384424,-0.0003226037383162516
278,-119.50146531873176,-0.00032608302652903045
279,-119.9295281436193,-0.0003295623147418094
280,-120.35759096850681,-0.0003330416029545883
281,-120.78565379339435,-0.00033652089116736726
282,-121.21371661828186,-0.0003400001793801461
283,-121.64177944316938,-0.000343479467592925
284,-122.06984226805692,-0.0003469587558057039
285,-122.49790509294444,-0.00035043804401848277
286,-122.92596791783195,-0.00035391733223126163
287,-123.35403074271949,-0.0003573966204440406
288,-123.782093567607,-0.00036087590865681947
289,-124.21015639249454,-0.00036435519686959844
290,-124.63821921738206,-0.0003678344850823773
291,-125.06628204226958,-0.0003716085100529293
292,-125.49434486715711,-0.0003759217948176691
293,-125.92240769204463,-0.00038023507958240884
294,-126.35047051693216,-0.00038454836434714866
295,-126.77853334181968,-0.00038886164911188827
296,-127.2065961667072,-0.000393174933876628
297,-127.63465899159473,-0.0003974882186413678
298,-128.06272181648225,-0.0004018015034061075
299,-128.49078464136977,-0.00040611478817084717
300,-128.9188474662573,-0.00041042807293558683
301,-129.34691029114484,-0.0004147413577003268
302,-129.77497311603236,-0.0004190546424650665
303,-130.20303594091988,-0.0004233679272298062
304,-130.6310987658074,-0.00042768121199454585
305,-131.0591615906949,-0.0004319944967592855
306,-131.48722441558246,-0.0004363077815240255
307,-131.91528724046998,-0.0004406210662887652
308,-132.3433500653575,-0.00044493435105350486
309,-132.77141289024502,-0.0004492476358182446
310,-133.19947571513254,-0.00045356092058298423
311,-133.62753854002008,-0.0004578742053477242
312,-134.0556013649076,-0.0004621874901124639
313,-134.48366418979512,-0.00046650077487720354
314,-134.91172701468264,-0.00047081405964194325
315,-135.33978983957016,-0.0004751273444066829
316,-135.76785266445768,-0.00047944062917142257
317,-136.19591548934523,-0.00048375391393616255
318,-136.62397831423274,-0.00048806719870090226
319,-137.05204113912026,-0.0004923804834656419
320,-137.48010396400778,-0.0004966937682303816
321,-137.9081667888953,-0.0005010070529951212
322,-138.33622961378285,-0.0005053203377598613
323,-138.76429243867037,-0.0005096336225246009
324,-139.1923552635579,-0.0005139469072893406
325,-139.6204180884454,-0.0005184817528480277
326,-140.04848091333292,-0.0005231663726384181
327,-140.47654373822047,-0.0005278509924288087
328,-140.904606563108,-0.0005325356122191989
329,-141.3326693879955,-0.0005372202320095893
330,-141.76073221288303,-0.0005419048517999797
331,-142.18879503777055,-0.0005465894715903699
332,-142.6168578626581,-0.0005512740913807605
333,-143.0449206875456,-0.0005559587111711509
334,-143.47298351243313,-0.0005606433309615412
335,-143.90104633732065,-0.0005653279507519315
336,-144.32910916220817,-0.0005700125705423218
337,-144.75717198709572,-0.0005746971903327124
338,-145.18523481198324,-0.0005793818101231027
339,-145.61329763687075,-0.000584066429913493
340,-146.04136046175827,-0.0005887510497038834
341,-146.4694232866458,-0.0005934356694942736
342,-146.8974861115333,-0.000598120289284664
343,-147.32554893642086,-0.0006028049090750546
344,-147.75361176130838,-0.0006074895288654448
345,-148.1816745861959,-0.0006121741486558352
346,-148.60973741108342,-0.0006168587684462255
347,-149.03780023597093,-0.0006215433882366158
348,-149.46586306085848,-0.0006262280080270064
349,-149.893925885746,-0.0006309126278173968
350,-150.32198871063352,-0.000635597247607787
351,-150.75005153552104,-0.0006402818673981774
352,-151.17811436040856,-0.0006449664871885677
353,-151.6061771852961,-0.0006496511069789582
354,-152.03424001018362,-0.0006543357267693486
355,-152.46230283507114,-0.0006590203465597389
356,-152.89036565995866,-0.0006637049663501292
357,-153.31842848484618,-0.0006683895861405195
358,-153.74649130973373,-0.0006730742059309102
359,-154.17455413462125,-0.0006777588257213005
360,-154.60261695950877,-0.0006824434455116907
361,-155.03067978439628,-0.0006871137805640692
362,-155.4587426092838,-0.000691647991297019
363,-155.88680543417132,-0.0006961822020299689
364,-156.31486825905887,-0.0007007164127629191
365,-156.7429310839464,-0.000705250623495869
366,-157.1709939088339,-0.0007097848342288188
367,-157.59905673372143,-0.0007143190449617687
368,-158.02711955860894,-0.0007188532556947186
369,-158.4551823834965,-0.0007233874664276689
370,-158.883245208384,-0.0007279216771606187
371,-159.31130803327153,-0.0007324558878935686
372,-159.73937085815905,-0.0007369900986265185
373,-160.16743368304657,-0.0007415243093594684
374,-160.59549650793412,-0.0007460585200924185
375,-161.02355933282163,-0.0007505927308253684
376,-161.45162215770915,-0.0007551269415583184
377,-161.87968498259667,-0.0007596611522912683
378,-162.3077478074842,-0.0007641953630242182
379,-162.73581063237174,-0.0007687295737571683
380,-163.16387345725926,-0.0007732637844901182
381,-163.59193628214678,-0.0007777979952230681
382,-164.0199991070343,-0.000782332205956018
383,-164.4480619319218,-0.0007868664166889679
384,-164.87612475680936,-0.0007914006274219181
385,-165.30418758169688,-0.000795934838154868
386,-165.7322504065844,-0.0008004690488878179
387,-166.16031323147192,-0.0008050032596207678
388,-166.58837605635944,-0.0008095374703537176
389,-167.01643888124696,-0.0008140716810866675
390,-167.4445017061345,-0.0008186058918196177
391,-167.87256453102202,-0.0008231401025525677
392,-168.30062735590954,-0.0008276743132855175
393,-168.72869018079706,-0.0008322085240184674
394,-169.15675300568458,-0.0008367427347514173
395,-169.58481583057213,-0.0008412769454843675
396,-170.01287865545964,-0.0008458111562173173
397,-170.44094148034716,-0.0008503453669502672
398,-170.86900430523468,-0.0008548795776832171
399,-171.2970671301222,-0.000859413788416167
400,-171.72512995500975,-0.0008639479991491172
401,-172.15319277989727,-0.0008681157741146862
402,-172.5812556047848,-0.0008721720448130541
403,-173.0093184296723,-0.0008762283155114221
404,-173.43738125455982,-0.00088028458620979
405,-173.86544407944737,-0.0008843408569081581
406,-174.2935069043349,-0.000888397127606526
407,-174.7215697292224,-0.0008924533983048939
408,-175.14963255410993,-0.0008965096690032618
409,-175.57769537899745,-0.0009005659397016298
410,-176.00575820388497,-0.0009046222103999977
411,-176.4338210287725,-0.0009086784810983659
412,-176.86188385366003,-0.0009127347517967338
413,-177.28994667854755,-0.0009167910224951017
414,-177.71800950343507,-0.0009208472931934696
415,-178.1460723283226,-0.0009249035638918376
416,-178.57413515321014,-0.0009289598345902058
417,-179.00219797809766,-0.0009330161052885737
418,-179.43026080298517,-0.0009370723759869416
419,-179.8583236278727,-0.0009411286466853095
420,-180.2863864527602,-0.0009451849173836774
421,-180.71444927764776,-0.0009492411880820457
422,-181.14251210253528,-0.0009532974587804136
423,-181.5705749274228,-0.0009573537294787815
424,-181.99863775231032,-0.0009614100001771494
425,-182.42670057719783,-0.0009654662708755173
426,-182.85476340208538,-0.0009695225415738855
427,-183.2828262269729,-0.0009735788122722534
428,-183.71088905186042,-0.0009776350829706214
429,-184.13895187674794,-0.0009816913536689893
430,-184.56701470163546,-0.0009857476243673572
431,-184.99507752652298,-0.0009898038950657251
432,-185.42314035141052,-0.0009938601657640933
433,-185.85120317629804,-0.0009979164364624612
434,-186.27926600118556,-0.001001972707160829
435,-186.70732882607308,-0.001006028977859197
436,-187.1353916509606,-0.001010085248557565
437,-187.56345447584815,-0.001014141519255933
438,-187.99151730073567,-0.001018197789954301
439,-188.41958012562318,-0.001022254060652669
440,-188.8476429505107,-0.001026310331351037
441,-189.27570577539822,-0.001030366602049405
442,-189.70376860028577,-0.001034422872747773
443,-190.1318314251733,-0.0010382012768613048
444,-190.5598942500608,-0.001041744506355338
445,-190.98795707494833,-0.0010452877358493708
446,-191.41601989983585,-0.001048830965343404
447,-191.8440827247234,-0.0010523741948374372
448,-192.2721455496109,-0.0010559174243314703
449,-192.70020837449843,-0.0010594606538255032
450,-193.12827119938595,-0.0010630038833195363
451,-193.55633402427347,-0.0010665471128135694
452,-193.98439684916102,-0.0010700903423076027
453,-194.41245967404853,-0.0010736335718016356
454,-194.84052249893605,-0.0010771768012956687
455,-195.26858532382357,-0.0010807200307897018
456,-195.6966481487111,-0.001084263260283735
457,-196.1247109735986,-0.0010878064897777678
458,-196.55277379848616,-0.0010913497192718011
459,-196.98083662337368,-0.0010948929487658342
460,-197.4088994482612,-0.0010984361782598673
461,-197.8369622731487,-0.0011019794077539002
462,-198.26502509803623,-0.0011055226372479333
463,-198.69308792292378,-0.0011090658667419666
464,-199.1211507478113,-0.0011126090962359997
465,-199.54921357269882,-0.0011161523257300326
466,-199.97727639758634,-0.0011196955552240657
467,-200.40533922247386,-0.0011232387847180988
468,-200.8334020473614,-0.0011267820142121321
469,-201.26146487224892,-0.001130325243706165
470,-201.68952769713644,-0.001133868473200198
471,-202.11759052202396,-0.0011374117026942312
472,-202.54565334691148,-0.0011409549321882643
473,-202.97371617179903,-0.0011444981616822974
474,-203.40177899668655,-0.0011480413911763305
475,-203.82984182157406,-0.0011515846206703636
476,-204.25790464646158,-0.0011551278501643967
477,-204.6859674713491,-0.0011586710796584296
478,-205.11403029623662,-0.0011622143091524627
479,-205.54209312112417,-0.001165757538646496
480,-205.9701559460117,-0.0011693007681405291
481,-206.3982187708992,-0.001172843997634562
482,-206.82628159578672,-0.001176387227128595
483,-207.25434442067424,-0.0011799304566226282
484,-207.6824072455618,-0.0011834736861166615
485,-208.1104700704493,-0.0011870169156106944
486,-208.53853289533683,-0.0011905601451047275
487,-208.96659572022435,-0.0011941033745987606
488,-209.39465854511187,-0.0011975507893067765
489,-209.8227213699994,-0.0012008371483938395
490,-210.25078419488693,-0.0012041235074809022
491,-210.67884701977445,-0.001207409866567965
492,-211.10690984466197,-0.001210696225655028
493,-211.5349726695495,-0.0012139825847420906
494,-211.96303549443704,-0.0012172689438291536
495,-212.39109831932456,-0.0012205553029162163
496,-212.81916114421207,-0.001223841662003279
497,-213.2472239690996,-0.0012271280210903418
498,-213.6752867939871,-0.0012304143801774047
499,-214.10334961887466,-0.0012337007392644677
500,-214.53141244376218,-0.0012369870983515304
501,-214.9594752686497,-0.0012402734574385932
502,-215.38753809353722,-0.001243559816525656
503,-215.81560091842474,-0.0012468461756127188
504,-216.24366374331225,-0.0012501325346997816
505,-216.6717265681998,-0.0012534188937868445
506,-217.09978939308732,-0.0012567052528739072
507,-217.52785221797484,-0.0012599916119609702
508,-217.95591504286236,-0.001263277971048033
509,-218.38397786774988,-0.0012665643301350957
510,-218.81204069263742,-0.0012698506892221586
511,-219.24010351752494,-0.0012731370483092213
512,-219.66816634241246,-0.0012764234073962843
513,-220.09622916729998,-0.001279709766483347
514,-220.5242919921875,-0.0012829961255704098
515,-220.95235481707505,-0.0012862824846574727
516,-221.38041764196257,-0.0012895688437445354
517,-221.80848046685009,-0.0012928552028315984
518,-222.2365432917376,-0.0012961415619186611
519,-222.66460611662512,-0.0012994279210057239
520,-223.09266894151267,-0.0013027142800927868
521,-223.5207317664002,-0.0013060006391798495
522,-223.9487945912877,-0.0013092869982669125
523,-224.37685741617523,-0.0013125733573539752
524,-224.80492024106275,-0.001315859716441038
525,-225.23298306595026,-0.0013191460755281007
526,-225.6610458908378,-0.0013224324346151636
527,-226.08910871572533,-0.0013257187937022266
528,-226.51717154061285,-0.0013290051527892893
529,-226.94523436550037,-0.001332291511876352
530,-227.3732971903879,-0.0013355778709634148
531,-227.80136001527543,-0.0013388642300504777
532,-228.22942284016295,-0.0013421505891375407
533,-228.65748566505047,-0.0013454369482246034
534,-229.085548489938,-0.0013487233073116662
535,-229.5136113148255,-0.0013520096663987289
536,-229.94167413971306,-0.0013552802644187093
537,-230.36973696460058,-0.0013584887807441678
538,-230.7977997894881,-0.0013616972970696263
539,-231.22586261437561,-0.0013649058133950848
540,-231.65392543926313,-0.001368114329720543
541,-232.08198826415068,-0.0013713228460460018
542,-232.5100510890382,-0.0013745313623714603
543,-232.93811391392572,-0.0013777398786969188
544,-233.36617673881324,-0.0013809483950223773
545,-233.79423956370076,-0.0013841569113478358
546,-234.2223023885883,-0.0013873654276732943
547,-234.65036521347582,-0.0013905739439987528
548,-235.07842803836334,-0.0013937824603242114
549,-235.50649086325086,-0.0013969909766496699
550,-235.93455368813838,-0.0014001994929751284
551,-236.3626165130259,-0.0014034080093005866
552,-236.79067933791345,-0.0014066165256260454
553,-237.21874216280096,-0.0014098250419515039
554,-237.64680498768848,-0.0014130335582769624
555,-238.074867812576,-0.0014162420746024209
556,-238.50293063746352,-0.0014194505909278792
557,-238.93099346235107,-0.0014226591072533379
558,-239.3590562872386,-0.0014258676235787964
559,-239.7871191121261,-0.001429076139904255
560,-240.21518193701363,-0.0014322846562297134
561,-240.64324476190114,-0.001435493172555172
562,-241.0713075867887,-0.0014387016888806304
563,-241.4993704116762,-0.001441910205206089
564,-241.92743323656373,-0.0014451187215315474
565,-242.35549606145125,-0.001448327237857006
566,-242.78355888633877,-0.0014515357541824644
567,-243.21162171122631,-0.001454744270507923
568,-243.63968453611383,-0.0014579527868333814
569,-244.06774736100135,-0.00146116130315884
570,-244.49581018588887,-0.0014643698194842984
571,-244.9238730107764,-0.001467578335809757
572,-245.3519358356639,-0.0014707868521352154
573,-245.77999866055146,-0.001473995368460674
574,-246.20806148543898,-0.0014772038847861324
575,-246.6361243103265,-0.001480412401111591
576,-247.064187135214,-0.0014836209174370495
577,-247.49224996010153,-0.001486829433762508
578,-247.92031278498908,-0.0014900379500879667
579,-248.3483756098766,-0.001493246466413425
580,-248.77643843476412,-0.0014964549827388835
581,-249.20450125965164,-0.001499663499064342
582,-249.63256408453915,-0.0015028720153898005
583,-250.0606269094267,-0.0015060805317152592
584,-250.48868973431422,-0.0015092890480407175
585,-250.91675255920174,-0.001512497564366176
586,-251.34481538408926,-0.0015157060806916345
587,-251.77287820897678,-0.001518915305566181
588,-252.20094103386432,-0.0015222279161702724
589,-252.62900385875184,-0.0015255405267743634
590,-253.05706668363936,-0.0015288531373784545
591,-253.48512950852688,-0.0015321657479825455
592,-253.9131923334144,-0.0015354783585866366
593,-254.34125515830195,-0.0015387909691907278
594,-254.76931798318947,-0.0015421035797948189
595,-255.19738080807699,-0.00154541619039891
596,-255.6254436329645,-0.001548728801003001
597,-256.053506457852,-0.0015520414116070918
598,-256.48156928273954,-0.001555354022211183
599,-256.9096321076271,-0.0015586666328152744
600,-257.3376949325146,-0.0015619792434193652
601,-257.7657577574021,-0.0015652918540234565
602,-258.1938205822897,-0.0015686044646275477
603,-258.62188340717717,-0.0015719170752316386
604,-259.0499462320647,-0.0015752296858357298
605,-259.4780090569522,-0.0015785422964398207
606,-259.90607188183975,-0.001581854907043912
607,-260.3341347067273,-0.0015851675176480032
608,-260.7621975316148,-0.001588480128252094
609,-261.19026035650234,-0.0015917927388561853
610,-261.6183231813898,-0.0015951053494602761
611,-262.0463860062774,-0.0015984179600643674
612,-262.4744488311649,-0.0016017305706684587
613,-262.9025116560524,-0.0016050431812725495
614,-263.33057448093996,-0.0016083557918766408
615,-263.75863730582745,-0.0016116684024807316
616,-264.186700130715,-0.0016149810130848229
617,-264.61476295560254,-0.0016182936236889141
618,-265.04282578049003,-0.001621606234293005
619,-265.4708886053776,-0.0016249188448970962
620,-265.8989514302651,-0.001628231455501187
621,-266.3270142551526,-0.0016315440661052783
622,-266.75507708004017,-0.0016348566767093696
623,-267.18313990492766,-0.0016381692873134602
624,-267.6112027298152,-0.0016414818979175515
625,-268.0392655547027,-0.0016447945085216423
626,-268.46732837959024,-0.0016481071191257336
627,-268.8953912044778,-0.0016514197297298249
628,-269.3234540293653,-0.0016547323403339157
