CHANNEL,EVENT,CLIP NAME,START TIME,END TIME,DURATION,STATE,Frames,Runtime,Beats
1,955,Heartbeat Tempo Mapped-34.L   ,00:06:30:00,00:06:30:07,00:00:00:07,Unmuted,11700,7,1
1,956,Heartbeat Tempo Mapped-35.L   ,00:06:30:12,00:06:31:00,00:00:00:17,Unmuted,11712,17,0
1,957,Heartbeat Tempo Mapped-36.L   ,00:06:31:11,00:06:31:18,00:00:00:07,Unmuted,11741,7,1
1,958,Heartbeat Tempo Mapped-37.L   ,00:06:31:23,00:06:32:10,00:00:00:17,Unmuted,11753,17,0
1,959,Heartbeat Tempo Mapped-38.L   ,00:06:32:21,00:06:32:29,00:00:00:07,Unmuted,11781,7,1
1,960,Heartbeat Tempo Mapped-39.L   ,00:06:33:05,00:06:33:22,00:00:00:17,Unmuted,11795,17,0
1,961,Heartbeat Tempo Mapped-40.L   ,00:06:34:03,00:06:34:10,00:00:00:07,Unmuted,11823,7,1
1,963,Heartbeat Tempo Mapped-42.L   ,00:06:34:16,00:06:35:03,00:00:00:16,Unmuted,11836,16,1
1,964,Heartbeat Tempo Mapped-34.L   ,00:06:35:15,00:06:35:22,00:00:00:07,Unmuted,11865,7,0
1,965,Heartbeat Tempo Mapped-35.L   ,00:06:35:27,00:06:36:15,00:00:00:17,Unmuted,11877,17,1
1,966,Heartbeat Tempo Mapped-36.L   ,00:06:36:27,00:06:37:05,00:00:00:07,Unmuted,11907,7,0
1,967,Heartbeat Tempo Mapped-37.L   ,00:06:37:10,00:06:37:28,00:00:00:17,Unmuted,11920,17,1
1,968,Heartbeat Tempo Mapped-38.L   ,00:06:38:10,00:06:38:18,00:00:00:07,Unmuted,11950,7,0
1,969,Heartbeat Tempo Mapped-39.L   ,00:06:38:24,00:06:39:12,00:00:00:17,Unmuted,11964,17,1
1,970,Heartbeat Tempo Mapped-40.L   ,00:06:39:24,00:06:40:02,00:00:00:07,Unmuted,11994,7,0
1,972,Heartbeat Tempo Mapped-42.L   ,00:06:40:08,00:06:40:25,00:00:00:16,Unmuted,12008,16,0
1,973,Heartbeat Tempo Mapped-34.L   ,00:06:41:09,00:06:41:16,00:00:00:07,Unmuted,12039,7,1
1,974,Heartbeat Tempo Mapped-35.L   ,00:06:41:22,00:06:42:10,00:00:00:17,Unmuted,12052,17,0
1,975,Heartbeat Tempo Mapped-36.L   ,00:06:42:24,00:06:43:01,00:00:00:07,Unmuted,12084,7,1
1,976,Heartbeat Tempo Mapped-37.L   ,00:06:43:08,00:06:43:25,00:00:00:17,Unmuted,12098,17,0
1,977,Heartbeat Tempo Mapped-38.L   ,00:06:44:09,00:06:44:17,00:00:00:07,Unmuted,12129,7,1
1,978,Heartbeat Tempo Mapped-39.L   ,00:06:44:24,00:06:45:11,00:00:00:17,Unmuted,12144,17,0
1,979,Heartbeat Tempo Mapped-40.L   ,00:06:45:26,00:06:46:03,00:00:00:07,Unmuted,12176,7,1
1,981,Heartbeat Tempo Mapped-42.L   ,00:06:46:11,00:06:46:28,00:00:00:16,Unmuted,12191,16,1
1,982,Heartbeat Tempo Mapped-34.L   ,00:06:47:13,00:06:47:20,00:00:00:07,Unmuted,12223,7,0
1,983,Heartbeat Tempo Mapped-35.L   ,00:06:47:27,00:06:48:15,00:00:00:17,Unmuted,12237,17,1
1,984,Heartbeat Tempo Mapped-36.L   ,00:06:49:01,00:06:49:08,00:00:00:07,Unmuted,12271,7,0
1,985,Heartbeat Tempo Mapped-37.L   ,00:06:49:16,00:06:50:03,00:00:00:17,Unmuted,12286,17,1
1,986,Heartbeat Tempo Mapped-38.L   ,00:06:50:19,00:06:50:27,00:00:00:07,Unmuted,12319,7,0
1,987,Heartbeat Tempo Mapped-39.L   ,00:06:51:05,00:06:51:22,00:00:00:17,Unmuted,12335,17,1
1,988,Heartbeat Tempo Mapped-40.L   ,00:06:52:09,00:06:52:16,00:00:00:07,Unmuted,12369,7,0
1,990,Heartbeat Tempo Mapped-42.L   ,00:06:52:25,00:06:53:12,00:00:00:16,Unmuted,12385,16,0
1,991,Heartbeat Tempo Mapped-34.L   ,00:06:53:29,00:06:54:06,00:00:00:07,Unmuted,12419,7,1
1,992,Heartbeat Tempo Mapped-35.L   ,00:06:54:14,00:06:55:02,00:00:00:17,Unmuted,12434,17,0
1,993,Heartbeat Tempo Mapped-36.L   ,00:06:55:20,00:06:55:27,00:00:00:07,Unmuted,12470,7,1
1,994,Heartbeat Tempo Mapped-37.L   ,00:06:56:06,00:06:56:23,00:00:00:17,Unmuted,12486,17,0
1,995,Heartbeat Tempo Mapped-38.L   ,00:06:57:12,00:06:57:20,00:00:00:07,Unmuted,12522,7,1
1,996,Heartbeat Tempo Mapped-39.L   ,00:06:57:29,00:06:58:16,00:00:00:17,Unmuted,12539,17,0
1,997,Heartbeat Tempo Mapped-40.L   ,00:06:59:05,00:06:59:12,00:00:00:07,Unmuted,12575,7,1
1,999,Heartbeat Tempo Mapped-42.L   ,00:06:59:22,00:07:00:09,00:00:00:16,Unmuted,12592,16,1
1,1000,Heartbeat Tempo Mapped-34.L   ,00:07:00:28,00:07:01:06,00:00:00:07,Unmuted,12628,7,0
1,1001,Heartbeat Tempo Mapped-35.L   ,00:07:01:15,00:07:02:02,00:00:00:17,Unmuted,12645,17,1
1,1002,Heartbeat Tempo Mapped-36.L   ,00:07:02:23,00:07:03:01,00:00:00:07,Unmuted,12683,7,0
1,1003,Heartbeat Tempo Mapped-37.L   ,00:07:03:10,00:07:03:27,00:00:00:17,Unmuted,12700,17,1
1,1004,Heartbeat Tempo Mapped-38.L   ,00:07:04:19,00:07:04:27,00:00:00:07,Unmuted,12739,7,0
1,1005,Heartbeat Tempo Mapped-39.L   ,00:07:05:07,00:07:05:24,00:00:00:17,Unmuted,12757,17,1
1,1006,Heartbeat Tempo Mapped-40.L   ,00:07:06:16,00:07:06:23,00:00:00:07,Unmuted,12796,7,0
1,1008,Heartbeat Tempo Mapped-42.L   ,00:07:07:04,00:07:07:21,00:00:00:16,Unmuted,12814,16,0
1,1009,Heartbeat Tempo Mapped-34.L   ,00:07:08:13,00:07:08:21,00:00:00:07,Unmuted,12853,7,1
1,1010,Heartbeat Tempo Mapped-35.L   ,00:07:09:01,00:07:09:19,00:00:00:17,Unmuted,12871,17,0
1,1011,Heartbeat Tempo Mapped-36.L   ,00:07:10:12,00:07:10:20,00:00:00:07,Unmuted,12912,7,1
1,1012,Heartbeat Tempo Mapped-37.L   ,00:07:11:01,00:07:11:18,00:00:00:17,Unmuted,12931,17,0
1,1013,Heartbeat Tempo Mapped-38.L   ,00:07:12:12,00:07:12:20,00:00:00:07,Unmuted,12972,7,1
1,1014,Heartbeat Tempo Mapped-39.L   ,00:07:13:02,00:07:13:19,00:00:00:17,Unmuted,12992,17,0
1,1015,Heartbeat Tempo Mapped-40.L   ,00:07:14:14,00:07:14:21,00:00:00:07,Unmuted,13034,7,1
1,1017,Heartbeat Tempo Mapped-42.L   ,00:07:15:04,00:07:15:20,00:00:00:16,Unmuted,13054,16,1
1,1018,Heartbeat Tempo Mapped-34.L   ,00:07:16:16,00:07:16:23,00:00:00:07,Unmuted,13096,7,0
1,1019,Heartbeat Tempo Mapped-35.L   ,00:07:17:05,00:07:17:23,00:00:00:17,Unmuted,13115,17,1
1,1020,Heartbeat Tempo Mapped-36.L   ,00:07:18:20,00:07:18:27,00:00:00:07,Unmuted,13160,7,0
1,1021,Heartbeat Tempo Mapped-37.L   ,00:07:19:10,00:07:19:27,00:00:00:17,Unmuted,13180,17,1
1,1022,Heartbeat Tempo Mapped-38.L   ,00:07:20:25,00:07:21:03,00:00:00:07,Unmuted,13225,7,0
1,1023,Heartbeat Tempo Mapped-39.L   ,00:07:21:16,00:07:22:03,00:00:00:17,Unmuted,13246,17,1
1,1024,Heartbeat Tempo Mapped-40.L   ,00:07:23:02,00:07:23:09,00:00:00:07,Unmuted,13292,7,0
1,1026,Heartbeat Tempo Mapped-42.L   ,00:07:23:23,00:07:24:10,00:00:00:16,Unmuted,13313,16,0
1,1027,Heartbeat Tempo Mapped-34.L   ,00:07:25:10,00:07:25:17,00:00:00:07,Unmuted,13360,7,1
1,1028,Heartbeat Tempo Mapped-35.L   ,00:07:26:00,00:07:26:18,00:00:00:17,Unmuted,13380,17,0
1,1029,Heartbeat Tempo Mapped-36.L   ,00:07:27:19,00:07:27:27,00:00:00:07,Unmuted,13429,7,1
1,1030,Heartbeat Tempo Mapped-37.L   ,00:07:28:11,00:07:28:28,00:00:00:17,Unmuted,13451,17,0
1,1031,Heartbeat Tempo Mapped-38.L   ,00:07:30:00,00:07:30:08,00:00:00:07,Unmuted,13500,7,1
1,1032,Heartbeat Tempo Mapped-39.L   ,00:07:30:24,00:07:31:11,00:00:00:17,Unmuted,13524,17,0
1,1033,Heartbeat Tempo Mapped-40.L   ,00:07:32:13,00:07:32:21,00:00:00:07,Unmuted,13573,7,1
1,1035,Heartbeat Tempo Mapped-42.L   ,00:07:33:07,00:07:33:24,00:00:00:16,Unmuted,13597,16,1
1,1036,Heartbeat Tempo Mapped-34.L   ,00:07:34:28,00:07:35:05,00:00:00:07,Unmuted,13648,7,0
1,1037,Heartbeat Tempo Mapped-35.L   ,00:07:35:21,00:07:36:09,00:00:00:17,Unmuted,13671,17,1
1,1038,Heartbeat Tempo Mapped-36.L   ,00:07:37:15,00:07:37:22,00:00:00:07,Unmuted,13725,7,0
1,1039,Heartbeat Tempo Mapped-37.L   ,00:07:38:09,00:07:38:26,00:00:00:17,Unmuted,13749,17,1
1,1040,Heartbeat Tempo Mapped-38.L   ,00:07:40:03,00:07:40:11,00:00:00:07,Unmuted,13803,7,0
1,1041,Heartbeat Tempo Mapped-39.L   ,00:07:40:29,00:07:41:16,00:00:00:17,Unmuted,13829,17,1
1,1042,Heartbeat Tempo Mapped-40.L   ,00:07:42:24,00:07:43:02,00:00:00:07,Unmuted,13884,7,0
1,1044,Heartbeat Tempo Mapped-42.L   ,00:07:43:20,00:07:44:07,00:00:00:16,Unmuted,13910,16,0
1,1045,Heartbeat Tempo Mapped-34.L   ,00:07:45:17,00:07:45:24,00:00:00:07,Unmuted,13967,7,1
1,1046,Heartbeat Tempo Mapped-35.L   ,00:07:46:12,00:07:47:00,00:00:00:17,Unmuted,13992,17,0
1,1047,Heartbeat Tempo Mapped-36.L   ,00:07:48:12,00:07:48:19,00:00:00:07,Unmuted,14052,7,1
1,1048,Heartbeat Tempo Mapped-37.L   ,00:07:49:08,00:07:49:26,00:00:00:17,Unmuted,14078,17,0
1,1049,Heartbeat Tempo Mapped-38.L   ,00:07:51:09,00:07:51:17,00:00:00:07,Unmuted,14139,7,1
1,1050,Heartbeat Tempo Mapped-39.L   ,00:07:52:08,00:07:52:25,00:00:00:17,Unmuted,14168,17,0
1,1051,Heartbeat Tempo Mapped-40.L   ,00:07:54:09,00:07:54:17,00:00:00:07,Unmuted,14229,7,1
1,1053,Heartbeat Tempo Mapped-42.L   ,00:07:55:09,00:07:55:26,00:00:00:16,Unmuted,14259,16,1
1,1054,Heartbeat Tempo Mapped-34.L   ,00:07:57:12,00:07:57:19,00:00:00:07,Unmuted,14322,7,0
1,1055,Heartbeat Tempo Mapped-35.L   ,00:07:58:11,00:07:58:28,00:00:00:17,Unmuted,14351,17,1
1,1056,Heartbeat Tempo Mapped-36.L   ,00:08:00:18,00:08:00:26,00:00:00:07,Unmuted,14418,7,0
1,1057,Heartbeat Tempo Mapped-37.L   ,00:08:01:18,00:08:02:05,00:00:00:17,Unmuted,14448,17,1
1,1058,Heartbeat Tempo Mapped-38.L   ,00:08:03:26,00:08:04:04,00:00:00:07,Unmuted,14516,7,0
1,1059,Heartbeat Tempo Mapped-39.L   ,00:08:04:29,00:08:05:17,00:00:00:17,Unmuted,14549,17,1
1,1060,Heartbeat Tempo Mapped-40.L   ,00:08:07:09,00:08:07:16,00:00:00:07,Unmuted,14619,7,0
1,1062,Heartbeat Tempo Mapped-42.L   ,00:08:08:12,00:08:08:29,00:00:00:16,Unmuted,14652,16,0
1,1063,Heartbeat Tempo Mapped-34.L   ,00:08:10:25,00:08:11:02,00:00:00:07,Unmuted,14725,7,1
1,1064,Heartbeat Tempo Mapped-35.L   ,00:08:11:27,00:08:12:15,00:00:00:17,Unmuted,14757,17,0
1,1065,Heartbeat Tempo Mapped-36.L   ,00:08:14:14,00:08:14:22,00:00:00:07,Unmuted,14834,7,1
1,1066,Heartbeat Tempo Mapped-37.L   ,00:08:15:18,00:08:16:06,00:00:00:17,Unmuted,14868,17,0
1,1067,Heartbeat Tempo Mapped-38.L   ,00:08:18:07,00:08:18:15,00:00:00:07,Unmuted,14947,7,1
1,1068,Heartbeat Tempo Mapped-39.L   ,00:08:19:15,00:08:20:02,00:00:00:17,Unmuted,14985,17,0
1,1069,Heartbeat Tempo Mapped-40.L   ,00:08:22:05,00:08:22:13,00:00:00:07,Unmuted,15065,7,1
1,1071,Heartbeat Tempo Mapped-42.L   ,00:08:23:14,00:08:24:01,00:00:00:16,Unmuted,15104,16,1
1,1072,Heartbeat Tempo Mapped-34.L   ,00:08:26:08,00:08:26:15,00:00:00:07,Unmuted,15188,7,0
1,1073,Heartbeat Tempo Mapped-35.L   ,00:08:27:16,00:08:28:03,00:00:00:17,Unmuted,15226,17,1
1,1074,Heartbeat Tempo Mapped-36.L   ,00:08:30:16,00:08:30:23,00:00:00:07,Unmuted,15316,7,0
1,1075,Heartbeat Tempo Mapped-37.L   ,00:08:31:26,00:08:32:13,00:00:00:17,Unmuted,15356,17,1
1,1076,Heartbeat Tempo Mapped-38.L   ,00:08:34:28,00:08:35:06,00:00:00:07,Unmuted,15448,7,0
1,1077,Heartbeat Tempo Mapped-39.L   ,00:08:36:13,00:08:37:00,00:00:00:17,Unmuted,15493,17,1
1,1078,Heartbeat Tempo Mapped-40.L   ,00:08:39:18,00:08:39:25,00:00:00:07,Unmuted,15588,7,0
1,1080,Heartbeat Tempo Mapped-73.L   ,00:08:41:03,00:08:41:21,00:00:00:17,Unmuted,15633,17,0
1,1081,Heartbeat Tempo Mapped-34.L   ,00:08:44:14,00:08:44:21,00:00:00:07,Unmuted,15734,7,1
1,1082,Heartbeat Tempo Mapped-35.L   ,00:08:45:29,00:08:46:17,00:00:00:17,Unmuted,15779,17,0
1,1083,Heartbeat Tempo Mapped-36.L   ,00:08:49:17,00:08:49:25,00:00:00:07,Unmuted,15887,7,1
1,1084,Heartbeat Tempo Mapped-37.L   ,00:08:51:05,00:08:51:23,00:00:00:17,Unmuted,15935,17,0
1,1085,Heartbeat Tempo Mapped-38.L   ,00:08:54:27,00:08:55:05,00:00:00:07,Unmuted,16047,7,1
1,1086,Heartbeat Tempo Mapped-39.L   ,00:08:56:22,00:08:57:09,00:00:00:17,Unmuted,16102,17,0
1,1087,Heartbeat Tempo Mapped-40.L   ,00:09:00:18,00:09:00:26,00:00:00:07,Unmuted,16218,7,1
1,1089,Heartbeat Tempo Mapped-74.L   ,00:09:02:14,00:09:03:02,00:00:00:17,Unmuted,16274,17,1
1,1090,Heartbeat Tempo Mapped-34.L   ,00:09:06:16,00:09:06:23,00:00:00:07,Unmuted,16396,7,0
1,1091,Heartbeat Tempo Mapped-35.L   ,00:09:08:07,00:09:08:25,00:00:00:17,Unmuted,16447,17,1
1,1092,Heartbeat Tempo Mapped-36.L   ,00:09:12:04,00:09:12:11,00:00:00:07,Unmuted,16564,7,0
1,1093,Heartbeat Tempo Mapped-37.L   ,00:09:13:23,00:09:14:10,00:00:00:17,Unmuted,16613,17,1
1,1094,Heartbeat Tempo Mapped-38.L   ,00:09:17:10,00:09:17:18,00:00:00:07,Unmuted,16720,7,0
1,1095,Heartbeat Tempo Mapped-39.L   ,00:09:19:00,00:09:19:17,00:00:00:17,Unmuted,16770,17,1
1,1096,Heartbeat Tempo Mapped-40.L   ,00:09:22:09,00:09:22:17,00:00:00:07,Unmuted,16869,7,0
1,1098,Heartbeat Tempo Mapped-75.L   ,00:09:23:25,00:09:24:12,00:00:00:17,Unmuted,16915,17,0
1,1099,Heartbeat Tempo Mapped-34.L   ,00:09:27:00,00:09:27:07,00:00:00:07,Unmuted,17010,7,1
1,1100,Heartbeat Tempo Mapped-35.L   ,00:09:28:10,00:09:28:28,00:00:00:17,Unmuted,17050,17,0
1,1101,Heartbeat Tempo Mapped-36.L   ,00:09:31:13,00:09:31:20,00:00:00:07,Unmuted,17143,7,1
1,1102,Heartbeat Tempo Mapped-37.L   ,00:09:32:22,00:09:33:09,00:00:00:17,Unmuted,17182,17,0
1,1103,Heartbeat Tempo Mapped-38.L   ,00:09:35:18,00:09:35:26,00:00:00:07,Unmuted,17268,7,1
1,1104,Heartbeat Tempo Mapped-39.L   ,00:09:36:28,00:09:37:15,00:00:00:17,Unmuted,17308,17,0
1,1105,Heartbeat Tempo Mapped-40.L   ,00:09:39:19,00:09:39:27,00:00:00:07,Unmuted,17389,7,1
1,1107,Heartbeat Tempo Mapped-76.L   ,00:09:40:26,00:09:41:13,00:00:00:17,Unmuted,17426,17,1
1,1108,Heartbeat Tempo Mapped-34.L   ,00:09:43:14,00:09:43:21,00:00:00:07,Unmuted,17504,7,0
1,1109,Heartbeat Tempo Mapped-35.L   ,00:09:44:17,00:09:45:05,00:00:00:17,Unmuted,17537,17,1
1,1110,Heartbeat Tempo Mapped-36.L   ,00:09:47:04,00:09:47:11,00:00:00:07,Unmuted,17614,7,0
1,1111,Heartbeat Tempo Mapped-37.L   ,00:09:48:07,00:09:48:24,00:00:00:17,Unmuted,17647,17,1
1,1112,Heartbeat Tempo Mapped-38.L   ,00:09:50:19,00:09:50:27,00:00:00:07,Unmuted,17719,7,0
1,1113,Heartbeat Tempo Mapped-39.L   ,00:09:51:22,00:09:52:09,00:00:00:17,Unmuted,17752,17,1
1,1114,Heartbeat Tempo Mapped-40.L   ,00:09:54:00,00:09:54:08,00:00:00:07,Unmuted,17820,7,0
1,1116,Heartbeat Tempo Mapped-77.L   ,00:09:55:02,00:09:55:19,00:00:00:17,Unmuted,17852,17,0
1,1117,Heartbeat Tempo Mapped-34.L   ,00:09:57:08,00:09:57:15,00:00:00:07,Unmuted,17918,7,1
1,1118,Heartbeat Tempo Mapped-35.L   ,00:09:58:06,00:09:58:24,00:00:00:17,Unmuted,17946,17,0
1,1119,Heartbeat Tempo Mapped-36.L   ,00:10:00:12,00:10:00:19,00:00:00:07,Unmuted,18012,7,1
1,1120,Heartbeat Tempo Mapped-37.L   ,00:10:01:09,00:10:01:27,00:00:00:17,Unmuted,18039,17,0
1,1121,Heartbeat Tempo Mapped-38.L   ,00:10:03:11,00:10:03:19,00:00:00:07,Unmuted,18101,7,1
1,1122,Heartbeat Tempo Mapped-39.L   ,00:10:04:10,00:10:04:27,00:00:00:17,Unmuted,18130,17,0
1,1123,Heartbeat Tempo Mapped-40.L   ,00:10:06:09,00:10:06:17,00:00:00:07,Unmuted,18189,7,1
1,1125,Heartbeat Tempo Mapped-78.L   ,00:10:07:06,00:10:07:23,00:00:00:17,Unmuted,18216,17,1
1,1126,Heartbeat Tempo Mapped-34.L   ,00:10:09:03,00:10:09:11,00:00:00:07,Unmuted,18273,7,0
1,1127,Heartbeat Tempo Mapped-35.L   ,00:10:09:28,00:10:10:16,00:00:00:17,Unmuted,18298,17,1
1,1128,Heartbeat Tempo Mapped-36.L   ,00:10:11:25,00:10:12:03,00:00:00:07,Unmuted,18355,7,0
1,1129,Heartbeat Tempo Mapped-37.L   ,00:10:12:20,00:10:13:07,00:00:00:17,Unmuted,18380,17,1
1,1130,Heartbeat Tempo Mapped-38.L   ,00:10:14:14,00:10:14:22,00:00:00:07,Unmuted,18434,7,0
1,1131,Heartbeat Tempo Mapped-39.L   ,00:10:15:09,00:10:15:26,00:00:00:17,Unmuted,18459,17,1
1,1132,Heartbeat Tempo Mapped-40.L   ,00:10:17:01,00:10:17:09,00:00:00:07,Unmuted,18511,7,0
1,1134,Heartbeat Tempo Mapped-42.L   ,00:10:17:25,00:10:18:12,00:00:00:16,Unmuted,18535,16,0
1,1135,Heartbeat Tempo Mapped-34.L   ,00:10:19:15,00:10:19:23,00:00:00:07,Unmuted,18585,7,1
1,1136,Heartbeat Tempo Mapped-35.L   ,00:10:20:07,00:10:20:25,00:00:00:17,Unmuted,18607,17,0
1,1137,Heartbeat Tempo Mapped-36.L   ,00:10:21:28,00:10:22:05,00:00:00:07,Unmuted,18658,7,1
1,1138,Heartbeat Tempo Mapped-37.L   ,00:10:22:20,00:10:23:07,00:00:00:17,Unmuted,18680,17,0
1,1139,Heartbeat Tempo Mapped-38.L   ,00:10:24:08,00:10:24:16,00:00:00:07,Unmuted,18728,7,1
1,1140,Heartbeat Tempo Mapped-39.L   ,00:10:25:01,00:10:25:18,00:00:00:17,Unmuted,18751,17,0
1,1141,Heartbeat Tempo Mapped-40.L   ,00:10:26:17,00:10:26:24,00:00:00:07,Unmuted,18797,7,1
1,1143,Heartbeat Tempo Mapped-42.L   ,00:10:27:08,00:10:27:25,00:00:00:16,Unmuted,18818,16,1
1,1144,Heartbeat Tempo Mapped-34.L   ,00:10:28:23,00:10:29:01,00:00:00:07,Unmuted,18863,7,0
1,1145,Heartbeat Tempo Mapped-35.L   ,00:10:29:13,00:10:30:01,00:00:00:17,Unmuted,18883,17,1
1,1146,Heartbeat Tempo Mapped-36.L   ,00:10:30:28,00:10:31:06,00:00:00:07,Unmuted,18928,7,0
1,1147,Heartbeat Tempo Mapped-37.L   ,00:10:31:18,00:10:32:05,00:00:00:17,Unmuted,18948,17,1
1,1148,Heartbeat Tempo Mapped-38.L   ,00:10:33:01,00:10:33:09,00:00:00:07,Unmuted,18991,7,0
1,1149,Heartbeat Tempo Mapped-39.L   ,00:10:33:22,00:10:34:09,00:00:00:17,Unmuted,19012,17,1
1,1150,Heartbeat Tempo Mapped-40.L   ,00:10:35:03,00:10:35:11,00:00:00:07,Unmuted,19053,7,0
1,1152,Heartbeat Tempo Mapped-42.L   ,00:10:35:23,00:10:36:10,00:00:00:16,Unmuted,19073,16,0
1,1153,Heartbeat Tempo Mapped-34.L   ,00:10:37:04,00:10:37:11,00:00:00:07,Unmuted,19114,7,1
1,1154,Heartbeat Tempo Mapped-35.L   ,00:10:37:22,00:10:38:09,00:00:00:17,Unmuted,19132,17,0
1,1155,Heartbeat Tempo Mapped-36.L   ,00:10:39:03,00:10:39:10,00:00:00:07,Unmuted,19173,7,1
1,1156,Heartbeat Tempo Mapped-37.L   ,00:10:39:21,00:10:40:08,00:00:00:17,Unmuted,19191,17,0
1,1157,Heartbeat Tempo Mapped-38.L   ,00:10:41:00,00:10:41:08,00:00:00:07,Unmuted,19230,7,1
1,1158,Heartbeat Tempo Mapped-39.L   ,00:10:41:19,00:10:42:06,00:00:00:17,Unmuted,19249,17,0
1,1159,Heartbeat Tempo Mapped-40.L   ,00:10:42:27,00:10:43:04,00:00:00:07,Unmuted,19287,7,1
1,1161,Heartbeat Tempo Mapped-42.L   ,00:10:43:15,00:10:44:02,00:00:00:16,Unmuted,19305,16,1
1,1162,Heartbeat Tempo Mapped-34.L   ,00:10:44:22,00:10:44:29,00:00:00:07,Unmuted,19342,7,0
1,1163,Heartbeat Tempo Mapped-35.L   ,00:10:45:08,00:10:45:26,00:00:00:17,Unmuted,19358,17,1
1,1164,Heartbeat Tempo Mapped-36.L   ,00:10:46:16,00:10:46:23,00:00:00:07,Unmuted,19396,7,0
1,1165,Heartbeat Tempo Mapped-37.L   ,00:10:47:02,00:10:47:20,00:00:00:17,Unmuted,19412,17,1
1,1166,Heartbeat Tempo Mapped-38.L   ,00:10:48:08,00:10:48:16,00:00:00:07,Unmuted,19448,7,0
1,1167,Heartbeat Tempo Mapped-39.L   ,00:10:48:26,00:10:49:13,00:00:00:17,Unmuted,19466,17,1
1,1168,Heartbeat Tempo Mapped-40.L   ,00:10:50:00,00:10:50:08,00:00:00:07,Unmuted,19500,7,0
1,1170,Heartbeat Tempo Mapped-42.L   ,00:10:50:17,00:10:51:04,00:00:00:16,Unmuted,19517,16,0
1,1171,Heartbeat Tempo Mapped-34.L   ,00:10:51:21,00:10:51:28,00:00:00:07,Unmuted,19551,7,1
1,1172,Heartbeat Tempo Mapped-35.L   ,00:10:52:06,00:10:52:24,00:00:00:17,Unmuted,19566,17,0
1,1173,Heartbeat Tempo Mapped-36.L   ,00:10:53:11,00:10:53:18,00:00:00:07,Unmuted,19601,7,1
1,1174,Heartbeat Tempo Mapped-37.L   ,00:10:53:26,00:10:54:13,00:00:00:17,Unmuted,19616,17,0
1,1175,Heartbeat Tempo Mapped-38.L   ,00:10:54:29,00:10:55:07,00:00:00:07,Unmuted,19649,7,1
1,1176,Heartbeat Tempo Mapped-39.L   ,00:10:55:15,00:10:56:02,00:00:00:17,Unmuted,19665,17,0
1,1177,Heartbeat Tempo Mapped-40.L   ,00:10:56:18,00:10:56:25,00:00:00:07,Unmuted,19698,7,1
1,1179,Heartbeat Tempo Mapped-42.L   ,00:10:57:03,00:10:57:20,00:00:00:16,Unmuted,19713,16,1
1,1180,Heartbeat Tempo Mapped-34.L   ,00:10:58:05,00:10:58:12,00:00:00:07,Unmuted,19745,7,0
1,1181,Heartbeat Tempo Mapped-35.L   ,00:10:58:18,00:10:59:06,00:00:00:17,Unmuted,19758,17,1
1,1182,Heartbeat Tempo Mapped-36.L   ,00:10:59:21,00:10:59:28,00:00:00:07,Unmuted,19791,7,0
1,1183,Heartbeat Tempo Mapped-37.L   ,00:11:00:05,00:11:00:22,00:00:00:17,Unmuted,19805,17,1
1,1184,Heartbeat Tempo Mapped-38.L   ,00:11:01:06,00:11:01:14,00:00:00:07,Unmuted,19836,7,0
1,1185,Heartbeat Tempo Mapped-39.L   ,00:11:01:20,00:11:02:08,00:00:00:17,Unmuted,19850,17,1
1,1186,Heartbeat Tempo Mapped-40.L   ,00:11:02:20,00:11:02:28,00:00:00:07,Unmuted,19880,7,0
1,1188,Heartbeat Tempo Mapped-42.L   ,00:11:03:05,00:11:03:22,00:00:00:16,Unmuted,19895,16,0
1,1189,Heartbeat Tempo Mapped-34.L   ,00:11:04:04,00:11:04:11,00:00:00:07,Unmuted,19924,7,1
1,1190,Heartbeat Tempo Mapped-35.L   ,00:11:04:17,00:11:05:05,00:00:00:17,Unmuted,19937,17,0
1,1191,Heartbeat Tempo Mapped-36.L   ,00:11:05:17,00:11:05:25,00:00:00:07,Unmuted,19967,7,1
1,1192,Heartbeat Tempo Mapped-37.L   ,00:11:06:00,00:11:06:18,00:00:00:17,Unmuted,19980,17,0
1,1193,Heartbeat Tempo Mapped-38.L   ,00:11:06:29,00:11:07:07,00:00:00:07,Unmuted,20009,7,1
1,1194,Heartbeat Tempo Mapped-39.L   ,00:11:07:13,00:11:08:00,00:00:00:17,Unmuted,20023,17,0
1,1195,Heartbeat Tempo Mapped-40.L   ,00:11:08:11,00:11:08:19,00:00:00:07,Unmuted,20051,7,1
1,1197,Heartbeat Tempo Mapped-42.L   ,00:11:08:24,00:11:09:11,00:00:00:16,Unmuted,20064,16,1
1,1198,Heartbeat Tempo Mapped-34.L   ,00:11:09:22,00:11:09:29,00:00:00:07,Unmuted,20092,7,0
1,1199,Heartbeat Tempo Mapped-35.L   ,00:11:10:04,00:11:10:22,00:00:00:17,Unmuted,20104,17,1
1,1200,Heartbeat Tempo Mapped-36.L   ,00:11:11:02,00:11:11:10,00:00:00:07,Unmuted,20132,7,0
1,1201,Heartbeat Tempo Mapped-37.L   ,00:11:11:15,00:11:12:02,00:00:00:17,Unmuted,20145,17,1
1,1202,Heartbeat Tempo Mapped-38.L   ,00:11:12:12,00:11:12:20,00:00:00:07,Unmuted,20172,7,0
1,1203,Heartbeat Tempo Mapped-39.L   ,00:11:12:25,00:11:13:12,00:00:00:17,Unmuted,20185,17,1
