timestep,depth,Salinity,lat,lon
207,-23.987732,35.916126,25.601171,-79.479164
208,-24.1012,35.91658,25.601171,-79.479164
209,-24.214666,35.917038,25.601171,-79.479164
210,-24.328135,35.917492,25.601171,-79.479164
211,-24.4416,35.917946,25.601171,-79.479164
212,-24.555069,35.918404,25.601171,-79.479164
213,-24.668535,35.918858,25.601171,-79.479164
214,-24.782003,35.91931,25.601171,-79.479164
215,-24.895472,35.91977,25.601171,-79.479164
216,-25.008938,35.920246,25.601171,-79.479164
217,-25.122406,35.92084,25.601171,-79.479164
218,-25.235872,35.921432,25.601171,-79.479164
219,-25.34934,35.922028,25.601171,-79.479164
220,-25.462807,35.92262,25.601171,-79.479164
221,-25.576275,35.923214,25.601171,-79.479164
222,-25.689741,35.92381,25.601171,-79.479164
223,-25.80321,35.9244,25.601171,-79.479164
224,-25.916676,35.924995,25.601171,-79.479164
225,-26.030144,35.92559,25.601171,-79.479164
226,-26.143612,35.92618,25.601171,-79.479164
227,-26.257078,35.926777,25.601171,-79.479164
228,-26.370546,35.92737,25.601171,-79.479164
229,-26.484013,35.927963,25.601171,-79.479164
230,-26.59748,35.92856,25.601171,-79.479164
231,-26.710947,35.92915,25.601171,-79.479164
232,-26.824415,35.929745,25.601171,-79.479164
233,-26.937881,35.93034,25.601171,-79.479164
234,-27.05135,35.93093,25.601171,-79.479164
235,-27.164818,35.931526,25.601171,-79.479164
236,-27.278284,35.932117,25.601171,-79.479164
237,-27.391752,35.932713,25.601171,-79.479164
238,-27.505219,35.933308,25.601171,-79.479164
239,-27.618687,35.9339,25.601171,-79.479164
240,-27.732153,35.934494,25.601171,-79.479164
241,-27.845621,35.93509,25.601171,-79.479164
242,-27.959087,35.93568,25.601171,-79.479164
243,-28.072556,35.936275,25.601171,-79.479164
244,-28.186022,35.936867,25.601171,-79.479164
245,-28.29949,35.93746,25.601171,-79.479164
246,-28.412958,35.938057,25.601171,-79.479164
247,-28.526424,35.93865,25.601171,-79.479164
248,-28.639893,35.939243,25.601171,-79.479164
249,-28.753359,35.93984,25.601171,-79.479164
250,-28.866827,35.94043,25.601171,-79.479164
251,-28.980293,35.941025,25.601171,-79.479164
252,-29.093761,35.941616,25.601171,-79.479164
253,-29.207228,35.94221,25.601171,-79.479164
254,-29.320696,35.942806,25.601171,-79.479164
255,-29.434162,35.94364,25.601171,-79.479164
256,-29.54763,35.944542,25.601171,-79.479164
257,-29.661098,35.945446,25.601171,-79.479164
258,-29.774565,35.946346,25.601171,-79.479164
259,-29.888033,35.947247,25.601171,-79.479164
260,-30.0015,35.94815,25.601171,-79.479164
261,-30.114967,35.94905,25.601171,-79.479164
262,-30.228434,35.949955,25.601171,-79.479164
263,-30.341902,35.950855,25.601171,-79.479164
264,-30.455368,35.951756,25.601171,-79.479164
265,-30.568836,35.95266,25.601171,-79.479164
266,-30.682302,35.95356,25.601171,-79.479164
267,-30.79577,35.95446,25.601171,-79.479164
268,-30.909239,35.955364,25.601171,-79.479164
269,-31.022705,35.956264,25.601171,-79.479164
270,-31.136173,35.95717,25.601171,-79.479164
271,-31.24964,35.95807,25.601171,-79.479164
272,-31.363108,35.95897,25.601171,-79.479164
273,-31.476574,35.959873,25.601171,-79.479164
274,-31.590042,35.960773,25.601171,-79.479164
275,-31.703508,35.961678,25.601171,-79.479164
276,-31.816977,35.962578,25.601171,-79.479164
277,-31.930443,35.963478,25.601171,-79.479164
278,-32.04391,35.964382,25.601171,-79.479164
279,-32.15738,35.965282,25.601171,-79.479164
280,-32.270844,35.966187,25.601171,-79.479164
281,-32.384315,35.967087,25.601171,-79.479164
282,-32.49778,35.967987,25.601171,-79.479164
283,-32.611248,35.96889,25.601171,-79.479164
284,-32.724716,35.96979,25.601171,-79.479164
285,-32.83818,35.970695,25.601171,-79.479164
286,-32.95165,35.971596,25.601171,-79.479164
287,-33.065117,35.972496,25.601171,-79.479164
288,-33.178585,35.9734,25.601171,-79.479164
289,-33.292053,35.9743,25.601171,-79.479164
290,-33.405518,35.9752,25.601171,-79.479164
291,-33.518986,35.976105,25.601171,-79.479164
292,-33.632454,35.977005,25.601171,-79.479164
293,-33.745922,35.97791,25.601171,-79.479164
294,-33.859386,35.97881,25.601171,-79.479164
295,-33.972855,35.97971,25.601171,-79.479164
296,-34.086323,35.980614,25.601171,-79.479164
297,-34.19979,35.981514,25.601171,-79.479164
298,-34.313255,35.982723,25.601171,-79.479164
299,-34.426723,35.984104,25.601171,-79.479164
300,-34.54019,35.985485,25.601171,-79.479164
301,-34.65366,35.986862,25.601171,-79.479164
302,-34.767128,35.988243,25.601171,-79.479164
303,-34.880592,35.98962,25.601171,-79.479164
304,-34.99406,35.991,25.601171,-79.479164
305,-35.10753,35.992382,25.601171,-79.479164
306,-35.220997,35.99376,25.601171,-79.479164
307,-35.33446,35.99514,25.601171,-79.479164
308,-35.44793,35.996517,25.601171,-79.479164
309,-35.561398,35.9979,25.601171,-79.479164
310,-35.674866,35.999275,25.601171,-79.479164
311,-35.788334,36.000656,25.601171,-79.479164
312,-35.9018,36.002037,25.601171,-79.479164
313,-36.015266,36.003414,25.601171,-79.479164
314,-36.128735,36.004795,25.601171,-79.479164
315,-36.242203,36.006172,25.601171,-79.479164
316,-36.355667,36.007553,25.601171,-79.479164
317,-36.469135,36.008934,25.601171,-79.479164
318,-36.582603,36.01031,25.601171,-79.479164
319,-36.69607,36.011692,25.601171,-79.479164
320,-36.80954,36.01307,25.601171,-79.479164
321,-36.923004,36.01445,25.601171,-79.479164
322,-37.036472,36.015827,25.601171,-79.479164
323,-37.14994,36.01721,25.601171,-79.479164
324,-37.26341,36.01859,25.601171,-79.479164
325,-37.376873,36.019966,25.601171,-79.479164
326,-37.49034,36.021347,25.601171,-79.479164
327,-37.60381,36.022724,25.601171,-79.479164
328,-37.717278,36.024105,25.601171,-79.479164
329,-37.83074,36.025486,25.601171,-79.479164
330,-37.94421,36.026863,25.601171,-79.479164
331,-38.05768,36.028244,25.601171,-79.479164
332,-38.171146,36.02962,25.601171,-79.479164
333,-38.284615,36.031002,25.601171,-79.479164
334,-38.39808,36.032383,25.601171,-79.479164
335,-38.511547,36.03376,25.601171,-79.479164
336,-38.625015,36.03514,25.601171,-79.479164
337,-38.738483,36.03652,25.601171,-79.479164
338,-38.851948,36.0379,25.601171,-79.479164
339,-38.965416,36.039276,25.601171,-79.479164
340,-39.078884,36.040657,25.601171,-79.479164
341,-39.192352,36.042038,25.601171,-79.479164
342,-39.30582,36.043415,25.601171,-79.479164
343,-39.419285,36.044796,25.601171,-79.479164
344,-39.532753,36.046173,25.601171,-79.479164
345,-39.64622,36.047554,25.601171,-79.479164
346,-39.75969,36.04897,25.601171,-79.479164
347,-39.873154,36.05047,25.601171,-79.479164
348,-39.98662,36.051964,25.601171,-79.479164
349,-40.10009,36.053463,25.601171,-79.479164
350,-40.21356,36.05496,25.601171,-79.479164
351,-40.327023,36.056458,25.601171,-79.479164
352,-40.44049,36.057953,25.601171,-79.479164
353,-40.55396,36.059452,25.601171,-79.479164
354,-40.667427,36.060947,25.601171,-79.479164
355,-40.780895,36.062447,25.601171,-79.479164
356,-40.89436,36.063942,25.601171,-79.479164
357,-41.007828,36.06544,25.601171,-79.479164
358,-41.121296,36.066936,25.601171,-79.479164
359,-41.234764,36.068436,25.601171,-79.479164
360,-41.34823,36.06993,25.601171,-79.479164
361,-41.461697,36.07143,25.601171,-79.479164
362,-41.575165,36.072926,25.601171,-79.479164
363,-41.688633,36.074425,25.601171,-79.479164
364,-41.8021,36.07592,25.601171,-79.479164
365,-41.915565,36.07742,25.601171,-79.479164
366,-42.029034,36.078915,25.601171,-79.479164
367,-42.1425,36.080414,25.601171,-79.479164
368,-42.25597,36.08191,25.601171,-79.479164
369,-42.369434,36.08341,25.601171,-79.479164
370,-42.482903,36.084904,25.601171,-79.479164
371,-42.59637,36.086403,25.601171,-79.479164
372,-42.70984,36.0879,25.601171,-79.479164
373,-42.823303,36.089397,25.601171,-79.479164
374,-42.93677,36.090893,25.601171,-79.479164
375,-43.05024,36.092392,25.601171,-79.479164
376,-43.163708,36.093887,25.601171,-79.479164
377,-43.277176,36.095387,25.601171,-79.479164
378,-43.39064,36.09688,25.601171,-79.479164
379,-43.50411,36.09838,25.601171,-79.479164
380,-43.617577,36.099876,25.601171,-79.479164
381,-43.731045,36.101376,25.601171,-79.479164
382,-43.84451,36.10287,25.601171,-79.479164
383,-43.957977,36.10437,25.601171,-79.479164
384,-44.071445,36.105865,25.601171,-79.479164
385,-44.184914,36.107365,25.601171,-79.479164
386,-44.29838,36.10886,25.601171,-79.479164
387,-44.411846,36.11036,25.601171,-79.479164
388,-44.525314,36.111855,25.601171,-79.479164
389,-44.638783,36.113354,25.601171,-79.479164
390,-44.75225,36.11485,25.601171,-79.479164
391,-44.865715,36.11635,25.601171,-79.479164
392,-44.979183,36.117844,25.601171,-79.479164
393,-45.09265,36.119343,25.601171,-79.479164
394,-45.20612,36.12084,25.601171,-79.479164
395,-45.319588,36.122337,25.601171,-79.479164
396,-45.433052,36.123833,25.601171,-79.479164
397,-45.54652,36.12533,25.601171,-79.479164
398,-45.65999,36.126827,25.601171,-79.479164
399,-45.773457,36.128326,25.601171,-79.479164
400,-45.88692,36.129673,25.601171,-79.479164
401,-46.00039,36.130642,25.601171,-79.479164
402,-46.113857,36.13161,25.601171,-79.479164
403,-46.227325,36.13258,25.601171,-79.479164
404,-46.34079,36.133545,25.601171,-79.479164
405,-46.454258,36.134514,25.601171,-79.479164
406,-46.567726,36.135483,25.601171,-79.479164
407,-46.681194,36.13645,25.601171,-79.479164
408,-46.794662,36.137417,25.601171,-79.479164
409,-46.908127,36.138386,25.601171,-79.479164
410,-47.021595,36.139355,25.601171,-79.479164
411,-47.135063,36.140324,25.601171,-79.479164
412,-47.24853,36.14129,25.601171,-79.479164
413,-47.361996,36.142258,25.601171,-79.479164
414,-47.475464,36.143227,25.601171,-79.479164
415,-47.588932,36.144196,25.601171,-79.479164
416,-47.7024,36.14516,25.601171,-79.479164
417,-47.81587,36.14613,25.601171,-79.479164
418,-47.929333,36.1471,25.601171,-79.479164
419,-48.0428,36.148067,25.601171,-79.479164
420,-48.15627,36.149033,25.601171,-79.479164
421,-48.269737,36.15,25.601171,-79.479164
422,-48.3832,36.15097,25.601171,-79.479164
423,-48.49667,36.15194,25.601171,-79.479164
424,-48.610138,36.152905,25.601171,-79.479164
425,-48.723606,36.153873,25.601171,-79.479164
426,-48.83707,36.154842,25.601171,-79.479164
427,-48.95054,36.15581,25.601171,-79.479164
428,-49.064007,36.156776,25.601171,-79.479164
429,-49.177475,36.157745,25.601171,-79.479164
430,-49.290943,36.158714,25.601171,-79.479164
431,-49.404408,36.15968,25.601171,-79.479164
432,-49.517876,36.16065,25.601171,-79.479164
433,-49.631344,36.161617,25.601171,-79.479164
434,-49.744812,36.162586,25.601171,-79.479164
435,-49.858276,36.16355,25.601171,-79.479164
436,-49.971745,36.16452,25.601171,-79.479164
437,-50.085213,36.16549,25.601171,-79.479164
438,-50.19868,36.16646,25.601171,-79.479164
