,Unnamed: 0,timestep,depth,Salinity,Theta,U,V,W
1132,1132,1132,-170.78432,36.585037,21.050035,-0.01579463,0.8858605,-4.2617754e-05
1133,1133,1133,-170.93475,36.585556,21.042934,-0.015744966,0.8856808,-4.285931e-05
1134,1134,1134,-171.08517,36.586075,21.035833,-0.015695306,0.8855011,-4.3100838e-05
1135,1135,1135,-171.23561,36.586594,21.028732,-0.015645642,0.8853214,-4.3342392e-05
1136,1136,1136,-171.38603,36.587112,21.021633,-0.015595983,0.8851417,-4.3583925e-05
1137,1137,1137,-171.53647,36.58763,21.014532,-0.015546319,0.88496196,-4.382548e-05
1138,1138,1138,-171.68689,36.58815,21.007431,-0.01549666,0.88478225,-4.4067012e-05
1139,1139,1139,-171.83733,36.58865,21.000513,-0.015447016,0.884595,-4.4280925e-05
1140,1140,1140,-171.98775,36.588917,20.99565,-0.015397601,0.88432276,-4.4185254e-05
1141,1141,1141,-172.13817,36.589188,20.990784,-0.015348185,0.8840506,-4.4089582e-05
1142,1142,1142,-172.2886,36.58946,20.98592,-0.015298765,0.88377845,-4.3993896e-05
1143,1143,1143,-172.43903,36.58973,20.981056,-0.015249349,0.88350624,-4.3898224e-05
1144,1144,1144,-172.58946,36.589996,20.97619,-0.0151999295,0.8832341,-4.3802538e-05
1145,1145,1145,-172.73988,36.590267,20.971327,-0.0151505135,0.88296187,-4.3706867e-05
1146,1146,1146,-172.89032,36.590538,20.966461,-0.015101094,0.8826897,-4.3611184e-05
1147,1147,1147,-173.04074,36.590805,20.961597,-0.015051678,0.8824175,-4.351551e-05
1148,1148,1148,-173.19116,36.591076,20.956734,-0.015002262,0.88214535,-4.3419837e-05
1149,1149,1149,-173.3416,36.591347,20.951868,-0.014952842,0.88187313,-4.332415e-05
1150,1150,1150,-173.49202,36.591614,20.947004,-0.014903426,0.881601,-4.322848e-05
1151,1151,1151,-173.64246,36.591885,20.94214,-0.0148540065,0.88132876,-4.3132797e-05
1152,1152,1152,-173.79288,36.592155,20.937275,-0.0148045905,0.8810566,-4.3037122e-05
1153,1153,1153,-173.94331,36.592422,20.932411,-0.014755171,0.8807844,-4.294144e-05
1154,1154,1154,-174.09373,36.592693,20.927547,-0.014705755,0.88051224,-4.2845764e-05
1155,1155,1155,-174.24417,36.592964,20.922682,-0.014656335,0.8802401,-4.275008e-05
1156,1156,1156,-174.39459,36.59323,20.917818,-0.014606919,0.87996787,-4.265441e-05
1157,1157,1157,-174.54501,36.593502,20.912952,-0.014557503,0.8796957,-4.2558735e-05
1158,1158,1158,-174.69545,36.593773,20.908089,-0.014508083,0.8794235,-4.2463053e-05
1159,1159,1159,-174.84587,36.59404,20.903225,-0.0144586675,0.87915134,-4.2367377e-05
1160,1160,1160,-174.9963,36.59431,20.89836,-0.014409248,0.87887913,-4.2271695e-05
1161,1161,1161,-175.14673,36.59458,20.893496,-0.014359832,0.878607,-4.2176023e-05
1162,1162,1162,-175.29716,36.59485,20.88863,-0.014310412,0.87833476,-4.208034e-05
1163,1163,1163,-175.44759,36.59512,20.883766,-0.014260996,0.8780626,-4.1984666e-05
1164,1164,1164,-175.59802,36.59539,20.878902,-0.014211576,0.8777904,-4.1888983e-05
1165,1165,1165,-175.74844,36.59566,20.874037,-0.01416216,0.87751824,-4.1793308e-05
1166,1166,1166,-175.89886,36.59593,20.869173,-0.0141127445,0.8772461,-4.1697636e-05
1167,1167,1167,-176.0493,36.5962,20.86431,-0.014063325,0.87697387,-4.1601954e-05
1168,1168,1168,-176.19972,36.59647,20.859444,-0.014013909,0.8767017,-4.150628e-05
1169,1169,1169,-176.35016,36.596737,20.85458,-0.013964489,0.8764295,-4.1410596e-05
1170,1170,1170,-176.50058,36.597008,20.849716,-0.013915073,0.87615734,-4.131492e-05
1171,1171,1171,-176.65102,36.59728,20.84485,-0.013865653,0.8758851,-4.121924e-05
1172,1172,1172,-176.80144,36.597546,20.839987,-0.013816237,0.875613,-4.1123567e-05
1173,1173,1173,-176.95186,36.597816,20.835121,-0.0137668215,0.8753408,-4.102789e-05
1174,1174,1174,-177.1023,36.598087,20.830257,-0.013717402,0.8750686,-4.093221e-05
1175,1175,1175,-177.25272,36.598354,20.825394,-0.013667986,0.87479645,-4.0836538e-05
1176,1176,1176,-177.40315,36.598625,20.820528,-0.013618566,0.87452424,-4.074085e-05
1177,1177,1177,-177.55357,36.598896,20.815664,-0.01356915,0.8742521,-4.064518e-05
1178,1178,1178,-177.70401,36.599163,20.810799,-0.01351973,0.87397987,-4.0549494e-05
1179,1179,1179,-177.85443,36.599434,20.805935,-0.013470314,0.8737077,-4.0453822e-05
1180,1180,1180,-178.00487,36.599705,20.801071,-0.013420895,0.8734355,-4.035814e-05
1181,1181,1181,-178.15529,36.59997,20.796206,-0.013371479,0.87316334,-4.0262465e-05
1182,1182,1182,-178.30571,36.600243,20.791342,-0.013322064,0.8728912,-4.0166793e-05
1183,1183,1183,-178.45615,36.600513,20.786478,-0.013272643,0.872619,-4.0071107e-05
1184,1184,1184,-178.60657,36.60078,20.781612,-0.013223227,0.8723468,-3.9975435e-05
1185,1185,1185,-178.757,36.60105,20.776749,-0.013173807,0.8720746,-3.9879753e-05
1186,1186,1186,-178.90742,36.601322,20.771885,-0.013124391,0.87180245,-3.9784078e-05
1187,1187,1187,-179.05786,36.601593,20.76702,-0.013074972,0.87153023,-3.9688395e-05
1188,1188,1188,-179.20828,36.60186,20.762156,-0.013025556,0.8712581,-3.959272e-05
1189,1189,1189,-179.35872,36.60213,20.75729,-0.012976136,0.87098587,-3.9497038e-05
1190,1190,1190,-179.50914,36.6024,20.752426,-0.01292672,0.8707137,-3.9401366e-05
1191,1191,1191,-179.65956,36.60267,20.747562,-0.012877305,0.87044156,-3.930569e-05
1192,1192,1192,-179.81,36.60294,20.742697,-0.012827884,0.87016934,-3.921001e-05
1193,1193,1193,-179.96042,36.60321,20.737833,-0.012778468,0.8698972,-3.9114333e-05
1194,1194,1194,-180.11086,36.603477,20.732967,-0.012729049,0.869625,-3.901865e-05
1195,1195,1195,-180.26128,36.60375,20.728104,-0.012679633,0.8693528,-3.892298e-05
1196,1196,1196,-180.41171,36.60402,20.72324,-0.012630213,0.8690806,-3.8827297e-05
1197,1197,1197,-180.56213,36.604286,20.718374,-0.012580797,0.86880845,-3.873162e-05
1198,1198,1198,-180.71255,36.604557,20.71351,-0.012531382,0.8685363,-3.8635946e-05
1199,1199,1199,-180.86299,36.604828,20.708647,-0.012481961,0.8682641,-3.8540264e-05
1200,1200,1200,-181.01341,36.605095,20.703781,-0.012432546,0.8679919,-3.8444592e-05
1201,1201,1201,-181.16385,36.605366,20.698917,-0.012383126,0.8677197,-3.834891e-05
1202,1202,1202,-181.31427,36.605637,20.694054,-0.01233371,0.86744756,-3.8253234e-05
1203,1203,1203,-181.4647,36.605904,20.689188,-0.01228429,0.86717534,-3.8157552e-05
1204,1204,1204,-181.61513,36.606174,20.684324,-0.012234874,0.8669032,-3.8061877e-05
1205,1205,1205,-181.76556,36.606445,20.679459,-0.012185454,0.866631,-3.7966194e-05
1206,1206,1206,-181.91599,36.606716,20.674595,-0.012136038,0.8663588,-3.7870523e-05
1207,1207,1207,-182.0664,36.606983,20.669731,-0.012086623,0.86608666,-3.7774847e-05
1208,1208,1208,-182.21684,36.607254,20.664865,-0.012037203,0.86581445,-3.7679165e-05
1209,1209,1209,-182.36726,36.607525,20.660002,-0.011987788,0.8655423,-3.758349e-05
1210,1210,1210,-182.5177,36.60779,20.655136,-0.011938367,0.8652701,-3.7487807e-05
1211,1211,1211,-182.66812,36.608063,20.650272,-0.011888951,0.8649979,-3.7392136e-05
1212,1212,1212,-182.81856,36.608334,20.645409,-0.011839531,0.8647257,-3.729645e-05
1213,1213,1213,-182.96898,36.6086,20.640543,-0.011790115,0.86445355,-3.7200778e-05
1214,1214,1214,-183.1194,36.60887,20.63568,-0.0117407,0.86418134,-3.7105103e-05
1215,1215,1215,-183.26984,36.609142,20.630816,-0.01169128,0.8639092,-3.700942e-05
1216,1216,1216,-183.42026,36.60941,20.62595,-0.011641865,0.86363703,-3.691375e-05
1217,1217,1217,-183.5707,36.60968,20.621086,-0.011592444,0.8633648,-3.6818063e-05
1218,1218,1218,-183.72112,36.60995,20.616222,-0.011543029,0.86309266,-3.672239e-05
1219,1219,1219,-183.87155,36.610218,20.611357,-0.011493608,0.86282045,-3.662671e-05
1220,1220,1220,-184.02197,36.61049,20.606493,-0.011444193,0.8625483,-3.6531033e-05
1221,1221,1221,-184.17241,36.61076,20.601627,-0.011394773,0.8622761,-3.643535e-05
1222,1222,1222,-184.32283,36.611027,20.596764,-0.011345357,0.8620039,-3.6339676e-05
1223,1223,1223,-184.47325,36.611298,20.5919,-0.011295942,0.8617317,-3.6244004e-05
1224,1224,1224,-184.62369,36.61157,20.587034,-0.011246521,0.86145955,-3.614832e-05
1225,1225,1225,-184.77411,36.611835,20.58217,-0.011197106,0.86118734,-3.6052646e-05
1226,1226,1226,-184.92455,36.612106,20.577305,-0.011147685,0.8609152,-3.5956964e-05
1227,1227,1227,-185.07497,36.612377,20.572441,-0.01109827,0.860643,-3.586129e-05
1228,1228,1228,-185.2254,36.612648,20.567577,-0.01104885,0.8603708,-3.5765606e-05
1229,1229,1229,-185.37582,36.612915,20.562712,-0.010999435,0.86009866,-3.5669935e-05
1230,1230,1230,-185.52626,36.613186,20.557848,-0.010950014,0.85982645,-3.5574252e-05
1231,1231,1231,-185.67668,36.613457,20.552984,-0.010900598,0.8595543,-3.5478577e-05
1232,1232,1232,-185.8271,36.613724,20.548119,-0.010851183,0.8592821,-3.5382902e-05
1233,1233,1233,-185.97754,36.613995,20.543255,-0.010801762,0.8590099,-3.528722e-05
1234,1234,1234,-186.12796,36.614265,20.538391,-0.010752347,0.8587377,-3.5191548e-05
1235,1235,1235,-186.2784,36.614532,20.533525,-0.010702927,0.85846555,-3.5095865e-05
1236,1236,1236,-186.42882,36.614803,20.528662,-0.010653512,0.85819334,-3.500019e-05
1237,1237,1237,-186.57925,36.615074,20.523796,-0.010604091,0.8579212,-3.4904508e-05
1238,1238,1238,-186.72968,36.61534,20.518932,-0.010554676,0.85764897,-3.4808832e-05
1239,1239,1239,-186.8801,36.615612,20.514069,-0.01050526,0.8573768,-3.471316e-05
1240,1240,1240,-187.03053,36.615883,20.509203,-0.010455839,0.85710466,-3.461748e-05
1241,1241,1241,-187.18095,36.61615,20.50434,-0.010406424,0.85683244,-3.4521803e-05
1242,1242,1242,-187.33139,36.61642,20.499474,-0.010357004,0.8565603,-3.442612e-05
1243,1243,1243,-187.48181,36.61669,20.49461,-0.010307589,0.8562881,-3.4330445e-05
1244,1244,1244,-187.63225,36.61696,20.489746,-0.010258168,0.8560159,-3.4234763e-05
1245,1245,1245,-187.78267,36.61723,20.48488,-0.010208753,0.8557437,-3.413909e-05
1246,1246,1246,-187.9331,36.6175,20.480017,-0.010159332,0.85547155,-3.4043405e-05
1247,1247,1247,-188.08353,36.617767,20.475153,-0.010109917,0.85519934,-3.3947734e-05
1248,1248,1248,-188.23395,36.61804,20.470287,-0.010060501,0.8549272,-3.385206e-05
1249,1249,1249,-188.38438,36.61831,20.465424,-0.010011081,0.85465497,-3.3756376e-05
1250,1250,1250,-188.5348,36.61858,20.46056,-0.009961666,0.8543828,-3.3660705e-05
1251,1251,1251,-188.68524,36.618847,20.455694,-0.009912245,0.85411066,-3.356502e-05
1252,1252,1252,-188.83566,36.619118,20.45083,-0.00986283,0.85383844,-3.3469347e-05
1253,1253,1253,-188.9861,36.61939,20.445965,-0.009813409,0.8535663,-3.3373664e-05
1254,1254,1254,-189.13652,36.619656,20.441101,-0.009763994,0.8532941,-3.327799e-05
1255,1255,1255,-189.28696,36.619926,20.436237,-0.009714574,0.8530219,-3.3182307e-05
1256,1256,1256,-189.43738,36.620197,20.431372,-0.009665159,0.8527497,-3.308663e-05
1257,1257,1257,-189.5878,36.620464,20.426508,-0.009615743,0.85247755,-3.299096e-05
1258,1258,1258,-189.73824,36.620735,20.421642,-0.009566322,0.85220534,-3.2895277e-05
1259,1259,1259,-189.88866,36.621006,20.416779,-0.009516907,0.8519332,-3.2799602e-05
1260,1260,1260,-190.0391,36.620983,20.413136,-0.009490261,0.8516402,-3.225079e-05
1261,1261,1261,-190.18951,36.620937,20.409592,-0.009465473,0.85134566,-3.1665106e-05
1262,1262,1262,-190.33995,36.620895,20.40605,-0.009440683,0.851051,-3.1079355e-05
1263,1263,1263,-190.49037,36.62085,20.402506,-0.009415895,0.8507564,-3.049367e-05
1264,1264,1264,-190.6408,36.620804,20.398962,-0.009391108,0.8504618,-2.9907984e-05
1265,1265,1265,-190.79123,36.62076,20.395418,-0.009366318,0.85016716,-2.932224e-05
1266,1266,1266,-190.94165,36.620716,20.391876,-0.0093415305,0.8498725,-2.8736555e-05
1267,1267,1267,-191.09209,36.62067,20.388332,-0.00931674,0.8495779,-2.8150811e-05
1268,1268,1268,-191.24251,36.62063,20.384789,-0.0092919525,0.8492833,-2.7565125e-05
1269,1269,1269,-191.39294,36.620583,20.381245,-0.0092671625,0.84898865,-2.6979382e-05
1270,1270,1270,-191.54337,36.620537,20.377703,-0.009242374,0.848694,-2.6393696e-05
1271,1271,1271,-191.6938,36.62049,20.374159,-0.0092175845,0.8483994,-2.5807953e-05
1272,1272,1272,-191.84422,36.62045,20.370615,-0.009192796,0.8481048,-2.5222267e-05
1273,1273,1273,-191.99464,36.620403,20.367071,-0.009168009,0.84781015,-2.4636574e-05
1274,1274,1274,-192.14508,36.620358,20.36353,-0.009143219,0.8475155,-2.405083e-05
1275,1275,1275,-192.2955,36.620316,20.359985,-0.009118431,0.8472209,-2.3465145e-05
1276,1276,1276,-192.44594,36.62027,20.356441,-0.009093641,0.8469263,-2.2879402e-05
1277,1277,1277,-192.59636,36.620224,20.352898,-0.009068854,0.84663165,-2.2293716e-05
1278,1278,1278,-192.7468,36.62018,20.349354,-0.009044064,0.846337,-2.1707972e-05
1279,1279,1279,-192.89722,36.620136,20.345812,-0.009019276,0.8460424,-2.1122287e-05
1280,1280,1280,-193.04764,36.62009,20.342268,-0.008994488,0.8457478,-2.0536601e-05
1281,1281,1281,-193.19807,36.620045,20.338724,-0.008969698,0.84545314,-1.9950858e-05
1282,1282,1282,-193.3485,36.620003,20.335182,-0.008944911,0.8451586,-1.9365172e-05
1283,1283,1283,-193.49893,36.619957,20.331638,-0.00892012,0.84486395,-1.8779421e-05
1284,1284,1284,-193.64935,36.61991,20.328094,-0.008895333,0.8445693,-1.819374e-05
1285,1285,1285,-193.79979,36.619865,20.32455,-0.008870543,0.8442747,-1.7607992e-05
1286,1286,1286,-193.95021,36.619823,20.321009,-0.008845756,0.8439801,-1.7022307e-05
1287,1287,1287,-194.10065,36.619778,20.317465,-0.008820965,0.84368545,-1.6436563e-05
1288,1288,1288,-194.25107,36.61973,20.313921,-0.008796178,0.8433908,-1.5850877e-05
1289,1289,1289,-194.40149,36.61969,20.310377,-0.00877139,0.8430962,-1.5265192e-05
1290,1290,1290,-194.55193,36.619644,20.306833,-0.0087466,0.8428016,-1.4679448e-05
1291,1291,1291,-194.70235,36.6196,20.303291,-0.008721812,0.84250695,-1.4093763e-05
1292,1292,1292,-194.85278,36.619553,20.299747,-0.008697022,0.8422123,-1.3508015e-05
1293,1293,1293,-195.0032,36.61951,20.296204,-0.008672235,0.8419177,-1.292233e-05
1294,1294,1294,-195.15364,36.619465,20.29266,-0.008647445,0.84162307,-1.2336586e-05
1295,1295,1295,-195.30406,36.61942,20.289118,-0.008622657,0.84132844,-1.1750901e-05
1296,1296,1296,-195.4545,36.619377,20.285574,-0.008597867,0.8410338,-1.1165153e-05
1297,1297,1297,-195.60492,36.61933,20.28203,-0.0085730795,0.8407392,-1.0579468e-05
1298,1298,1298,-195.75534,36.619286,20.278486,-0.008548291,0.8404446,-9.993782e-06
1299,1299,1299,-195.90578,36.619244,20.274944,-0.008523501,0.84014994,-9.408039e-06
1300,1300,1300,-196.0562,36.619198,20.2714,-0.008498713,0.8398554,-8.822353e-06
1301,1301,1301,-196.20663,36.619152,20.267857,-0.008473923,0.8395607,-8.236606e-06
1302,1302,1302,-196.35706,36.619106,20.264313,-0.008449136,0.8392661,-7.65092e-06
1303,1303,1303,-196.50749,36.619064,20.26077,-0.008424345,0.8389715,-7.0651768e-06
1304,1304,1304,-196.65791,36.61902,20.257227,-0.008399558,0.83867687,-6.4794913e-06
1305,1305,1305,-196.80833,36.618973,20.253683,-0.008374771,0.83838224,-5.893806e-06
1306,1306,1306,-196.95877,36.61893,20.25014,-0.008349981,0.8380876,-5.308062e-06
1307,1307,1307,-197.10919,36.618885,20.246597,-0.008325193,0.837793,-4.722373e-06
1308,1308,1308,-197.25963,36.61884,20.243053,-0.008300403,0.83749837,-4.1366293e-06
1309,1309,1309,-197.41005,36.618793,20.23951,-0.008275615,0.83720374,-3.5509438e-06
1310,1310,1310,-197.56049,36.61875,20.235966,-0.008250825,0.8369091,-2.9652e-06
1311,1311,1311,-197.7109,36.618706,20.232424,-0.008226038,0.8366145,-2.3795146e-06
1312,1312,1312,-197.86134,36.61866,20.22888,-0.008201247,0.83631986,-1.7937673e-06
1313,1313,1313,-198.01176,36.618618,20.225336,-0.00817646,0.83602524,-1.2080818e-06
1314,1314,1314,-198.16219,36.618572,20.221792,-0.008151673,0.8357306,-6.223963e-07
1315,1315,1315,-198.31262,36.618526,20.218248,-0.008126882,0.835436,-3.6652636e-08
1316,1316,1316,-198.46304,36.61848,20.214706,-0.008102095,0.8351414,5.4903285e-07
1317,1317,1317,-198.61348,36.61844,20.211163,-0.008077305,0.83484674,1.1347802e-06
1318,1318,1318,-198.7639,36.618393,20.207619,-0.008052517,0.83455217,1.7204657e-06
1319,1319,1319,-198.91434,36.618347,20.204075,-0.008027727,0.8342575,2.3062094e-06
1320,1320,1320,-199.06476,36.618305,20.200533,-0.008002939,0.8339629,2.8918948e-06
1321,1321,1321,-199.2152,36.61826,20.19699,-0.007978149,0.83366823,3.4776385e-06
1322,1322,1322,-199.36562,36.618214,20.193445,-0.007953362,0.83337367,4.0633277e-06
1323,1323,1323,-199.51604,36.61817,20.189903,-0.0079285735,0.83307904,4.649013e-06
1324,1324,1324,-199.66647,36.618126,20.18636,-0.007903784,0.8327844,5.234757e-06
1325,1325,1325,-199.8169,36.61808,20.182816,-0.007878996,0.8324898,5.8204423e-06
1326,1326,1326,-199.96733,36.618034,20.179272,-0.0078542065,0.83219516,6.406186e-06
1327,1327,1327,-200.11775,36.617992,20.175728,-0.007829418,0.83190054,6.9918715e-06
1328,1328,1328,-200.26819,36.617947,20.172186,-0.0078046285,0.8316059,7.577619e-06
1329,1329,1329,-200.41861,36.6179,20.168642,-0.0077798404,0.8313113,8.163304e-06
1330,1330,1330,-200.56903,36.61786,20.165098,-0.007755053,0.83101666,8.74899e-06
1331,1331,1331,-200.71947,36.617813,20.161554,-0.007730263,0.83072203,9.3347335e-06
1332,1332,1332,-200.86989,36.617767,20.158012,-0.007705475,0.8304274,9.920419e-06
1333,1333,1333,-201.02032,36.61772,20.154469,-0.0076806853,0.8301328,1.0506166e-05
1334,1334,1334,-201.17075,36.61768,20.150925,-0.0076558976,0.82983816,1.1091852e-05
1335,1335,1335,-201.32118,36.617634,20.14738,-0.0076311072,0.82954353,1.16775955e-05
1336,1336,1336,-201.4716,36.617588,20.143839,-0.00760632,0.8292489,1.2263281e-05
1337,1337,1337,-201.62204,36.617546,20.140295,-0.0075815297,0.8289543,1.28490265e-05
1338,1338,1338,-201.77246,36.6175,20.136751,-0.007556742,0.8286597,1.3434712e-05
1339,1339,1339,-201.92288,36.617455,20.133207,-0.0075319544,0.8283651,1.4020397e-05
1340,1340,1340,-202.07332,36.61741,20.129665,-0.0075071645,0.82807046,1.4606143e-05
1341,1341,1341,-202.22374,36.617367,20.126122,-0.007482377,0.82777584,1.5191828e-05
1342,1342,1342,-202.37418,36.61732,20.122578,-0.007457587,0.8274812,1.5777574e-05
1343,1343,1343,-202.5246,36.617275,20.119034,-0.0074327993,0.8271866,1.636326e-05
1344,1344,1344,-202.67503,36.617233,20.11549,-0.007408009,0.82689196,1.6949005e-05
1345,1345,1345,-202.82545,36.617188,20.111948,-0.0073832213,0.82659733,1.753469e-05
1346,1346,1346,-202.97589,36.61714,20.108404,-0.0073584314,0.8263027,1.8120434e-05
1347,1347,1347,-203.12631,36.617096,20.10486,-0.0073336437,0.8260081,1.8706121e-05
1348,1348,1348,-203.27673,36.617054,20.101318,-0.007308856,0.82571346,1.9291807e-05
1349,1349,1349,-203.42717,36.61701,20.097775,-0.007284066,0.82541883,1.987755e-05
1350,1350,1350,-203.57759,36.616962,20.09423,-0.0072592786,0.8251242,2.0463236e-05
1351,1351,1351,-203.72803,36.61692,20.090687,-0.007234488,0.8248296,2.1048982e-05
1352,1352,1352,-203.87845,36.616875,20.087143,-0.0072097005,0.82453495,2.1634667e-05
1353,1353,1353,-204.02888,36.61683,20.083601,-0.0071849106,0.8242403,2.2220413e-05
1354,1354,1354,-204.1793,36.616787,20.080057,-0.007160123,0.8239457,2.2806098e-05
1355,1355,1355,-204.32973,36.61674,20.076513,-0.0071353354,0.82365113,2.3391784e-05
1356,1356,1356,-204.48016,36.616695,20.07297,-0.0071105454,0.82335645,2.3977529e-05
1357,1357,1357,-204.63058,36.61665,20.069427,-0.007085758,0.8230619,2.4563215e-05
1358,1358,1358,-204.78102,36.616608,20.065884,-0.0070609674,0.8227672,2.514896e-05
1359,1359,1359,-204.93144,36.61656,20.06234,-0.00703618,0.82247263,2.5734646e-05
1360,1360,1360,-205.08188,36.616516,20.058796,-0.00701139,0.822178,2.6320391e-05
1361,1361,1361,-205.2323,36.616474,20.055254,-0.006986602,0.8218834,2.6906077e-05
1362,1362,1362,-205.38274,36.61643,20.05171,-0.0069618123,0.82158875,2.749182e-05
1363,1363,1363,-205.53316,36.616383,20.048166,-0.0069370246,0.8212941,2.8077506e-05
1364,1364,1364,-205.68358,36.616337,20.044622,-0.006912237,0.8209995,2.8663191e-05
1365,1365,1365,-205.83401,36.616295,20.04108,-0.0068874466,0.8207049,2.9248939e-05
1366,1366,1366,-205.98444,36.61625,20.037537,-0.006862659,0.82041025,2.9834624e-05
1367,1367,1367,-206.13487,36.616203,20.033993,-0.006837869,0.8201156,3.0420368e-05
1368,1368,1368,-206.2853,36.61616,20.030449,-0.0068130814,0.819821,3.1006053e-05
1369,1369,1369,-206.43573,36.616116,20.026907,-0.0067882915,0.8195264,3.15918e-05
1370,1370,1370,-206.58615,36.61607,20.023363,-0.006763504,0.81923175,3.2177486e-05
1371,1371,1371,-206.73657,36.616024,20.01982,-0.0067387163,0.8189372,3.276317e-05
1372,1372,1372,-206.88701,36.615982,20.016275,-0.006713926,0.8186425,3.3348915e-05
1373,1373,1373,-207.03743,36.615936,20.012733,-0.0066891382,0.81834793,3.39346e-05
1374,1374,1374,-207.18787,36.61589,20.00919,-0.0066643483,0.81805325,3.4520344e-05
1375,1375,1375,-207.33829,36.61585,20.005646,-0.0066395607,0.8177587,3.510603e-05
1376,1376,1376,-207.48872,36.615803,20.002102,-0.0066147707,0.817464,3.5691777e-05
1377,1377,1377,-207.63914,36.615757,19.99856,-0.006589983,0.8171694,3.6277463e-05
1378,1378,1378,-207.78958,36.615715,19.995016,-0.0065651927,0.81687474,3.6863206e-05
1379,1379,1379,-207.94,36.61567,19.991472,-0.006540405,0.8165802,3.744889e-05
1380,1380,1380,-208.09042,36.615623,19.987928,-0.0065156175,0.81628555,3.8034577e-05
1381,1381,1381,-208.24086,36.615578,19.984385,-0.0064908275,0.8159909,3.8620325e-05
1382,1382,1382,-208.39128,36.615536,19.980843,-0.00646604,0.8156963,3.920601e-05
1383,1383,1383,-208.54172,36.61549,19.977299,-0.00644125,0.8154017,3.9791754e-05
1384,1384,1384,-208.69214,36.615444,19.973755,-0.0064164624,0.81510705,4.037744e-05
1385,1385,1385,-208.84258,36.615402,19.970211,-0.006391672,0.8148124,4.0963187e-05
1386,1386,1386,-208.993,36.615356,19.96667,-0.0063668843,0.8145178,4.1548872e-05
1387,1387,1387,-209.14343,36.61531,19.963125,-0.0063420944,0.8142232,4.2134616e-05
1388,1388,1388,-209.29385,36.61518,19.959826,-0.0063237883,0.8139586,4.2764186e-05
1389,1389,1389,-209.44427,36.614914,19.956902,-0.0063155675,0.8137407,4.346203e-05
1390,1390,1390,-209.59471,36.614647,19.95398,-0.0063073453,0.81352276,4.4159948e-05
1391,1391,1391,-209.74513,36.61438,19.951057,-0.0062991246,0.81330484,4.4857785e-05
1392,1392,1392,-209.89557,36.614117,19.948135,-0.0062909024,0.8130869,4.5555702e-05
1393,1393,1393,-210.04599,36.61385,19.945213,-0.0062826816,0.812869,4.6253546e-05
1394,1394,1394,-210.19643,36.613583,19.94229,-0.0062744594,0.8126511,4.6951456e-05
1395,1395,1395,-210.34685,36.61332,19.939367,-0.006266238,0.81243324,4.76493e-05
1396,1396,1396,-210.49727,36.613052,19.936445,-0.0062580174,0.8122153,4.8347145e-05
1397,1397,1397,-210.6477,36.612785,19.933523,-0.006249795,0.8119974,4.9045062e-05
1398,1398,1398,-210.79813,36.61252,19.930601,-0.006241574,0.8117795,4.9742906e-05
1399,1399,1399,-210.94856,36.612255,19.92768,-0.0062333522,0.8115616,5.0440816e-05
1400,1400,1400,-211.09898,36.611988,19.924755,-0.006225131,0.81134367,5.113866e-05
1401,1401,1401,-211.24942,36.61172,19.921833,-0.0062169093,0.81112576,5.1836578e-05
1402,1402,1402,-211.39984,36.611454,19.918911,-0.006208688,0.81090784,5.2534415e-05
1403,1403,1403,-211.55028,36.61119,19.915989,-0.0062004663,0.8106899,5.3232332e-05
1404,1404,1404,-211.7007,36.610924,19.913067,-0.006192245,0.8104721,5.3930176e-05
1405,1405,1405,-211.85112,36.610657,19.910145,-0.006184024,0.81025416,5.462802e-05
1406,1406,1406,-212.00156,36.61039,19.90722,-0.006175802,0.81003624,5.532593e-05
1407,1407,1407,-212.15198,36.610126,19.904299,-0.006167581,0.8098183,5.6023775e-05
1408,1408,1408,-212.30241,36.60986,19.901377,-0.006159359,0.8096004,5.6721692e-05
1409,1409,1409,-212.45284,36.609592,19.898455,-0.006151138,0.8093825,5.7419536e-05
1410,1410,1410,-212.60327,36.609325,19.895533,-0.006142916,0.8091646,5.8117446e-05
1411,1411,1411,-212.7537,36.609062,19.89261,-0.006134695,0.80894667,5.881529e-05
1412,1412,1412,-212.90413,36.608795,19.889687,-0.0061264727,0.80872875,5.9513208e-05
1413,1413,1413,-213.05455,36.60853,19.886765,-0.006118252,0.8085109,6.0211052e-05
1414,1414,1414,-213.20497,36.60826,19.883842,-0.0061100307,0.808293,6.090889e-05
1415,1415,1415,-213.35541,36.607998,19.88092,-0.006101809,0.8080751,6.160681e-05
1416,1416,1416,-213.50583,36.60773,19.877998,-0.0060935877,0.80785716,6.230465e-05
1417,1417,1417,-213.65627,36.607464,19.875074,-0.0060853655,0.80763924,6.300256e-05
1418,1418,1418,-213.80669,36.607197,19.872152,-0.0060771448,0.8074213,6.3700405e-05
1419,1419,1419,-213.95712,36.606934,19.86923,-0.0060689226,0.8072034,6.439832e-05
1420,1420,1420,-214.10754,36.606667,19.866308,-0.006060702,0.8069855,6.509617e-05
1421,1421,1421,-214.25797,36.6064,19.863386,-0.0060524805,0.80676764,6.579401e-05
1422,1422,1422,-214.4084,36.606133,19.860464,-0.0060442584,0.8065497,6.649192e-05
1423,1423,1423,-214.55882,36.60587,19.85754,-0.0060360376,0.8063318,6.7189765e-05
1424,1424,1424,-214.70926,36.605602,19.854618,-0.0060278154,0.8061139,6.788768e-05
1425,1425,1425,-214.85968,36.605335,19.851696,-0.0060195946,0.805896,6.858552e-05
