,depth,U
152,-65.5655493829037,-0.09658232064806348
153,-65.99361220779123,-0.09685422767669093
154,-66.42167503267875,-0.09712613470531838
155,-66.84973785756627,-0.09739804173394581
156,-67.2778006824538,-0.09766994876257326
157,-67.70586350734132,-0.0979418557912007
158,-68.13392633222884,-0.09821376281982815
159,-68.56198915711637,-0.0984856698484556
160,-68.99005198200389,-0.09862128654748965
161,-69.41811480689142,-0.0987019463695125
162,-69.84617763177894,-0.09878260619153535
163,-70.27424045666646,-0.09886326601355822
164,-70.702303281554,-0.09894392583558106
165,-71.13036610644151,-0.09902458565760391
166,-71.55842893132905,-0.09910524547962676
167,-71.98649175621657,-0.09918590530164961
168,-72.41455458110408,-0.09926656512367246
169,-72.84261740599162,-0.09934722494569531
170,-73.27068023087914,-0.09942788476771817
171,-73.69874305576666,-0.09950854458974102
172,-74.12680588065419,-0.09958920441176387
173,-74.55486870554171,-0.09966986423378672
174,-74.98293153042924,-0.09975052405580957
175,-75.41099435531676,-0.09983118387783242
176,-75.83905718020428,-0.09991184369985527
177,-76.26712000509181,-0.09999250352187813
178,-76.69518282997933,-0.10007316334390098
179,-77.12324565486686,-0.10015382316592383
180,-77.55130847975438,-0.10023448298794668
181,-77.9793713046419,-0.10031032847877293
182,-78.40743412952943,-0.10024762674533975
183,-78.83549695441695,-0.1001849250119066
184,-79.26355977930447,-0.10012222327847344
185,-79.691622604192,-0.10005952154504026
186,-80.11968542907952,-0.0999968198116071
187,-80.54774825396706,-0.09993411807817393
188,-80.97581107885458,-0.09987141634474077
189,-81.4038739037421,-0.0998087146113076
190,-81.83193672862963,-0.09974601287787443
191,-82.25999955351715,-0.09968331114444126
192,-82.68806237840468,-0.0996206094110081
193,-83.1161252032922,-0.09955790767757494
194,-83.54418802817972,-0.09949520594414177
195,-83.97225085306725,-0.09943250421070861
196,-84.40031367795477,-0.09936980247727543
197,-84.82837650284229,-0.09930710074384227
198,-85.25643932772982,-0.0992443990104091
199,-85.68450215261734,-0.09918169727697594
200,-86.11256497750487,-0.09911899554354278
201,-86.5406278023924,-0.09905629381010961
202,-86.96869062727991,-0.09899359207667645
203,-87.39675345216745,-0.09893089034324327
204,-87.82481627705496,-0.09886818860981011
205,-88.25287910194248,-0.09879603131652122
206,-88.68094192683002,-0.09868135522808728
207,-89.10900475171753,-0.09856667913965335
208,-89.53706757660507,-0.09845200305121943
209,-89.96513040149259,-0.09833732696278549
210,-90.3931932263801,-0.09822265087435156
211,-90.82125605126764,-0.09810797478591762
212,-91.24931887615516,-0.09799329869748369
213,-91.67738170104269,-0.09787862260904977
214,-92.10544452593021,-0.09776394652061583
215,-92.53350735081773,-0.0976492704321819
216,-92.96157017570526,-0.09753459434374796
217,-93.38963300059278,-0.09741991825531404
218,-93.8176958254803,-0.09730524216688011
219,-94.24575865036783,-0.09719056607844617
220,-94.67382147525535,-0.09707588999001224
221,-95.10188430014288,-0.0969612139015783
222,-95.5299471250304,-0.09684653781314438
223,-95.95800994991792,-0.09673186172471045
224,-96.38607277480546,-0.09661718563627651
225,-96.81413559969297,-0.09650250954784258
226,-97.24219842458051,-0.09638783345940864
227,-97.67026124946803,-0.09627315737097472
228,-98.09832407435555,-0.09615848128254079
229,-98.52638689924308,-0.09604380519410685
230,-98.9544497241306,-0.09592912910567292
231,-99.38251254901812,-0.09581512250347234
232,-99.81057537390565,-0.09572335412362389
233,-100.23863819879317,-0.09563158574377544
234,-100.6667010236807,-0.09553981736392698
235,-101.09476384856822,-0.09544804898407853
236,-101.52282667345574,-0.09535628060423008
237,-101.95088949834327,-0.09526451222438162
238,-102.37895232323079,-0.09517274384453317
239,-102.80701514811831,-0.09508097546468472
240,-103.23507797300584,-0.09498920708483627
241,-103.66314079789336,-0.09489743870498782
242,-104.0912036227809,-0.09480567032513937
243,-104.51926644766841,-0.09471390194529092
244,-104.94732927255593,-0.09462213356544247
245,-105.37539209744347,-0.094530365185594
246,-105.80345492233099,-0.09443859680574555
247,-106.23151774721852,-0.0943468284258971
248,-106.65958057210604,-0.09425506004604865
249,-107.08764339699356,-0.0941632916662002
250,-107.51570622188109,-0.09407152328635175
251,-107.94376904676861,-0.0939797549065033
252,-108.37183187165613,-0.09388798652665485
253,-108.79989469654366,-0.09379621814680639
254,-109.22795752143118,-0.09370444976695794
255,-109.65602034631871,-0.09361268138710949
256,-110.08408317120623,-0.09352091300726104
257,-110.51214599609375,-0.09342914462741259
258,-110.94020882098128,-0.09333737624756414
259,-111.3682716458688,-0.09324560786771569
260,-111.79633447075634,-0.0931805174322648
261,-112.22439729564385,-0.09314691380237332
262,-112.65246012053137,-0.09311331017248184
263,-113.0805229454189,-0.09307970654259036
264,-113.50858577030642,-0.09304610291269888
265,-113.93664859519394,-0.0930124992828074
266,-114.36471142008148,-0.09297889565291592
267,-114.792774244969,-0.09294529202302443
268,-115.22083706985653,-0.09291168839313295
269,-115.64889989474405,-0.09287808476324147
270,-116.07696271963157,-0.09284448113334999
271,-116.5050255445191,-0.09281087750345851
272,-116.93308836940662,-0.09277727387356703
273,-117.36115119429415,-0.09274367024367555
274,-117.78921401918167,-0.09271006661378406
275,-118.21727684406919,-0.09267646298389258
276,-118.64533966895672,-0.0926428593540011
277,-119.07340249384424,-0.09260925572410962
278,-119.50146531873176,-0.09257565209421814
279,-119.9295281436193,-0.09254204846432666
280,-120.35759096850681,-0.09250844483443517
281,-120.78565379339435,-0.09247484120454369
282,-121.21371661828186,-0.09244123757465221
283,-121.64177944316938,-0.09240763394476073
284,-122.06984226805692,-0.09237403031486925
285,-122.49790509294444,-0.09234042668497777
286,-122.92596791783195,-0.09230682305508629
287,-123.35403074271949,-0.0922732194251948
288,-123.782093567607,-0.09223961579530332
289,-124.21015639249454,-0.09220601216541184
290,-124.63821921738206,-0.09217240853552036
291,-125.06628204226958,-0.09215710311717672
292,-125.49434486715711,-0.09217527581500348
293,-125.92240769204463,-0.09219344851283023
294,-126.35047051693216,-0.092211621210657
295,-126.77853334181968,-0.09222979390848376
296,-127.2065961667072,-0.09224796660631052
297,-127.63465899159473,-0.09226613930413728
298,-128.06272181648225,-0.09228431200196403
299,-128.49078464136977,-0.0923024846997908
300,-128.9188474662573,-0.09232065739761755
301,-129.34691029114484,-0.09233883009544432
302,-129.77497311603236,-0.09235700279327108
303,-130.20303594091988,-0.09237517549109783
304,-130.6310987658074,-0.0923933481889246
305,-131.0591615906949,-0.09241152088675135
306,-131.48722441558246,-0.09242969358457812
307,-131.91528724046998,-0.09244786628240487
308,-132.3433500653575,-0.09246603898023163
309,-132.77141289024502,-0.0924842116780584
310,-133.19947571513254,-0.09250238437588515
311,-133.62753854002008,-0.09252055707371191
312,-134.0556013649076,-0.09253872977153867
313,-134.48366418979512,-0.09255690246936543
314,-134.91172701468264,-0.09257507516719218
315,-135.33978983957016,-0.09259324786501895
316,-135.76785266445768,-0.0926114205628457
317,-136.19591548934523,-0.09262959326067247
318,-136.62397831423274,-0.09264776595849923
319,-137.05204113912026,-0.09266593865632598
320,-137.48010396400778,-0.09268411135415275
321,-137.9081667888953,-0.0927022840519795
322,-138.33622961378285,-0.09272045674980627
323,-138.76429243867037,-0.09273862944763303
324,-139.1923552635579,-0.09275680214545978
325,-139.6204180884454,-0.09277414884429289
326,-140.04848091333292,-0.09279093720275204
327,-140.47654373822047,-0.09280772556121118
328,-140.904606563108,-0.09282451391967034
329,-141.3326693879955,-0.09284130227812948
330,-141.76073221288303,-0.09285809063658862
331,-142.18879503777055,-0.09287487899504777
332,-142.6168578626581,-0.09289166735350692
333,-143.0449206875456,-0.09290845571196607
334,-143.47298351243313,-0.09292524407042521
335,-143.90104633732065,-0.09294203242888435
336,-144.32910916220817,-0.09295882078734351
337,-144.75717198709572,-0.09297560914580265
338,-145.18523481198324,-0.0929923975042618
339,-145.61329763687075,-0.09300918586272094
340,-146.04136046175827,-0.09302597422118009
341,-146.4694232866458,-0.09304276257963924
342,-146.8974861115333,-0.09305955093809838
343,-147.32554893642086,-0.09307633929655754
344,-147.75361176130838,-0.09309312765501668
345,-148.1816745861959,-0.09310991601347582
346,-148.60973741108342,-0.09312670437193497
347,-149.03780023597093,-0.09314349273039411
348,-149.46586306085848,-0.09316028108885326
349,-149.893925885746,-0.09317706944731241
350,-150.32198871063352,-0.09319385780577155
351,-150.75005153552104,-0.0932106461642307
352,-151.17811436040856,-0.09322743452268985
353,-151.6061771852961,-0.09324422288114899
354,-152.03424001018362,-0.09326101123960814
355,-152.46230283507114,-0.09327779959806728
356,-152.89036565995866,-0.09329458795652644
357,-153.31842848484618,-0.09331137631498558
358,-153.74649130973373,-0.09332816467344472
359,-154.17455413462125,-0.09334495303190388
360,-154.60261695950877,-0.09336174139036302
361,-155.03067978439628,-0.09337537993448768
362,-155.4587426092838,-0.09335901921541723
363,-155.88680543417132,-0.09334265849634678
364,-156.31486825905887,-0.09332629777727633
365,-156.7429310839464,-0.09330993705820587
366,-157.1709939088339,-0.09329357633913542
367,-157.59905673372143,-0.09327721562006497
368,-158.02711955860894,-0.09326085490099452
369,-158.4551823834965,-0.09324449418192406
370,-158.883245208384,-0.09322813346285361
371,-159.31130803327153,-0.09321177274378316
372,-159.73937085815905,-0.09319541202471271
373,-160.16743368304657,-0.09317905130564225
374,-160.59549650793412,-0.0931626905865718
375,-161.02355933282163,-0.09314632986750135
376,-161.45162215770915,-0.0931299691484309
377,-161.87968498259667,-0.09311360842936045
378,-162.3077478074842,-0.09309724771028999
379,-162.73581063237174,-0.09308088699121954
380,-163.16387345725926,-0.09306452627214909
381,-163.59193628214678,-0.09304816555307864
382,-164.0199991070343,-0.09303180483400818
383,-164.4480619319218,-0.09301544411493773
384,-164.87612475680936,-0.09299908339586728
385,-165.30418758169688,-0.09298272267679683
386,-165.7322504065844,-0.09296636195772637
387,-166.16031323147192,-0.09295000123865592
388,-166.58837605635944,-0.09293364051958547
389,-167.01643888124696,-0.09291727980051502
390,-167.4445017061345,-0.09290091908144456
391,-167.87256453102202,-0.09288455836237411
392,-168.30062735590954,-0.09286819764330366
393,-168.72869018079706,-0.09285183692423321
394,-169.15675300568458,-0.09283547620516275
395,-169.58481583057213,-0.0928191154860923
396,-170.01287865545964,-0.09280275476702185
397,-170.44094148034716,-0.0927863940479514
398,-170.86900430523468,-0.09277003332888095
399,-171.2970671301222,-0.09275367260981049
400,-171.72512995500975,-0.09273731189074004
401,-172.15319277989727,-0.0927247292290965
402,-172.5812556047848,-0.09271329621125679
403,-173.0093184296723,-0.09270186319341707
404,-173.43738125455982,-0.09269043017557736
405,-173.86544407944737,-0.09267899715773766
406,-174.2935069043349,-0.09266756413989795
407,-174.7215697292224,-0.09265613112205823
408,-175.14963255410993,-0.09264469810421852
409,-175.57769537899745,-0.09263326508637881
410,-176.00575820388497,-0.0926218320685391
411,-176.4338210287725,-0.0926103990506994
412,-176.86188385366003,-0.09259896603285968
413,-177.28994667854755,-0.09258753301501997
414,-177.71800950343507,-0.09257609999718026
415,-178.1460723283226,-0.09256466697934056
416,-178.57413515321014,-0.09255323396150085
417,-179.00219797809766,-0.09254180094366113
418,-179.43026080298517,-0.09253036792582142
419,-179.8583236278727,-0.09251893490798171
420,-180.2863864527602,-0.09250750189014201
421,-180.71444927764776,-0.0924960688723023
422,-181.14251210253528,-0.09248463585446258
423,-181.5705749274228,-0.09247320283662287
424,-181.99863775231032,-0.09246176981878317
425,-182.42670057719783,-0.09245033680094346
426,-182.85476340208538,-0.09243890378310374
427,-183.2828262269729,-0.09242747076526403
428,-183.71088905186042,-0.09241603774742432
429,-184.13895187674794,-0.09240460472958462
430,-184.56701470163546,-0.09239317171174491
431,-184.99507752652298,-0.09238173869390519
432,-185.42314035141052,-0.09237030567606548
433,-185.85120317629804,-0.09235887265822577
434,-186.27926600118556,-0.09234743964038607
435,-186.70732882607308,-0.09233600662254636
436,-187.1353916509606,-0.09232457360470664
437,-187.56345447584815,-0.09231314058686693
438,-187.99151730073567,-0.09230170756902722
439,-188.41958012562318,-0.09229027455118752
440,-188.8476429505107,-0.09227884153334781
441,-189.27570577539822,-0.09226740851550809
442,-189.70376860028577,-0.09225597549766838
443,-190.1318314251733,-0.09225538132023865
444,-190.5598942500608,-0.09226396104901682
445,-190.98795707494833,-0.092272540777795
446,-191.41601989983585,-0.09228112050657317
447,-191.8440827247234,-0.09228970023535135
448,-192.2721455496109,-0.09229827996412952
449,-192.70020837449843,-0.0923068596929077
450,-193.12827119938595,-0.09231543942168587
451,-193.55633402427347,-0.09232401915046405
452,-193.98439684916102,-0.09233259887924222
453,-194.41245967404853,-0.0923411786080204
454,-194.84052249893605,-0.09234975833679857
455,-195.26858532382357,-0.09235833806557674
456,-195.6966481487111,-0.09236691779435492
457,-196.1247109735986,-0.0923754975231331
458,-196.55277379848616,-0.09238407725191126
459,-196.98083662337368,-0.09239265698068944
460,-197.4088994482612,-0.09240123670946762
461,-197.8369622731487,-0.09240981643824579
462,-198.26502509803623,-0.09241839616702396
463,-198.69308792292378,-0.09242697589580214
464,-199.1211507478113,-0.09243555562458032
465,-199.54921357269882,-0.09244413535335849
466,-199.97727639758634,-0.09245271508213666
467,-200.40533922247386,-0.09246129481091483
468,-200.8334020473614,-0.092469874539693
469,-201.26146487224892,-0.09247845426847119
470,-201.68952769713644,-0.09248703399724936
471,-202.11759052202396,-0.09249561372602753
472,-202.54565334691148,-0.0925041934548057
473,-202.97371617179903,-0.09251277318358389
474,-203.40177899668655,-0.09252135291236206
475,-203.82984182157406,-0.09252993264114023
476,-204.25790464646158,-0.0925385123699184
477,-204.6859674713491,-0.09254709209869659
478,-205.11403029623662,-0.09255567182747476
479,-205.54209312112417,-0.09256425155625293
480,-205.9701559460117,-0.0925728312850311
481,-206.3982187708992,-0.09258141101380928
482,-206.82628159578672,-0.09258999074258746
483,-207.25434442067424,-0.09259857047136563
484,-207.6824072455618,-0.0926071502001438
485,-208.1104700704493,-0.09261572992892197
486,-208.53853289533683,-0.09262430965770016
487,-208.96659572022435,-0.09263288938647833
488,-209.39465854511187,-0.09264020481989386
489,-209.8227213699994,-0.09264539480737422
490,-210.25078419488693,-0.09265058479485458
491,-210.67884701977445,-0.09265577478233493
492,-211.10690984466197,-0.09266096476981528
493,-211.5349726695495,-0.09266615475729563
494,-211.96303549443704,-0.09267134474477598
495,-212.39109831932456,-0.09267653473225634
496,-212.81916114421207,-0.0926817247197367
497,-213.2472239690996,-0.09268691470721704
498,-213.6752867939871,-0.0926921046946974
499,-214.10334961887466,-0.09269729468217774
500,-214.53141244376218,-0.0927024846696581
501,-214.9594752686497,-0.09270767465713846
502,-215.38753809353722,-0.09271286464461881
503,-215.81560091842474,-0.09271805463209916
504,-216.24366374331225,-0.09272324461957951
505,-216.6717265681998,-0.09272843460705986
506,-217.09978939308732,-0.09273362459454022
507,-217.52785221797484,-0.09273881458202057
508,-217.95591504286236,-0.09274400456950092
509,-218.38397786774988,-0.09274919455698127
510,-218.81204069263742,-0.09275438454446162
511,-219.24010351752494,-0.09275957453194197
512,-219.66816634241246,-0.09276476451942234
513,-220.09622916729998,-0.09276995450690269
514,-220.5242919921875,-0.09277514449438304
515,-220.95235481707505,-0.09278033448186339
516,-221.38041764196257,-0.09278552446934374
517,-221.80848046685009,-0.0927907144568241
518,-222.2365432917376,-0.09279590444430445
519,-222.66460611662512,-0.0928010944317848
520,-223.09266894151267,-0.09280628441926515
521,-223.5207317664002,-0.0928114744067455
522,-223.9487945912877,-0.09281666439422585
523,-224.37685741617523,-0.09282185438170622
524,-224.80492024106275,-0.09282704436918657
525,-225.23298306595026,-0.09283223435666692
526,-225.6610458908378,-0.09283742434414727
527,-226.08910871572533,-0.09284261433162762
528,-226.51717154061285,-0.09284780431910798
529,-226.94523436550037,-0.09285299430658833
530,-227.3732971903879,-0.09285818429406868
531,-227.80136001527543,-0.09286337428154903
532,-228.22942284016295,-0.09286856426902938
533,-228.65748566505047,-0.09287375425650973
534,-229.085548489938,-0.0928789442439901
535,-229.5136113148255,-0.09288413423147045
536,-229.94167413971306,-0.0928886651096467
537,-230.36973696460058,-0.09289060009199636
538,-230.7977997894881,-0.09289253507434601
539,-231.22586261437561,-0.09289447005669567
540,-231.65392543926313,-0.09289640503904532
541,-232.08198826415068,-0.09289834002139499
542,-232.5100510890382,-0.09290027500374465
543,-232.93811391392572,-0.0929022099860943
544,-233.36617673881324,-0.09290414496844396
545,-233.79423956370076,-0.09290607995079361
546,-234.2223023885883,-0.09290801493314327
547,-234.65036521347582,-0.09290994991549292
548,-235.07842803836334,-0.09291188489784259
549,-235.50649086325086,-0.09291381988019225
550,-235.93455368813838,-0.0929157548625419
551,-236.3626165130259,-0.09291768984489156
552,-236.79067933791345,-0.09291962482724121
553,-237.21874216280096,-0.09292155980959087
554,-237.64680498768848,-0.09292349479194052
555,-238.074867812576,-0.09292542977429018
556,-238.50293063746352,-0.09292736475663985
557,-238.93099346235107,-0.0929292997389895
558,-239.3590562872386,-0.09293123472133916
559,-239.7871191121261,-0.09293316970368881
560,-240.21518193701363,-0.09293510468603847
561,-240.64324476190114,-0.09293703966838812
562,-241.0713075867887,-0.09293897465073778
563,-241.4993704116762,-0.09294090963308743
564,-241.92743323656373,-0.0929428446154371
565,-242.35549606145125,-0.09294477959778676
566,-242.78355888633877,-0.09294671458013641
567,-243.21162171122631,-0.09294864956248607
568,-243.63968453611383,-0.09295058454483572
569,-244.06774736100135,-0.09295251952718538
570,-244.49581018588887,-0.09295445450953503
571,-244.9238730107764,-0.0929563894918847
572,-245.3519358356639,-0.09295832447423436
573,-245.77999866055146,-0.09296025945658401
574,-246.20806148543898,-0.09296219443893367
575,-246.6361243103265,-0.09296412942128332
576,-247.064187135214,-0.09296606440363298
577,-247.49224996010153,-0.09296799938598263
578,-247.92031278498908,-0.09296993436833229
579,-248.3483756098766,-0.09297186935068195
580,-248.77643843476412,-0.09297380433303161
581,-249.20450125965164,-0.09297573931538126
582,-249.63256408453915,-0.09297767429773092
583,-250.0606269094267,-0.09297960928008057
584,-250.48868973431422,-0.09298154426243023
585,-250.91675255920174,-0.09298347924477988
586,-251.34481538408926,-0.09298541422712955
587,-251.77287820897678,-0.09298758152983132
588,-252.20094103386432,-0.09302413182973122
589,-252.62900385875184,-0.09306068212963114
590,-253.05706668363936,-0.09309723242953105
591,-253.48512950852688,-0.09313378272943097
592,-253.9131923334144,-0.09317033302933088
593,-254.34125515830195,-0.0932068833292308
594,-254.76931798318947,-0.0932434336291307
595,-255.19738080807699,-0.09327998392903063
596,-255.6254436329645,-0.09331653422893053
597,-256.053506457852,-0.09335308452883045
598,-256.48156928273954,-0.09338963482873036
599,-256.9096321076271,-0.09342618512863028
600,-257.3376949325146,-0.09346273542853019
601,-257.7657577574021,-0.09349928572843011
602,-258.1938205822897,-0.09353583602833003
603,-258.62188340717717,-0.09357238632822994
604,-259.0499462320647,-0.09360893662812986
605,-259.4780090569522,-0.09364548692802976
606,-259.90607188183975,-0.09368203722792968
607,-260.3341347067273,-0.09371858752782959
608,-260.7621975316148,-0.09375513782772951
609,-261.19026035650234,-0.09379168812762942
610,-261.6183231813898,-0.09382823842752934
611,-262.0463860062774,-0.09386478872742925
612,-262.4744488311649,-0.09390133902732917
613,-262.9025116560524,-0.09393788932722907
614,-263.33057448093996,-0.093974439627129
615,-263.75863730582745,-0.0940109899270289
616,-264.186700130715,-0.09404754022692882
617,-264.61476295560254,-0.09408409052682874
618,-265.04282578049003,-0.09412064082672865
619,-265.4708886053776,-0.09415719112662857
620,-265.8989514302651,-0.09419374142652848
621,-266.3270142551526,-0.0942302917264284
622,-266.75507708004017,-0.0942668420263283
623,-267.18313990492766,-0.09430339232622822
624,-267.6112027298152,-0.09433994262612813
625,-268.0392655547027,-0.09437649292602805
626,-268.46732837959024,-0.09441304322592796
627,-268.8953912044778,-0.09444959352582788
628,-269.3234540293653,-0.09448614382572779
629,-269.7515168542528,-0.09452269412562771
630,-270.1795796791403,-0.09455924442552761
631,-270.60764250402787,-0.09459579472542753
632,-271.03570532891536,-0.09463234502532744
633,-271.4637681538029,-0.09466889532522736
634,-271.89183097869045,-0.09470544562512728
635,-272.31989380357794,-0.09474199592502719
636,-272.7479566284655,-0.09477854622492711
637,-273.176019453353,-0.09481509652482702
638,-273.6040822782405,-0.09485164682472694
639,-274.0321451031281,-0.09488819712462684
640,-274.46020792801556,-0.09492474742452676
641,-274.8882707529031,-0.09496129772442667
642,-275.3163335777906,-0.0950140617772447
643,-275.74439640267815,-0.09507155813490076
644,-276.1724592275657,-0.09512905449255682
645,-276.6005220524532,-0.09518655085021287
646,-277.02858487734073,-0.09524404720786893
647,-277.4566477022282,-0.09530154356552498
648,-277.8847105271158,-0.09535903992318104
649,-278.3127733520033,-0.0954165362808371
650,-278.7408361768908,-0.09547403263849315
651,-279.16889900177836,-0.09553152899614921
652,-279.59696182666585,-0.09558902535380526
653,-280.0250246515534,-0.09564652171146132
654,-280.45308747644094,-0.09570401806911737
655,-280.88115030132843,-0.09576151442677343
656,-281.309213126216,-0.09581901078442948
657,-281.73727595110347,-0.09587650714208554
658,-282.165338775991,-0.09593400349974159
659,-282.59340160087856,-0.09599149985739765
660,-283.02146442576606,-0.0960489962150537
661,-283.4495272506536,-0.09610649257270976
662,-283.8775900755411,-0.0961639889303658
663,-284.30565290042864,-0.09622148528802187
664,-284.7337157253162,-0.09627898164567793
665,-285.1617785502037,-0.09633647800333398
