timestep,depth,Theta
1828,-207.91823,19.991985
1829,-208.03171,19.989311
1830,-208.14517,19.986639
1831,-208.25864,19.983967
1832,-208.3721,19.981295
1833,-208.48557,19.97862
1834,-208.59904,19.975948
1835,-208.71251,19.973276
1836,-208.82597,19.970602
1837,-208.93944,19.96793
1838,-209.0529,19.965258
1839,-209.16638,19.962584
1840,-209.27985,19.960096
1841,-209.39331,19.957893
1842,-209.50677,19.955688
1843,-209.62024,19.953484
1844,-209.73372,19.951279
1845,-209.84718,19.949076
1846,-209.96065,19.94687
1847,-210.07411,19.944666
1848,-210.18758,19.942463
1849,-210.30106,19.940258
1850,-210.41452,19.938053
1851,-210.52798,19.935848
1852,-210.64145,19.933645
1853,-210.75491,19.93144
1854,-210.86838,19.929235
1855,-210.98186,19.92703
1856,-211.09532,19.924828
1857,-211.20879,19.922623
1858,-211.32225,19.920418
1859,-211.43571,19.918215
1860,-211.5492,19.91601
1861,-211.66266,19.913805
1862,-211.77612,19.911602
1863,-211.88959,19.909397
1864,-212.00305,19.907192
1865,-212.11653,19.904987
1866,-212.23,19.902784
1867,-212.34346,19.90058
1868,-212.45692,19.898375
1869,-212.57039,19.896172
1870,-212.68387,19.893967
1871,-212.79733,19.891762
1872,-212.9108,19.889557
1873,-213.02426,19.887354
1874,-213.13773,19.885149
1875,-213.2512,19.882944
1876,-213.36467,19.88074
1877,-213.47813,19.878536
1878,-213.5916,19.876331
1879,-213.70506,19.874126
1880,-213.81854,19.871923
1881,-213.932,19.869719
1882,-214.04547,19.867514
1883,-214.15894,19.865309
1884,-214.2724,19.863106
1885,-214.38586,19.8609
1886,-214.49934,19.858696
1887,-214.61281,19.856493
1888,-214.72627,19.854288
1889,-214.83974,19.852083
1890,-214.9532,19.84988
1891,-215.06668,19.847675
1892,-215.18015,19.84547
1893,-215.29361,19.843266
1894,-215.40707,19.841063
1895,-215.52054,19.838858
1896,-215.63402,19.836653
1897,-215.74748,19.834448
1898,-215.86095,19.832245
1899,-215.97441,19.83004
1900,-216.08788,19.827835
1901,-216.20135,19.825632
1902,-216.31482,19.823427
1903,-216.42828,19.821222
1904,-216.54175,19.819017
1905,-216.65521,19.816814
1906,-216.76869,19.81461
1907,-216.88216,19.812405
1908,-216.99562,19.810202
1909,-217.10909,19.807997
1910,-217.22255,19.805792
1911,-217.33603,19.803587
1912,-217.4495,19.801384
1913,-217.56296,19.79918
1914,-217.67642,19.796974
1915,-217.78989,19.794771
1916,-217.90335,19.792566
1917,-218.01683,19.790361
1918,-218.1303,19.788157
1919,-218.24376,19.785954
1920,-218.35722,19.783749
1921,-218.47069,19.781544
1922,-218.58417,19.779339
1923,-218.69763,19.777136
1924,-218.8111,19.774931
1925,-218.92456,19.772726
1926,-219.03802,19.770523
1927,-219.1515,19.768318
1928,-219.26497,19.766113
1929,-219.37843,19.76391
1930,-219.4919,19.761705
1931,-219.60536,19.7595
1932,-219.71884,19.757296
1933,-219.8323,19.755093
1934,-219.94577,19.752888
1935,-220.05923,19.750683
1936,-220.1727,19.74848
1937,-220.28618,19.746275
1938,-220.39964,19.74407
1939,-220.5131,19.741865
1940,-220.62657,19.739662
1941,-220.74004,19.737457
1942,-220.85352,19.735252
1943,-220.96698,19.733047
1944,-221.08044,19.730844
1945,-221.19391,19.72864
1946,-221.30737,19.726435
1947,-221.42084,19.724232
1948,-221.53432,19.722027
1949,-221.64778,19.719822
1950,-221.76125,19.717619
1951,-221.87471,19.715414
1952,-221.98817,19.71321
1953,-222.10165,19.711004
1954,-222.21512,19.708801
1955,-222.32858,19.706596
1956,-222.44205,19.704391
1957,-222.55551,19.702188
1958,-222.66899,19.699984
1959,-222.78246,19.697779
1960,-222.89592,19.695574
1961,-223.00938,19.69337
1962,-223.12285,19.691166
1963,-223.23633,19.688961
1964,-223.3498,19.686756
1965,-223.46326,19.684553
1966,-223.57672,19.682348
1967,-223.69019,19.680143
1968,-223.80367,19.67794
1969,-223.91713,19.675735
1970,-224.0306,19.67353
1971,-224.14406,19.671326
1972,-224.25752,19.669123
1973,-224.37099,19.666918
1974,-224.48447,19.664713
1975,-224.59793,19.66251
1976,-224.7114,19.660305
1977,-224.82486,19.6581
1978,-224.93832,19.655897
1979,-225.0518,19.653692
1980,-225.16527,19.651487
1981,-225.27873,19.649282
1982,-225.3922,19.64708
1983,-225.50566,19.644875
1984,-225.61914,19.64267
1985,-225.7326,19.640465
1986,-225.84607,19.638262
1987,-225.95953,19.636057
1988,-226.073,19.633852
1989,-226.18648,19.631649
1990,-226.29994,19.629444
1991,-226.4134,19.62724
1992,-226.52687,19.625034
1993,-226.64034,19.622831
1994,-226.75381,19.620626
1995,-226.86728,19.618422
1996,-226.98074,19.616219
1997,-227.09421,19.614014
1998,-227.20767,19.611809
1999,-227.32115,19.609604
2000,-227.43462,19.6074
2001,-227.54808,19.605196
2002,-227.66154,19.602991
2003,-227.77501,19.600788
2004,-227.88847,19.598583
2005,-228.00195,19.596378
2006,-228.11542,19.594173
2007,-228.22888,19.59197
2008,-228.34235,19.589766
2009,-228.45581,19.58756
2010,-228.56929,19.585356
2011,-228.68275,19.583153
2012,-228.79622,19.580948
2013,-228.90968,19.578743
2014,-229.02315,19.57654
2015,-229.13663,19.574335
2016,-229.25009,19.57213
2017,-229.36356,19.569927
2018,-229.47702,19.567722
2019,-229.59048,19.565517
2020,-229.70396,19.563313
2021,-229.81743,19.56111
2022,-229.9309,19.559008
2023,-230.04436,19.55696
2024,-230.15782,19.55491
2025,-230.2713,19.55286
2026,-230.38477,19.550812
2027,-230.49823,19.548763
2028,-230.6117,19.546715
2029,-230.72516,19.544664
2030,-230.83864,19.542616
2031,-230.9521,19.540567
2032,-231.06557,19.538517
2033,-231.17903,19.536469
2034,-231.2925,19.53442
2035,-231.40596,19.532372
2036,-231.51944,19.530321
2037,-231.6329,19.528273
2038,-231.74637,19.526224
2039,-231.85983,19.524174
2040,-231.9733,19.522125
2041,-232.08678,19.520077
2042,-232.20024,19.518026
2043,-232.3137,19.515978
2044,-232.42717,19.51393
2045,-232.54063,19.51188
2046,-232.65411,19.50983
2047,-232.76758,19.507782
2048,-232.88104,19.505733
2049,-232.9945,19.503683
2050,-233.10797,19.501635
2051,-233.22145,19.499586
2052,-233.33492,19.497536
2053,-233.44838,19.495487
2054,-233.56184,19.493439
2055,-233.67531,19.49139
2056,-233.78879,19.48934
2057,-233.90225,19.487291
2058,-234.01572,19.485243
2059,-234.12918,19.483192
2060,-234.24265,19.481144
2061,-234.35612,19.479095
2062,-234.46959,19.477045
2063,-234.58305,19.474997
2064,-234.69652,19.472948
2065,-234.80998,19.470898
2066,-234.92345,19.46885
2067,-235.03693,19.4668
2068,-235.15039,19.464752
2069,-235.26385,19.462702
2070,-235.37732,19.460653
2071,-235.49078,19.458605
2072,-235.60426,19.456554
2073,-235.71773,19.454506
2074,-235.83119,19.452457
2075,-235.94466,19.450407
2076,-236.05812,19.448359
2077,-236.1716,19.44631
2078,-236.28506,19.44426
2079,-236.39853,19.442211
2080,-236.512,19.440163
2081,-236.62546,19.438114
2082,-236.73894,19.436064
2083,-236.8524,19.434015
2084,-236.96587,19.431967
2085,-237.07933,19.429916
2086,-237.1928,19.427868
2087,-237.30627,19.42582
2088,-237.41974,19.423769
2089,-237.5332,19.42172
2090,-237.64667,19.419672
2091,-237.76013,19.417624
2092,-237.87361,19.415573
2093,-237.98708,19.413525
2094,-238.10054,19.411476
2095,-238.214,19.409426
2096,-238.32747,19.407377
2097,-238.44093,19.405329
2098,-238.55441,19.403278
2099,-238.66788,19.40123
2100,-238.78134,19.399181
2101,-238.8948,19.397133
2102,-239.00827,19.395082
2103,-239.12175,19.393034
2104,-239.23521,19.390985
2105,-239.34868,19.388935
2106,-239.46214,19.386887
2107,-239.5756,19.384838
2108,-239.68909,19.382788
2109,-239.80255,19.38074
2110,-239.91602,19.37869
2111,-240.02948,19.376642
2112,-240.14294,19.374592
2113,-240.25642,19.372543
2114,-240.36989,19.370495
2115,-240.48335,19.368444
2116,-240.59682,19.366396
2117,-240.71028,19.364347
2118,-240.82376,19.362297
2119,-240.93723,19.360249
2120,-241.05069,19.3582
2121,-241.16415,19.356152
2122,-241.27762,19.354101
2123,-241.3911,19.352053
2124,-241.50456,19.350004
2125,-241.61803,19.347954
2126,-241.73149,19.345905
2127,-241.84496,19.343857
2128,-241.95842,19.341808
2129,-242.0719,19.339758
2130,-242.18536,19.33771
2131,-242.29883,19.33566
2132,-242.4123,19.33361
2133,-242.52576,19.331562
2134,-242.63924,19.329514
2135,-242.7527,19.327463
2136,-242.86617,19.325415
2137,-242.97963,19.323366
2138,-243.0931,19.321316
2139,-243.20657,19.319267
2140,-243.32004,19.317219
2141,-243.4335,19.31517
2142,-243.54697,19.31312
2143,-243.66043,19.311071
2144,-243.77391,19.309023
2145,-243.88737,19.306973
2146,-244.00084,19.304924
2147,-244.1143,19.302876
2148,-244.22777,19.300825
2149,-244.34125,19.298777
2150,-244.45471,19.296728
2151,-244.56818,19.294678
2152,-244.68164,19.29263
2153,-244.7951,19.29058
2154,-244.90857,19.288532
2155,-245.02205,19.286482
2156,-245.13551,19.284433
2157,-245.24898,19.282385
2158,-245.36244,19.280334
2159,-245.4759,19.278286
2160,-245.58939,19.276237
2161,-245.70285,19.274187
2162,-245.81631,19.272139
2163,-245.92978,19.27009
2164,-246.04324,19.268042
2165,-246.15672,19.265991
2166,-246.27019,19.263943
2167,-246.38365,19.261894
2168,-246.49712,19.259844
2169,-246.61058,19.257795
2170,-246.72406,19.255747
2171,-246.83752,19.253696
2172,-246.95099,19.251648
2173,-247.06445,19.2496
2174,-247.17792,19.247551
2175,-247.2914,19.2455
2176,-247.40486,19.243452
2177,-247.51833,19.241404
2178,-247.63179,19.239353
2179,-247.74525,19.237305
2180,-247.85873,19.235256
2181,-247.9722,19.233206
2182,-248.08566,19.231157
2183,-248.19913,19.229109
2184,-248.31259,19.22706
2185,-248.42606,19.22501
2186,-248.53954,19.222961
2187,-248.653,19.220913
2188,-248.76646,19.218863
2189,-248.87993,19.216814
2190,-248.9934,19.214766
2191,-249.10687,19.212715
2192,-249.22034,19.210667
2193,-249.3338,19.208618
2194,-249.44727,19.20657
2195,-249.56073,19.20452
2196,-249.67421,19.20247
2197,-249.78767,19.200422
2198,-249.90114,19.198372
2199,-250.0146,19.196323
2200,-250.12807,19.194275
2201,-250.24155,19.192225
2202,-250.35501,19.190176
2203,-250.46848,19.188128
2204,-250.58194,19.186079
2205,-250.6954,19.184029
2206,-250.80888,19.18198
2207,-250.92235,19.179932
2208,-251.03581,19.177881
2209,-251.14928,19.175833
2210,-251.26274,19.173784
2211,-251.37622,19.171734
2212,-251.48969,19.169685
2213,-251.60315,19.167637
2214,-251.71661,19.165586
2215,-251.83008,19.163425
2216,-251.94354,19.161161
2217,-252.05702,19.158897
2218,-252.17049,19.156633
2219,-252.28395,19.154371
2220,-252.39742,19.152107
2221,-252.51088,19.149843
2222,-252.62436,19.14758
2223,-252.73782,19.145317
2224,-252.85129,19.143053
2225,-252.96475,19.140789
2226,-253.07822,19.138527
2227,-253.1917,19.136263
2228,-253.30516,19.133999
2229,-253.41862,19.131735
2230,-253.53209,19.129473
2231,-253.64555,19.127209
2232,-253.75903,19.124945
2233,-253.8725,19.12268
2234,-253.98596,19.120419
2235,-254.09943,19.118155
2236,-254.21289,19.11589
2237,-254.32637,19.113626
2238,-254.43983,19.111364
2239,-254.5533,19.1091
2240,-254.66676,19.106836
2241,-254.78023,19.104574
2242,-254.8937,19.10231
2243,-255.00717,19.100046
2244,-255.12064,19.097782
2245,-255.2341,19.09552
2246,-255.34756,19.093256
2247,-255.46103,19.090992
2248,-255.57451,19.088728
2249,-255.68797,19.086466
2250,-255.80144,19.084202
2251,-255.9149,19.081938
2252,-256.02838,19.079674
2253,-256.14185,19.077412
2254,-256.2553,19.075148
2255,-256.36877,19.072884
2256,-256.48224,19.070621
2257,-256.5957,19.068357
2258,-256.70917,19.066093
2259,-256.82263,19.063831
2260,-256.9361,19.061567
2261,-257.0496,19.059303
2262,-257.16306,19.05704
2263,-257.27652,19.054775
2264,-257.38998,19.052513
2265,-257.50345,19.05025
2266,-257.6169,19.047985
2267,-257.73038,19.045723
2268,-257.84384,19.043459
2269,-257.9573,19.041195
2270,-258.07077,19.038933
2271,-258.18427,19.036667
2272,-258.29773,19.034405
2273,-258.4112,19.03214
2274,-258.52466,19.029877
2275,-258.63812,19.027615
2276,-258.7516,19.02535
2277,-258.86505,19.023087
2278,-258.97852,19.020824
2279,-259.09198,19.01856
2280,-259.20544,19.016296
2281,-259.31894,19.014032
2282,-259.4324,19.011768
2283,-259.54587,19.009506
2284,-259.65933,19.007242
2285,-259.7728,19.004978
2286,-259.88626,19.002716
2287,-259.99973,19.000452
2288,-260.1132,18.998188
2289,-260.22665,18.995926
2290,-260.34012,18.993662
2291,-260.45358,18.991398
2292,-260.56708,18.989134
2293,-260.68054,18.98687
2294,-260.794,18.984608
2295,-260.90747,18.982344
2296,-261.02094,18.98008
2297,-261.1344,18.977818
2298,-261.24786,18.975554
2299,-261.36133,18.97329
2300,-261.4748,18.971027
2301,-261.58826,18.968763
2302,-261.70175,18.9665
2303,-261.81522,18.964235
2304,-261.92868,18.961971
2305,-262.04214,18.95971
2306,-262.1556,18.957445
2307,-262.26907,18.955181
2308,-262.38254,18.952919
2309,-262.496,18.950655
2310,-262.60947,18.948391
2311,-262.72293,18.946127
2312,-262.83643,18.943863
2313,-262.9499,18.9416
2314,-263.06335,18.939337
2315,-263.17682,18.937073
2316,-263.29028,18.93481
2317,-263.40375,18.932547
2318,-263.5172,18.930283
2319,-263.63068,18.92802
2320,-263.74414,18.925756
2321,-263.8576,18.923492
2322,-263.97107,18.921228
2323,-264.08456,18.918964
2324,-264.19803,18.916702
2325,-264.3115,18.914438
2326,-264.42496,18.912174
2327,-264.53842,18.909912
2328,-264.6519,18.907648
2329,-264.76535,18.905384
2330,-264.8788,18.90312
2331,-264.99228,18.900858
2332,-265.10574,18.898594
2333,-265.21924,18.89633
2334,-265.3327,18.894066
2335,-265.44617,18.891804
2336,-265.55963,18.88954
2337,-265.6731,18.887276
2338,-265.78656,18.885014
2339,-265.90002,18.88275
2340,-266.0135,18.880486
2341,-266.12695,18.878222
2342,-266.24042,18.87596
2343,-266.3539,18.873695
2344,-266.46738,18.871431
2345,-266.58084,18.869167
2346,-266.6943,18.866905
2347,-266.80777,18.864641
2348,-266.92123,18.862377
2349,-267.0347,18.860115
2350,-267.14816,18.857851
2351,-267.26163,18.855587
2352,-267.3751,18.853323
2353,-267.48856,18.85106
2354,-267.60205,18.848797
2355,-267.7155,18.846533
2356,-267.82898,18.844269
2357,-267.94244,18.842007
2358,-268.0559,18.839743
2359,-268.16937,18.837479
2360,-268.28284,18.835215
2361,-268.3963,18.832952
2362,-268.50977,18.830688
2363,-268.62323,18.828424
2364,-268.73672,18.82616
2365,-268.8502,18.823898
2366,-268.96365,18.821634
2367,-269.07712,18.81937
2368,-269.19058,18.817108
2369,-269.30405,18.814844
2370,-269.4175,18.81258
2371,-269.53098,18.810316
2372,-269.64444,18.808054
2373,-269.7579,18.80579
2374,-269.8714,18.803526
2375,-269.98486,18.801262
2376,-270.09833,18.799
2377,-270.2118,18.796736
2378,-270.32526,18.794472
2379,-270.43872,18.79221
2380,-270.5522,18.789946
2381,-270.66565,18.787682
2382,-270.7791,18.785418
2383,-270.89258,18.783155
2384,-271.00604,18.780891
2385,-271.11954,18.778627
2386,-271.233,18.776363
2387,-271.34647,18.774101
2388,-271.45993,18.771837
2389,-271.5734,18.769573
2390,-271.68686,18.76731
2391,-271.80032,18.765047
2392,-271.9138,18.762783
2393,-272.02725,18.760519
2394,-272.14072,18.758257
2395,-272.2542,18.755993
2396,-272.36768,18.753729
2397,-272.48114,18.751465
2398,-272.5946,18.749203
2399,-272.70807,18.746939
2400,-272.82153,18.744675
2401,-272.935,18.74241
2402,-273.04846,18.740149
2403,-273.16193,18.737885
2404,-273.2754,18.73562
2405,-273.3889,18.733356
2406,-273.50235,18.731094
2407,-273.6158,18.72883
2408,-273.72928,18.726566
2409,-273.84274,18.724302
2410,-273.9562,18.72204
2411,-274.06967,18.719776
2412,-274.18314,18.717512
2413,-274.2966,18.71525
2414,-274.41006,18.712986
2415,-274.52353,18.710722
2416,-274.63702,18.708458
2417,-274.7505,18.706196
2418,-274.86395,18.703932
2419,-274.97742,18.701668
2420,-275.09088,18.699005
2421,-275.20435,18.696314
2422,-275.3178,18.69362
2423,-275.43127,18.69093
2424,-275.54474,18.688238
2425,-275.6582,18.685545
2426,-275.7717,18.682854
2427,-275.88516,18.68016
2428,-275.99863,18.67747
2429,-276.1121,18.674778
2430,-276.22556,18.672087
2431,-276.33902,18.669394
2432,-276.45248,18.666702
2433,-276.56595,18.664011
2434,-276.6794,18.661318
2435,-276.79288,18.658627
2436,-276.90637,18.655933
2437,-277.01984,18.653242
2438,-277.1333,18.65055
2439,-277.24677,18.64786
2440,-277.36023,18.645166
2441,-277.4737,18.642475
2442,-277.58716,18.639784
2443,-277.70062,18.63709
2444,-277.8141,18.6344
2445,-277.92755,18.631708
2446,-278.04102,18.629017
2447,-278.1545,18.626324
2448,-278.26797,18.623632
2449,-278.38144,18.62094
2450,-278.4949,18.618248
2451,-278.60837,18.615557
2452,-278.72183,18.612864
2453,-278.8353,18.610172
2454,-278.94876,18.607481
2455,-279.06223,18.60479
2456,-279.1757,18.602097
2457,-279.28918,18.599405
2458,-279.40265,18.596712
2459,-279.5161,18.59402
2460,-279.62958,18.59133
2461,-279.74304,18.588638
2462,-279.8565,18.585945
2463,-279.96997,18.583254
2464,-280.08344,18.580563
2465,-280.1969,18.57787
2466,-280.31036,18.575178
2467,-280.42386,18.572485
2468,-280.53732,18.569794
2469,-280.6508,18.567102
2470,-280.76425,18.564411
2471,-280.87772,18.561718
2472,-280.99118,18.559027
2473,-281.10464,18.556335
2474,-281.2181,18.553642
2475,-281.33157,18.550951
2476,-281.44504,18.54826
2477,-281.5585,18.545568
2478,-281.672,18.542875
2479,-281.78546,18.540184
2480,-281.89893,18.53749
2481,-282.0124,18.5348
2482,-282.12585,18.532108
2483,-282.23932,18.529415
2484,-282.35278,18.526724
2485,-282.46625,18.524033
2486,-282.5797,18.521341
2487,-282.69318,18.518648
2488,-282.80667,18.515957
2489,-282.92014,18.513264
2490,-283.0336,18.510572
2491,-283.14706,18.507881
2492,-283.26053,18.505188
2493,-283.374,18.502497
2494,-283.48746,18.499805
2495,-283.60092,18.497114
2496,-283.7144,18.494421
2497,-283.82785,18.49173
2498,-283.94135,18.489037
2499,-284.0548,18.486345
2500,-284.16827,18.483654
2501,-284.28174,18.48096
2502,-284.3952,18.47827
2503,-284.50867,18.475578
2504,-284.62213,18.472887
2505,-284.7356,18.470194
2506,-284.84906,18.467503
2507,-284.96252,18.464811
2508,-285.076,18.462118
2509,-285.18948,18.459427
2510,-285.30295,18.456734
2511,-285.4164,18.454042
2512,-285.52988,18.451351
2513,-285.64334,18.44866
2514,-285.7568,18.445967
2515,-285.87027,18.443275
2516,-285.98373,18.440584
2517,-286.0972,18.437891
2518,-286.21066,18.4352
2519,-286.32416,18.432508
2520,-286.43762,18.429815
2521,-286.5511,18.427124
2522,-286.66455,18.424433
2523,-286.778,18.42174
2524,-286.89148,18.419048
2525,-287.00494,18.416357
2526,-287.1184,18.413666
2527,-287.23187,18.410973
2528,-287.34534,18.408281
2529,-287.45883,18.405588
2530,-287.5723,18.402897
2531,-287.68576,18.400206
2532,-287.79922,18.397512
2533,-287.9127,18.394821
2534,-288.02615,18.39213
2535,-288.13962,18.389439
2536,-288.25308,18.386745
2537,-288.36655,18.384054
2538,-288.48,18.381363
2539,-288.59348,18.37867
2540,-288.70697,18.375978
2541,-288.82043,18.373285
2542,-288.9339,18.370594
2543,-289.04736,18.367903
2544,-289.16083,18.365211
2545,-289.2743,18.362518
2546,-289.38776,18.359827
2547,-289.50122,18.357136
2548,-289.6147,18.354443
2549,-289.72815,18.351751
2550,-289.84164,18.349058
2551,-289.9551,18.346367
2552,-290.06857,18.343676
2553,-290.18204,18.340984
2554,-290.2955,18.338291
2555,-290.40897,18.3356
2556,-290.52243,18.332909
2557,-290.6359,18.330215
2558,-290.74936,18.327524
2559,-290.86282,18.324833
2560,-290.97632,18.32214
2561,-291.08978,18.319448
2562,-291.20325,18.316757
2563,-291.3167,18.314064
2564,-291.43018,18.311373
2565,-291.54364,18.308681
2566,-291.6571,18.305988
2567,-291.77057,18.303297
2568,-291.88403,18.300606
2569,-291.9975,18.297915
2570,-292.11096,18.295221
2571,-292.22446,18.29253
2572,-292.33792,18.289837
2573,-292.4514,18.287146
2574,-292.56485,18.284454
2575,-292.6783,18.281761
2576,-292.79178,18.27907
2577,-292.90524,18.276379
2578,-293.0187,18.273687
2579,-293.13217,18.270994
2580,-293.24564,18.268303
2581,-293.35913,18.26561
2582,-293.4726,18.262918
2583,-293.58606,18.260227
2584,-293.69952,18.257536
2585,-293.813,18.254843
2586,-293.92645,18.252151
2587,-294.03992,18.24946
2588,-294.15338,18.246767
2589,-294.26685,18.244076
2590,-294.3803,18.241385
2591,-294.49377,18.238693
2592,-294.60727,18.236
2593,-294.72073,18.233309
2594,-294.8342,18.230616
2595,-294.94766,18.227924
2596,-295.06113,18.225233
2597,-295.1746,18.22254
2598,-295.28806,18.219849
2599,-295.40152,18.217157
2600,-295.51498,18.214466
2601,-295.62845,18.211773
2602,-295.74194,18.209082
2603,-295.8554,18.206388
2604,-295.96887,18.203697
2605,-296.08234,18.201006
2606,-296.1958,18.198313
2607,-296.30927,18.195621
2608,-296.42273,18.19293
2609,-296.5362,18.190239
2610,-296.64966,18.187546
2611,-296.76312,18.184855
2612,-296.87662,18.182161
2613,-296.99008,18.17947
2614,-297.10355,18.176779
2615,-297.217,18.174086
2616,-297.33047,18.171394
2617,-297.44394,18.168703
2618,-297.5574,18.166012
2619,-297.67087,18.163319
2620,-297.78433,18.160627
2621,-297.8978,18.157936
2622,-298.01126,18.155243
2623,-298.12476,18.152552
2624,-298.23822,18.149858
2625,-298.35168,18.147167
2626,-298.46515,18.144476
2627,-298.5786,18.141785
2628,-298.69208,18.139091
2629,-298.80554,18.1364
2630,-298.919,18.133709
2631,-299.03247,18.131016
2632,-299.14594,18.128325
2633,-299.25943,18.125633
2634,-299.3729,18.12294
2635,-299.48636,18.120249
2636,-299.59982,18.11716
2637,-299.7133,18.113995
2638,-299.82675,18.110826
2639,-299.94022,18.10766
2640,-300.05368,18.104494
2641,-300.16714,18.101328
2642,-300.2806,18.098162
2643,-300.3941,18.094994
2644,-300.50757,18.091827
2645,-300.62103,18.088661
2646,-300.7345,18.085495
2647,-300.84796,18.082329
2648,-300.96143,18.07916
2649,-301.0749,18.075994
2650,-301.18835,18.072828
2651,-301.30182,18.069662
2652,-301.41528,18.066496
2653,-301.52875,18.06333
2654,-301.64224,18.060162
2655,-301.7557,18.056995
2656,-301.86917,18.05383
2657,-301.98264,18.050663
2658,-302.0961,18.047495
2659,-302.20956,18.044329
2660,-302.32303,18.041162
2661,-302.4365,18.037996
2662,-302.54996,18.03483
2663,-302.66342,18.031664
2664,-302.77692,18.028496
2665,-302.89038,18.02533
2666,-303.00385,18.022163
2667,-303.1173,18.018997
2668,-303.23077,18.01583
2669,-303.34424,18.012663
2670,-303.4577,18.009497
2671,-303.57117,18.00633
2672,-303.68463,18.003164
2673,-303.7981,17.999998
2674,-303.9116,17.99683
2675,-304.02505,17.993664
2676,-304.13852,17.990498
2677,-304.25198,17.987331
2678,-304.36545,17.984163
2679,-304.4789,17.980997
2680,-304.59238,17.97783
2681,-304.70584,17.974665
2682,-304.8193,17.971498
2683,-304.93277,17.968332
2684,-305.04623,17.965166
2685,-305.15973,17.961998
2686,-305.2732,17.958832
2687,-305.38666,17.955666
2688,-305.50012,17.9525
2689,-305.6136,17.949331
2690,-305.72705,17.946165
2691,-305.8405,17.942999
2692,-305.95398,17.939833
2693,-306.06744,17.936666
2694,-306.1809,17.9335
2695,-306.2944,17.930332
2696,-306.40787,17.927166
2697,-306.52133,17.924
2698,-306.6348,17.920834
2699,-306.74826,17.917665
2700,-306.86172,17.9145
2701,-306.9752,17.911333
2702,-307.08865,17.908167
2703,-307.20212,17.905
2704,-307.31558,17.901834
2705,-307.42908,17.898666
2706,-307.54254,17.8955
2707,-307.656,17.892334
2708,-307.76947,17.889168
2709,-307.88293,17.886
2710,-307.9964,17.882833
2711,-308.10986,17.879667
2712,-308.22333,17.876501
2713,-308.3368,17.873335
2714,-308.45026,17.870169
2715,-308.56372,17.867
2716,-308.67722,17.863834
2717,-308.79068,17.860668
2718,-308.90414,17.857502
2719,-309.0176,17.854334
2720,-309.13107,17.851168
2721,-309.24454,17.848001
2722,-309.358,17.844835
2723,-309.47147,17.84167
2724,-309.58493,17.838503
2725,-309.6984,17.835335
2726,-309.8119,17.832169
2727,-309.92535,17.829002
2728,-310.03882,17.825836
2729,-310.15228,17.822668
2730,-310.26575,17.819502
2731,-310.3792,17.816336
2732,-310.49268,17.81317
2733,-310.60614,17.810003
2734,-310.7196,17.806837
2735,-310.83307,17.80367
2736,-310.94656,17.800503
2737,-311.06003,17.797337
2738,-311.1735,17.79417
2739,-311.28696,17.791002
2740,-311.40042,17.787836
2741,-311.5139,17.78467
2742,-311.62735,17.781504
2743,-311.7408,17.778337
2744,-311.85428,17.775171
2745,-311.96774,17.772005
2746,-312.0812,17.768837
2747,-312.1947,17.76567
2748,-312.30817,17.762505
2749,-312.42163,17.759338
2750,-312.5351,17.75617
2751,-312.64856,17.753004
2752,-312.76202,17.749838
2753,-312.8755,17.746672
2754,-312.98895,17.743505
2755,-313.10242,17.74034
2756,-313.21588,17.737171
2757,-313.32938,17.734005
2758,-313.44284,17.730839
2759,-313.5563,17.727673
2760,-313.66977,17.724504
2761,-313.78323,17.721338
2762,-313.8967,17.718172
2763,-314.01016,17.715006
2764,-314.12363,17.71184
2765,-314.2371,17.708673
2766,-314.35056,17.705505
2767,-314.46405,17.70234
2768,-314.5775,17.699173
2769,-314.69098,17.696007
2770,-314.80444,17.692839
2771,-314.9179,17.689672
2772,-315.03137,17.686506
2773,-315.14484,17.68334
2774,-315.2583,17.680174
2775,-315.37177,17.677008
2776,-315.48523,17.67384
2777,-315.5987,17.670673
2778,-315.7122,17.667507
2779,-315.82565,17.664341
2780,-315.93912,17.661173
2781,-316.05258,17.658007
2782,-316.16605,17.65484
2783,-316.2795,17.651674
2784,-316.39297,17.648508
2785,-316.50644,17.645342
2786,-316.6199,17.642174
2787,-316.73337,17.639008
2788,-316.84686,17.635841
2789,-316.96033,17.632675
2790,-317.0738,17.629507
2791,-317.18726,17.62634
2792,-317.30072,17.623175
2793,-317.41418,17.620008
2794,-317.52765,17.616842
2795,-317.6411,17.613676
2796,-317.75458,17.61051
2797,-317.86804,17.607342
2798,-317.98154,17.604176
2799,-318.095,17.60101
2800,-318.20847,17.597841
2801,-318.32193,17.594675
2802,-318.4354,17.591509
2803,-318.54886,17.588343
2804,-318.66232,17.585176
2805,-318.7758,17.58201
2806,-318.88925,17.578844
2807,-319.00272,17.575676
2808,-319.11618,17.57251
2809,-319.22968,17.569344
2810,-319.34314,17.566175
2811,-319.4566,17.56301
2812,-319.57007,17.559843
2813,-319.68353,17.556677
2814,-319.797,17.55351
2815,-319.91046,17.550344
2816,-320.02393,17.547178
2817,-320.1374,17.54401
2818,-320.25085,17.540844
2819,-320.36435,17.537678
2820,-320.4778,17.534512
2821,-320.59128,17.531343
2822,-320.70474,17.528177
2823,-320.8182,17.525011
2824,-320.93167,17.521845
2825,-321.04514,17.518679
2826,-321.1586,17.515512
2827,-321.27206,17.512344
2828,-321.38553,17.509178
