CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	535     	Heart Beat.01_01-28           	   00:05:21:06	   00:05:21:22	   00:00:00:16	Unmuted
1       	536     	Heart Beat.01_01-30           	   00:05:21:26	   00:05:22:04	   00:00:00:07	Unmuted
1       	537     	Heart Beat.01_01-32           	   00:05:22:05	   00:05:22:22	   00:00:00:16	Unmuted
1       	538     	Heart Beat.01_01-34           	   00:05:22:25	   00:05:23:03	   00:00:00:07	Unmuted
1       	539     	Heart Beat.01_01-36           	   00:05:23:05	   00:05:23:22	   00:00:00:16	Unmuted
1       	540     	Heart Beat.01_01-38           	   00:05:23:25	   00:05:24:03	   00:00:00:07	Unmuted
1       	541     	Heart Beat.01_01-40           	   00:05:24:05	   00:05:24:21	   00:00:00:16	Unmuted
1       	542     	Heart Beat.01_01-42           	   00:05:24:25	   00:05:25:02	   00:00:00:07	Unmuted
1       	543     	Heart Beat.01_01-44           	   00:05:25:04	   00:05:25:21	   00:00:00:16	Unmuted
1       	544     	Heart Beat.01_01-46           	   00:05:25:24	   00:05:26:02	   00:00:00:07	Unmuted
1       	545     	Heart Beat.01_01-48           	   00:05:26:04	   00:05:26:21	   00:00:00:16	Unmuted
1       	546     	Heart Beat.01_01-50           	   00:05:26:24	   00:05:27:02	   00:00:00:07	Unmuted
1       	547     	Heart Beat.01_01-52           	   00:05:27:04	   00:05:27:20	   00:00:00:16	Unmuted
1       	548     	Heart Beat.01_01-54           	   00:05:27:24	   00:05:28:02	   00:00:00:07	Unmuted
1       	549     	Heart Beat.01_01-56           	   00:05:28:04	   00:05:28:20	   00:00:00:16	Unmuted
1       	550     	Heart Beat.01_01-58           	   00:05:28:24	   00:05:29:01	   00:00:00:07	Unmuted
1       	551     	Heart Beat.01_01-60           	   00:05:29:03	   00:05:29:20	   00:00:00:16	Unmuted
1       	552     	Heart Beat.01_01-62           	   00:05:29:23	   00:05:30:01	   00:00:00:07	Unmuted
1       	553     	Heart Beat.01_01-44           	   00:05:30:03	   00:05:30:20	   00:00:00:16	Unmuted
1       	554     	Heart Beat.01_01-02           	   00:05:30:23	   00:05:31:01	   00:00:00:07	Unmuted
1       	555     	Heart Beat.01_01-04           	   00:05:31:03	   00:05:31:20	   00:00:00:16	Unmuted
1       	556     	Heart Beat.01_01-06           	   00:05:31:23	   00:05:32:01	   00:00:00:07	Unmuted
1       	557     	Heart Beat.01_01-08           	   00:05:32:03	   00:05:32:20	   00:00:00:16	Unmuted
1       	558     	Heart Beat.01_01-10           	   00:05:32:23	   00:05:33:01	   00:00:00:07	Unmuted
1       	559     	Heart Beat.01_01-12           	   00:05:33:03	   00:05:33:19	   00:00:00:16	Unmuted
1       	560     	Heart Beat.01_01-14           	   00:05:33:23	   00:05:34:01	   00:00:00:07	Unmuted
1       	561     	Heart Beat.01_01-16           	   00:05:34:03	   00:05:34:19	   00:00:00:16	Unmuted
1       	562     	Heart Beat.01_01-18           	   00:05:34:23	   00:05:35:01	   00:00:00:07	Unmuted
1       	563     	Heart Beat.01_01-20           	   00:05:35:03	   00:05:35:19	   00:00:00:16	Unmuted
1       	564     	Heart Beat.01_01-22           	   00:05:35:23	   00:05:36:01	   00:00:00:07	Unmuted
1       	565     	Heart Beat.01_01-24           	   00:05:36:03	   00:05:36:19	   00:00:00:16	Unmuted
1       	566     	Heart Beat.01_01-26           	   00:05:36:23	   00:05:37:01	   00:00:00:07	Unmuted
1       	567     	Heart Beat.01_01-28           	   00:05:37:03	   00:05:37:19	   00:00:00:16	Unmuted
1       	568     	Heart Beat.01_01-30           	   00:05:37:23	   00:05:38:01	   00:00:00:07	Unmuted
1       	569     	Heart Beat.01_01-32           	   00:05:38:03	   00:05:38:20	   00:00:00:16	Unmuted
1       	570     	Heart Beat.01_01-34           	   00:05:38:23	   00:05:39:01	   00:00:00:07	Unmuted
1       	571     	Heart Beat.01_01-36           	   00:05:39:03	   00:05:39:20	   00:00:00:16	Unmuted
1       	572     	Heart Beat.01_01-38           	   00:05:39:23	   00:05:40:01	   00:00:00:07	Unmuted
1       	573     	Heart Beat.01_01-40           	   00:05:40:03	   00:05:40:20	   00:00:00:16	Unmuted
1       	574     	Heart Beat.01_01-42           	   00:05:40:23	   00:05:41:01	   00:00:00:07	Unmuted
