timestep,depth,W
732,-110.61318,-2.8583907e-05
733,-110.76361,-2.8559882e-05
734,-110.91404,-2.8535856e-05
735,-111.06447,-2.851183e-05
736,-111.2149,-2.8487804e-05
737,-111.365326,-2.8463779e-05
738,-111.515755,-2.8439754e-05
739,-111.66618,-2.8397113e-05
740,-111.816605,-2.8330784e-05
741,-111.96703,-2.8264449e-05
742,-112.11746,-2.8198116e-05
743,-112.26789,-2.813178e-05
744,-112.41832,-2.8065448e-05
745,-112.56875,-2.7999115e-05
746,-112.71918,-2.793278e-05
747,-112.869606,-2.7866447e-05
748,-113.02003,-2.7800117e-05
749,-113.170456,-2.7733782e-05
750,-113.320885,-2.766745e-05
751,-113.47131,-2.7601114e-05
752,-113.62174,-2.7534781e-05
753,-113.77217,-2.7468446e-05
754,-113.9226,-2.7402113e-05
755,-114.07303,-2.733578e-05
756,-114.22345,-2.7269449e-05
757,-114.37388,-2.7203116e-05
758,-114.52431,-2.7136783e-05
759,-114.674736,-2.7070448e-05
760,-114.825165,-2.7004115e-05
761,-114.97559,-2.693778e-05
762,-115.12602,-2.6871447e-05
763,-115.27645,-2.6805112e-05
764,-115.42687,-2.6738782e-05
765,-115.5773,-2.667245e-05
766,-115.72773,-2.6606114e-05
767,-115.87816,-2.6539781e-05
768,-116.02859,-2.6473448e-05
769,-116.179016,-2.6407113e-05
770,-116.329445,-2.634078e-05
771,-116.47987,-2.6274445e-05
772,-116.6303,-2.6208112e-05
773,-116.78072,-2.614178e-05
774,-116.93115,-2.6075448e-05
775,-117.08158,-2.6009115e-05
776,-117.23201,-2.594278e-05
777,-117.38244,-2.5876447e-05
778,-117.53287,-2.5810114e-05
779,-117.6833,-2.5743779e-05
780,-117.833725,-2.5677446e-05
781,-117.984146,-2.5611114e-05
782,-118.134575,-2.5544781e-05
783,-118.285,-2.5478446e-05
784,-118.43543,-2.5412113e-05
785,-118.58586,-2.534578e-05
786,-118.73629,-2.5279445e-05
787,-118.88672,-2.5213112e-05
788,-119.03715,-2.5146779e-05
789,-119.18757,-2.5080448e-05
790,-119.338,-2.5014115e-05
791,-119.48843,-2.494778e-05
792,-119.638855,-2.4881447e-05
793,-119.78928,-2.4815112e-05
794,-119.93971,-2.4748779e-05
795,-120.09014,-2.4682446e-05
796,-120.24057,-2.461611e-05
797,-120.39099,-2.4549781e-05
798,-120.54142,-2.4483446e-05
799,-120.69185,-2.4417113e-05
800,-120.84228,-2.435078e-05
801,-120.99271,-2.4284445e-05
802,-121.143135,-2.4218112e-05
803,-121.293564,-2.4151777e-05
804,-121.44399,-2.4085444e-05
805,-121.59442,-2.4019111e-05
806,-121.74484,-2.395278e-05
807,-121.89527,-2.3886447e-05
808,-122.0457,-2.3820112e-05
809,-122.19613,-2.3753779e-05
810,-122.34656,-2.3687446e-05
811,-122.49699,-2.362111e-05
812,-122.647415,-2.3554778e-05
813,-122.797844,-2.3488443e-05
814,-122.948265,-2.3422113e-05
815,-123.098694,-2.335578e-05
816,-123.24912,-2.3289445e-05
817,-123.39955,-2.3223112e-05
818,-123.54998,-2.3156777e-05
819,-123.70041,-2.3090444e-05
820,-123.85084,-2.3024111e-05
821,-124.00127,-2.2957776e-05
822,-124.15169,-2.2891447e-05
823,-124.30212,-2.2825112e-05
824,-124.452545,-2.2758779e-05
825,-124.602974,-2.2692446e-05
826,-124.7534,-2.262611e-05
827,-124.90383,-2.2559778e-05
828,-125.05426,-2.243907e-05
829,-125.20469,-2.2314001e-05
830,-125.35511,-2.218894e-05
831,-125.50554,-2.2063872e-05
832,-125.65597,-2.1938804e-05
833,-125.8064,-2.1813736e-05
834,-125.956825,-2.168867e-05
