time,cosine_wave
0.0,0.0
4.630058338735068e-05,0.9702913002775686
9.260116677470137e-05,0.8829304147886695
0.00013890175016205206,0.7431081001622536
0.00018520233354940273,0.5591322347177838
0.0002315029169367534,0.3419341859405888
0.0002778035003241041,0.10441929705350773
0.0003241040837114548,-0.13929991491635338
0.00037040466709880546,-0.3747422881989941
0.00041670525048615614,-0.5879184492548333
0.0004630058338735068,-0.7661620249702937
0.0005093064172608575,-0.8988822456086092
0.0005556070006482082,-0.9781932208057026
0.0006019075840355589,-0.9993824986679267
0.0006482081674229096,-0.9611910674085934
0.0006945087508102602,-0.8658881625542096
0.0007408093341976109,-0.7191364348707641
0.0007871099175849616,-0.529655490381248
0.0008334105009723123,-0.3087037940515849
0.000879711084359663,-0.06940972108061404
0.0009260116677470136,0.17400849701316015
0.0009723122511343643,0.40708758273310325
0.001018612834521715,0.6159785829407499
0.0010649134179090657,0.7882697376363257
0.0011112140012964164,0.9137239544604667
0.001157514584683767,0.9848870701000908
0.0012038151680711178,0.9975307572874973
0.0012501157514584684,0.9509037610106162
0.0012964163348458191,0.8477765361321452
0.0013427169182331697,0.6942766341663285
0.0013890175016205205,0.49952462010301624
0.001435318085007871,0.2750921521544998
0.0014816186683952218,0.03431442391727254
0.0015279192517825726,-0.20850217815256766
0.0015742198351699232,-0.43893012301799283
0.001620520418557274,-0.6432779814356753
0.0016668210019446246,-0.8094039350763091
0.0017131215853319753,-0.9274372117942704
0.001759422168719326,-0.9903645812390217
0.0018057227521066767,-0.99444706276425
0.0018520233354940273,-0.9394420859344444
0.001898323918881378,-0.828617903429357
0.0019446245022687286,-0.6685593999690429
0.001990925085656079,-0.46877683558815053
0.00203722566904343,-0.2411407707166182
0.0020835262524307807,0.0008232516510254248
0.0021298268358181313,0.24273835854647643
0.002176127419205482,0.4702305834315812
0.002222428002592833,0.6697829299097409
0.0022687285859801835,0.829538516500103
0.002315029169367534,0.9400050817006798
0.002361329752754885,0.9946189894816465
0.0024076303361422356,0.9901352234691365
0.002453930919529586,0.9268201973793326
0.0025002315029169367,0.8084359254082745
0.0025465320863042877,0.6420164931316557
0.0025928326696916383,0.43745011043244336
0.002639133253078989,0.20689157978446732
0.0026854338364663394,-0.03595991050134111
0.0027317344198536904,-0.27667475642088984
0.002778035003241041,-0.5009503078218684
0.0028243355866283916,-0.6954606946809683
0.002870636170015742,-0.8486486156460072
0.002916936753403093,-0.9514120428268777
0.0029632373367904437,-0.997645040622451
0.0030095379201777943,-0.9846005645351738
0.0030558385035651453,-0.9130536834112728
0.003102139086952496,-0.7872555268655211
0.0031484396703398464,-0.614680694214825
0.003194740253727197,-0.4055831332249211
0.003241040837114548,-0.17238687720009319
0.0032873414205018985,0.07105215876638518
0.003333642003889249,0.3102694602340214
0.0033799425872765997,0.5310513572473909
0.0034262431706639507,0.7202795636414557
0.0034725437540513012,0.8667106314906647
0.003518844337438652,0.9616440075454838
0.0035651449208260024,0.9994389974802144
0.0036114455042133534,0.97784992128089
0.003657746087600704,0.8981595457116914
0.0037040466709880545,0.765102865649725
0.0037503472543754055,0.5865857630030398
0.003796647837762756,0.37321525976733333
0.0038429484211501067,0.13766927636311307
0.0038892490045374572,-0.10605665742605944
0.003935549587924808,-0.3434809804371608
0.003981850171312158,-0.5604965568319143
0.00402815075469951,-0.7442088854219159
0.00407445133808686,-0.8837022573963874
0.004120751921474211,-0.970688339352811
0.0041670525048615615,-0.9999986445134382
0.004213353088248912,-0.9698916307686892
